Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Southfield,"Radium, combined (-226 &amp; -228)*",0.65 pCi/L,0.05 pCi/L,5 pCi/L
Southfield,Total trihalomethanes (TTHMs)†,28.5 ppb,0.15 ppb,80 ppb
Southfield,Trichloroacetic acid,12.6 ppb,0.1 ppb,
Southfield,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
Southfield,Bromoform,0.0625 ppb,0.5 ppb,
Southfield,Chromium (total),0.228 ppb,,100 ppb
Southfield,Fluoride*,0.610 ppm,,4 ppm
Southfield,Manganese,21.3 ppb,100 ppb,
Southfield,Strontium,0.101 ppb,"1,500 ppb",
Southfield,Vanadium,0.123 ppb,21 ppb,
Southfield,None,,,
City of Royal Oak,Bromochloroacetic acid,1.50 ppb,0.02 ppb,
City of Royal Oak,Bromodichloromethane,7.41 ppb,0.06 ppb,
City of Royal Oak,Chloroform,14.7 ppb,0.4 ppb,
City of Royal Oak,Chromium (hexavalent),0.0939 ppb,0.02 ppb,
City of Royal Oak,Dibromochloromethane,2.73 ppb,0.1 ppb,
City of Royal Oak,Dichloroacetic acid,5.11 ppb,0.2 ppb,
City of Royal Oak,Haloacetic acids (HAA5)†,12.4 ppb,0.1 ppb,60 ppb
City of Royal Oak,Haloacetic acids (HAA9)†,23.7 ppb,0.06 ppb,
City of Royal Oak,Nitrate*,0.400 ppm,0.14 ppm,10 ppm
City of Royal Oak,"Radium, combined (-226 &amp; -228)*",0.65 pCi/L,0.05 pCi/L,5 pCi/L
City of Royal Oak,Total trihalomethanes (TTHMs)†,26.6 ppb,0.15 ppb,80 ppb
City of Royal Oak,Trichloroacetic acid,6.94 ppb,0.1 ppb,
City of Royal Oak,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
City of Royal Oak,Bromoform,0.0278 ppb,0.5 ppb,
City of Royal Oak,Chromium (total),0.206 ppb,,100 ppb
City of Royal Oak,Fluoride*,0.610 ppm,,4 ppm
City of Royal Oak,Manganese,0.140 ppb,100 ppb,
City of Royal Oak,Strontium,0.0980 ppb,"1,500 ppb",
City of Royal Oak,Vanadium,0.0925 ppb,21 ppb,
City of Royal Oak,None,,,
Chilton`s Mobile Home Park (troy),Total trihalomethanes (TTHMs)†,0.650 ppb,0.15 ppb,80 ppb
Chilton`s Mobile Home Park (troy),Chloroform,0.650 ppb,0.4 ppb,
Chilton`s Mobile Home Park (troy),None,,,
Emmett Township,Bromochloroacetic acid,1.50 ppb,0.02 ppb,
Emmett Township,Bromodichloromethane,10.1 ppb,0.06 ppb,
Emmett Township,Bromoform,2.00 ppb,0.5 ppb,
Emmett Township,Chloroform,9.10 ppb,0.4 ppb,
Emmett Township,Dibromoacetic acid,2.00 ppb,0.04 ppb,
Emmett Township,Dibromochloromethane,7.35 ppb,0.1 ppb,
Emmett Township,Dichloroacetic acid,1.000 ppb,0.2 ppb,
Emmett Township,Haloacetic acids (HAA5)†,3.00 ppb,0.1 ppb,60 ppb
Emmett Township,Haloacetic acids (HAA9)†,13.4 ppb,0.06 ppb,
Emmett Township,"Radium, combined (-226 &amp; -228)*",1.62 pCi/L,0.05 pCi/L,5 pCi/L
Emmett Township,Total trihalomethanes (TTHMs)†,40.2 ppb,0.15 ppb,80 ppb
Emmett Township,Trichloroacetic acid,1.000 ppb,0.1 ppb,
Emmett Township,"cis-1,2-Dichloroethylene*",0.461 ppb,,70 ppb
Emmett Township,Fluoride*,0.777 ppm,,4 ppm
Emmett Township,Manganese,30.5 ppb,100 ppb,
Emmett Township,Strontium*,0.135 ppb,"1,500 ppb",
Emmett Township,Styrene*,0.00886 ppb,0.5 ppb,100 ppb
Emmett Township,None,,,
City of Warren,Chromium (hexavalent),0.112 ppb,0.02 ppb,
City of Warren,Haloacetic acids (HAA5)†,14.6 ppb,0.1 ppb,60 ppb
City of Warren,Haloacetic acids (HAA9)†,23.0 ppb,0.06 ppb,
City of Warren,Nitrate*,0.364 ppm,0.14 ppm,10 ppm
City of Warren,Total trihalomethanes (TTHMs)†,37.6 ppb,0.15 ppb,80 ppb
City of Warren,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
City of Warren,Chromium (total),0.223 ppb,,100 ppb
City of Warren,Fluoride*,0.570 ppm,,4 ppm
City of Warren,Manganese,0.800 ppb,100 ppb,
City of Warren,Strontium,0.105 ppb,"1,500 ppb",
City of Warren,Vanadium,0.180 ppb,21 ppb,
City of Warren,None,,,
City of Detroit,Chromium (hexavalent),0.116 ppb,0.02 ppb,
City of Detroit,Haloacetic acids (HAA5)†,12.7 ppb,0.1 ppb,60 ppb
City of Detroit,Haloacetic acids (HAA9)†,20.1 ppb,0.06 ppb,
City of Detroit,Nitrate,0.573 ppm,0.14 ppm,10 ppm
City of Detroit,"Radium, combined (-226 &amp; -228)",0.59 pCi/L,0.05 pCi/L,5 pCi/L
City of Detroit,Total trihalomethanes (TTHMs)†,29.7 ppb,0.15 ppb,80 ppb
City of Detroit,Barium,10.00 ppb,700 ppb,"2,000 ppb"
City of Detroit,Chromium (total),0.213 ppb,,100 ppb
City of Detroit,Fluoride,0.615 ppm,,4 ppm
City of Detroit,Manganese,0.0969 ppb,100 ppb,
City of Detroit,Strontium,0.106 ppb,"1,500 ppb",
City of Detroit,Vanadium,0.194 ppb,21 ppb,
City of Detroit,None,,,
City of St. Clair Shores,Bromochloroacetic acid,2.16 ppb,0.02 ppb,
City of St. Clair Shores,Bromodichloromethane,6.71 ppb,0.06 ppb,
City of St. Clair Shores,Chloroform,12.6 ppb,0.4 ppb,
City of St. Clair Shores,Chromium (hexavalent),0.153 ppb,0.02 ppb,
City of St. Clair Shores,Dibromoacetic acid,0.158 ppb,0.04 ppb,
City of St. Clair Shores,Dibromochloromethane,2.72 ppb,0.1 ppb,
City of St. Clair Shores,Dichloroacetic acid,5.53 ppb,0.2 ppb,
City of St. Clair Shores,Haloacetic acids (HAA5)†,11.5 ppb,0.1 ppb,60 ppb
City of St. Clair Shores,Haloacetic acids (HAA9)†,23.6 ppb,0.06 ppb,
City of St. Clair Shores,Nitrate*,0.372 ppm,0.14 ppm,10 ppm
City of St. Clair Shores,"Radium, combined (-226 &amp; -228)*",0.86 pCi/L,0.05 pCi/L,5 pCi/L
City of St. Clair Shores,Total trihalomethanes (TTHMs)†,21.5 ppb,0.15 ppb,80 ppb
City of St. Clair Shores,Trichloroacetic acid,6.05 ppb,0.1 ppb,
City of St. Clair Shores,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
City of St. Clair Shores,Chromium (total),0.305 ppb,,100 ppb
City of St. Clair Shores,Fluoride*,0.606 ppm,,4 ppm
City of St. Clair Shores,Manganese,0.117 ppb,100 ppb,
City of St. Clair Shores,Strontium,0.104 ppb,"1,500 ppb",
City of St. Clair Shores,Vanadium,0.346 ppb,21 ppb,
City of St. Clair Shores,Xylenes (total),47.0 ppb,"1,800 ppb","10,000 ppb"
City of St. Clair Shores,None,,,
Harper Woods,Bromochloroacetic acid,0.455 ppb,0.02 ppb,
Harper Woods,Bromodichloromethane,7.08 ppb,0.06 ppb,
Harper Woods,Chloroform,14.8 ppb,0.4 ppb,
Harper Woods,Chromium (hexavalent),0.0878 ppb,0.02 ppb,
Harper Woods,Dibromochloromethane,2.75 ppb,0.1 ppb,
Harper Woods,Dichloroacetic acid,1.36 ppb,0.2 ppb,
Harper Woods,Haloacetic acids (HAA5)†,5.78 ppb,0.1 ppb,60 ppb
Harper Woods,Haloacetic acids (HAA9)†,11.9 ppb,0.06 ppb,
Harper Woods,Nitrate*,0.364 ppm,0.14 ppm,10 ppm
Harper Woods,Total trihalomethanes (TTHMs)†,25.4 ppb,0.15 ppb,80 ppb
Harper Woods,Trichloroacetic acid,4.27 ppb,0.1 ppb,
Harper Woods,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
Harper Woods,Bromoform,0.0818 ppb,0.5 ppb,
Harper Woods,Chromium (total),0.331 ppb,,100 ppb
Harper Woods,Fluoride*,0.570 ppm,,4 ppm
Harper Woods,Manganese,0.695 ppb,100 ppb,
Harper Woods,Strontium,0.104 ppb,"1,500 ppb",
Harper Woods,Vanadium,0.155 ppb,21 ppb,
Harper Woods,None,,,
City of New Baltimore,Chromium (hexavalent),0.0768 ppb,0.02 ppb,
City of New Baltimore,Haloacetic acids (HAA5)†,24.6 ppb,0.1 ppb,60 ppb
City of New Baltimore,Haloacetic acids (HAA9)†,21.1 ppb,0.06 ppb,
City of New Baltimore,"Radium, combined (-226 &amp; -228)",0.56 pCi/L,0.05 pCi/L,5 pCi/L
City of New Baltimore,Total trihalomethanes (TTHMs)†,41.0 ppb,0.15 ppb,80 ppb
City of New Baltimore,Chlorate,181.3 ppb,210 ppb,
City of New Baltimore,Chromium (total),0.138 ppb,,100 ppb
City of New Baltimore,Manganese,2.00 ppb,100 ppb,
City of New Baltimore,Strontium,0.105 ppb,"1,500 ppb",
City of New Baltimore,Vanadium,0.0767 ppb,21 ppb,
City of New Baltimore,None,,,
Clay Township,Haloacetic acids (HAA5)†,19.7 ppb,0.1 ppb,60 ppb
Clay Township,Total trihalomethanes (TTHMs)†,47.9 ppb,0.15 ppb,80 ppb
Clay Township,Fluoride*,0.660 ppm,,4 ppm
Clay Township,Nitrate*,0.250 ppm,0.14 ppm,10 ppm
Beverly Hills,Bromochloroacetic acid,1.78 ppb,0.02 ppb,
Beverly Hills,Bromodichloromethane,6.78 ppb,0.06 ppb,
Beverly Hills,Chloroform,15.0 ppb,0.4 ppb,
Beverly Hills,Chromium (hexavalent),0.120 ppb,0.02 ppb,
Beverly Hills,Dibromochloromethane,2.37 ppb,0.1 ppb,
Beverly Hills,Dichloroacetic acid,5.56 ppb,0.2 ppb,
Beverly Hills,Haloacetic acids (HAA5)†,11.7 ppb,0.1 ppb,60 ppb
Beverly Hills,Haloacetic acids (HAA9)†,19.9 ppb,0.06 ppb,
Beverly Hills,Nitrate*,0.400 ppm,0.14 ppm,10 ppm
Beverly Hills,"Radium, combined (-226 &amp; -228)*",0.65 pCi/L,0.05 pCi/L,5 pCi/L
Beverly Hills,Total trihalomethanes (TTHMs)†,24.7 ppb,0.15 ppb,80 ppb
Beverly Hills,Trichloroacetic acid,6.89 ppb,0.1 ppb,
Beverly Hills,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
Beverly Hills,Chromium (total),0.245 ppb,,100 ppb
Beverly Hills,Fluoride*,0.610 ppm,,4 ppm
Beverly Hills,Strontium,0.0997 ppb,"1,500 ppb",
Beverly Hills,Vanadium,0.111 ppb,21 ppb,
Beverly Hills,None,,,
Bingham Farms,Bromochloroacetic acid,2.00 ppb,0.02 ppb,
Bingham Farms,Bromodichloromethane,11.0 ppb,0.06 ppb,
Bingham Farms,Chloroform,34.0 ppb,0.4 ppb,
Bingham Farms,Dibromochloromethane,3.60 ppb,0.1 ppb,
Bingham Farms,Dichloroacetic acid,9.00 ppb,0.2 ppb,
Bingham Farms,Haloacetic acids (HAA5)†,16.8 ppb,0.1 ppb,60 ppb
Bingham Farms,Nitrate*,0.348 ppm,0.14 ppm,10 ppm
Bingham Farms,"Radium, combined (-226 &amp; -228)*",0.86 pCi/L,0.05 pCi/L,5 pCi/L
Bingham Farms,Total trihalomethanes (TTHMs)†,44.4 ppb,0.15 ppb,80 ppb
Bingham Farms,Trichloroacetic acid,11.0 ppb,0.1 ppb,
Bingham Farms,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
Bingham Farms,Fluoride*,0.600 ppm,,4 ppm
Bingham Farms,None,,,
City of Farmington,Bromochloroacetic acid,0.667 ppb,0.02 ppb,
City of Farmington,Bromodichloromethane,8.03 ppb,0.06 ppb,
City of Farmington,Chloroform,14.3 ppb,0.4 ppb,
City of Farmington,Chromium (hexavalent),0.160 ppb,0.02 ppb,
City of Farmington,Dibromochloromethane,3.03 ppb,0.1 ppb,
City of Farmington,Dichloroacetic acid,4.33 ppb,0.2 ppb,
City of Farmington,Haloacetic acids (HAA5)†,13.7 ppb,0.1 ppb,60 ppb
City of Farmington,Haloacetic acids (HAA9)†,22.5 ppb,0.06 ppb,
City of Farmington,Nitrate*,0.356 ppm,0.14 ppm,10 ppm
City of Farmington,Total trihalomethanes (TTHMs)†,29.9 ppb,0.15 ppb,80 ppb
City of Farmington,Trichloroacetic acid,7.00 ppb,0.1 ppb,
City of Farmington,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
City of Farmington,Chromium (total),0.138 ppb,,100 ppb
City of Farmington,Fluoride*,0.572 ppm,,4 ppm
City of Farmington,Manganese,0.530 ppb,100 ppb,
City of Farmington,Strontium,0.0986 ppb,"1,500 ppb",
City of Farmington,Vanadium,0.200 ppb,21 ppb,
City of Farmington,None,,,
Birmingham,Bromochloroacetic acid,1.22 ppb,0.02 ppb,
Birmingham,Bromodichloromethane,6.52 ppb,0.06 ppb,
Birmingham,Chloroform,12.1 ppb,0.4 ppb,
Birmingham,Chromium (hexavalent),0.113 ppb,0.02 ppb,
Birmingham,Dibromochloromethane,2.40 ppb,0.1 ppb,
Birmingham,Dichloroacetic acid,3.56 ppb,0.2 ppb,
Birmingham,Haloacetic acids (HAA5)†,10.0 ppb,0.1 ppb,60 ppb
Birmingham,Haloacetic acids (HAA9)†,17.5 ppb,0.06 ppb,
Birmingham,Nitrate*,0.400 ppm,0.14 ppm,10 ppm
Birmingham,"Radium, combined (-226 &amp; -228)*",0.65 pCi/L,0.05 pCi/L,5 pCi/L
Birmingham,Total trihalomethanes (TTHMs)†,21.6 ppb,0.15 ppb,80 ppb
Birmingham,Trichloroacetic acid,6.33 ppb,0.1 ppb,
Birmingham,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
Birmingham,Chromium (total),0.170 ppb,,100 ppb
Birmingham,Fluoride*,0.610 ppm,,4 ppm
Birmingham,Manganese,0.503 ppb,100 ppb,
Birmingham,Strontium,0.0992 ppb,"1,500 ppb",
Birmingham,Vanadium,0.0563 ppb,21 ppb,
Birmingham,None,,,
West Bloomfield Township,Chromium (hexavalent),0.140 ppb,0.02 ppb,
West Bloomfield Township,Haloacetic acids (HAA5)†,15.5 ppb,0.1 ppb,60 ppb
West Bloomfield Township,Haloacetic acids (HAA9)†,20.9 ppb,0.06 ppb,
West Bloomfield Township,Nitrate*,0.348 ppm,0.14 ppm,10 ppm
West Bloomfield Township,"Radium, combined (-226 &amp; -228)*",0.86 pCi/L,0.05 pCi/L,5 pCi/L
West Bloomfield Township,Total trihalomethanes (TTHMs)†,28.3 ppb,0.15 ppb,80 ppb
West Bloomfield Township,Aluminum,60.0 ppb,600 ppb,
West Bloomfield Township,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
West Bloomfield Township,Chromium (total),0.275 ppb,,100 ppb
West Bloomfield Township,Fluoride*,0.600 ppm,,4 ppm
West Bloomfield Township,Strontium,0.100 ppb,"1,500 ppb",
West Bloomfield Township,Vanadium,0.263 ppb,21 ppb,
West Bloomfield Township,None,,,
City of Roseville,Arsenic,0.544 ppb,0.004 ppb,10 ppb
City of Roseville,Bromodichloromethane,0.380 ppb,0.06 ppb,
City of Roseville,Chloroform,7.62 ppb,0.4 ppb,
City of Roseville,Chromium (hexavalent),1.05 ppb,0.02 ppb,
City of Roseville,Haloacetic acids (HAA5)†,25.9 ppb,0.1 ppb,60 ppb
City of Roseville,Haloacetic acids (HAA9)†,18.3 ppb,0.06 ppb,
City of Roseville,Nitrate,0.718 ppm,0.14 ppm,10 ppm
City of Roseville,Nitrate and nitrite,0.550 ppm,0.14 ppm,10 ppm
City of Roseville,"Radium, combined (-226 &amp; -228)",0.47 pCi/L,0.05 pCi/L,5 pCi/L
City of Roseville,Total trihalomethanes (TTHMs)†,44.2 ppb,0.15 ppb,80 ppb
City of Roseville,Barium,17.8 ppb,700 ppb,"2,000 ppb"
City of Roseville,Chlorate,135.3 ppb,210 ppb,
City of Roseville,Chloromethane,0.0382 ppb,2.69 ppb,
City of Roseville,Chromium (total),1.12 ppb,,100 ppb
City of Roseville,Dalapon,2.86 ppb,,200 ppb
City of Roseville,Fluoride,0.436 ppm,,4 ppm
City of Roseville,Germanium,0.144 ppb,,
City of Roseville,Manganese,2.38 ppb,100 ppb,
City of Roseville,Strontium,0.121 ppb,"1,500 ppb",
City of Roseville,Testosterone,0.0200 ppt,,
City of Roseville,Vanadium,3.53 ppb,21 ppb,
City of Roseville,None,,,
Central Clinton County Water Filtration Authority,Barium,11.2 ppb,700 ppb,"2,000 ppb"
Central Clinton County Water Filtration Authority,Fluoride,0.423 ppm,,4 ppm
Central Clinton County Water Filtration Authority,Nitrate,0.0283 ppm,0.14 ppm,10 ppm
Central Clinton County Water Filtration Authority,None,,,
Clinton Township,Bromochloroacetic acid,1.57 ppb,0.02 ppb,
Clinton Township,Bromodichloromethane,6.56 ppb,0.06 ppb,
Clinton Township,Chloroform,12.6 ppb,0.4 ppb,
Clinton Township,Chromium (hexavalent),0.152 ppb,0.02 ppb,
Clinton Township,Dibromochloromethane,2.53 ppb,0.1 ppb,
Clinton Township,Dichloroacetic acid,5.09 ppb,0.2 ppb,
Clinton Township,Haloacetic acids (HAA5)†,11.7 ppb,0.1 ppb,60 ppb
Clinton Township,Haloacetic acids (HAA9)†,20.6 ppb,0.06 ppb,
Clinton Township,Nitrate*,0.372 ppm,0.14 ppm,10 ppm
Clinton Township,"Radium, combined (-226 &amp; -228)*",0.86 pCi/L,0.05 pCi/L,5 pCi/L
Clinton Township,Total trihalomethanes (TTHMs)†,23.4 ppb,0.15 ppb,80 ppb
Clinton Township,Trichloroacetic acid,6.30 ppb,0.1 ppb,
Clinton Township,Barium*,10.00 ppb,700 ppb,"2,000 ppb"
Clinton Township,Chromium (total),0.260 ppb,,100 ppb
Clinton Township,Fluoride*,0.606 ppm,,4 ppm
Clinton Township,Strontium,0.103 ppb,"1,500 ppb",
Clinton Township,Vanadium,0.633 ppb,21 ppb,
Clinton Township,None,,,
City of Sterling,Arsenic,0.600 ppb,0.004 ppb,10 ppb
City of Sterling,Bromodichloromethane,4.24 ppb,0.06 ppb,
City of Sterling,Bromoform,10.1 ppb,0.5 ppb,
City of Sterling,Chloroform,1.09 ppb,0.4 ppb,
City of Sterling,Chromium (hexavalent),0.0965 ppb,0.02 ppb,
City of Sterling,Dibromoacetic acid,5.22 ppb,0.04 ppb,
City of Sterling,Dibromochloromethane,10.9 ppb,0.1 ppb,
City of Sterling,Dichloroacetic acid,0.546 ppb,0.2 ppb,
City of Sterling,Haloacetic acids (HAA5)†,6.73 ppb,0.1 ppb,60 ppb
City of Sterling,Haloacetic acids (HAA9)†,10.4 ppb,0.06 ppb,
City of Sterling,Nitrate,2.58 ppm,0.14 ppm,10 ppm
City of Sterling,Nitrate and nitrite,2.59 ppm,0.14 ppm,10 ppm
City of Sterling,"Radium, combined (-226 &amp; -228)",0.29 pCi/L,0.05 pCi/L,5 pCi/L
City of Sterling,Total trihalomethanes (TTHMs)†,27.4 ppb,0.15 ppb,80 ppb
City of Sterling,Uranium,3.51 pCi/L,0.43 pCi/L,20 pCi/L
City of Sterling,Antimony,0.0550 ppb,1 ppb,6 ppb
City of Sterling,Barium,34.6 ppb,700 ppb,"2,000 ppb"
City of Sterling,Chlorate,97.9 ppb,210 ppb,
City of Sterling,Chromium (total),0.0721 ppb,,100 ppb
City of Sterling,Fluoride,0.152 ppm,,4 ppm
City of Sterling,Manganese,0.438 ppb,100 ppb,
City of Sterling,Monochloroacetic acid,0.555 ppb,53 ppb,
City of Sterling,Nitrite,0.00500 ppm,,1 ppm
City of Sterling,Selenium,0.682 ppb,30 ppb,50 ppb
City of Sterling,Strontium,0.235 ppb,"1,500 ppb",
City of Sterling,Trichloroacetic acid,0.138 ppb,0.1 ppb,
City of Sterling,Vanadium,1.75 ppb,21 ppb,
City of Sterling,None,,,
St. Clair Township,Bromochloroacetic acid,3.00 ppb,0.02 ppb,
St. Clair Township,Bromodichloromethane,7.05 ppb,0.06 ppb,
St. Clair Township,Chloroform,21.0 ppb,0.4 ppb,
St. Clair Township,Dibromochloromethane,2.30 ppb,0.1 ppb,
St. Clair Township,Dichloroacetic acid,11.0 ppb,0.2 ppb,
St. Clair Township,Haloacetic acids (HAA5)†,24.0 ppb,0.1 ppb,60 ppb
St. Clair Township,Nitrate*,0.290 ppm,0.14 ppm,10 ppm
St. Clair Township,Total trihalomethanes (TTHMs)†,37.5 ppb,0.15 ppb,80 ppb
St. Clair Township,Trichloroacetic acid,9.00 ppb,0.1 ppb,
St. Clair Township,"4-Androstene-3,17-dione",0.255 ppt,,
St. Clair Township,Fluoride*,0.720 ppm,,4 ppm
St. Clair Township,Testosterone,0.0500 ppt,,
St. Clair Township,None,,,
New Hope St. Clair Water System,Arsenic,0.465 ppb,0.004 ppb,10 ppb
New Hope St. Clair Water System,Bromodichloromethane,22.6 ppb,0.06 ppb,
New Hope St. Clair Water System,Chloroform,39.4 ppb,0.4 ppb,
New Hope St. Clair Water System,Dibromoacetic acid,1.66 ppb,0.04 ppb,
