Utility name,City,People served,Zip
Milan,"Milan, MI","Population served:7,363",48160
Monroe South County,"Brighton, MI","Population served:33,816",48161
City of Novi,"Novi, MI","Population served:48,000",48167
Northville,"Northville, MI","Population served:6,039",48167
Northville Crossing,"Waterford, MI","Population served:1,890",48167
Livonia,"Livonia, MI","Population served:96,942",48167
Plymouth,"Plymouth, MI","Population served:9,132",48170
Gibraltar,"Gibraltar, MI","Population served:4,656",48173
Flat Rock,"Flat Rock, MI","Population served:9,878",48173
Grosse Ile Township,"Grosse Ile, MI","Population served:10,371",48173
Van Buren Township,"Belleville, MI","Population served:27,359",48174
Wayne,"Wayne, MI","Population served:17,593",48174
City of South Lyon,"West Olive, MI","Population served:11,055",48178
Woodland Ridge,"Birmingham, MI","Population served:1,080",48178
South Rockwood,"South Rockwood, MI","Population served:1,675",48179
Riverview,"Muskegon, MI","Population served:12,486",48183
Garden City,"Southgate, MI","Population served:27,625",48185
Northfield Estates,"Grand Rapids, MI","Population served:1,620",48189
Trenton,"Fountain, MI","Population served:18,853",48193
Highland Park,"West Branch, MI","Population served:11,398",48203
Hamtramck,"Hamtramck, MI","Population served:22,413",48203
River Rouge,"River Rouge, MI","Population served:7,903",48209
Grosse Pointe Park,"Grosse Pointe Park, MI","Population served:11,555",48215
Royal Oak Township,"Cassopolis, MI","Population served:1,881",48220
"Grosse Pointe, City of","Traverse City, MI","Population served:5,421",48224
Grosse Pointe Farms,"Grosse Pointe Farms, MI","Population served:9,479",48224
Bloomfield Hills,"Cassopolis, MI","Population served:3,499",48301
Pontiac,"Cassopolis, MI","Population served:63,398",48302
Auburn Hills,"Hickory Corners, MI","Population served:21,412",48304
Southwest Oakland Township,"Cassopolis, MI","Population served:4,690",48306
Rochester,"Rochester, MI","Population served:7,130",48306
Orion Township,"Lake Orion, MI","Population served:33,000",48306
"Utica, City of","Flint, MI","Population served:4,577",48313
"Keego Harbor, City of","Cassopolis, MI","Population served:2,725",48320
Orchard Lake Village,"Cassopolis, MI","Population served:2,157",48320
Waterford Township,"Waterford, MI","Population served:73,441",48320
Commerce Township,"Cassopolis, MI","Population served:19,945",48322
Sylvan Lake,"Sylvan Lake, MI","Population served:1,720",48324
White Lake Township,"White Lake, MI","Population served:5,799",48324
Independence Township,"Independence Township, MI","Population served:11,790",48329
Springfield,"Springfield, MI","Population served:3,833",48329
City of Farmington,"Farmington, MI","Population served:10,500",48335
Sashabaw Meadows Mobile Home Park,"Orem, UT","Population served:1,278",48348
Clarkston Lake Estates,"Farmington Hills, MI","Population served:1,245",48348
Deerwood Subdivision,"Independence Township, MI","Population served:1,824",48348
"Rose City, City of","Rose City, MI",Population served:180,48350
Springrove Mobile Home Community,"Davisburg, MI","Population served:1,060",48350
Highland Township,"Cassopolis, MI","Population served:3,728",48350
Hartland Meadows,"Novi, MI","Population served:1,275",48353
Highland Greens Estates,"Cadillac, MI","Population served:2,268",48357
Orion Lake Estates Mobile Home Community,"Orem, UT","Population served:1,058",48359
Southeast Oakland Township,"Cassopolis, MI","Population served:1,850",48359
"Lake Orion, Village of","West Olive, MI","Population served:2,973",48362
"Oxford, Village of","Oxford, MI","Population served:3,540",48362
Oxford Township,"Cassopolis, MI","Population served:9,646",48362
Addison,"Addison, MI",Population served:605,48362
Woodlands Estates Mobile Home Community,"Leonard, MI",Population served:650,48363
"Metamora, Village of","Metamora, MI",Population served:565,48371
"Wixom, City of","Harrison, MI","Population served:13,928",48374
Springs/portsmouth Apartments,"Milford, MI","Population served:3,200",48377
"Walled Lake, City of","Cassopolis, MI","Population served:5,296",48377
Childs Lake Estates Mobile Home Community,"Milford, MI","Population served:1,548",48381
Cedarbrook Estates,"Battle Creek, MI","Population served:1,728",48383
Meadow Lake Estates Mobile Home Community,"Southfield, MI","Population served:1,060",48383
Sanilac Township,"Pierson, MI",Population served:674,48401
"Lexington, Village of","Grass Lake, MI","Population served:1,178",48401
Brown City,Brown City,"Population served: 1,316",48410
Buel Hill Mobile Home Park,Gaylord,Population served: 174,48410
"Carsonville, Village of",Carsonville,Population served: 527,48410
Country Hill Pines,Croswell,Population served: 174,48410
"Croswell, City of",Croswell,"Population served: 2,447",48410
"Deckerville, Village of",Milford,Population served: 830,48410
Forester Township,Hastings,Population served: 950,48410
Forestville Village of,Forestville,Population served: 836,48410
Huron Bay Resort,Applegate,Population served: 140,48410
"Marlette, City of",Grant,"Population served: 1,875",48410
"Minden City, Village of",Jackson,Population served: 197,48410
"Peck, Village of",Peck,Population served: 632,48410
Pine Terrace Estates,Cleveland,Population served: 80,48410
"Port Sanilac, Village of",Port Sanilac,Population served: 623,48410
Sandpiper Estates,Lexington,Population served: 215,48410
"Sandusky, City of",Kentwood,"Population served: 2,679",48410
Sunset Mobile Home Park,Macomb Township,Population served: 263,48410
City of Flint,"Flint, MI","Population served:98,310",48411
City of Burton,"Burton, MI","Population served:21,000",48411
Grand Blanc Township,"Muskegon, MI","Population served:21,000",48411
City of Fenton,"Fenton, MI","Population served:11,746",48411
Genesee Township,"Genesee, MI","Population served:8,473",48411
"Mayville, Village of","Gladstone, MI",Population served:950,48412
Midland County Water District No. 1,"Sanford, MI","Population served:11,000",48413
Bad Axe,"Bad Axe, MI","Population served:3,129",48413
Birch Run Township,"Birch Run, MI","Population served:2,080",48415
Taymouth Township,"Conklin, MI","Population served:2,033",48415
Bridgeport Township,"Bridgeport, MI","Population served:10,514",48415
Spaulding Township,"Muskegon, MI","Population served:2,153",48415
"Montrose, City of","Montrose, MI","Population served:1,657",48415
Albee Township,"Romeo, MI",Population served:411,48415
Frankenmuth Township,"Frankenmuth, MI","Population served:1,389",48415
"North Branch, Village of","Greenville, MI","Population served:1,021",48416
"Mount Morris, City of","Mount Morris, MI","Population served:3,086",48420
"Clio, City of","Clio, MI","Population served:2,515",48420
"Birch Run, Village of","Birch Run, MI","Population served:1,555",48420
Deerfield,"Deerfield, MI",Population served:943,48421
"Caro, City of","Prescott, MI","Population served:4,229",48426
"Vassar, City of","Hastings, MI","Population served:2,697",48426
"Marion, Village of","Centreville, MI",Population served:872,48427
"Holly, Village of","Holly, MI","Population served:8,557",48430
"Flushing, City of","Birmingham, MI","Population served:8,389",48433
City of Owosso,"Owosso, MI","Population served:16,353",48436
Beecher Metropolitan District,"Hartland, MI","Population served:9,400",48436
"Grand Blanc, City of","Grand Blanc, MI","Population served:8,276",48436
"Swartz Creek, City of","Swartz Creek, MI","Population served:5,557",48436
"Lapeer, City of","Lapeer, MI","Population served:8,841",48438
"Almont, Village of",Brighton,"Population served: 2,674",48440
"Clifford, Village of",Clifford,Population served: 324,48440
"Columbiaville, Village of",Petoskey,Population served: 787,48440
"Dryden, Village of",Dryden,Population served: 951,48440
Ideal Villa Mobile Home Community,Metamora,Population served: 266,48440
"Imlay City, City of",Imlay City,"Population served: 3,579",48440
Pine Lakes Manufactured Homes,Kaukauna,Population served: 230,48440
River Ridge,Shelby Township,Population served: 425,48440
Sandhill Estates,Attica,Population served: 75,48440
Wedgewood Golfside Condo Association,Lapeer,Population served: 125,48440
Sherman Township,"Manistee, MI",Population served:40,48441
Port Hope-gore-rubicon U. A.,"Three Rivers, MI","Population served:1,058",48441
"Harbor Beach, City of","Harbor Beach, MI","Population served:1,703",48441
Oak Hill Estates Mobile Home Community,"Holly, MI","Population served:1,260",48442
Lake Charter Township,"Bridgman, MI","Population served:4,177",48445
"Linden, City of","Linden, MI","Population served:4,004",48451
Linwood Metropolitan District,"Linwood, MI",Population served:909,48451
Pointe Aux Barques Township,"Port Austin, MI",Population served:178,48467
Port Austin Area Sewer & Water,"Port Austin, MI","Population served:1,004",48468
Sand Beach Township,"Harbor Beach, MI",Population served:475,48468
Sheridan,"Sheridan, MI",Population served:649,48475
Alan's Park - Durand,Fowlerville,Population served: 50,48476
"Bancroft, Village of",Manitou Beach,Population served: 616,48476
"Byron, Village of",Byron,Population served: 581,48476
"Corunna, City of",Corunna,"Population served: 2,028",48476
Country Manor,Durand,Population served: 87,48476
Countryside Village,Clinton Township,Population served: 490,48476
"Durand, City of",Durand,"Population served: 3,446",48476
Hidden Glen Apartments,Shelby Township,Population served: 50,48476
Lakeview Estates,Las Vegas,Population served: 380,48476
Looking Glass Terraces Apartments,East Lansing,Population served: 31,48476
Moon Lake Estates,Salt Lake City,Population served: 31,48476
Morrice Meadows,Clarkston,Population served: 258,48476
"New Lothrop, Village of",New Lothrop,Population served: 610,48476
Northwoods Community,Owosso,Population served: 238,48476
Orchard Place Manor Apartments,Alpena,Population served: 120,48476
"Perry, City of",Perry,"Population served: 2,065",48476
Pleasant Valley Trailer Park,Cedar Springs,Population served: 94,48476
Quiet Cove Trailer Park,Ionia,Population served: 70,48476
Stoney Creek Village Apartments,Cedar Springs,Population served: 47,48476
Woods and Fields Communities East,Owosso,Population served: 528,48476
Woods and Fields Communities West,Owosso,Population served: 185,48476
Blumfield-reese Water Authority,"Twin Lake, MI","Population served:3,176",48601
City of Saginaw,"Saginaw, MI","Population served:51,508",48601
"Zilwaukee, City of","Luther, MI","Population served:1,658",48601
James Township,"Saginaw, MI","Population served:2,023",48601
Carrollton Township,"Battle Creek, MI","Population served:6,103",48601
Bay County Department of Water & Sewer,"Bay City, MI","Population served:8,664",48601
Merritt Township,"Bay City, MI","Population served:1,461",48601
Saginaw Charter Township,"Saginaw, MI","Population served:40,840",48602
Tittabawassee Township,"Freeland, MI","Population served:9,227",48603
Kochville Township,"Clarkston, MI","Population served:4,742",48603
Thomas Township,"Miami Beach, FL","Population served:12,085",48603
Frankenlust Township,"Bay City, MI","Population served:3,489",48604
Buena Vista Township,"Highland, MI","Population served:8,676",48604
Swan Creek Township,"Lansing, MI","Population served:2,023",48609
"St. Charles, Village of","St Charles, MI","Population served:2,054",48609
Adams Township,"South Range, MI","Population served:2,010",48610
Williams Township,"Bay City, MI","Population served:5,222",48611
Beaver Township,"Bay City, MI","Population served:1,147",48611
Auburn,"Auburn, MI","Population served:2,087",48611
Kawkawlin Township,"Bay City, MI","Population served:3,030",48611
Kawkawlin Metro District Water Sup,"Bay City, MI","Population served:1,480",48611
Bangor-monitor Metro District,"Bay City, MI","Population served:2,971",48611
Monitor Township,"Bay City, MI","Population served:5,434",48611
"New Haven, Village of","New Haven, MI","Population served:4,700",48616
"Clare, City of","Clare, MI","Population served:3,118",48617
Beaverton,"Beaverton, MI","Population served:1,071",48617
"Coleman, City of","Coleman, MI","Population served:1,243",48618
City of Midland,Midland,"Population served: 41,706",48620
Rumbaugh Estates Llc,Brooklyn,Population served: 125,48620
Countryside Mobile Home Park,Jackson,Population served: 120,48620
Homer Township,Midland,"Population served: 3,097",48620
Larkin Township,Midland,"Population served: 2,878",48620
Midland Charter Township,Midland,"Population served: 1,348",48620
Mills Township,Kalamazoo,Population served: 450,48620
Whispering Pines Housing Community,Allegan,Population served: 263,48620
Yoder Apartments,Midland,Population served: 90,48620
Garfield Charter Township,"Fairview, MI","Population served:12,899",48622
Hemlock/richland Township,"Hemlock, MI","Population served:1,632",48623
"Gladwin, City of","Gowan, MI","Population served:2,933",48624
"Harrison, City of","Hudsonville, MI","Population served:1,100",48625
Holland Township Consolidated,"Holland, MI","Population served:34,344",48625
Rochester East,"Rochester, MI","Population served:5,500",48629
Bangor Township,"Bay City, MI","Population served:11,938",48631
Coldwater,"Coldwater, MI","Population served:10,900",48632
Fraser Township,"Bay City, MI","Population served:1,169",48634
Ausable Valley Community,Frankenmuth,Population served: 147,48636
Big Creek/mentor Utility Authority,Clarkston,Population served: 622,48636
Garland Resort,Webberville,Population served: 53,48636
Maplewood and Stone Manors,Mio,Population served: 60,48636
Homer,"Champion, MI","Population served:1,668",48640
Pinconning Township,"Bay City, MI","Population served:1,417",48650
"Standish, City of","Standish, MI","Population served:1,509",48650
"Pinconning, City of","Pinconning, MI","Population served:1,307",48650
Au Sable Township,"Oscoda, MI","Population served:2,047",48653
"Chesaning, Village of","Chesaning, MI","Population served:2,394",48655
Ogemaw Township,"Paw Paw, MI",Population served:125,48656
Au Gres Township,"Rockford, MI",Population served:66,48658
"Omer, City of","Remus, MI",Population served:313,48658
"Mason, City of","Mason, MI","Population served:8,252",48659
West Branch Township,"Sterling, MI",Population served:61,48661
"West Branch, City of","West Branch, MI","Population served:2,139",48661
Akron,"Ypsilanti, MI",Population served:402,48701
Akron Township,"Kent City, MI",Population served:219,48701
"Au Gres, City of","Au Gres, MI",Population served:889,48703
City of Bay City,"Bay City, MI","Population served:34,932",48706
"Essexville, City of","Mt Pleasant, MI","Population served:3,478",48706
Portsmouth Township,"Bay City, MI",Population served:566,48706
Hampton Township,"Brighton, MI","Population served:9,652",48706
Bayside Estates,Jackson,Population served: 158,48720
Caseville Township,Caseville,"Population served: 2,005",48720
"Caseville, City of",Caseville,Population served: 777,48720
Clarkson-riverview Court,Rockford,Population served: 90,48720
"Elkton, Village of",Elkton,Population served: 808,48720
Huron Dunes Subdivision,Port Austin,Population served: 175,48720
Huron Regional Water Authority,Bad Axe,Population served: 0,48720
Misty Meadows Mobile Home Park,Apollo Beach,Population served: 45,48720
"Owendale, Village of",Owendale,Population served: 241,48720
"Pigeon, Village of",Pigeon,"Population served: 1,208",48720
Sebewaing Light & Water,Sebewaing,"Population served: 1,759",48720
Summer Wood Estates,Rockford,Population served: 170,48720
"Ubly, Village of",Ubly,Population served: 858,48720
Elmwood Township,"Lake City, MI",Population served:255,48723
Elmwood Township - Timberlee,"Lake City, MI",Population served:510,48723
"Kingston, Village of","Kingston, MI",Population served:440,48723
Caledonia Township,"Caledonia, MI","Population served:4,573",48728
Baldwin Township,"Coloma, MI",Population served:650,48730
"East Tawas, City of","East Tawas, MI","Population served:2,808",48730
Oscoda Township,"Oscoda Township, MI","Population served:6,997",48730
"Tawas City, City of","Tawas City, MI","Population served:1,827",48730
"Frankenmuth, City of","Muskegon, MI","Population served:4,944",48734
"Gagetown, Village of","Grand Haven, MI",Population served:388,48735
Plainfield Township,"Mcbain, MI","Population served:42,271",48737
"Baldwin, Village of","Waterford, MI","Population served:1,060",48748
Alabaster Township,"Alto, MI",Population served:86,48748
Caro Center,Frederic,Population served: 499,48760
"Cass City, Village of",Cass City,"Population served: 2,428",48760
"Millington, Village of",Millington,"Population served: 1,072",48760
Pine Crest Mobile Home Park,Onekama,Population served: 208,48760
Riverview Park,Dorchester,Population served: 175,48760
"Unionville, Village of",Gladwin,Population served: 508,48760
Wisner Area Water System,Fairgrove,Population served: 504,48760
Wood Valley,Jenison,Population served: 348,48760
Sims-whitney Utilities Authority,"Tawas City, MI","Population served:5,627",48763
"St. Louis, City of","Grayling, MI","Population served:6,976",48801
"Ashley, Village of","Sparta, MI",Population served:526,48806
East Lansing Meridian Water Authority,"Howell, MI",Population served:1,48808
Carson City,"Battle Creek, MI","Population served:3,477",48811
"Charlotte, City of","Otisville, MI","Population served:9,074",48813
"Bellevue, Village of","Eden, WI","Population served:1,282",48813
"Vermontville, Village of","Vermontville, MI",Population served:780,48813
"Potterville, City of","Potterville, MI","Population served:2,617",48813
Delta Charter Township,"Otisville, MI","Population served:22,000",48813
Lansing Board of Water & Light,"Lansing, MI","Population served:166,000",48813
"Stockbridge, Village of","Stockbridge, MI","Population served:1,202",48819
"Westphalia, Village of","Grand Rapids, MI",Population served:925,48820
Meridian Township,"Okemos, MI","Population served:31,784",48823
Lansing Township,"Lansing, MI","Population served:5,500",48823
Springport,"Fenton, MI",Population served:800,48827
"Elsie, Village of","Hulbert, MI",Population served:966,48831
"Alma, City of",Alma,"Population served: 9,182",48832
"Breckenridge, Village of",Breckenridge,"Population served: 1,339",48832
Gratiot Area Water Authority,Grayling,Population served: 0,48832
"Ithaca, City of",Ithaca,"Population served: 3,098",48832
Nesen's Countryside Acres,St Louis,Population served: 95,48832
"Perrinton, Village of",Perrington,Population served: 439,48832
The Laurels of Fulton,Westerville,Population served: 50,48832
Timber Country Mobile Home Park,Elwell,Population served: 75,48832
Ionia,"Ionia, MI","Population served:12,997",48834
Greenville,"Lansing, MI","Population served:8,511",48834
Belding,"Belding, MI","Population served:5,769",48834
Portland,"Portland, MI","Population served:3,883",48834
"Grand Ledge, City of","Cadillac, MI","Population served:8,701",48837
Benton Charter Township,"Benton Harbor, MI","Population served:6,733",48837
"Williamston, City of","Williamston, MI","Population served:3,975",48840
Fairfield Township,"Milford, MI",Population served:717,48841
"St. Johns, City of","St. Johns, MI","Population served:7,896",48845
Lake Odessa,"Lake Odessa, MI","Population served:2,018",48845
"Sunfield, Village of","Sunfield, MI",Population served:680,48849
Edmore,Edmore,"Population served: 1,256",48852
Great Lakes Adventist Academy,Escanaba,Population served: 360,48852
Greenbrier Estates,Cedar Springs,Population served: 142,48852
Greenville Acres,Greenville,Population served: 50,48852
Howard City,Howard City,"Population served: 1,800",48852
Lakeview,Lakeview,"Population served: 1,007",48852
Sheridan Estates,Stanton,Population served: 65,48852
Stanton,Stanton,"Population served: 1,417",48852
Tamarack Pines Estates,Capac,Population served: 200,48852
"Leslie, City of","Leslie, MI","Population served:1,872",48854
Handy Township - Red Cedars Crossing,"Fowlerville, MI",Population served:728,48855
Union Township,"Dexter, MI","Population served:12,927",48858
City of Mount Pleasant,"Mt Pleasant, MI","Population served:26,084",48858
Alexanders Mobile Village,Marshall,Population served: 50,48859
Broomfield Valley,Montrose,Population served: 212,48859
Country Place,Owosso,Population served: 115,48859
Country Place Senior Care Center,Mount Pleasant,Population served: 40,48859
Lake Isabella Water District #1,North Adams,Population served: 327,48859
Mapleview Estates,Mt. Pleasant,Population served: 93,48859
Mapleview Estates East,Mt. Pleasant,Population served: 220,48859
Oakview Mobile Estates,Traverse City,Population served: 102,48859
Rosebush Estates Apartments,Okemos,Population served: 30,48859
Rosebush Manor Senior Living Community,Rosebush,Population served: 25,48859
"Shepherd, Village of",Manitou Beach,"Population served: 1,515",48859
Bear Creek Villa,Clarksville,Population served: 25,48865
Blue Spruce Apartments,St Johns,Population served: 96,48865
Canterbury Estates Mobile Home Park,Farmington Hills,Population served: 350,48865
Evergreen Mobile Home Community,Lupton,Population served: 272,48865
Hidden Valley,Gaylord,Population served: 125,48865
Hope Network - West Lake- Facility,Lowell,Population served: 48,48865
Long Lake Mobile Home Estates,Ada,Population served: 68,48865
Lyons,Gobles,Population served: 789,48865
Muir,Muir,Population served: 604,48865
Pewamo,Pewamo,Population served: 476,48865
Pine Haven Estates,Pewamo,Population served: 125,48865
Pine View Mobile Home Park,Waterford,Population served: 50,48865
Saranac,Saranac,"Population served: 1,343",48865
Sunset Ridge Mobile Home Community,Southfield,Population served: 360,48865
Woodcreek Mobile Estates,Battle Creek,Population served: 88,48865
Big Rapids,St Joseph,"Population served: 10,601",48886
Parks Place Estates,Weidman,Population served: 72,48886
Haven View Mobile Court,Remus,Population served: 200,48886
Holiday Terrace,Traverse City,Population served: 90,48886
Hunters Creek Estates,Millington,Population served: 125,48886
Remus Apartment Company,Kalamazoo,Population served: 100,48886
Roseville Apartments,Gladwin,Population served: 32,48886
Royal View Retirement Village,Wyoming,Population served: 80,48886
Sunset Shores,Standish,Population served: 200,48886
T.j. White Pine Manor Apartments,Holland,Population served: 32,48886
Tullymore Clubhouse and Camelot Village,Stanwood,Population served: 50,48886
City of East Lansing,"East Lansing, MI","Population served:32,548",48906
Kalamazoo Lake Sewer & Water Authority,"Saugatuck, MI","Population served:3,892",49001
Portage,"Coldwater, MI","Population served:46,292",49001
Kalamazoo,"Kalamazoo, MI","Population served:192,992",49002
Schoolcraft,"Highland Twp., MI","Population served:1,525",49002
Parchment,"Parchment, MI","Population served:3,174",49004
Otsego Township,"Otsego, MI","Population served:1,133",49010
Battle Creek - Verona System,"Clare, MI","Population served:43,975",49012
Bangor,"Bangor, MI","Population served:1,938",49013
Pennfield Township,"Battle Creek, MI","Population served:3,619",49014
Marshall,"Lincoln, MI","Population served:7,088",49014
Barry Township,"Delton, MI",Population served:260,49017
Benton Harbor,"Sebewaing, MI","Population served:9,970",49022
St. Joseph,"St Joseph, MI","Population served:8,789",49022
Allegan,"Allegan, MI","Population served:5,930",49026
,",",Population served:0,49026
Wayland,"Wayland, MI","Population served:4,079",49026
Otsego,"Otsego, MI","Population served:3,956",49026
Paw Paw,"Paw Paw, MI","Population served:3,534",49026
Plainwell,"Cement City, MI","Population served:3,328",49026
Hartford,"Climax, MI","Population served:2,688",49026
Laketown Township,"Holland, MI","Population served:2,628",49026
Applewood,Kalamazoo,Population served: 75,49027
Country Holiday Estates,Whitmore Lake,Population served: 148,49027
Covert Township,Covert,"Population served: 1,755",49027
Decatur,Decatur,"Population served: 1,838",49027
Prospect Manor Mhc,Chino Hills,Population served: 130,49027
General White Apartments,Lansing,Population served: 50,49027
Gobles,Gobles,Population served: 725,49027
Lantern Bay Treatment Center,Kalamazoo,Population served: 52,49027
Lawrence,Dansville,"Population served: 1,045",49027
