Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Cunningham East Mont Wat Trailer Pl,Atrazine,0.0149 ppb,0.1 ppb,3 ppb
Cunningham East Mont Wat Trailer Pl,Carbon tetrachloride,0.0713 ppb,0.1 ppb,5 ppb
Cunningham East Mont Wat Trailer Pl,None,,,
Cunningham Utility District,Chromium (hexavalent),0.116 ppb,0.02 ppb,
Cunningham Utility District,Haloacetic acids (HAA5)†,31.8 ppb,0.1 ppb,60 ppb
Cunningham Utility District,Haloacetic acids (HAA9)†,47.1 ppb,0.06 ppb,
Cunningham Utility District,Total trihalomethanes (TTHMs)†,52.1 ppb,0.15 ppb,80 ppb
Cunningham Utility District,Chlorate,9.25 ppb,210 ppb,
Cunningham Utility District,Chromium (total),0.1000 ppb,,100 ppb
Cunningham Utility District,Manganese,0.291 ppb,100 ppb,
Cunningham Utility District,Strontium,0.102 ppb,"1,500 ppb",
Cunningham Utility District,Vanadium,0.213 ppb,21 ppb,
Cunningham Utility District,None,,,
East Montgomery County MUD 7,Dibromochloromethane*,0.660 ppb,0.1 ppb,
East Montgomery County MUD 7,Total trihalomethanes (TTHMs)*†,0.660 ppb,0.15 ppb,80 ppb
East Montgomery County MUD 7,Nitrate*,0.0200 ppm,0.14 ppm,10 ppm
East Montgomery County MUD 7,Nitrate and nitrite*,0.0200 ppm,0.14 ppm,10 ppm
Greenbrier Water & Sewer Department,Atrazine*,0.552 ppb,0.1 ppb,3 ppb
Greenbrier Water & Sewer Department,Bromodichloromethane*,2.43 ppb,0.06 ppb,
Greenbrier Water & Sewer Department,Chloroform*,4.74 ppb,0.4 ppb,
Greenbrier Water & Sewer Department,Chromium (hexavalent)*,0.489 ppb,0.02 ppb,
Greenbrier Water & Sewer Department,Dibromochloromethane*,0.756 ppb,0.1 ppb,
Greenbrier Water & Sewer Department,Haloacetic acids (HAA5)†,33.8 ppb,0.1 ppb,60 ppb
Greenbrier Water & Sewer Department,Haloacetic acids (HAA9)†,36.1 ppb,0.06 ppb,
Greenbrier Water & Sewer Department,Nitrate*,5.01 ppm,0.14 ppm,10 ppm
Greenbrier Water & Sewer Department,"Radium, combined (-226 &amp; -228)*",0.85 pCi/L,0.05 pCi/L,5 pCi/L
Greenbrier Water & Sewer Department,Total trihalomethanes (TTHMs)†,42.6 ppb,0.15 ppb,80 ppb
Greenbrier Water & Sewer Department,Chromium (total)*,0.475 ppb,,100 ppb
Greenbrier Water & Sewer Department,Manganese,0.270 ppb,100 ppb,
Greenbrier Water & Sewer Department,Simazine*,0.0199 ppb,0.1 ppb,4 ppb
Greenbrier Water & Sewer Department,Strontium*,0.255 ppb,"1,500 ppb",
Greenbrier Water & Sewer Department,Vanadium*,0.463 ppb,21 ppb,
Greenbrier Water & Sewer Department,None,,,
New London Springfield Water,Bromodichloromethane,2.85 ppb,0.06 ppb,
New London Springfield Water,Chloroform,17.2 ppb,0.4 ppb,
New London Springfield Water,Dichloroacetic acid,2.37 ppb,0.2 ppb,
New London Springfield Water,Haloacetic acids (HAA5)†,7.37 ppb,0.1 ppb,60 ppb
New London Springfield Water,"Radium, combined (-226 &amp; -228)",0.50 pCi/L,0.05 pCi/L,5 pCi/L
New London Springfield Water,Total trihalomethanes (TTHMs)†,20.2 ppb,0.15 ppb,80 ppb
New London Springfield Water,Trichloroacetic acid,5.00 ppb,0.1 ppb,
New London Springfield Water,Barium,4.75 ppb,700 ppb,"2,000 ppb"
New London Springfield Water,Dibromochloromethane,0.116 ppb,0.1 ppb,
New London Springfield Water,Manganese,70.5 ppb,100 ppb,
New London Springfield Water,Uranium,0.27 pCi/L,0.43 pCi/L,20 pCi/L
New London Springfield Water,None,,,
Woodlawn Utility District,Haloacetic acids (HAA5)†,43.1 ppb,0.1 ppb,60 ppb
Woodlawn Utility District,Total trihalomethanes (TTHMs)†,56.3 ppb,0.15 ppb,80 ppb
Carthage Water and,Bromodichloromethane,0.740 ppb,0.06 ppb,
Carthage Water and,Dibromoacetic acid,0.567 ppb,0.04 ppb,
Carthage Water and,Dibromochloromethane,0.946 ppb,0.1 ppb,
Carthage Water and,Dichloroacetic acid,1.57 ppb,0.2 ppb,
Carthage Water and,Haloacetic acids (HAA5)†,4.10 ppb,0.1 ppb,60 ppb
Carthage Water and,"Radium, combined (-226 &amp; -228)",0.60 pCi/L,0.05 pCi/L,5 pCi/L
Carthage Water and,Total trihalomethanes (TTHMs)†,1.77 ppb,0.15 ppb,80 ppb
Carthage Water and,Trichloroacetic acid,1.20 ppb,0.1 ppb,
Carthage Water and,Aluminum,80.0 ppb,600 ppb,
Carthage Water and,Chloroform,0.780 ppb,0.4 ppb,
Carthage Water and,Chromium (total),0.388 ppb,,100 ppb
Carthage Water and,Manganese,10.5 ppb,100 ppb,
Carthage Water and,None,,,
Cordell Hull Utility District,Haloacetic acids (HAA5)†,47.5 ppb,0.1 ppb,60 ppb
Cordell Hull Utility District,Total trihalomethanes (TTHMs)†,60.9 ppb,0.15 ppb,80 ppb
Gladeville Utility District,Chromium (hexavalent),0.0838 ppb,0.02 ppb,
Gladeville Utility District,Haloacetic acids (HAA5)†,34.3 ppb,0.1 ppb,60 ppb
Gladeville Utility District,Haloacetic acids (HAA9)†,42.1 ppb,0.06 ppb,
Gladeville Utility District,Nitrate,0.456 ppm,0.14 ppm,10 ppm
Gladeville Utility District,Total trihalomethanes (TTHMs)†,36.4 ppb,0.15 ppb,80 ppb
Gladeville Utility District,Chlorate,238.8 ppb,210 ppb,
Gladeville Utility District,Manganese,12.9 ppb,100 ppb,
Gladeville Utility District,Strontium,0.137 ppb,"1,500 ppb",
Gladeville Utility District,Vanadium,0.200 ppb,21 ppb,
Gladeville Utility District,None,,,
Laguardo Utility District,Bromodichloromethane,4.20 ppb,0.06 ppb,
Laguardo Utility District,Chloroform,11.9 ppb,0.4 ppb,
Laguardo Utility District,Dibromochloromethane,0.799 ppb,0.1 ppb,
Laguardo Utility District,Haloacetic acids (HAA5)†,37.5 ppb,0.1 ppb,60 ppb
Laguardo Utility District,Haloacetic acids (HAA9)†,36.9 ppb,0.06 ppb,
Laguardo Utility District,Nitrate,0.845 ppm,0.14 ppm,10 ppm
Laguardo Utility District,Nitrate and nitrite,1.60 ppm,0.14 ppm,10 ppm
Laguardo Utility District,"Radium, combined (-226 &amp; -228)",0.29 pCi/L,0.05 pCi/L,5 pCi/L
Laguardo Utility District,Total trihalomethanes (TTHMs)†,49.1 ppb,0.15 ppb,80 ppb
Laguardo Utility District,Barium,30.9 ppb,700 ppb,"2,000 ppb"
Laguardo Utility District,Cyanide,2.59 ppb,,200 ppb
Laguardo Utility District,Manganese,0.652 ppb,100 ppb,
Laguardo Utility District,None,,,
Lebanon Water System,Bromodichloromethane,3.39 ppb,0.06 ppb,
Lebanon Water System,Chloroform,14.4 ppb,0.4 ppb,
Lebanon Water System,Chromium (hexavalent),0.0413 ppb,0.02 ppb,
Lebanon Water System,Dibromochloromethane,0.313 ppb,0.1 ppb,
Lebanon Water System,Haloacetic acids (HAA5)†,26.5 ppb,0.1 ppb,60 ppb
Lebanon Water System,Haloacetic acids (HAA9)†,24.4 ppb,0.06 ppb,
Lebanon Water System,"Radium, combined (-226 &amp; -228)",1.94 pCi/L,0.05 pCi/L,5 pCi/L
Lebanon Water System,Total trihalomethanes (TTHMs)†,35.7 ppb,0.15 ppb,80 ppb
Lebanon Water System,Chlorate,113.8 ppb,210 ppb,
Lebanon Water System,Manganese,0.960 ppb,100 ppb,
Lebanon Water System,Nitrate,0.238 ppm,0.14 ppm,10 ppm
Lebanon Water System,Strontium,0.100 ppb,"1,500 ppb",
Lebanon Water System,Vanadium,0.150 ppb,21 ppb,
Lebanon Water System,None,,,
Smith Utility District,Bromodichloromethane,3.54 ppb,0.06 ppb,
Smith Utility District,Chloroform,20.3 ppb,0.4 ppb,
Smith Utility District,Haloacetic acids (HAA5)†,34.9 ppb,0.1 ppb,60 ppb
Smith Utility District,Haloacetic acids (HAA9)†,41.1 ppb,0.06 ppb,
Smith Utility District,Nitrate,0.292 ppm,0.14 ppm,10 ppm
Smith Utility District,Total trihalomethanes (TTHMs)†,31.5 ppb,0.15 ppb,80 ppb
Smith Utility District,Dibromochloromethane,0.196 ppb,0.1 ppb,
Smith Utility District,Manganese,2.54 ppb,100 ppb,
Smith Utility District,None,,,
South Side Utility District #1,Bromodichloromethane*,3.54 ppb,0.06 ppb,
South Side Utility District #1,Chloroform*,20.3 ppb,0.4 ppb,
South Side Utility District #1,Haloacetic acids (HAA5)†,35.4 ppb,0.1 ppb,60 ppb
South Side Utility District #1,Haloacetic acids (HAA9)*†,41.1 ppb,0.06 ppb,
South Side Utility District #1,Nitrate*,0.292 ppm,0.14 ppm,10 ppm
South Side Utility District #1,Total trihalomethanes (TTHMs)†,33.1 ppb,0.15 ppb,80 ppb
South Side Utility District #1,Dibromochloromethane*,0.196 ppb,0.1 ppb,
South Side Utility District #1,Manganese*,2.54 ppb,100 ppb,
South Side Utility District #1,Bromodichloromethane*,3.54 ppb,0.06 ppb,
South Side Utility District #1,Chloroform*,20.3 ppb,0.4 ppb,
South Side Utility District #1,Haloacetic acids (HAA5)†,35.4 ppb,0.1 ppb,60 ppb
South Side Utility District #1,Haloacetic acids (HAA9)*†,41.1 ppb,0.06 ppb,
South Side Utility District #1,Nitrate*,0.292 ppm,0.14 ppm,10 ppm
South Side Utility District #1,Total trihalomethanes (TTHMs)†,33.1 ppb,0.15 ppb,80 ppb
South Side Utility District #1,Dibromochloromethane*,0.196 ppb,0.1 ppb,
South Side Utility District #1,Manganese*,2.54 ppb,100 ppb,
South Side Utility District #1,Bromodichloromethane*,3.54 ppb,0.06 ppb,
South Side Utility District #1,Chloroform*,20.3 ppb,0.4 ppb,
South Side Utility District #1,Haloacetic acids (HAA5)†,35.4 ppb,0.1 ppb,60 ppb
South Side Utility District #1,Haloacetic acids (HAA9)*†,41.1 ppb,0.06 ppb,
South Side Utility District #1,Nitrate*,0.292 ppm,0.14 ppm,10 ppm
South Side Utility District #1,Total trihalomethanes (TTHMs)†,33.1 ppb,0.15 ppb,80 ppb
South Side Utility District #1,Dibromochloromethane*,0.196 ppb,0.1 ppb,
South Side Utility District #1,Manganese*,2.54 ppb,100 ppb,
Twenty Five Utility District,Bromodichloromethane*,3.54 ppb,0.06 ppb,
Twenty Five Utility District,Chloroform*,20.3 ppb,0.4 ppb,
Twenty Five Utility District,Haloacetic acids (HAA5)†,37.7 ppb,0.1 ppb,60 ppb
Twenty Five Utility District,Haloacetic acids (HAA9)*†,41.1 ppb,0.06 ppb,
Twenty Five Utility District,Nitrate*,0.292 ppm,0.14 ppm,10 ppm
Twenty Five Utility District,Total trihalomethanes (TTHMs)†,38.3 ppb,0.15 ppb,80 ppb
Twenty Five Utility District,Dibromochloromethane*,0.196 ppb,0.1 ppb,
Twenty Five Utility District,Manganese*,2.54 ppb,100 ppb,
Watertown Water & Sewer - Westgate,Bromodichloromethane,4.87 ppb,0.06 ppb,
Watertown Water & Sewer - Westgate,Chloroform,10.7 ppb,0.4 ppb,
Watertown Water & Sewer - Westgate,Chromium (hexavalent)*,0.143 ppb,0.02 ppb,
Watertown Water & Sewer - Westgate,Dibromoacetic acid,0.740 ppb,0.04 ppb,
Watertown Water & Sewer - Westgate,Dibromochloromethane,2.82 ppb,0.1 ppb,
Watertown Water & Sewer - Westgate,Dichloroacetic acid,2.68 ppb,0.2 ppb,
Watertown Water & Sewer - Westgate,Haloacetic acids (HAA5)†,4.13 ppb,0.1 ppb,60 ppb
Watertown Water & Sewer - Westgate,Nitrate*,0.414 ppm,0.14 ppm,10 ppm
Watertown Water & Sewer - Westgate,Nitrate and nitrite*,0.451 ppm,0.14 ppm,10 ppm
Watertown Water & Sewer - Westgate,"Radium, combined (-226 &amp; -228)*",0.53 pCi/L,0.05 pCi/L,5 pCi/L
Watertown Water & Sewer - Westgate,Total trihalomethanes (TTHMs)†,18.7 ppb,0.15 ppb,80 ppb
Watertown Water & Sewer - Westgate,Trichloroacetic acid,1.08 ppb,0.1 ppb,
Watertown Water & Sewer - Westgate,Barium*,26.4 ppb,700 ppb,"2,000 ppb"
Watertown Water & Sewer - Westgate,Bromoform,0.333 ppb,0.5 ppb,
Watertown Water & Sewer - Westgate,Manganese,8.45 ppb,100 ppb,
Watertown Water & Sewer - Westgate,Monochloroacetic acid*,0.0667 ppb,53 ppb,
Watertown Water & Sewer - Westgate,Strontium*,0.0479 ppb,"1,500 ppb",
Watertown Water & Sewer - Westgate,None,,,
West Wilson Utility District,Bromodichloromethane,2.57 ppb,0.06 ppb,
West Wilson Utility District,Chloroform,8.17 ppb,0.4 ppb,
West Wilson Utility District,Chromium (hexavalent),0.0950 ppb,0.02 ppb,
West Wilson Utility District,Haloacetic acids (HAA5)†,32.2 ppb,0.1 ppb,60 ppb
West Wilson Utility District,Haloacetic acids (HAA9)†,43.4 ppb,0.06 ppb,
West Wilson Utility District,Nitrate,0.409 ppm,0.14 ppm,10 ppm
West Wilson Utility District,Total trihalomethanes (TTHMs)†,35.5 ppb,0.15 ppb,80 ppb
West Wilson Utility District,"1,4-Dioxane",0.0250 ppb,0.35 ppb,
West Wilson Utility District,Manganese,0.575 ppb,100 ppb,
West Wilson Utility District,Strontium,0.102 ppb,"1,500 ppb",
West Wilson Utility District,Vanadium,0.263 ppb,21 ppb,
West Wilson Utility District,None,,,
Nashville Water Department,Arsenic*,2.90 ppb,0.004 ppb,10 ppb
Nashville Water Department,Chromium (hexavalent)*,0.0407 ppb,0.02 ppb,
Nashville Water Department,Haloacetic acids (HAA5)†,19.5 ppb,0.1 ppb,60 ppb
Nashville Water Department,Haloacetic acids (HAA9)*†,21.7 ppb,0.06 ppb,
Nashville Water Department,"Radium, combined (-226 &amp; -228)*",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Nashville Water Department,Total trihalomethanes (TTHMs)†,37.0 ppb,0.15 ppb,80 ppb
Nashville Water Department,"1,4-Dioxane*",0.0438 ppb,0.35 ppb,
Nashville Water Department,Barium*,60.4 ppb,700 ppb,"2,000 ppb"
Nashville Water Department,Chlorate*,147.3 ppb,210 ppb,
Nashville Water Department,Chloromethane*,0.120 ppb,2.69 ppb,
Nashville Water Department,Chromium (total)*,0.0333 ppb,,100 ppb
Nashville Water Department,Fluoride*,0.700 ppm,,4 ppm
Nashville Water Department,Manganese*,1.88 ppb,100 ppb,
Nashville Water Department,Molybdenum*,2.48 ppb,40 ppb,
Nashville Water Department,Nitrate*,0.0500 ppm,0.14 ppm,10 ppm
Nashville Water Department,Nitrate and nitrite*,0.180 ppm,0.14 ppm,10 ppm
Nashville Water Department,Strontium*,0.147 ppb,"1,500 ppb",
Ascension Consolidated Utility District 1,Arsenic*,1.36 ppb,0.004 ppb,10 ppb
Ascension Consolidated Utility District 1,Bromodichloromethane,13.7 ppb,0.06 ppb,
Ascension Consolidated Utility District 1,Chloroform,52.0 ppb,0.4 ppb,
Ascension Consolidated Utility District 1,Chromium (hexavalent)*,0.0623 ppb,0.02 ppb,
Ascension Consolidated Utility District 1,Dibromoacetic acid,0.471 ppb,0.04 ppb,
Ascension Consolidated Utility District 1,Dibromochloromethane,2.29 ppb,0.1 ppb,
Ascension Consolidated Utility District 1,Dichloroacetic acid,18.9 ppb,0.2 ppb,
Ascension Consolidated Utility District 1,Haloacetic acids (HAA5)†,44.7 ppb,0.1 ppb,60 ppb
Ascension Consolidated Utility District 1,Haloacetic acids (HAA9)*†,54.7 ppb,0.06 ppb,
Ascension Consolidated Utility District 1,Nitrate and nitrite*,1.33 ppm,0.14 ppm,10 ppm
Ascension Consolidated Utility District 1,"Radium, combined (-226 &amp; -228)*",0.19 pCi/L,0.05 pCi/L,5 pCi/L
Ascension Consolidated Utility District 1,Total trihalomethanes (TTHMs)†,67.9 ppb,0.15 ppb,80 ppb
Ascension Consolidated Utility District 1,Trichloroacetic acid,24.0 ppb,0.1 ppb,
Ascension Consolidated Utility District 1,"1,4-Dioxane*",0.0775 ppb,0.35 ppb,
Ascension Consolidated Utility District 1,Aluminum*,0.900 ppb,600 ppb,
Ascension Consolidated Utility District 1,Barium*,29.2 ppb,700 ppb,"2,000 ppb"
Ascension Consolidated Utility District 1,Bromochloromethane*,0.485 ppb,,
Ascension Consolidated Utility District 1,Carbon tetrachloride*,0.0656 ppb,0.1 ppb,5 ppb
Ascension Consolidated Utility District 1,Chlorate*,407.4 ppb,210 ppb,
Ascension Consolidated Utility District 1,Chromium (total)*,0.0419 ppb,,100 ppb
Ascension Consolidated Utility District 1,Dalapon*,6.98 ppb,,200 ppb
Ascension Consolidated Utility District 1,Di(2-ethylhexyl) phthalate*,0.251 ppb,3 ppb,6 ppb
Ascension Consolidated Utility District 1,Fluoride*,0.454 ppm,,4 ppm
Ascension Consolidated Utility District 1,Hexachlorocyclopentadiene*,0.0114 ppb,2 ppb,50 ppb
Ascension Consolidated Utility District 1,Molybdenum*,0.850 ppb,40 ppb,
Ascension Consolidated Utility District 1,Monobromoacetic acid,0.0742 ppb,25 ppb,
Ascension Consolidated Utility District 1,Monochloroacetic acid,1.14 ppb,53 ppb,
Ascension Consolidated Utility District 1,Selenium*,0.0644 ppb,30 ppb,50 ppb
Ascension Consolidated Utility District 1,Simazine*,0.0600 ppb,0.1 ppb,4 ppb
Ascension Consolidated Utility District 1,Strontium*,0.149 ppb,"1,500 ppb",
Ascension Consolidated Utility District 1,Uranium*,0.24 pCi/L,0.43 pCi/L,20 pCi/L
Ascension Consolidated Utility District 1,Vanadium*,1.29 ppb,21 ppb,
Ascension Consolidated Utility District 1,None,,,
Ben Franklin Water Supply Corporation,Bromochloroacetic acid,2.40 ppb,0.02 ppb,
Ben Franklin Water Supply Corporation,Haloacetic acids (HAA5)†,1.25 ppb,0.1 ppb,60 ppb
Ben Franklin Water Supply Corporation,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Ben Franklin Water Supply Corporation,Trichloroacetic acid,1.25 ppb,0.1 ppb,
Ben Franklin Water Supply Corporation,Acetone,2.76 ppb,,
Ben Franklin Water Supply Corporation,Aluminum,6.40 ppb,600 ppb,
Ben Franklin Water Supply Corporation,Barium,39.5 ppb,700 ppb,"2,000 ppb"
Ben Franklin Water Supply Corporation,Bromoform,0.506 ppb,0.5 ppb,
Ben Franklin Water Supply Corporation,Chromium (total),4.35 ppb,,100 ppb
Ben Franklin Water Supply Corporation,Cyanide,27.9 ppb,,200 ppb
Ben Franklin Water Supply Corporation,Fluoride,3.16 ppm,,4 ppm
Ben Franklin Water Supply Corporation,Manganese,1.55 ppb,100 ppb,
Ben Franklin Water Supply Corporation,Methyl ethyl ketone,0.162 ppb,,
Ben Franklin Water Supply Corporation,Nitrate,0.0241 ppm,0.14 ppm,10 ppm
Ben Franklin Water Supply Corporation,Nitrate and nitrite,0.0283 ppm,0.14 ppm,10 ppm
Ben Franklin Water Supply Corporation,None,,,
Gateway Village Mobile Home Park,Nitrate,6.47 ppm,0.14 ppm,10 ppm
Gateway Village Mobile Home Park,Nitrate and nitrite,7.19 ppm,0.14 ppm,10 ppm
Gateway Village Mobile Home Park,Barium,65.7 ppb,700 ppb,"2,000 ppb"
Gateway Village Mobile Home Park,Chloroform,0.173 ppb,0.4 ppb,
Gateway Village Mobile Home Park,Chromium (total),0.967 ppb,,100 ppb
Gateway Village Mobile Home Park,Total trihalomethanes (TTHMs)†,0.173 ppb,0.15 ppb,80 ppb
Gateway Village Mobile Home Park,None,,,
La Vergne Water System,Bromodichloromethane,5.44 ppb,0.06 ppb,
La Vergne Water System,Chloroform,14.8 ppb,0.4 ppb,
La Vergne Water System,Chromium (hexavalent),0.0638 ppb,0.02 ppb,
La Vergne Water System,Dibromochloromethane,1.27 ppb,0.1 ppb,
La Vergne Water System,Haloacetic acids (HAA5)†,37.3 ppb,0.1 ppb,60 ppb
La Vergne Water System,Haloacetic acids (HAA9)†,30.8 ppb,0.06 ppb,
La Vergne Water System,Nitrate,0.928 ppm,0.14 ppm,10 ppm
La Vergne Water System,"Radium, combined (-226 &amp; -228)",1.20 pCi/L,0.05 pCi/L,5 pCi/L
La Vergne Water System,Total trihalomethanes (TTHMs)†,49.1 ppb,0.15 ppb,80 ppb
La Vergne Water System,Chlorate,217.5 ppb,210 ppb,
La Vergne Water System,Manganese,11.7 ppb,100 ppb,
La Vergne Water System,Monochlorobenzene (chlorobenzene),0.0766 ppb,70 ppb,100 ppb
La Vergne Water System,Strontium,0.104 ppb,"1,500 ppb",
La Vergne Water System,Vanadium,0.0500 ppb,21 ppb,
La Vergne Water System,None,,,
Mallory Valley Utility Distric,Bromodichloromethane*,3.61 ppb,0.06 ppb,
Mallory Valley Utility Distric,Chloroform*,6.92 ppb,0.4 ppb,
Mallory Valley Utility Distric,Chromium (hexavalent),0.153 ppb,0.02 ppb,
Mallory Valley Utility Distric,Dibromochloromethane*,0.855 ppb,0.1 ppb,
Mallory Valley Utility Distric,Haloacetic acids (HAA5)†,20.3 ppb,0.1 ppb,60 ppb
Mallory Valley Utility Distric,Haloacetic acids (HAA9)†,28.6 ppb,0.06 ppb,
Mallory Valley Utility Distric,Nitrate*,0.377 ppm,0.14 ppm,10 ppm
Mallory Valley Utility Distric,Total trihalomethanes (TTHMs)†,34.8 ppb,0.15 ppb,80 ppb
Mallory Valley Utility Distric,"1,4-Dioxane",0.0234 ppb,0.35 ppb,
Mallory Valley Utility Distric,Barium*,19.8 ppb,700 ppb,"2,000 ppb"
Mallory Valley Utility Distric,Chlorate,9.17 ppb,210 ppb,
Mallory Valley Utility Distric,Chromium (total),0.0963 ppb,,100 ppb
Mallory Valley Utility Distric,Fluoride*,0.461 ppm,,4 ppm
Mallory Valley Utility Distric,Manganese,3.32 ppb,100 ppb,
Mallory Valley Utility Distric,Monochlorobenzene (chlorobenzene)*,0.342 ppb,70 ppb,100 ppb
Mallory Valley Utility Distric,Strontium,0.111 ppb,"1,500 ppb",
Mallory Valley Utility Distric,Vanadium*,0.0750 ppb,21 ppb,
Mallory Valley Utility Distric,None,,,
Milcrofton Utility District,Chromium (hexavalent),0.0909 ppb,0.02 ppb,
Milcrofton Utility District,Haloacetic acids (HAA5)†,21.0 ppb,0.1 ppb,60 ppb
Milcrofton Utility District,Haloacetic acids (HAA9)†,38.2 ppb,0.06 ppb,
Milcrofton Utility District,Total trihalomethanes (TTHMs)†,38.0 ppb,0.15 ppb,80 ppb
Milcrofton Utility District,Chlorate,3.00 ppb,210 ppb,
Milcrofton Utility District,Chromium (total),0.0300 ppb,,100 ppb
Milcrofton Utility District,Manganese,1.27 ppb,100 ppb,
Milcrofton Utility District,Strontium,0.112 ppb,"1,500 ppb",
Milcrofton Utility District,Vanadium,0.119 ppb,21 ppb,
Milcrofton Utility District,None,,,
Murfreesboro Water Department,Bromodichloromethane,2.35 ppb,0.06 ppb,
Murfreesboro Water Department,Chloroform,5.97 ppb,0.4 ppb,
Murfreesboro Water Department,Chromium (hexavalent),0.169 ppb,0.02 ppb,
Murfreesboro Water Department,Dibromochloromethane,0.279 ppb,0.1 ppb,
Murfreesboro Water Department,Haloacetic acids (HAA5)†,34.0 ppb,0.1 ppb,60 ppb
Murfreesboro Water Department,Haloacetic acids (HAA9)†,37.9 ppb,0.06 ppb,
Murfreesboro Water Department,Nitrate,0.771 ppm,0.14 ppm,10 ppm
Murfreesboro Water Department,"Radium, combined (-226 &amp; -228)",0.83 pCi/L,0.05 pCi/L,5 pCi/L
Murfreesboro Water Department,Total trihalomethanes (TTHMs)†,47.2 ppb,0.15 ppb,80 ppb
Murfreesboro Water Department,Chlorate,144.0 ppb,210 ppb,
Murfreesboro Water Department,Chromium (total),0.0593 ppb,,100 ppb
Murfreesboro Water Department,Manganese,2.55 ppb,100 ppb,
Murfreesboro Water Department,Strontium,0.0953 ppb,"1,500 ppb",
Murfreesboro Water Department,Vanadium,0.268 ppb,21 ppb,
Murfreesboro Water Department,None,,,
Nolensville-college Grove UD,Bromodichloromethane,0.889 ppb,0.06 ppb,
Nolensville-college Grove UD,Chloroform,0.829 ppb,0.4 ppb,
Nolensville-college Grove UD,Chromium (hexavalent),0.132 ppb,0.02 ppb,
Nolensville-college Grove UD,Dibromochloromethane,0.403 ppb,0.1 ppb,
Nolensville-college Grove UD,Haloacetic acids (HAA5)†,29.6 ppb,0.1 ppb,60 ppb
Nolensville-college Grove UD,Haloacetic acids (HAA9)†,32.5 ppb,0.06 ppb,
Nolensville-college Grove UD,"Radium, combined (-226 &amp; -228)",0.96 pCi/L,0.05 pCi/L,5 pCi/L
Nolensville-college Grove UD,Total trihalomethanes (TTHMs)†,56.0 ppb,0.15 ppb,80 ppb
Nolensville-college Grove UD,Chlorate,277.5 ppb,210 ppb,
Nolensville-college Grove UD,Chromium (total),0.0500 ppb,,100 ppb
Nolensville-college Grove UD,Manganese,3.60 ppb,100 ppb,
Nolensville-college Grove UD,Strontium,0.293 ppb,"1,500 ppb",
Nolensville-college Grove UD,Vanadium,0.158 ppb,21 ppb,
Nolensville-college Grove UD,None,,,
Smyrna Water System,Bromodichloromethane,4.12 ppb,0.06 ppb,
Smyrna Water System,Chloroform,7.50 ppb,0.4 ppb,
Smyrna Water System,Chromium (hexavalent),0.173 ppb,0.02 ppb,
Smyrna Water System,Dibromochloromethane,1.50 ppb,0.1 ppb,
