Utility name,City,People served,Zip
Shelbyville Water System,Shelbyville,"Population served: 30,823",37018
Stacey Ann's Mobile Home Park,Manchester,Population served: 141,37018
Tullahoma Board of Utilities,Tullahoma,"Population served: 28,259",37018
Wartrace Water System,Wartrace,"Population served: 3,236",37018
Chapel Hill Water System,Chapel Hill,"Population served: 2,062",37019
Lewisburg Water System,Lewsiburg,"Population served: 19,530",37019
Marshall County Bd P.u. #1,Lewisburg,"Population served: 10,800",37019
Castalian Springs-Bethpage U D,Bethpage,"Population served: 12,245",37022
Gallatin Water Department,Gallatin,"Population served: 50,162",37022
Hartsville-troudale Wat/sew U,Hartsville,"Population served: 8,147",37022
Hendersonville Utility District,Hendersonville,"Population served: 54,488",37022
Lafayette Water System,Lafayette,"Population served: 19,146",37022
Portland Water System,Portland,"Population served: 21,516",37022
Red Boiling Springs Water System,Red Boiling Springs,"Population served: 5,823",37022
Westmoreland Water System,Westmoreland,"Population served: 4,545",37022
White House Utility District,White House,"Population served: 101,775",37022
Cumberland City Water Department,Cumberland City,"Population served: 1,077",37023
Doalnara Restoration Society USA,Dover,Population served: 123,37023
Dover Water Department,Dover,"Population served: 4,065",37023
Hidden Hollow Water System,Dover,Population served: 79,37023
Loon Bay Property Owners Association,Bumpus M Ills,Population served: 134,37023
North Stewart Utility District,Dover,"Population served: 5,550",37023
West Stewart Utility District,Erin,Population served: 526,37023
Bon Aqua-lyles Utility District,Lyles,"Population served: 10,728",37025
Centerville Water System,Centerville,"Population served: 9,581",37025
Sylvia-tenn City-pond Utility District,Dickson,"Population served: 5,233",37025
Turney Center,Only,"Population served: 1,558",37025
Vanleer Water Department,Vanleer,"Population served: 2,995",37025
Water Authority of Dickson County,Dickson,"Population served: 57,933",37025
Gainesboro Water System,Gainsboro,"Population served: 1,499",37030
Jackson County Utility District #1,Gainesboro,Population served: 610,37030
Jackson County Utility District #2,Gainesboro,"Population served: 2,029",37030
Jackson County Utility District #3,Gainesboro,"Population served: 3,329",37030
Jackson County Utility District #4,Gainesboro,"Population served: 2,043",37030
Linden Water Department,Linden,"Population served: 6,050",37033
Lobelville Water Department,Lobelville,"Population served: 3,298",37033
Ardmore Water System,Ardmore,"Population served: 1,691",37047
Fairview Utility District,Pulaski,"Population served: 5,712",37047
Fayetteville Public Utilities,Fayetteville,"Population served: 12,669",37047
Lincoln County Bd of P.u. #2,Fayetteville,"Population served: 2,179",37047
Lincoln County Board of Public Utilities #1,Fayetteville,"Population served: 22,196",37047
Lynnville Water Department,Lynnville,"Population served: 1,062",37047
Minor Hill Water Utility District,Minor Hill,"Population served: 6,808",37047
Petersburg Water System,Petersburg,Population served: 929,37047
Pulaski Water System,Pulaski,"Population served: 10,709",37047
South Giles Utility District,Prospect,"Population served: 3,244",37047
Tarpley Shop Utility District,Pulaski,"Population served: 2,714",37047
Erin Water Department,Erin,"Population served: 7,283",37050
Tennessee Ridge Water System,Tennessee Ridge,"Population served: 3,548",37050
,,Population served: 0,37061
Mcewen Water Department,Mcewen,"Population served: 2,948",37061
New Johnsonville Water Department,New Johnsonville,"Population served: 2,460",37061
Waverly Water Department,Waverly,"Population served: 8,264",37061
Columbia Power and Water System,Columbia,"Population served: 64,520",37091
Maury County Water System,Columbia,"Population served: 18,955",37091
Mount Pleasant Water System #1,Mount Pleasant,"Population served: 8,081",37091
Spring Hill Water Department,Spring Hill,"Population served: 45,130",37091
Clifton Water Department,Clifton,"Population served: 4,032",37096
Collinwood Water Department,Collinwood,"Population served: 1,922",37096
Hohenwald Water System,Hohenwald,"Population served: 10,906",37096
The Farm Water System,Summertown,Population served: 180,37096
Wayne County B. P. Util. #1,Waynesboro,Population served: 128,37096
Wayne County B. P. Util. #2,Waynesboro,Population served: 89,37096
Wayne County B. P. Util. #3,Waynesboro,Population served: 108,37096
Wayne County B. P. Util. #4,Waynesboro,Population served: 313,37096
Waynesboro Water System,Waynesboro,"Population served: 4,194",37096
Big Creek Utility District,Altamont,"Population served: 8,044",37110
McMinnville Water Department,Mcminnville,"Population served: 15,680",37110
Monteagle Public Utility Board,Monteagle,"Population served: 3,459",37110
Tracy City Water System,Tracy City,"Population served: 4,549",37110
Warren County Utility District,Mcminnville,"Population served: 25,177",37110
West Warren-Viola U. D.,Morrison,"Population served: 16,179",37110
Metro Lynchburg/moore County U,Lynchburg,"Population served: 6,345",37144
Metro Lynchburg/moore County Ut Department #2,Lynchburg,Population served: 241,37144
Celina Water System,Celina,"Population served: 5,644",37150
Northwest Clay County Utility,Moss,"Population served: 4,048",37150
Eastside Utility District,Chattanooga,"Population served: 59,195",37302
Hixson Utility District,Hixson,"Population served: 67,138",37302
Northwest Utility District-SD,Soddy-daisy,"Population served: 19,941",37302
Savannah Valley U. D.,Georgetown,"Population served: 24,403",37302
Signal Mountain Water System,Signal Mountain,"Population served: 8,568",37302
Tennessee American Water,Chattanooga,"Population served: 188,006",37302
Union Fork-bakewell Utility District,Bakewell,"Population served: 5,223",37302
Walden's Ridge Utility District,Signal Mountain,"Population served: 8,362",37302
Athens Utilities Board,Athens,"Population served: 24,610",37303
Calhoun-charleston Utility District,Calhoun,"Population served: 2,698",37303
Englewood Water Department,Englewood,"Population served: 3,665",37303
Etowah Utilities,Etowah,"Population served: 12,628",37303
Niota Water System,Niota,"Population served: 3,318",37303
Riceville Utility District,Riceville,"Population served: 3,428",37303
Belvidere Rural Utility Distri,Belvidere,"Population served: 1,500",37306
Center Grove-winchester Spgs,Estill Springs,"Population served: 6,275",37306
Cowan Board of Public Utilities,Cowan,"Population served: 2,412",37306
Decherd Water Department,Decherd,"Population served: 4,403",37306
Estill Springs Water Departmen,Estill Springs,"Population served: 4,249",37306
Huntland Water System,Huntland,"Population served: 1,534",37306
Sewanee Utility District,Sewannee,"Population served: 5,634",37306
Winchester Water System,Winchester,"Population served: 20,180",37306
Benton Water System,Benton,"Population served: 2,710",37307
Cherokee Hills Water Association,Copperhill,Population served: 309,37307
Copper Basin Utility District,Turtletown,"Population served: 2,778",37307
Copperhill Water Department,Copperhill,"Population served: 1,075",37307
Decatur Water Department,Decatur,"Population served: 5,976",37308
Cleveland Utilities,Cleveland,"Population served: 87,960",37310
Hiwassee Utility Commission,Charleston,Population served: 98,37310
Ocoee Utility District,Cleveland,"Population served: 19,990",37310
Dayton Water Department,Dayton,"Population served: 26,125",37321
Grandview Utility District,Grandview,"Population served: 2,044",37321
Graysville Water Department,Graysville,"Population served: 1,878",37321
Laurelbrook School,Dayton,Population served: 150,37321
Newport Resort Water System,Spring City,Population served: 150,37321
North Utility District of Rhea County,Spring City,"Population served: 2,738",37321
Pikeville Water System,Pikeville,"Population served: 4,581",37321
Spring City Water System,Spring City,"Population served: 2,701",37321
Watts Bar Utility District,Kingston,"Population served: 13,404",37321
Cagle-fredonia Utility District,Dunlap,"Population served: 2,417",37327
Dunlap Water System,Dunlap,"Population served: 7,296",37327
Lone Oak Utility District,Signal Mountain,Population served: 410,37327
Mountain Side Estates,Sweetwater,Population served: 100,37329
Laurel Mountain Lakes Water Association,Madisonville,Population served: 254,37329
Madisonville Water Department,Madisonville,"Population served: 14,427",37329
Sweetwater Utility Board,Sweetwater,"Population served: 12,379",37329
Tellico Area Services System,Vonore,"Population served: 12,660",37329
Tellico Plains Water Department,Tellico Plains,"Population served: 5,899",37329
Crab Orchard Utility District,Crossville,"Population served: 21,625",37337
Crossville Water Department,Crossville,"Population served: 31,261",37337
South Cumberland UD,Crossville,"Population served: 11,304",37337
West Cumberland Utility District,Pleasant Hill,"Population served: 5,470",37337
Griffith Creek Utility District,Whitwell,"Population served: 1,101",37340
Jasper Highlands Water System,Kimball,Population served: 223,37340
Jasper Water Department,Jasper,"Population served: 9,307",37340
River Landing Condominium Asso,Aniston,Population served: 52,37340
South Pittsburg Water System,South Pittsburg,"Population served: 7,026",37340
Suck Creek Water System,Chattanooga,Population served: 615,37340
Tn American-sequatchie Valley,Chattanooga,"Population served: 7,440",37340
Fall Creek Falls Utility District,Pikeville,"Population served: 4,729",37367
Spencer Water System,Spencer,"Population served: 5,306",37367
Elizabethton Water Department,Elizabethton,"Population served: 32,843",37601
Erwin Utilities,Erwin,"Population served: 12,687",37601
First Utility District of Carter County,Elizabethon,"Population served: 9,426",37601
Hampton Utility District,Hampton,"Population served: 4,022",37601
Johnson City Water Department,Johnson City,"Population served: 107,282",37601
Jonesborough Water Department,Jonesborough,"Population served: 32,369",37601
North Elizabethton Water Co-op,Elizabethton,"Population served: 1,382",37601
Peters Hollow Water System,Elizabethton,Population served: 155,37601
Roan Mountain Utility District,Roan Mountain,"Population served: 1,100",37601
Siam Utility District,Elizabethton,"Population served: 2,564",37601
South Elizabethton Utility District,Elizabethton,"Population served: 6,304",37601
Unicoi Utility District,Unicoi,"Population served: 4,354",37601
Watauga River Regional Water A,Elizabethton,Population served: 379,37601
Bloomingdale Utility District,Kingsport,"Population served: 13,239",37615
Blountville UD,Blountville,"Population served: 12,722",37615
Bluff City Water Department,Bluff City,"Population served: 2,810",37615
Bristol Department Utilities,Bristol,"Population served: 33,199",37615
Bristol-bluff City Utility Dis,Bluff City,"Population served: 5,868",37615
Holston Utility District,Bristol,"Population served: 2,806",37615
Intermont Utility District,Bristol,"Population served: 1,204",37615
Kingsport Water Department,Kingsport,"Population served: 103,427",37615
South Bristol-weaver Pike Utility District,Bristol,"Population served: 5,382",37615
Chuckey Utility District,Greeneville,"Population served: 12,972",37616
Cross Anchor Utility District,Greeneville,"Population served: 8,118",37616
Glen Hills Utility District,Greeneville,"Population served: 16,007",37616
Greeneville Water & Light Comm.,Greeneville,"Population served: 30,642",37616
Mosheim Utility District,Mosheim,"Population served: 1,889",37616
"North Greene Utilities, Incorporated",Greeneville,"Population served: 5,978",37616
Old Knoxville Highway Utility District,Mohawk,"Population served: 8,991",37616
Brownlow Utility District,Maountaincity,Population served: 599,37640
Carderview Utility District,Butler,"Population served: 1,077",37640
Cold Springs Utility District,Mountain City,Population served: 879,37640
Mountain City Water Department,Mountain City,"Population served: 11,191",37640
First U D of Hawkins Company,Church Hill,"Population served: 21,075",37642
Lakeview UD East,Rogersville,"Population served: 1,249",37642
Lakeview UD West,Rogersville,"Population served: 2,656",37642
First UD Of Hawkins Co. #2,Church Hill,Population served: 637,37642
Mooresburg Utility District,Mooresburg,"Population served: 1,762",37642
New Canton Utility District,Church Hill,Population served: 515,37642
Persia Utility District,Rogersville,"Population served: 4,582",37642
Rogersville Water System,Rogersville,"Population served: 11,443",37642
Surgoinsville Utility District,Surgoinsville,"Population served: 2,600",37642
Alcoa Water System,,"Population served: 30,123",37701
Allendale Mobile Home Park,Friendsville,Population served: 88,37701
Bays Mountain Mobile Home Park,Rockford,Population served: 85,37701
Blackberry Mountain L.l.c.,Walland,Population served: 75,37701
Country Acres Farm,Louisville,Population served: 115,37701
Friendsville Water Works,Friendsville,"Population served: 5,570",37701
Maryville Department of Wat Qual Con,Maryville,"Population served: 47,588",37701
South Blount Utility District,Maryville,"Population served: 42,413",37701
Tuckaleechee Utility District,Townsend,"Population served: 12,390",37701
Anderson County Water Authority,Clinton,"Population served: 24,029",37705
Clinton Utilities Board,Clinton,"Population served: 17,974",37705
Lead Mine Bend Water Association,Sharps Chapel,Population served: 119,37705
Luttrell-blaine-corryton Utility District,Luttrell,"Population served: 9,117",37705
Maynardville Water Department,Maynardville,"Population served: 6,819",37705
Norris Water Commission,Norris,"Population served: 2,081",37705
Oak Ridge Department of Public Works,Oak Ridge,"Population served: 38,162",37705
Old Hickory Water Company-unio,Maynardville,Population served: 339,37705
Rocky Top Water Department,Rocky Top,"Population served: 3,240",37705
Bean Station Utility District,Bean Station,"Population served: 9,013",37708
Rutledge Water System,Rutledge,"Population served: 2,005",37708
First Utility District of Knox County,Knoxville,"Population served: 89,521",37709
Hallsdale-Powell Utility District,Knoxville,"Population served: 71,092",37709
Knox-Chapman Utility District,Knoxville,"Population served: 34,955",37709
Knoxville Utilities Board-KUB,Knoxville,"Population served: 241,714",37709
Northeast Knox U D,Corryton,"Population served: 24,390",37709
West Knox Utility District,Knoxville,"Population served: 65,346",37709
Alpha-Talbott Utility District,Talbott,"Population served: 17,934",37711
Morristown Water System,Morristown,"Population served: 37,625",37711
Russellville Whitesburg U D,Russellville,"Population served: 19,349",37711
Witt Utility District,Morristown,"Population served: 5,210",37711
Newport Utilities Board,Newport,"Population served: 31,807",37713
Caryville-Jacksboro Utilities,Jacksboro,"Population served: 11,902",37714
Deerfield Resort Water System,Lafollette,"Population served: 1,088",37714
Jellico Water Department,Jellico,"Population served: 5,366",37714
La Follette Utilities Board,La Follette,"Population served: 26,807",37714
Arthur-shawanee Utility Distri,Harrogate,"Population served: 9,967",37715
Claiborne Utilities District,New Tazewell,"Population served: 16,217",37715
Clearfork Utility District,Clairfield,"Population served: 1,391",37715
Cumberland Gap Water Services,Cumberland Gap,Population served: 404,37715
Lincoln Memorial University,Harrogate,"Population served: 2,200",37715
Plateau Utility District,Wartburg,"Population served: 12,982",37719
Cove Mountain Mobile Home Park,Sevierville,Population served: 91,37722
East Sevier County Utility District,Sevierville,Population served: 805,37722
Gatlinburg Water Department,Gatlinburg,"Population served: 7,958",37722
Norton Creek Water System,Gatlinburg,Population served: 107,37722
Pigeon Forge Water Department,Pigeon Forge,"Population served: 14,034",37722
Riverside Campground,Sevierville,Population served: 589,37722
Sevier County Water Department,Sevierville,"Population served: 4,740",37722
Sevierville Water System,Sevierville,"Population served: 32,197",37722
Wears Valley Ranch,Sevierville,Population served: 75,37722
Webb Creek Utility District,Gatlinburg,"Population served: 1,501",37722
Dandridge Water Management Facility,Dandridge,"Population served: 8,174",37725
Jefferson City Water & Sewer C,Jefferson City,"Population served: 9,430",37725
New Market Utility District,New Market,"Population served: 5,208",37725
Shady Grove Utility District,Dandridge,"Population served: 22,375",37725
Sycamore Green Acres Mobile Home Park,Dittmer,Population served: 50,37725
White Pine Water System,White Pine,"Population served: 3,888",37725
Allardt Water Works,Allardt,"Population served: 3,529",37726
Chanute-pall Mall Utility District,Pall Mall,"Population served: 1,347",37726
Fentress County UD,Jamestown,"Population served: 15,974",37726
Jamestown Water Department,Jamestown,"Population served: 4,042",37726
Sneedville Utility District,Sneedville,"Population served: 2,304",37731
East Carters Valley,Kingsport,Population served: 285,37732
Huntsville Utility District,Huntsville,"Population served: 12,477",37732
Oneida Water and Sewer Comm.,Oneida,"Population served: 11,282",37732
Spring Valley Subdivision,Kingsport,Population served: 185,37732
Lenoir City Utility Board,Lenoir City,"Population served: 24,137",37737
Loudon Utilities Board,Loudon,"Population served: 13,801",37737
Martel Utility District,Lenoir City,"Population served: 4,498",37737
Tellico Village Property Owners Association,Loudon,"Population served: 10,349",37737
Cumberland Utility District,Harriman,"Population served: 12,957",37748
Harriman Utility Board,Harriman,"Population served: 15,393",37748
Kingston Water System,Kingston,"Population served: 9,967",37748
Oliver Springs Water Board,Oliver Springs,"Population served: 5,665",37748
Roane Central Utility District,Harriman,"Population served: 6,236",37748
Rockwood Water System,Rockwood,"Population served: 11,594",37748
Watts Bar East Utility District,Kingston,"Population served: 3,393",37748
Alamo Water Department,Alamo,"Population served: 3,103",38001
Bells Public Utility District,Bells,"Population served: 2,607",38001
County Wide Utility District,Alamo,"Population served: 8,412",38001
Crockett Mills Utility District,Crockett Mills,Population served: 793,38001
Friendship Distribution Water,Friendship,Population served: 915,38001
Maury City Water Department,Maury City,"Population served: 1,053",38001
Bartlett Water System,Bartlett,"Population served: 57,670",38002
Collierville Water Department,Collierville,"Population served: 47,580",38002
Gallaway Water Department,Gallaway,"Population served: 1,027",38002
Germantown Water Department,Germantown,"Population served: 37,897",38002
La Grange Water Department,Lagrange,Population served: 225,38002
"Memphis Light, Gas, & Water",Memphis,"Population served: 699,244",38002
Millington Water Department,Millington,"Population served: 8,355",38002
Moscow Water Department,Moscow,Population served: 816,38002
Nsa - Midsouth,Millington,"Population served: 6,300",38002
Oakland Water Department,Oakland,"Population served: 12,025",38002
Piperton Water System,Collierville,"Population served: 2,226",38002
Rossville Water System,Rossville,"Population served: 1,230",38002
Somerville Water System,Somerville,"Population served: 5,183",38002
Atoka Water System,Atoka,"Population served: 9,336",38004
Brighton Water System,Brighton,"Population served: 3,628",38004
Covington Water Department,Covington,"Population served: 14,435",38004
First Utility District of Tipton County,Covington,"Population served: 9,452",38004
Mason Water Department,Mason,"Population served: 2,728",38004
Munford Water Department,Munford,"Population served: 9,560",38004
Poplar Grove Utility District,Tipton,"Population served: 17,962",38004
Brownsville Water Department,Brownsville,"Population served: 13,404",38006
Haywood County Utility District,Brownsville,"Population served: 1,363",38006
Jackson Water System,Jackson,"Population served: 95,501",38006
Jea-mercer Plant,Jackson,Population served: 155,38006
Stanton Water System,Brownsville,Population served: 673,38006
Dyersburg Sub Cons Utility District,Dyersburg,"Population served: 3,711",38007
Dyersburg Water Department,Dyersburg,"Population served: 20,311",38007
Newbern Water Department,Newbern,"Population served: 8,935",38007
Northwest Dyersburg Utility District,Dyersburg,"Population served: 4,158",38007
Trimble Water System,Trimble,Population served: 806,38007
Bolivar Water System,Bolivar,"Population served: 7,782",38008
Candlewood Lakes P.o.a. Waterw,Middleton,Population served: 308,38008
Grand Junction Water Department,Grand Junction,"Population served: 1,303",38008
Grand Valley Lakes Po Association,Saulsbury,Population served: 820,38008
Hornsby Water Department,Hornsby,"Population served: 1,183",38008
Middleton Water Department,Middleton,Population served: 706,38008
Rogers Springs Property Owners Association,Middleton,Population served: 135,38008
Spring Creek Utility District,Boliver,"Population served: 2,637",38008
Toone Water System,Toone,Population served: 720,38008
Whiteville Water Department,Whiteville,"Population served: 1,817",38008
Woodrun Lakes S/d,Middleton,Population served: 179,38008
Gates Water Department,Gates,Population served: 741,38037
Halls Water System,Halls,"Population served: 6,253",38037
Henning Water Department,Ripley,"Population served: 1,283",38037
Lauderdale County Water System,Ripley,"Population served: 11,246",38037
Ripley Water System,Ripley,"Population served: 9,511",38037
West Tn State Penitentiary,Union City,"Population served: 3,200",38037
Adamsville Water System,Adamsville,"Population served: 9,091",38044
Bethel Springs Water System,Bethel Springs,Population served: 934,38044
Eastview Utility District,Ramer,"Population served: 2,070",38044
Henderson Water Department,Henderson,"Population served: 9,036",38044
Michie Water Department,Michie,"Population served: 2,634",38044
Ramer Water Department,Ramer,Population served: 518,38044
Selmer Water System,Selmer,"Population served: 19,029",38044
Bradford Water System,Bradford,"Population served: 1,272",38059
County Line Trailer Park,Trezvant,Population served: 76,38059
Dyer Water Department,Dyer,"Population served: 2,832",38059
Gibson County Municipal Water District #1,Trenton,"Population served: 2,751",38059
Gibson County Municipal Water District #3,Trenton,"Population served: 1,443",38059
Gibson County Municipal Water District #4,Trenton,"Population served: 3,422",38059
Gibson County Municipal Water District #5,Trenton,"Population served: 1,942",38059
Gibson Water Department,Gibson,Population served: 496,38059
Humbolt Utilities-Water Department,Humboldt,"Population served: 10,054",38059
Milan Water Department,Milan,"Population served: 10,785",38059
Rutherford Water System,Rutherford,"Population served: 1,423",38059
Trenton Water System,Trenton,"Population served: 5,295",38059
Reelfoot U. D. Of Lake County,Tiptonville,Population served: 615,38077
Ridgely Water System,Ridgley,"Population served: 2,021",38077
Tiptonville Water System,Tiptoinville,"Population served: 2,369",38077
Elbridge Water Association,Obion,"Population served: 3,159",38080
Hornbeak Utility District,Hornbeak,"Population served: 1,460",38080
Kenton Water Department,Kenton,"Population served: 1,433",38080
Mason Hall Development Corporation,Kenton,Population served: 201,38080
Obion Water Department,Obion,"Population served: 1,846",38080
Reelfoot Water Association,Hornbeak,Population served: 648,38080
Samburg Utility District,Samburg,Population served: 770,38080
South Fulton Water System,South Fulton,"Population served: 3,960",38080
Troy Water System,Troy,"Population served: 2,155",38080
Union City Water Department,Union City,"Population served: 16,463",38080
Atwood Water System,Atwood,"Population served: 1,357",38201
Bruceton Water System,Bruceton,"Population served: 1,532",38201
Cedar Grove Utility District,Cedar Grove,"Population served: 1,364",38201
Clarksburg Utility District,Clarksburg,"Population served: 1,498",38201
Dresden Water Department,Dresden,"Population served: 3,820",38201
Gleason Water Department,Gleason,"Population served: 1,660",38201
Greenfield Water Department,Greenfield,"Population served: 2,457",38201
Henry Water System,Henry,Population served: 500,38201
Hollow Rock Water Department,Hollow Rock,Population served: 896,38201
Huntingdon Water Department,Huntingdon,"Population served: 6,134",38201
Martin Water Department,Martin,"Population served: 11,073",38201
Mckenzie Water Department,Mckenzie,"Population served: 5,439",38201
Mclemoresville Water Department,Mclemoresville,Population served: 376,38201
Northeast Henry County Utility District,Springville,"Population served: 5,050",38201
Northwest Henry County Utility District,Paris,"Population served: 1,097",38201
Paris Board of Public Utilities,Paris,"Population served: 12,514",38201
Puryear Water System,Puryear,Population served: 821,38201
Sharon Water System,Sharon,"Population served: 1,310",38201
South Paris Water Co-op,Paris,"Population served: 2,142",38201
Springville Utility District,Springville,"Population served: 1,200",38201
Trezevant Water System,Trezvant,Population served: 992,38201
Big Sandy Water Department,Big Sandy,"Population served: 1,123",38221
Camden Water Department,Xamden,"Population served: 9,746",38221
Harbor Utility District,Big Sandy,Population served: 671,38221
Aqua Utilities Co Inc.,Savannah,Population served: 993,38310
First Utility District of Hardin County,Counce,"Population served: 6,889",38310
Harbert Hills Academy N.h.,Savannah,Population served: 140,38310
Saltillo Utility District,Saltillo,"Population served: 1,960",38310
Savannah Utility Department,Savannah,"Population served: 18,706",38310
Decaturville Water System,Decaturville,"Population served: 2,223",38311
North Utility District of Decatur/benton C,Parsons,"Population served: 3,257",38311
Parsons Water Department,Parsons,"Population served: 4,059",38311
Perryville Utility District,Parsons,"Population served: 3,289",38311
Woodlawn Shores Water Department,Sugar Tree,Population served: 96,38311
Lexington Water Systems,Lexington,"Population served: 24,571",38313
Sardis Water System,Sardis,"Population served: 1,084",38313
Scotts Hill Water System,Scotts Hill,"Population served: 4,446",38313
Fall River Rd. Utility District,Lawrenceburg,"Population served: 3,020",38456
Iron City Utility District,Iron City,Population served: 589,38456
Lawrenceburg Water System,Lawrenceburg,"Population served: 19,989",38456
Leoma Utility District,Leoma,"Population served: 3,383",38456
Loretto Water Department,Loretto,"Population served: 4,033",38456
Northeast Lawrence Utility Dis,Lawrenceburg,"Population served: 3,490",38456
St. Joseph Water System,St. Joseph,"Population served: 1,398",38456
Summertown Water System,Summertown,"Population served: 4,325",38456
West Point Utility District,Westpoint,Population served: 324,38456
Algood Water System,Algood,"Population served: 8,713",38501
Bangham Utility District,Cookeville,"Population served: 8,047",38501
Baxter Water Department,Baxter,"Population served: 6,600",38501
Cookeville Boat Dock Road Utility District,Cookeville,"Population served: 7,345",38501
Cookeville Water Department,Cookeville,"Population served: 49,080",38501
Double Springs Utility Distric,Cookeville,"Population served: 7,275",38501
East Fork Utility District,Monterey,"Population served: 3,215",38501
Heritage Academy,Monterey,Population served: 100,38501
Livingston Water Department,Livingston,"Population served: 14,388",38501
Monterey Water Department,Monterey,"Population served: 4,480",38501
North Overton Utility District,Allons,"Population served: 4,393",38501
Old Gainesboro Road Utility District,Cookeville,"Population served: 5,810",38501
West Overton Utility District,Rickman,"Population served: 8,522",38501
Bon De Croft Utility District,Sparta,"Population served: 3,868",38506
Dewhite Utility District,Sparta,"Population served: 6,963",38506
O'connor Utility District,Sparta,"Population served: 8,621",38506
Quebeck Walling Utility District,Sparta,"Population served: 4,838",38506
Sparta Water System,Sparta,"Population served: 10,362",38506
Byrdstown Water Department,Byrdstown,"Population served: 7,060",38543
