State,Zip,Utility,Population Served,Contaminant_Factor,county_FIPS
NV,89402,Truckee Meadows Water Authority,311932,1924,32031
NV,89402,Verdi Meadows Utility Company Inc.,510,1125,32031
NV,89402,Webb Mobile Home Park,30,409,32031
NV,89403,Canyon Gid,1310,1768,32019
NV,89403,Dayton Valley Water System,15830,1814,32019
NV,89403,Fernley Public Works,19790,1796,32019
NV,89403,Storey County Water District,1420,876,32019
NV,89403,Weed Heights Development,340,2409,32019
NV,89403,Yerington City of,5050,1722,32019
NV,89404,Golconda Gid,60,1027,32013
NV,89404,Gold Country Estates,737,944,32013
NV,89404,Orovada Water District,200,361,32013
NV,89404,Star City Properties,285,63,32013
NV,89404,Valmy Station Mobile Home Park,96,1147,32013
NV,89404,Winnemucca City of,8066,1234,32013
NV,89406,Carson River Estates,90,337,32001
NV,89406,Fallon Naval Air Station,1500,350,32001
NV,89406,R and M Mobile Home Park,130,1866,32001
NV,89406,Sage Valley Park Llc,188,996,32001
NV,89406,Tolas Waterworks Co-op,250,2859,32001
NV,89410,Cave Rock Skyland,1267,440,32005
NV,89410,Fairgrounds/sunrise Estates,20,6783,32005
NV,89410,Foothill Water System,346,55,32005
NV,89410,Gardnerville Water Company,4500,117,32005
NV,89410,Holbrook Station Rv and Mobile Home Park,180,2795,32005
NV,89410,Indian Hills Gid,5700,766,32005
NV,89410,Kingsbury Gid,3839,695,32005
NV,89410,Logan Creek Estates Gid,60,139,32005
NV,89410,Pinion Pines Mobile Home Park,30,1321,32005
NV,89410,Topaz Lake Water Company Inc.,40,1155,32005
NV,89410,Topaz Ranch Estates Gid and Water Co.,2100,170,32005
NV,89410,Town of Minden,3500,2244,32005
NV,89410,Uppaway Water System,85,322,32005
NV,89410,Zephyr Cove Water Utility Distr,1209,384,32005
NV,89414,Carlin Utilities,2500,2573,32013
NV,89414,City of Elko,20451,1937,32013
NV,89414,Jackpot Water System,1240,779,32013
NV,89414,Jarbidge Water System,200,355,32013
NV,89414,Lamoille Water Users Association,200,3473,32013
NV,89414,Montello Water System,287,257,32013
NV,89414,Mountain City Water and Sewer,30,91,32013
NV,89414,Nevada Youth Training Center,100,1269,32013
NV,89414,Tuscarora Water System,72,44,32013
NV,89414,Valley View Rv Park,250,1277,32013
NV,89414,West Wendover Water System,4200,1013,32013
NV,89415,Hawthorne Army Depot,300,2679,32021
NV,89415,Hawthorne Utilities,2900,749,32021
NV,89415,Mina Luning Water System,200,1447,32021
NV,89415,Walker Lake Gid,300,2190,32021
NV,89418,Imlay Water System,200,1976,32027
NV,89418,Lovelock Correctional Center Nevada Department of Corrections,1630,1462,32027
NV,89418,Lovelock Meadows Water District,3562,1443,32027
NV,89701,Carson City Public Works,56000,3382,32510
NV,89701,Cottonwood Mobile Home Park,250,360,32510
NV,89701,Terrace Garden Apartments,55,1043,32510
