Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Amargosa Water Company,Uranium,0.85 pCi/L,0.43 pCi/L,20 pCi/L
Amargosa Water Company,None,,,
Anchor In Mobile Home Park,Arsenic,2.33 ppb,0.004 ppb,10 ppb
Anchor In Mobile Home Park,Nitrate,0.358 ppm,0.14 ppm,10 ppm
Anchor In Mobile Home Park,Nitrate and nitrite,0.343 ppm,0.14 ppm,10 ppm
Anchor In Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.77 pCi/L,0.05 pCi/L,5 pCi/L
Anchor In Mobile Home Park,Radon,576.00 pCi/L,1.5 pCi/L,
Anchor In Mobile Home Park,Uranium,1.23 pCi/L,0.43 pCi/L,20 pCi/L
Anchor In Mobile Home Park,Aluminum,1.98 ppb,600 ppb,
Anchor In Mobile Home Park,Antimony,1.88 ppb,1 ppb,6 ppb
Anchor In Mobile Home Park,Fluoride,0.241 ppm,,4 ppm
Anchor In Mobile Home Park,None,,,
Beatty Water and Sanitation District,Arsenic,11.9 ppb,0.004 ppb,10 ppb
Beatty Water and Sanitation District,Bromodichloromethane,0.719 ppb,0.06 ppb,
Beatty Water and Sanitation District,Bromoform,2.51 ppb,0.5 ppb,
Beatty Water and Sanitation District,Chloroform,0.888 ppb,0.4 ppb,
Beatty Water and Sanitation District,Dibromochloromethane,1.73 ppb,0.1 ppb,
Beatty Water and Sanitation District,Nitrate,0.573 ppm,0.14 ppm,10 ppm
Beatty Water and Sanitation District,Nitrate and nitrite,0.552 ppm,0.14 ppm,10 ppm
Beatty Water and Sanitation District,Total trihalomethanes (TTHMs)†,6.14 ppb,0.15 ppb,80 ppb
Beatty Water and Sanitation District,Uranium,2.75 pCi/L,0.43 pCi/L,20 pCi/L
Beatty Water and Sanitation District,Aluminum,16.0 ppb,600 ppb,
Beatty Water and Sanitation District,Barium,10.00 ppb,700 ppb,"2,000 ppb"
Beatty Water and Sanitation District,Fluoride,2.16 ppm,,4 ppm
Beatty Water and Sanitation District,None,,,
Big Five Park,Arsenic,0.373 ppb,0.004 ppb,10 ppb
Big Five Park,Nitrate,0.352 ppm,0.14 ppm,10 ppm
Big Five Park,Nitrate and nitrite,0.419 ppm,0.14 ppm,10 ppm
Big Five Park,"Radium, combined (-226 &amp; -228)",0.54 pCi/L,0.05 pCi/L,5 pCi/L
Big Five Park,Radon,280.60 pCi/L,1.5 pCi/L,
Big Five Park,Uranium,0.99 pCi/L,0.43 pCi/L,20 pCi/L
Big Five Park,Aluminum,2.81 ppb,600 ppb,
Big Five Park,Barium,55.4 ppb,700 ppb,"2,000 ppb"
Big Five Park,Chromium (total),2.89 ppb,,100 ppb
Big Five Park,Fluoride,0.167 ppm,,4 ppm
Big Five Park,Manganese,1.70 ppb,100 ppb,
Big Five Park,Selenium,1.38 ppb,30 ppb,50 ppb
Big Five Park,None,,,
Big Valley Mobile Home Park,Arsenic,2.63 ppb,0.004 ppb,10 ppb
Big Valley Mobile Home Park,Nitrate,1.13 ppm,0.14 ppm,10 ppm
Big Valley Mobile Home Park,Nitrate and nitrite,1.28 ppm,0.14 ppm,10 ppm
Big Valley Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.73 pCi/L,0.05 pCi/L,5 pCi/L
Big Valley Mobile Home Park,Radon,201.60 pCi/L,1.5 pCi/L,
Big Valley Mobile Home Park,Uranium,3.09 pCi/L,0.43 pCi/L,20 pCi/L
Big Valley Mobile Home Park,Aluminum,3.77 ppb,600 ppb,
Big Valley Mobile Home Park,Barium,29.4 ppb,700 ppb,"2,000 ppb"
Big Valley Mobile Home Park,Fluoride,0.175 ppm,,4 ppm
Big Valley Mobile Home Park,Manganese,4.21 ppb,100 ppb,
Big Valley Mobile Home Park,Selenium,9.00 ppb,30 ppb,50 ppb
Big Valley Mobile Home Park,None,,,
C Valley Mobile Home Park,Antimony,2.20 ppb,1 ppb,6 ppb
C Valley Mobile Home Park,Arsenic,1.60 ppb,0.004 ppb,10 ppb
C Valley Mobile Home Park,Nitrate,0.674 ppm,0.14 ppm,10 ppm
C Valley Mobile Home Park,Nitrate and nitrite,0.615 ppm,0.14 ppm,10 ppm
C Valley Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.33 pCi/L,0.05 pCi/L,5 pCi/L
C Valley Mobile Home Park,Radon,389.60 pCi/L,1.5 pCi/L,
C Valley Mobile Home Park,Uranium,7.24 pCi/L,0.43 pCi/L,20 pCi/L
C Valley Mobile Home Park,Aluminum,9.69 ppb,600 ppb,
C Valley Mobile Home Park,Fluoride,0.117 ppm,,4 ppm
C Valley Mobile Home Park,Nitrite,0.0167 ppm,,1 ppm
C Valley Mobile Home Park,None,,,
Calvada Meadows Gbwc,Arsenic,0.667 ppb,0.004 ppb,10 ppb
Calvada Meadows Gbwc,Haloacetic acids (HAA5)†,0.590 ppb,0.1 ppb,60 ppb
Calvada Meadows Gbwc,Nitrate,0.544 ppm,0.14 ppm,10 ppm
Calvada Meadows Gbwc,Nitrate and nitrite,0.587 ppm,0.14 ppm,10 ppm
Calvada Meadows Gbwc,"Radium, combined (-226 &amp; -228)",1.22 pCi/L,0.05 pCi/L,5 pCi/L
Calvada Meadows Gbwc,Radon,550.00 pCi/L,1.5 pCi/L,
Calvada Meadows Gbwc,Trichloroacetic acid,0.590 ppb,0.1 ppb,
Calvada Meadows Gbwc,Aluminum,25.8 ppb,600 ppb,
Calvada Meadows Gbwc,Barium,130.0 ppb,700 ppb,"2,000 ppb"
Calvada Meadows Gbwc,Chloroform,0.300 ppb,0.4 ppb,
Calvada Meadows Gbwc,Chromium (total),4.00 ppb,,100 ppb
Calvada Meadows Gbwc,Fluoride,0.0500 ppm,,4 ppm
Calvada Meadows Gbwc,Manganese,49.2 ppb,100 ppb,
Calvada Meadows Gbwc,Total trihalomethanes (TTHMs)†,0.300 ppb,0.15 ppb,80 ppb
Calvada Meadows Gbwc,Uranium,0.71 pCi/L,0.43 pCi/L,20 pCi/L
Calvada Meadows Gbwc,None,,,
Carvers Smokey Valley Rv and Mobile Home Park,Arsenic,7.12 ppb,0.004 ppb,10 ppb
Carvers Smokey Valley Rv and Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.50 pCi/L,0.05 pCi/L,5 pCi/L
Carvers Smokey Valley Rv and Mobile Home Park,Uranium,2.01 pCi/L,0.43 pCi/L,20 pCi/L
Carvers Smokey Valley Rv and Mobile Home Park,Barium,12.0 ppb,700 ppb,"2,000 ppb"
Carvers Smokey Valley Rv and Mobile Home Park,Chromium (total),3.00 ppb,,100 ppb
Carvers Smokey Valley Rv and Mobile Home Park,Fluoride,0.0500 ppm,,4 ppm
Carvers Smokey Valley Rv and Mobile Home Park,Mercury (inorganic),0.200 ppb,1.2 ppb,2 ppb
Carvers Smokey Valley Rv and Mobile Home Park,Nitrate,0.0567 ppm,0.14 ppm,10 ppm
Carvers Smokey Valley Rv and Mobile Home Park,Nitrate and nitrite,0.0250 ppm,0.14 ppm,10 ppm
Carvers Smokey Valley Rv and Mobile Home Park,None,,,
Country View Est,Bromodichloromethane,1.30 ppb,0.06 ppb,
Country View Est,Chloroform,1.20 ppb,0.4 ppb,
Country View Est,Dibromochloromethane,0.440 ppb,0.1 ppb,
Country View Est,Haloacetic acids (HAA5)†,1.25 ppb,0.1 ppb,60 ppb
Country View Est,"Radium, combined (-226 &amp; -228)",0.90 pCi/L,0.05 pCi/L,5 pCi/L
Country View Est,Total trihalomethanes (TTHMs)†,1.70 ppb,0.15 ppb,80 ppb
Country View Est,Barium,78.0 ppb,700 ppb,"2,000 ppb"
Country View Est,Fluoride,0.195 ppm,,4 ppm
Country View Est,Manganese,196.6 ppb,100 ppb,
Country View Est,None,,,
Desert Mirage Homeowners Association,Arsenic,1.10 ppb,0.004 ppb,10 ppb
Desert Mirage Homeowners Association,Dibromochloromethane,0.203 ppb,0.1 ppb,
Desert Mirage Homeowners Association,Haloacetic acids (HAA5)†,0.517 ppb,0.1 ppb,60 ppb
Desert Mirage Homeowners Association,Nitrate,0.292 ppm,0.14 ppm,10 ppm
Desert Mirage Homeowners Association,Total trihalomethanes (TTHMs)†,0.684 ppb,0.15 ppb,80 ppb
Desert Mirage Homeowners Association,Trichloroacetic acid,0.517 ppb,0.1 ppb,
Desert Mirage Homeowners Association,Uranium,1.54 pCi/L,0.43 pCi/L,20 pCi/L
Desert Mirage Homeowners Association,Barium,82.0 ppb,700 ppb,"2,000 ppb"
Desert Mirage Homeowners Association,Bromodichloromethane,0.104 ppb,0.06 ppb,
Desert Mirage Homeowners Association,Bromoform,0.181 ppb,0.5 ppb,
Desert Mirage Homeowners Association,Fluoride,0.190 ppm,,4 ppm
Desert Mirage Homeowners Association,Nitrate and nitrite,0.255 ppm,0.14 ppm,10 ppm
Desert Mirage Homeowners Association,None,,,
Desert Utilities,Arsenic,0.970 ppb,0.004 ppb,10 ppb
Desert Utilities,Nitrate,0.790 ppm,0.14 ppm,10 ppm
Desert Utilities,Nitrate and nitrite,1.07 ppm,0.14 ppm,10 ppm
Desert Utilities,"Radium, combined (-226 &amp; -228)",0.55 pCi/L,0.05 pCi/L,5 pCi/L
Desert Utilities,Radon,348.48 pCi/L,1.5 pCi/L,
Desert Utilities,Aluminum,1.46 ppb,600 ppb,
Desert Utilities,Barium,83.8 ppb,700 ppb,"2,000 ppb"
Desert Utilities,Chromium (total),6.44 ppb,,100 ppb
Desert Utilities,Fluoride,0.0649 ppm,,4 ppm
Desert Utilities,Selenium,2.78 ppb,30 ppb,50 ppb
Desert Utilities,Uranium,0.75 pCi/L,0.43 pCi/L,20 pCi/L
Desert Utilities,None,,,
Escapee Co-op of Nevada,Arsenic,4.63 ppb,0.004 ppb,10 ppb
Escapee Co-op of Nevada,Nitrate,0.341 ppm,0.14 ppm,10 ppm
Escapee Co-op of Nevada,Nitrate and nitrite,0.366 ppm,0.14 ppm,10 ppm
Escapee Co-op of Nevada,"Radium, combined (-226 &amp; -228)",1.00 pCi/L,0.05 pCi/L,5 pCi/L
Escapee Co-op of Nevada,Radon,326.35 pCi/L,1.5 pCi/L,
Escapee Co-op of Nevada,Uranium,1.35 pCi/L,0.43 pCi/L,20 pCi/L
Escapee Co-op of Nevada,Aluminum,11.8 ppb,600 ppb,
Escapee Co-op of Nevada,Barium,76.0 ppb,700 ppb,"2,000 ppb"
Escapee Co-op of Nevada,Di(2-ethylhexyl) adipate,0.562 ppb,200 ppb,400 ppb
Escapee Co-op of Nevada,Fluoride,0.308 ppm,,4 ppm
Escapee Co-op of Nevada,Manganese,3.00 ppb,100 ppb,
Escapee Co-op of Nevada,None,,,
Gabbs Water System,Arsenic,5.80 ppb,0.004 ppb,10 ppb
Gabbs Water System,"Radium, combined (-226 &amp; -228)",0.53 pCi/L,0.05 pCi/L,5 pCi/L
Gabbs Water System,Radon,818.00 pCi/L,1.5 pCi/L,
Gabbs Water System,Total trihalomethanes (TTHMs)†,0.523 ppb,0.15 ppb,80 ppb
Gabbs Water System,Uranium,1.87 pCi/L,0.43 pCi/L,20 pCi/L
Gabbs Water System,Aluminum,1.44 ppb,600 ppb,
Gabbs Water System,Barium,31.7 ppb,700 ppb,"2,000 ppb"
Gabbs Water System,Bromoform,0.350 ppb,0.5 ppb,
Gabbs Water System,Chromium (total),2.60 ppb,,100 ppb
Gabbs Water System,Dibromochloromethane,0.171 ppb,0.1 ppb,
Gabbs Water System,Fluoride,0.680 ppm,,4 ppm
Gabbs Water System,Manganese,1.18 ppb,100 ppb,
Gabbs Water System,Nitrate,0.0445 ppm,0.14 ppm,10 ppm
Gabbs Water System,Nitrate and nitrite,0.0167 ppm,0.14 ppm,10 ppm
Gabbs Water System,Selenium,0.755 ppb,30 ppb,50 ppb
Gabbs Water System,None,,,
Manhattan Town Water,Arsenic,1.41 ppb,0.004 ppb,10 ppb
Manhattan Town Water,Bromoform,1.74 ppb,0.5 ppb,
Manhattan Town Water,Dibromoacetic acid,0.359 ppb,0.04 ppb,
Manhattan Town Water,Dibromochloromethane,0.754 ppb,0.1 ppb,
Manhattan Town Water,Haloacetic acids (HAA5)†,0.359 ppb,0.1 ppb,60 ppb
Manhattan Town Water,Nitrate,0.646 ppm,0.14 ppm,10 ppm
Manhattan Town Water,Nitrate and nitrite,0.822 ppm,0.14 ppm,10 ppm
Manhattan Town Water,"Radium, combined (-226 &amp; -228)",0.79 pCi/L,0.05 pCi/L,5 pCi/L
Manhattan Town Water,Total trihalomethanes (TTHMs)†,2.16 ppb,0.15 ppb,80 ppb
Manhattan Town Water,Uranium,1.50 pCi/L,0.43 pCi/L,20 pCi/L
Manhattan Town Water,Aluminum,1.98 ppb,600 ppb,
Manhattan Town Water,Bromodichloromethane,0.0590 ppb,0.06 ppb,
Manhattan Town Water,Fluoride,0.110 ppm,,4 ppm
Manhattan Town Water,Manganese,13.3 ppb,100 ppb,
Manhattan Town Water,Mercury (inorganic),0.320 ppb,1.2 ppb,2 ppb
Manhattan Town Water,None,,,
Mountain Falls Water System Gbwc,Nitrate,0.381 ppm,0.14 ppm,10 ppm
Mountain Falls Water System Gbwc,Nitrate and nitrite,0.328 ppm,0.14 ppm,10 ppm
Mountain Falls Water System Gbwc,"Radium, combined (-226 &amp; -228)",0.91 pCi/L,0.05 pCi/L,5 pCi/L
Mountain Falls Water System Gbwc,Radon,309.00 pCi/L,1.5 pCi/L,
Mountain Falls Water System Gbwc,Uranium,1.27 pCi/L,0.43 pCi/L,20 pCi/L
Mountain Falls Water System Gbwc,"1,2,4-Trimethylbenzene",0.378 ppb,,
Mountain Falls Water System Gbwc,Aluminum,1.24 ppb,600 ppb,
Mountain Falls Water System Gbwc,Ethylbenzene,5.50 ppb,300 ppb,700 ppb
Mountain Falls Water System Gbwc,Fluoride,0.183 ppm,,4 ppm
Mountain Falls Water System Gbwc,n-Propylbenzene,0.140 ppb,,
Mountain Falls Water System Gbwc,Xylenes (total),36.0 ppb,"1,800 ppb","10,000 ppb"
Mountain Falls Water System Gbwc,None,,,
Mountain View Manor,Bromodichloromethane,1.36 ppb,0.06 ppb,
Mountain View Manor,Chloroform,1.36 ppb,0.4 ppb,
Mountain View Manor,Dibromochloromethane,1.29 ppb,0.1 ppb,
Mountain View Manor,Dichloroacetic acid,1.61 ppb,0.2 ppb,
Mountain View Manor,Haloacetic acids (HAA5)†,2.43 ppb,0.1 ppb,60 ppb
Mountain View Manor,"Radium, combined (-226 &amp; -228)",0.34 pCi/L,0.05 pCi/L,5 pCi/L
Mountain View Manor,Total trihalomethanes (TTHMs)†,3.99 ppb,0.15 ppb,80 ppb
Mountain View Manor,Trichloroacetic acid,0.820 ppb,0.1 ppb,
Mountain View Manor,Barium,102.0 ppb,700 ppb,"2,000 ppb"
Mountain View Manor,Nitrate,0.112 ppm,0.14 ppm,10 ppm
Mountain View Manor,None,,,
Pahrump Utility Company Inc.,Bromodichloromethane,0.841 ppb,0.06 ppb,
Pahrump Utility Company Inc.,Dibromoacetic acid,0.167 ppb,0.04 ppb,
Pahrump Utility Company Inc.,Dibromochloromethane,0.712 ppb,0.1 ppb,
Pahrump Utility Company Inc.,Dichloroacetic acid,1.23 ppb,0.2 ppb,
Pahrump Utility Company Inc.,Haloacetic acids (HAA5)†,1.40 ppb,0.1 ppb,60 ppb
Pahrump Utility Company Inc.,Nitrate,0.283 ppm,0.14 ppm,10 ppm
Pahrump Utility Company Inc.,"Radium, combined (-226 &amp; -228)",1.03 pCi/L,0.05 pCi/L,5 pCi/L
Pahrump Utility Company Inc.,Radon,312.10 pCi/L,1.5 pCi/L,
Pahrump Utility Company Inc.,Total trihalomethanes (TTHMs)†,2.41 ppb,0.15 ppb,80 ppb
Pahrump Utility Company Inc.,Uranium,1.27 pCi/L,0.43 pCi/L,20 pCi/L
Pahrump Utility Company Inc.,Aluminum,10.9 ppb,600 ppb,
Pahrump Utility Company Inc.,Antimony,0.370 ppb,1 ppb,6 ppb
Pahrump Utility Company Inc.,Barium,43.9 ppb,700 ppb,"2,000 ppb"
Pahrump Utility Company Inc.,Bromoform,0.172 ppb,0.5 ppb,
Pahrump Utility Company Inc.,Chloroform,0.687 ppb,0.4 ppb,
Pahrump Utility Company Inc.,Chromium (total),5.99 ppb,,100 ppb
Pahrump Utility Company Inc.,Fluoride,0.0950 ppm,,4 ppm
Pahrump Utility Company Inc.,Manganese,2.90 ppb,100 ppb,
Pahrump Utility Company Inc.,Nitrate and nitrite,0.218 ppm,0.14 ppm,10 ppm
Pahrump Utility Company Inc.,Selenium,1.66 ppb,30 ppb,50 ppb
Pahrump Utility Company Inc.,None,,,
Fcwa - Pleasant Valley,Arsenic,0.600 ppb,0.004 ppb,10 ppb
Fcwa - Pleasant Valley,Bromodichloromethane,1.24 ppb,0.06 ppb,
Fcwa - Pleasant Valley,Dibromochloromethane,1.03 ppb,0.1 ppb,
Fcwa - Pleasant Valley,Total trihalomethanes (TTHMs)†,2.83 ppb,0.15 ppb,80 ppb
Fcwa - Pleasant Valley,Barium,75.7 ppb,700 ppb,"2,000 ppb"
Fcwa - Pleasant Valley,Chloroform,0.565 ppb,0.4 ppb,
Fcwa - Pleasant Valley,Chromium (total),1.35 ppb,,100 ppb
Fcwa - Pleasant Valley,None,,,
Rancho Vista 4,Arsenic,2.65 ppb,0.004 ppb,10 ppb
Rancho Vista 4,"Radium, combined (-226 &amp; -228)",0.40 pCi/L,0.05 pCi/L,5 pCi/L
Rancho Vista 4,Radon,325.00 pCi/L,1.5 pCi/L,
Rancho Vista 4,Uranium,1.61 pCi/L,0.43 pCi/L,20 pCi/L
Rancho Vista 4,Aluminum,0.333 ppb,600 ppb,
Rancho Vista 4,Barium,72.1 ppb,700 ppb,"2,000 ppb"
Rancho Vista 4,Chromium (total),2.04 ppb,,100 ppb
Rancho Vista 4,Fluoride,0.313 ppm,,4 ppm
Rancho Vista 4,Nitrate,0.126 ppm,0.14 ppm,10 ppm
Rancho Vista 4,Nitrate and nitrite,0.0903 ppm,0.14 ppm,10 ppm
Rancho Vista 4,Selenium,0.797 ppb,30 ppb,50 ppb
Rancho Vista 4,None,,,
Round Mountain Puc,Arsenic,3.03 ppb,0.004 ppb,10 ppb
Round Mountain Puc,Chromium (hexavalent),2.96 ppb,0.02 ppb,
Round Mountain Puc,Haloacetic acids (HAA5)†,0.475 ppb,0.1 ppb,60 ppb
Round Mountain Puc,"Radium, combined (-226 &amp; -228)",0.45 pCi/L,0.05 pCi/L,5 pCi/L
Round Mountain Puc,Uranium,1.68 pCi/L,0.43 pCi/L,20 pCi/L
Round Mountain Puc,Barium,66.5 ppb,700 ppb,"2,000 ppb"
Round Mountain Puc,Chlorate,117.5 ppb,210 ppb,
Round Mountain Puc,Chromium (total),1.78 ppb,,100 ppb
Round Mountain Puc,Fluoride,0.0750 ppm,,4 ppm
Round Mountain Puc,Manganese,1.08 ppb,100 ppb,
Round Mountain Puc,Molybdenum,1.10 ppb,40 ppb,
Round Mountain Puc,Monochloroacetic acid,0.475 ppb,53 ppb,
Round Mountain Puc,Nitrate,0.208 ppm,0.14 ppm,10 ppm
Round Mountain Puc,Nitrate and nitrite,0.250 ppm,0.14 ppm,10 ppm
Round Mountain Puc,Strontium,0.228 ppb,"1,500 ppb",
Round Mountain Puc,Vanadium,0.820 ppb,21 ppb,
Round Mountain Puc,None,,,
Shoshone Estates Water Company Inc.,Arsenic,13.5 ppb,0.004 ppb,10 ppb
Shoshone Estates Water Company Inc.,"Radium, combined (-226 &amp; -228)",0.32 pCi/L,0.05 pCi/L,5 pCi/L
Shoshone Estates Water Company Inc.,Radon,"1,738.50 pCi/L",1.5 pCi/L,
Shoshone Estates Water Company Inc.,Uranium,2.40 pCi/L,0.43 pCi/L,20 pCi/L
Shoshone Estates Water Company Inc.,Aluminum,14.5 ppb,600 ppb,
Shoshone Estates Water Company Inc.,Antimony,1.40 ppb,1 ppb,6 ppb
Shoshone Estates Water Company Inc.,Barium,5.50 ppb,700 ppb,"2,000 ppb"
Shoshone Estates Water Company Inc.,Chromium (total),5.58 ppb,,100 ppb
Shoshone Estates Water Company Inc.,Nitrate,0.0500 ppm,0.14 ppm,10 ppm
Shoshone Estates Water Company Inc.,Nitrate and nitrite,0.0517 ppm,0.14 ppm,10 ppm
Shoshone Estates Water Company Inc.,None,,,
Sunset Mobile Home Park,Arsenic,5.00 ppb,0.004 ppb,10 ppb
Sunset Mobile Home Park,Barium,40.0 ppb,700 ppb,"2,000 ppb"
Sunset Mobile Home Park,Fluoride,1.000 ppm,,4 ppm
Sunset Mobile Home Park,None,,,
Tonopah Public Utilities,Arsenic,5.88 ppb,0.004 ppb,10 ppb
Tonopah Public Utilities,Haloacetic acids (HAA5)†,0.350 ppb,0.1 ppb,60 ppb
Tonopah Public Utilities,Nitrate,4.07 ppm,0.14 ppm,10 ppm
Tonopah Public Utilities,Nitrate and nitrite,3.78 ppm,0.14 ppm,10 ppm
Tonopah Public Utilities,"Radium, combined (-226 &amp; -228)",0.35 pCi/L,0.05 pCi/L,5 pCi/L
Tonopah Public Utilities,Radon,362.00 pCi/L,1.5 pCi/L,
Tonopah Public Utilities,Total trihalomethanes (TTHMs)†,0.373 ppb,0.15 ppb,80 ppb
Tonopah Public Utilities,Trichloroacetic acid,0.350 ppb,0.1 ppb,
Tonopah Public Utilities,Uranium,2.35 pCi/L,0.43 pCi/L,20 pCi/L
Tonopah Public Utilities,Barium,86.8 ppb,700 ppb,"2,000 ppb"
Tonopah Public Utilities,Bromoform,0.270 ppb,0.5 ppb,
Tonopah Public Utilities,Chromium (total),2.00 ppb,,100 ppb
Tonopah Public Utilities,Dibromochloromethane,0.0875 ppb,0.1 ppb,
Tonopah Public Utilities,Ethylbenzene,2.22 ppb,300 ppb,700 ppb
Tonopah Public Utilities,Fluoride,0.200 ppm,,4 ppm
Tonopah Public Utilities,Selenium,2.25 ppb,30 ppb,50 ppb
Tonopah Public Utilities,Xylenes (total),18.9 ppb,"1,800 ppb","10,000 ppb"
Tonopah Public Utilities,None,,,
Utilities Inc. - Beau Village,Bromodichloromethane,3.90 ppb,0.06 ppb,
Utilities Inc. - Beau Village,Chloroform,5.27 ppb,0.4 ppb,
Utilities Inc. - Beau Village,Dibromoacetic acid,2.11 ppb,0.04 ppb,
Utilities Inc. - Beau Village,Dibromochloromethane,2.85 ppb,0.1 ppb,
Utilities Inc. - Beau Village,Dichloroacetic acid,1.67 ppb,0.2 ppb,
Utilities Inc. - Beau Village,Haloacetic acids (HAA5)†,4.81 ppb,0.1 ppb,60 ppb
Utilities Inc. - Beau Village,Total trihalomethanes (TTHMs)†,12.7 ppb,0.15 ppb,80 ppb
Utilities Inc. - Beau Village,Trichloroacetic acid,0.908 ppb,0.1 ppb,
Utilities Inc. - Beau Village,Aluminum,6.67 ppb,600 ppb,
Utilities Inc. - Beau Village,Bromoform,0.191 ppb,0.5 ppb,
Utilities Inc. - Beau Village,Dalapon,2.09 ppb,,200 ppb
Utilities Inc. - Beau Village,Di(2-ethylhexyl) phthalate,0.243 ppb,3 ppb,6 ppb
Utilities Inc. - Beau Village,Fluoride,0.200 ppm,,4 ppm
Utilities Inc. - Beau Village,Manganese,3.33 ppb,100 ppb,
Utilities Inc. - Beau Village,Monochloroacetic acid,0.0758 ppb,53 ppb,
Utilities Inc. - Beau Village,None,,,
Nevada State Veterans Home Boulder City,Bromodichloromethane,24.7 ppb,0.06 ppb,
Nevada State Veterans Home Boulder City,Bromoform,1.79 ppb,0.5 ppb,
Nevada State Veterans Home Boulder City,Chloroform,62.3 ppb,0.4 ppb,
Nevada State Veterans Home Boulder City,Chromium (hexavalent)*,0.0623 ppb,0.02 ppb,
Nevada State Veterans Home Boulder City,Dibromoacetic acid,2.98 ppb,0.04 ppb,
Nevada State Veterans Home Boulder City,Dibromochloromethane,17.0 ppb,0.1 ppb,
Nevada State Veterans Home Boulder City,Dichloroacetic acid,26.0 ppb,0.2 ppb,
Nevada State Veterans Home Boulder City,Haloacetic acids (HAA5)†,44.0 ppb,0.1 ppb,60 ppb
Nevada State Veterans Home Boulder City,Haloacetic acids (HAA9)*†,41.1 ppb,0.06 ppb,
