Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Carpenters Row,Haloacetic acids (HAA5)†,1.20 ppb,0.1 ppb,60 ppb
Carpenters Row,Nitrate,2.81 ppm,0.14 ppm,10 ppm
Carpenters Row,Nitrate and nitrite,2.81 ppm,0.14 ppm,10 ppm
Carpenters Row,"Radium, combined (-226 &amp; -228)",0.44 pCi/L,0.05 pCi/L,5 pCi/L
Carpenters Row,Total trihalomethanes (TTHMs)†,5.65 ppb,0.15 ppb,80 ppb
Carpenters Row,"1,2-Dichloropropane",0.380 ppb,0.5 ppb,5 ppb
Carpenters Row,Barium,13.0 ppb,700 ppb,"2,000 ppb"
Carpenters Row,Chromium (total),0.700 ppb,,100 ppb
Carpenters Row,Dibromochloromethane,0.167 ppb,0.1 ppb,
Carpenters Row,Manganese,3.50 ppb,100 ppb,
Carpenters Row,None,,,
Ananda Village,Arsenic,0.337 ppb,0.004 ppb,10 ppb
Ananda Village,Cadmium,0.320 ppb,0.04 ppb,5 ppb
Ananda Village,Chloroform,10.6 ppb,0.4 ppb,
Ananda Village,Nitrate,0.703 ppm,0.14 ppm,10 ppm
Ananda Village,Nitrate and nitrite,0.885 ppm,0.14 ppm,10 ppm
Ananda Village,"Radium, combined (-226 &amp; -228)",1.56 pCi/L,0.05 pCi/L,5 pCi/L
Ananda Village,Uranium,0.97 pCi/L,0.43 pCi/L,20 pCi/L
Ananda Village,Aluminum,20.4 ppb,600 ppb,
Ananda Village,Barium,23.4 ppb,700 ppb,"2,000 ppb"
Ananda Village,Carbon tetrachloride,0.124 ppb,0.1 ppb,5 ppb
Ananda Village,Chromium (total),0.155 ppb,,100 ppb
Ananda Village,Manganese,6.12 ppb,100 ppb,
Ananda Village,Mercury (inorganic),0.102 ppb,1.2 ppb,2 ppb
Ananda Village,Selenium,0.255 ppb,30 ppb,50 ppb
Ananda Village,Silver,0.609 ppb,,
Ananda Village,None,,,
Delaware City Water Department,Bromodichloromethane,4.21 ppb,0.06 ppb,
Delaware City Water Department,Chloroform,4.79 ppb,0.4 ppb,
Delaware City Water Department,Dibromoacetic acid,1.01 ppb,0.04 ppb,
Delaware City Water Department,Dibromochloromethane,3.34 ppb,0.1 ppb,
Delaware City Water Department,Dichloroacetic acid,2.28 ppb,0.2 ppb,
Delaware City Water Department,Haloacetic acids (HAA5)†,4.27 ppb,0.1 ppb,60 ppb
Delaware City Water Department,"Radium, combined (-226 &amp; -228)",0.71 pCi/L,0.05 pCi/L,5 pCi/L
Delaware City Water Department,Total trihalomethanes (TTHMs)†,14.4 ppb,0.15 ppb,80 ppb
Delaware City Water Department,Trichloroacetic acid,0.979 ppb,0.1 ppb,
Delaware City Water Department,Barium,26.0 ppb,700 ppb,"2,000 ppb"
Delaware City Water Department,Bromoform,0.363 ppb,0.5 ppb,
Delaware City Water Department,Fluoride,0.746 ppm,,4 ppm
Delaware City Water Department,Manganese,19.5 ppb,100 ppb,
Delaware City Water Department,None,,,
Delaware Correctional Center,Arsenic,2.77 ppb,0.004 ppb,10 ppb
Delaware Correctional Center,Bromodichloromethane,0.221 ppb,0.06 ppb,
Delaware Correctional Center,Chloroform,1.07 ppb,0.4 ppb,
Delaware Correctional Center,Dichloroacetic acid,0.568 ppb,0.2 ppb,
Delaware Correctional Center,Haloacetic acids (HAA5)†,0.717 ppb,0.1 ppb,60 ppb
Delaware Correctional Center,"Radium, combined (-226 &amp; -228)",0.67 pCi/L,0.05 pCi/L,5 pCi/L
Delaware Correctional Center,Total trihalomethanes (TTHMs)†,3.11 ppb,0.15 ppb,80 ppb
Delaware Correctional Center,Aluminum,2.94 ppb,600 ppb,
Delaware Correctional Center,Barium,56.2 ppb,700 ppb,"2,000 ppb"
Delaware Correctional Center,Bromoform,0.0692 ppb,0.5 ppb,
Delaware Correctional Center,Fluoride,0.479 ppm,,4 ppm
Delaware Correctional Center,Manganese,1.27 ppb,100 ppb,
Delaware Correctional Center,Nitrate,0.00569 ppm,0.14 ppm,10 ppm
Delaware Correctional Center,Nitrate and nitrite,0.00569 ppm,0.14 ppm,10 ppm
Delaware Correctional Center,Trichloroacetic acid,0.149 ppb,0.1 ppb,
Delaware Correctional Center,None,,,
Drawyers Creek Pump District,Bromodichloromethane,1.05 ppb,0.06 ppb,
Drawyers Creek Pump District,Chloroform,1.25 ppb,0.4 ppb,
Drawyers Creek Pump District,Dibromochloromethane,0.715 ppb,0.1 ppb,
Drawyers Creek Pump District,Dichloroacetic acid,0.511 ppb,0.2 ppb,
Drawyers Creek Pump District,Haloacetic acids (HAA5)†,0.511 ppb,0.1 ppb,60 ppb
Drawyers Creek Pump District,Total trihalomethanes (TTHMs)†,4.87 ppb,0.15 ppb,80 ppb
Drawyers Creek Pump District,Fluoride,0.276 ppm,,4 ppm
Drawyers Creek Pump District,None,,,
East Ncc District,Arsenic,0.167 ppb,0.004 ppb,10 ppb
East Ncc District,Bromodichloromethane,0.600 ppb,0.06 ppb,
East Ncc District,Chloroform,0.912 ppb,0.4 ppb,
East Ncc District,Haloacetic acids (HAA5)†,0.265 ppb,0.1 ppb,60 ppb
East Ncc District,Nitrate,0.562 ppm,0.14 ppm,10 ppm
East Ncc District,Nitrate and nitrite,0.632 ppm,0.14 ppm,10 ppm
East Ncc District,Total trihalomethanes (TTHMs)†,2.51 ppb,0.15 ppb,80 ppb
East Ncc District,Barium,47.7 ppb,700 ppb,"2,000 ppb"
East Ncc District,Chromium (total),1.63 ppb,,100 ppb
East Ncc District,Dibromochloromethane,0.181 ppb,0.1 ppb,
East Ncc District,Dichloroacetic acid,0.265 ppb,0.2 ppb,
East Ncc District,Fluoride,0.273 ppm,,4 ppm
East Ncc District,Manganese,11.5 ppb,100 ppb,
East Ncc District,Toluene,0.0720 ppb,150 ppb,"1,000 ppb"
East Ncc District,None,,,
Fort Dupont,Arsenic,0.125 ppb,0.004 ppb,10 ppb
Fort Dupont,Bromodichloromethane,5.58 ppb,0.06 ppb,
Fort Dupont,Bromoform,2.47 ppb,0.5 ppb,
Fort Dupont,Chloroform,7.99 ppb,0.4 ppb,
Fort Dupont,Dibromoacetic acid,0.400 ppb,0.04 ppb,
Fort Dupont,Dibromochloromethane,4.72 ppb,0.1 ppb,
Fort Dupont,Dichloroacetic acid,3.12 ppb,0.2 ppb,
Fort Dupont,Haloacetic acids (HAA5)†,4.88 ppb,0.1 ppb,60 ppb
Fort Dupont,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Fort Dupont,Total trihalomethanes (TTHMs)†,21.4 ppb,0.15 ppb,80 ppb
Fort Dupont,Trichloroacetic acid,1.36 ppb,0.1 ppb,
Fort Dupont,Barium,8.38 ppb,700 ppb,"2,000 ppb"
Fort Dupont,Chloroethane,0.122 ppb,,
Fort Dupont,Chloromethane,0.110 ppb,2.69 ppb,
Fort Dupont,Chromium (total),0.700 ppb,,100 ppb
Fort Dupont,Dibromomethane,0.112 ppb,,
Fort Dupont,Dichloromethane (methylene chloride),0.0983 ppb,4 ppb,5 ppb
Fort Dupont,Ethylbenzene,0.333 ppb,300 ppb,700 ppb
Fort Dupont,Fluoride,0.104 ppm,,4 ppm
Fort Dupont,Manganese,0.650 ppb,100 ppb,
Fort Dupont,Selenium,0.200 ppb,30 ppb,50 ppb
Fort Dupont,Vanadium,1.000 ppb,21 ppb,
Fort Dupont,Xylenes (total),1.01 ppb,"1,800 ppb","10,000 ppb"
Fort Dupont,None,,,
Fox Hunter Crossing,Bromodichloromethane,3.21 ppb,0.06 ppb,
Fox Hunter Crossing,Chloroform,20.9 ppb,0.4 ppb,
Fox Hunter Crossing,Dibromochloromethane,0.572 ppb,0.1 ppb,
Fox Hunter Crossing,Dichloroacetic acid,3.82 ppb,0.2 ppb,
Fox Hunter Crossing,Haloacetic acids (HAA5)†,6.01 ppb,0.1 ppb,60 ppb
Fox Hunter Crossing,"Radium, combined (-226 &amp; -228)",1.18 pCi/L,0.05 pCi/L,5 pCi/L
Fox Hunter Crossing,Total trihalomethanes (TTHMs)†,28.9 ppb,0.15 ppb,80 ppb
Fox Hunter Crossing,Trichloroacetic acid,2.35 ppb,0.1 ppb,
Fox Hunter Crossing,Barium,78.5 ppb,700 ppb,"2,000 ppb"
Fox Hunter Crossing,Di-n-butyl phthalate,0.0629 ppb,,
Fox Hunter Crossing,Fluoride,0.629 ppm,,4 ppm
Fox Hunter Crossing,Manganese,2.58 ppb,100 ppb,
Fox Hunter Crossing,Nitrate,0.00458 ppm,0.14 ppm,10 ppm
Fox Hunter Crossing,Nitrate and nitrite,0.0338 ppm,0.14 ppm,10 ppm
Fox Hunter Crossing,Nitrite,0.0292 ppm,,1 ppm
Fox Hunter Crossing,Silver,0.250 ppb,,
Fox Hunter Crossing,None,,,
Frederick Lodge Pump District,Arsenic,0.250 ppb,0.004 ppb,10 ppb
Frederick Lodge Pump District,Bromodichloromethane,0.555 ppb,0.06 ppb,
Frederick Lodge Pump District,Chloroform,1.53 ppb,0.4 ppb,
Frederick Lodge Pump District,Dichloroacetic acid,0.628 ppb,0.2 ppb,
Frederick Lodge Pump District,Haloacetic acids (HAA5)†,2.00 ppb,0.1 ppb,60 ppb
Frederick Lodge Pump District,"Radium, combined (-226 &amp; -228)",0.25 pCi/L,0.05 pCi/L,5 pCi/L
Frederick Lodge Pump District,Total trihalomethanes (TTHMs)†,3.61 ppb,0.15 ppb,80 ppb
Frederick Lodge Pump District,Trichloroacetic acid,1.37 ppb,0.1 ppb,
Frederick Lodge Pump District,Chromium (total),0.750 ppb,,100 ppb
Frederick Lodge Pump District,Fluoride,0.179 ppm,,4 ppm
Frederick Lodge Pump District,None,,,
Middletown Water Department,Arsenic,0.250 ppb,0.004 ppb,10 ppb
Middletown Water Department,Bromodichloromethane,8.90 ppb,0.06 ppb,
Middletown Water Department,Chloroform,36.9 ppb,0.4 ppb,
Middletown Water Department,Chromium (hexavalent),0.0458 ppb,0.02 ppb,
Middletown Water Department,Dibromoacetic acid,0.128 ppb,0.04 ppb,
Middletown Water Department,Dibromochloromethane,1.58 ppb,0.1 ppb,
Middletown Water Department,Dichloroacetic acid,12.4 ppb,0.2 ppb,
Middletown Water Department,Haloacetic acids (HAA5)†,26.4 ppb,0.1 ppb,60 ppb
Middletown Water Department,Haloacetic acids (HAA9)†,30.7 ppb,0.06 ppb,
Middletown Water Department,Total trihalomethanes (TTHMs)†,50.5 ppb,0.15 ppb,80 ppb
Middletown Water Department,Trichloroacetic acid,13.0 ppb,0.1 ppb,
Middletown Water Department,Barium,20.2 ppb,700 ppb,"2,000 ppb"
Middletown Water Department,Bromoform,0.0129 ppb,0.5 ppb,
Middletown Water Department,Chromium (total),0.101 ppb,,100 ppb
Middletown Water Department,Fluoride,0.453 ppm,,4 ppm
Middletown Water Department,Manganese,0.157 ppb,100 ppb,
Middletown Water Department,Monobromoacetic acid,0.0284 ppb,25 ppb,
Middletown Water Department,Monochloroacetic acid,0.794 ppb,53 ppb,
Middletown Water Department,Nitrate,0.148 ppm,0.14 ppm,10 ppm
Middletown Water Department,Nitrate and nitrite,0.147 ppm,0.14 ppm,10 ppm
Middletown Water Department,Strontium,0.0503 ppb,"1,500 ppb",
Middletown Water Department,Vanadium,0.153 ppb,21 ppb,
Middletown Water Department,Xylenes (total),0.145 ppb,"1,800 ppb","10,000 ppb"
Middletown Water Department,None,,,
Grove Municipal Services Auth.,Bromodichloromethane,11.4 ppb,0.06 ppb,
Grove Municipal Services Auth.,Chloroform,34.8 ppb,0.4 ppb,
Grove Municipal Services Auth.,Dibromoacetic acid,0.127 ppb,0.04 ppb,
Grove Municipal Services Auth.,Dibromochloromethane,2.50 ppb,0.1 ppb,
Grove Municipal Services Auth.,Dichloroacetic acid,15.8 ppb,0.2 ppb,
Grove Municipal Services Auth.,Haloacetic acids (HAA5)†,36.2 ppb,0.1 ppb,60 ppb
Grove Municipal Services Auth.,Haloacetic acids (HAA9)†,56.6 ppb,0.06 ppb,
Grove Municipal Services Auth.,Nitrate and nitrite,0.594 ppm,0.14 ppm,10 ppm
Grove Municipal Services Auth.,Total trihalomethanes (TTHMs)†,49.5 ppb,0.15 ppb,80 ppb
Grove Municipal Services Auth.,Trichloroacetic acid,19.4 ppb,0.1 ppb,
Grove Municipal Services Auth.,Barium,53.0 ppb,700 ppb,"2,000 ppb"
Grove Municipal Services Auth.,Chromium (hexavalent),0.0233 ppb,0.02 ppb,
Grove Municipal Services Auth.,Fluoride,0.130 ppm,,4 ppm
Grove Municipal Services Auth.,Manganese,4.40 ppb,100 ppb,
Grove Municipal Services Auth.,Monochloroacetic acid,0.896 ppb,53 ppb,
Grove Municipal Services Auth.,Strontium,0.185 ppb,"1,500 ppb",
Grove Municipal Services Auth.,Vanadium,0.806 ppb,21 ppb,
Grove Municipal Services Auth.,None,,,
East Newark Water Department,Bromodichloromethane,11.3 ppb,0.06 ppb,
East Newark Water Department,Chloroform,42.5 ppb,0.4 ppb,
East Newark Water Department,Dibromochloromethane,1.88 ppb,0.1 ppb,
East Newark Water Department,Dichloroacetic acid,14.2 ppb,0.2 ppb,
East Newark Water Department,Haloacetic acids (HAA5)†,32.7 ppb,0.1 ppb,60 ppb
East Newark Water Department,Haloacetic acids (HAA9)†,32.5 ppb,0.06 ppb,
East Newark Water Department,Total trihalomethanes (TTHMs)†,55.7 ppb,0.15 ppb,80 ppb
East Newark Water Department,Trichloroacetic acid,16.4 ppb,0.1 ppb,
East Newark Water Department,Alpha-hexachlorocyclohexane*,0.00250 ppb,,
East Newark Water Department,Chlorate*,101.8 ppb,210 ppb,
East Newark Water Department,Chromium (hexavalent)*,0.0246 ppb,0.02 ppb,
East Newark Water Department,Dibromoacetic acid,0.0450 ppb,0.04 ppb,
East Newark Water Department,Manganese,109.5 ppb,100 ppb,
East Newark Water Department,Monobromoacetic acid,0.0775 ppb,25 ppb,
East Newark Water Department,Monochloroacetic acid,1.92 ppb,53 ppb,
East Newark Water Department,Strontium*,0.0482 ppb,"1,500 ppb",
East Newark Water Department,None,,,
North West Pump District,Bromodichloromethane,0.724 ppb,0.06 ppb,
North West Pump District,Chloroform,1.39 ppb,0.4 ppb,
North West Pump District,Dichloroacetic acid,1.11 ppb,0.2 ppb,
North West Pump District,Haloacetic acids (HAA5)†,1.11 ppb,0.1 ppb,60 ppb
North West Pump District,"Radium, combined (-226 &amp; -228)",0.94 pCi/L,0.05 pCi/L,5 pCi/L
North West Pump District,Total trihalomethanes (TTHMs)†,2.99 ppb,0.15 ppb,80 ppb
North West Pump District,Dibromochloromethane,0.160 ppb,0.1 ppb,
North West Pump District,Fluoride,0.0710 ppm,,4 ppm
North West Pump District,None,,,
Ponds Of Odessa (awc),Arsenic,0.733 ppb,0.004 ppb,10 ppb
Ponds Of Odessa (awc),Bromodichloromethane,3.45 ppb,0.06 ppb,
Ponds Of Odessa (awc),Chloroform,10.7 ppb,0.4 ppb,
Ponds Of Odessa (awc),Dibromochloromethane,1.40 ppb,0.1 ppb,
Ponds Of Odessa (awc),Dichloroacetic acid,3.20 ppb,0.2 ppb,
Ponds Of Odessa (awc),Haloacetic acids (HAA5)†,5.20 ppb,0.1 ppb,60 ppb
Ponds Of Odessa (awc),"Radium, combined (-226 &amp; -228)",1.20 pCi/L,0.05 pCi/L,5 pCi/L
Ponds Of Odessa (awc),Total trihalomethanes (TTHMs)†,18.6 ppb,0.15 ppb,80 ppb
Ponds Of Odessa (awc),Trichloroacetic acid,2.00 ppb,0.1 ppb,
Ponds Of Odessa (awc),Barium,77.3 ppb,700 ppb,"2,000 ppb"
Ponds Of Odessa (awc),Fluoride,0.353 ppm,,4 ppm
Ponds Of Odessa (awc),Manganese,1.80 ppb,100 ppb,
Ponds Of Odessa (awc),Toluene,0.250 ppb,150 ppb,"1,000 ppb"
Ponds Of Odessa (awc),None,,,
South East Pump District,Bromodichloromethane,1.54 ppb,0.06 ppb,
South East Pump District,Chloroform,2.82 ppb,0.4 ppb,
South East Pump District,Dibromochloromethane,0.733 ppb,0.1 ppb,
South East Pump District,Dichloroacetic acid,1.03 ppb,0.2 ppb,
South East Pump District,Haloacetic acids (HAA5)†,1.03 ppb,0.1 ppb,60 ppb
South East Pump District,Total trihalomethanes (TTHMs)†,5.52 ppb,0.15 ppb,80 ppb
South East Pump District,Fluoride,0.283 ppm,,4 ppm
South East Pump District,"Radium, combined (-226 &amp; -228)",0.03 pCi/L,0.05 pCi/L,5 pCi/L
South East Pump District,None,,,
Summit Pond Pump District,Bromodichloromethane,0.709 ppb,0.06 ppb,
Summit Pond Pump District,Chloroform,1.30 ppb,0.4 ppb,
Summit Pond Pump District,Dichloroacetic acid,0.822 ppb,0.2 ppb,
Summit Pond Pump District,Haloacetic acids (HAA5)†,0.822 ppb,0.1 ppb,60 ppb
Summit Pond Pump District,"Radium, combined (-226 &amp; -228)",2.26 pCi/L,0.05 pCi/L,5 pCi/L
Summit Pond Pump District,Total trihalomethanes (TTHMs)†,3.60 ppb,0.15 ppb,80 ppb
Summit Pond Pump District,Barium,170.4 ppb,700 ppb,"2,000 ppb"
Summit Pond Pump District,Chromium (total),0.800 ppb,,100 ppb
Summit Pond Pump District,Dibromochloromethane,0.0725 ppb,0.1 ppb,
Summit Pond Pump District,Ethylbenzene,0.238 ppb,300 ppb,700 ppb
Summit Pond Pump District,Fluoride,0.212 ppm,,4 ppm
Summit Pond Pump District,Manganese,7.70 ppb,100 ppb,
Summit Pond Pump District,Mercury (inorganic),0.340 ppb,1.2 ppb,2 ppb
Summit Pond Pump District,Vanadium,0.1000 ppb,21 ppb,
Summit Pond Pump District,Xylenes (total),2.48 ppb,"1,800 ppb","10,000 ppb"
Summit Pond Pump District,None,,,
Thomas Cove,Bromodichloromethane,0.869 ppb,0.06 ppb,
Thomas Cove,Chloroform,4.33 ppb,0.4 ppb,
Thomas Cove,Dichloroacetic acid,1.46 ppb,0.2 ppb,
Thomas Cove,Haloacetic acids (HAA5)†,2.73 ppb,0.1 ppb,60 ppb
Thomas Cove,Nitrate,0.580 ppm,0.14 ppm,10 ppm
Thomas Cove,Nitrate and nitrite,0.580 ppm,0.14 ppm,10 ppm
Thomas Cove,"Radium, combined (-226 &amp; -228)",1.27 pCi/L,0.05 pCi/L,5 pCi/L
Thomas Cove,Total trihalomethanes (TTHMs)†,9.63 ppb,0.15 ppb,80 ppb
Thomas Cove,Trichloroacetic acid,0.817 ppb,0.1 ppb,
Thomas Cove,"1,2,4-Trichlorobenzene",0.0421 ppb,5 ppb,70 ppb
Thomas Cove,Aluminum,2.17 ppb,600 ppb,
Thomas Cove,Barium,48.8 ppb,700 ppb,"2,000 ppb"
Thomas Cove,Chlorate,217.5 ppb,210 ppb,
Thomas Cove,Chromium (hexavalent),0.0144 ppb,0.02 ppb,
Thomas Cove,Chromium (total),0.781 ppb,,100 ppb
Thomas Cove,Cyanide,0.636 ppb,,200 ppb
Thomas Cove,Di(2-ethylhexyl) phthalate,0.173 ppb,3 ppb,6 ppb
Thomas Cove,Dibromochloromethane,0.0714 ppb,0.1 ppb,
Thomas Cove,Fluoride,0.611 ppm,,4 ppm
Thomas Cove,Manganese,0.338 ppb,100 ppb,
Thomas Cove,Molybdenum,0.542 ppb,40 ppb,
Thomas Cove,Silver,0.167 ppb,,
Thomas Cove,Strontium,0.386 ppb,"1,500 ppb",
Thomas Cove,Vanadium,0.0696 ppb,21 ppb,
Thomas Cove,None,,,
Suez Water Delaware,Bromochloroacetic acid,4.20 ppb,0.02 ppb,
Suez Water Delaware,Bromodichloromethane,10.8 ppb,0.06 ppb,
Suez Water Delaware,Chloroform,25.0 ppb,0.4 ppb,
Suez Water Delaware,Chromium (hexavalent),0.0615 ppb,0.02 ppb,
Suez Water Delaware,Dibromoacetic acid,0.407 ppb,0.04 ppb,
Suez Water Delaware,Dibromochloromethane,3.34 ppb,0.1 ppb,
Suez Water Delaware,Dichloroacetic acid,14.6 ppb,0.2 ppb,
Suez Water Delaware,Haloacetic acids (HAA5)†,27.7 ppb,0.1 ppb,60 ppb
Suez Water Delaware,Haloacetic acids (HAA9)†,41.1 ppb,0.06 ppb,
Suez Water Delaware,Nitrate,2.75 ppm,0.14 ppm,10 ppm
Suez Water Delaware,Nitrate and nitrite,2.97 ppm,0.14 ppm,10 ppm
Suez Water Delaware,Perfluoroheptanoic acid (PFHPA),28.8 ppt,1 ppt,
Suez Water Delaware,Perfluorononanoic acid (PFNA),13.5 ppt,1 ppt,
Suez Water Delaware,Perfluorooctanoic acid (PFOA),19.1 ppt,0.007 ppt,
Suez Water Delaware,Total trihalomethanes (TTHMs)†,40.0 ppb,0.15 ppb,80 ppb
Suez Water Delaware,Trichloroacetic acid,11.8 ppb,0.1 ppb,
Suez Water Delaware,Barium,41.7 ppb,700 ppb,"2,000 ppb"
Suez Water Delaware,Bromoform,0.0409 ppb,0.5 ppb,
Suez Water Delaware,Chlorate,173.6 ppb,210 ppb,
Suez Water Delaware,Chromium (total),0.654 ppb,,100 ppb
Suez Water Delaware,Di(2-ethylhexyl) adipate,0.00677 ppb,200 ppb,400 ppb
Suez Water Delaware,Di(2-ethylhexyl) phthalate,0.0469 ppb,3 ppb,6 ppb
Suez Water Delaware,Fluoride,0.892 ppm,,4 ppm
Suez Water Delaware,Manganese,0.688 ppb,100 ppb,
Suez Water Delaware,Monochloroacetic acid,0.950 ppb,53 ppb,
