Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Atchison County Public Water Supply District 1,Trichloroacetic acid,1.06 ppb,0.1 ppb,
Atchison County Public Water Supply District 1,Monobromoacetic acid,0.939 ppb,25 ppb,
Atchison County Public Water Supply District 1,None,,,
Jefferson County Cons Rural Water District #1,Bromochloroacetic acid,1.78 ppb,0.02 ppb,
Jefferson County Cons Rural Water District #1,Bromodichloromethane,8.13 ppb,0.06 ppb,
Jefferson County Cons Rural Water District #1,Bromoform,1.16 ppb,0.5 ppb,
Jefferson County Cons Rural Water District #1,Chloroform,10.3 ppb,0.4 ppb,
Jefferson County Cons Rural Water District #1,Dibromoacetic acid,0.493 ppb,0.04 ppb,
Jefferson County Cons Rural Water District #1,Dibromochloromethane,5.64 ppb,0.1 ppb,
Jefferson County Cons Rural Water District #1,Dichloroacetic acid,3.26 ppb,0.2 ppb,
Jefferson County Cons Rural Water District #1,Haloacetic acids (HAA5)†,6.70 ppb,0.1 ppb,60 ppb
Jefferson County Cons Rural Water District #1,Nitrate and nitrite,0.558 ppm,0.14 ppm,10 ppm
Jefferson County Cons Rural Water District #1,"Radium, combined (-226 &amp; -228)",1.00 pCi/L,0.05 pCi/L,5 pCi/L
Jefferson County Cons Rural Water District #1,Total trihalomethanes (TTHMs)†,31.9 ppb,0.15 ppb,80 ppb
Jefferson County Cons Rural Water District #1,Trichloroacetic acid,2.85 ppb,0.1 ppb,
Jefferson County Cons Rural Water District #1,Uranium,2.12 pCi/L,0.43 pCi/L,20 pCi/L
Jefferson County Cons Rural Water District #1,Barium,203.8 ppb,700 ppb,"2,000 ppb"
Jefferson County Cons Rural Water District #1,Chromium (total),1.98 ppb,,100 ppb
Jefferson County Cons Rural Water District #1,Fluoride,0.238 ppm,,4 ppm
Jefferson County Cons Rural Water District #1,Monobromoacetic acid,0.0821 ppb,25 ppb,
Jefferson County Cons Rural Water District #1,Monochloroacetic acid,0.168 ppb,53 ppb,
Jefferson County Cons Rural Water District #1,None,,,
City of Atchison,Arsenic,1.72 ppb,0.004 ppb,10 ppb
City of Atchison,Atrazine,0.803 ppb,0.1 ppb,3 ppb
City of Atchison,Bromate,0.480 ppb,0.1 ppb,10 ppb
City of Atchison,Bromodichloromethane,12.7 ppb,0.06 ppb,
City of Atchison,Chloroform,29.0 ppb,0.4 ppb,
City of Atchison,Chromium (hexavalent),0.0450 ppb,0.02 ppb,
City of Atchison,Dibromoacetic acid,1.23 ppb,0.04 ppb,
City of Atchison,Dibromochloromethane,5.23 ppb,0.1 ppb,
City of Atchison,Dichloroacetic acid,12.5 ppb,0.2 ppb,
City of Atchison,Haloacetic acids (HAA5)†,26.8 ppb,0.1 ppb,60 ppb
City of Atchison,Haloacetic acids (HAA9)†,28.6 ppb,0.06 ppb,
City of Atchison,Nitrate,2.48 ppm,0.14 ppm,10 ppm
City of Atchison,Total trihalomethanes (TTHMs)†,47.2 ppb,0.15 ppb,80 ppb
City of Atchison,Trichloroacetic acid,10.9 ppb,0.1 ppb,
City of Atchison,Acetochlor,0.473 ppb,,
City of Atchison,Aluminum,156.5 ppb,600 ppb,
City of Atchison,Barium,90.2 ppb,700 ppb,"2,000 ppb"
City of Atchison,Bromoform,0.261 ppb,0.5 ppb,
City of Atchison,Chlorate,331.6 ppb,210 ppb,
City of Atchison,Chromium (total),0.236 ppb,,100 ppb
City of Atchison,Desethylatrazine,0.167 ppb,0.1 ppb,
City of Atchison,Desisopropylatrazine,0.0550 ppb,0.1 ppb,
City of Atchison,Fluoride,0.287 ppm,,4 ppm
City of Atchison,Germanium,0.400 ppb,,
City of Atchison,Manganese,4.85 ppb,100 ppb,
City of Atchison,Metolachlor,0.817 ppb,,
City of Atchison,Molybdenum,3.18 ppb,40 ppb,
City of Atchison,Monobromoacetic acid,0.449 ppb,25 ppb,
City of Atchison,Monochloroacetic acid,1.81 ppb,53 ppb,
City of Atchison,Selenium,3.35 ppb,30 ppb,50 ppb
City of Atchison,Strontium,0.456 ppb,"1,500 ppb",
City of Atchison,Vanadium,3.05 ppb,21 ppb,
City of Atchison,None,,,
Atchison County Public Water Supply District 1,Bromochloroacetic acid,4.30 ppb,0.02 ppb,
Atchison County Public Water Supply District 1,Bromodichloroacetic acid,1.59 ppb,0.04 ppb,
Atchison County Public Water Supply District 1,Bromodichloromethane,13.1 ppb,0.06 ppb,
Atchison County Public Water Supply District 1,Bromoform,3.70 ppb,0.5 ppb,
Atchison County Public Water Supply District 1,Chlorodibromoacetic acid,0.802 ppb,0.02 ppb,
Atchison County Public Water Supply District 1,Chloroform,10.8 ppb,0.4 ppb,
Atchison County Public Water Supply District 1,Dibromoacetic acid,3.12 ppb,0.04 ppb,
Atchison County Public Water Supply District 1,Dibromochloromethane,11.2 ppb,0.1 ppb,
Atchison County Public Water Supply District 1,Dichloroacetic acid,4.99 ppb,0.2 ppb,
Atchison County Public Water Supply District 1,Haloacetic acids (HAA5)†,6.15 ppb,0.1 ppb,60 ppb
Atchison County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,38.7 ppb,0.15 ppb,80 ppb
Atchison County Public Water Supply District 1,Trichloroacetic acid,1.06 ppb,0.1 ppb,
Atchison County Public Water Supply District 1,Monobromoacetic acid,0.939 ppb,25 ppb,
Atchison County Public Water Supply District 1,None,,,
Doniphan County Rural Water District 3,Arsenic*,1.85 ppb,0.004 ppb,10 ppb
Doniphan County Rural Water District 3,Bromodichloromethane,15.8 ppb,0.06 ppb,
Doniphan County Rural Water District 3,Chloroform,43.2 ppb,0.4 ppb,
Doniphan County Rural Water District 3,Dibromoacetic acid,1.39 ppb,0.04 ppb,
Doniphan County Rural Water District 3,Dibromochloromethane,5.65 ppb,0.1 ppb,
Doniphan County Rural Water District 3,Dichloroacetic acid,16.5 ppb,0.2 ppb,
Doniphan County Rural Water District 3,Haloacetic acids (HAA5)†,33.2 ppb,0.1 ppb,60 ppb
Doniphan County Rural Water District 3,Manganese*,370.0 ppb,100 ppb,
Doniphan County Rural Water District 3,Nitrate*,0.282 ppm,0.14 ppm,10 ppm
Doniphan County Rural Water District 3,Total trihalomethanes (TTHMs)†,65.9 ppb,0.15 ppb,80 ppb
Doniphan County Rural Water District 3,Trichloroacetic acid,11.8 ppb,0.1 ppb,
Doniphan County Rural Water District 3,Barium*,210.0 ppb,700 ppb,"2,000 ppb"
Doniphan County Rural Water District 3,Bromoform,0.303 ppb,0.5 ppb,
Doniphan County Rural Water District 3,Fluoride*,0.240 ppm,,4 ppm
Doniphan County Rural Water District 3,Monobromoacetic acid,0.563 ppb,25 ppb,
Doniphan County Rural Water District 3,Monochloroacetic acid,2.86 ppb,53 ppb,
Doniphan County Rural Water District 3,Selenium*,1.95 ppb,30 ppb,50 ppb
Douglas County Rural Water District 1,Arsenic*,0.370 ppb,0.004 ppb,10 ppb
Douglas County Rural Water District 1,Bromodichloromethane,14.6 ppb,0.06 ppb,
Douglas County Rural Water District 1,Chloroform,34.1 ppb,0.4 ppb,
Douglas County Rural Water District 1,Chromium (hexavalent)*,1.12 ppb,0.02 ppb,
Douglas County Rural Water District 1,Dibromoacetic acid,1.70 ppb,0.04 ppb,
Douglas County Rural Water District 1,Dibromochloromethane,5.54 ppb,0.1 ppb,
Douglas County Rural Water District 1,Dichloroacetic acid,17.2 ppb,0.2 ppb,
Douglas County Rural Water District 1,Haloacetic acids (HAA5)†,29.8 ppb,0.1 ppb,60 ppb
Douglas County Rural Water District 1,Haloacetic acids (HAA9)*†,33.3 ppb,0.06 ppb,
Douglas County Rural Water District 1,Nitrate*,0.399 ppm,0.14 ppm,10 ppm
Douglas County Rural Water District 1,"Radium, combined (-226 &amp; -228)*",1.15 pCi/L,0.05 pCi/L,5 pCi/L
Douglas County Rural Water District 1,Total trihalomethanes (TTHMs)†,53.7 ppb,0.15 ppb,80 ppb
Douglas County Rural Water District 1,Trichloroacetic acid,9.15 ppb,0.1 ppb,
Douglas County Rural Water District 1,Aluminum*,144.0 ppb,600 ppb,
Douglas County Rural Water District 1,Atrazine*,0.130 ppb,0.1 ppb,3 ppb
Douglas County Rural Water District 1,Barium*,51.0 ppb,700 ppb,"2,000 ppb"
Douglas County Rural Water District 1,Bromide*,30.8 ppb,,
Douglas County Rural Water District 1,Bromoform,0.357 ppb,0.5 ppb,
Douglas County Rural Water District 1,Chlorate*,350.0 ppb,210 ppb,
Douglas County Rural Water District 1,Chromium (total)*,1.19 ppb,,100 ppb
Douglas County Rural Water District 1,Fluoride*,0.342 ppm,,4 ppm
Douglas County Rural Water District 1,Manganese*,0.191 ppb,100 ppb,
Douglas County Rural Water District 1,Molybdenum*,2.35 ppb,40 ppb,
Douglas County Rural Water District 1,Monobromoacetic acid,0.439 ppb,25 ppb,
Douglas County Rural Water District 1,Monochloroacetic acid,1.16 ppb,53 ppb,
Douglas County Rural Water District 1,Perchlorate*,0.398 ppb,1 ppb,
Douglas County Rural Water District 1,Picloram*,0.00952 ppb,166 ppb,500 ppb
Douglas County Rural Water District 1,Selenium*,0.608 ppb,30 ppb,50 ppb
Douglas County Rural Water District 1,Strontium*,158.9 ppb,"1,500 ppb",
Douglas County Rural Water District 1,Vanadium*,2.22 ppb,21 ppb,
Douglas County Rural Water District 1,Arsenic*,0.370 ppb,0.004 ppb,10 ppb
Douglas County Rural Water District 1,Bromodichloromethane,14.6 ppb,0.06 ppb,
Douglas County Rural Water District 1,Chloroform,34.1 ppb,0.4 ppb,
Douglas County Rural Water District 1,Chromium (hexavalent)*,1.12 ppb,0.02 ppb,
Douglas County Rural Water District 1,Dibromoacetic acid,1.70 ppb,0.04 ppb,
Douglas County Rural Water District 1,Dibromochloromethane,5.54 ppb,0.1 ppb,
Douglas County Rural Water District 1,Dichloroacetic acid,17.2 ppb,0.2 ppb,
Douglas County Rural Water District 1,Haloacetic acids (HAA5)†,29.8 ppb,0.1 ppb,60 ppb
Douglas County Rural Water District 1,Haloacetic acids (HAA9)*†,33.3 ppb,0.06 ppb,
Douglas County Rural Water District 1,Nitrate*,0.399 ppm,0.14 ppm,10 ppm
Douglas County Rural Water District 1,"Radium, combined (-226 &amp; -228)*",1.15 pCi/L,0.05 pCi/L,5 pCi/L
Douglas County Rural Water District 1,Total trihalomethanes (TTHMs)†,53.7 ppb,0.15 ppb,80 ppb
Douglas County Rural Water District 1,Trichloroacetic acid,9.15 ppb,0.1 ppb,
Douglas County Rural Water District 1,Aluminum*,144.0 ppb,600 ppb,
Douglas County Rural Water District 1,Atrazine*,0.130 ppb,0.1 ppb,3 ppb
Douglas County Rural Water District 1,Barium*,51.0 ppb,700 ppb,"2,000 ppb"
Douglas County Rural Water District 1,Bromide*,30.8 ppb,,
Douglas County Rural Water District 1,Bromoform,0.357 ppb,0.5 ppb,
Douglas County Rural Water District 1,Chlorate*,350.0 ppb,210 ppb,
Douglas County Rural Water District 1,Chromium (total)*,1.19 ppb,,100 ppb
Douglas County Rural Water District 1,Fluoride*,0.342 ppm,,4 ppm
Douglas County Rural Water District 1,Manganese*,0.191 ppb,100 ppb,
Douglas County Rural Water District 1,Molybdenum*,2.35 ppb,40 ppb,
Douglas County Rural Water District 1,Monobromoacetic acid,0.439 ppb,25 ppb,
Douglas County Rural Water District 1,Monochloroacetic acid,1.16 ppb,53 ppb,
Douglas County Rural Water District 1,Perchlorate*,0.398 ppb,1 ppb,
Douglas County Rural Water District 1,Picloram*,0.00952 ppb,166 ppb,500 ppb
Douglas County Rural Water District 1,Selenium*,0.608 ppb,30 ppb,50 ppb
Douglas County Rural Water District 1,Strontium*,158.9 ppb,"1,500 ppb",
Douglas County Rural Water District 1,Vanadium*,2.22 ppb,21 ppb,
Franklin County Public Water Supply District 1,Dichloroacetic acid,1.72 ppb,0.2 ppb,
Franklin County Public Water Supply District 1,Haloacetic acids (HAA5)†,2.27 ppb,0.1 ppb,60 ppb
Franklin County Public Water Supply District 1,"Radium, combined (-226 &amp; -228)",0.37 pCi/L,0.05 pCi/L,5 pCi/L
Franklin County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,0.433 ppb,0.15 ppb,80 ppb
Franklin County Public Water Supply District 1,Trichloroacetic acid,0.550 ppb,0.1 ppb,
Franklin County Public Water Supply District 1,Barium,375.6 ppb,700 ppb,"2,000 ppb"
Franklin County Public Water Supply District 1,Bromodichloromethane,0.0775 ppb,0.06 ppb,
Franklin County Public Water Supply District 1,Chloroform,0.0667 ppb,0.4 ppb,
Franklin County Public Water Supply District 1,Chromium (total),2.41 ppb,,100 ppb
Franklin County Public Water Supply District 1,Fluoride,0.0300 ppm,,4 ppm
Franklin County Public Water Supply District 1,Nitrate and nitrite,0.175 ppm,0.14 ppm,10 ppm
Franklin County Public Water Supply District 1,Xylenes (total),0.128 ppb,"1,800 ppb","10,000 ppb"
Franklin County Public Water Supply District 1,None,,,
"Baldwin City, City of",Arsenic*,0.370 ppb,0.004 ppb,10 ppb
"Baldwin City, City of",Bromodichloromethane,18.4 ppb,0.06 ppb,
"Baldwin City, City of",Bromoform,2.03 ppb,0.5 ppb,
"Baldwin City, City of",Chloroform,26.3 ppb,0.4 ppb,
"Baldwin City, City of",Chromium (hexavalent)*,1.12 ppb,0.02 ppb,
"Baldwin City, City of",Dibromoacetic acid,4.73 ppb,0.04 ppb,
"Baldwin City, City of",Dibromochloromethane,12.6 ppb,0.1 ppb,
"Baldwin City, City of",Dichloroacetic acid,16.0 ppb,0.2 ppb,
"Baldwin City, City of",Haloacetic acids (HAA5)†,29.5 ppb,0.1 ppb,60 ppb
"Baldwin City, City of",Haloacetic acids (HAA9)*†,33.3 ppb,0.06 ppb,
"Baldwin City, City of",Nitrate*,0.399 ppm,0.14 ppm,10 ppm
"Baldwin City, City of","Radium, combined (-226 &amp; -228)*",1.15 pCi/L,0.05 pCi/L,5 pCi/L
"Baldwin City, City of",Total trihalomethanes (TTHMs)†,59.1 ppb,0.15 ppb,80 ppb
"Baldwin City, City of",Trichloroacetic acid,6.01 ppb,0.1 ppb,
"Baldwin City, City of",Aluminum*,144.0 ppb,600 ppb,
"Baldwin City, City of",Atrazine*,0.130 ppb,0.1 ppb,3 ppb
"Baldwin City, City of",Barium*,51.0 ppb,700 ppb,"2,000 ppb"
"Baldwin City, City of",Bromide*,30.8 ppb,,
"Baldwin City, City of",Chlorate*,350.0 ppb,210 ppb,
"Baldwin City, City of",Chromium (total)*,1.19 ppb,,100 ppb
"Baldwin City, City of",Fluoride*,0.342 ppm,,4 ppm
"Baldwin City, City of",Manganese*,0.191 ppb,100 ppb,
"Baldwin City, City of",Molybdenum*,2.35 ppb,40 ppb,
"Baldwin City, City of",Monobromoacetic acid,0.911 ppb,25 ppb,
"Baldwin City, City of",Monochloroacetic acid,1.98 ppb,53 ppb,
"Baldwin City, City of",Perchlorate*,0.398 ppb,1 ppb,
"Baldwin City, City of",Picloram*,0.00952 ppb,166 ppb,500 ppb
"Baldwin City, City of",Selenium*,0.608 ppb,30 ppb,50 ppb
"Baldwin City, City of",Strontium*,158.9 ppb,"1,500 ppb",
"Baldwin City, City of",Vanadium*,2.22 ppb,21 ppb,
"Edgerton, City of",Bromodichloromethane,20.2 ppb,0.06 ppb,
"Edgerton, City of",Bromoform,1.58 ppb,0.5 ppb,
"Edgerton, City of",Chloroform,30.2 ppb,0.4 ppb,
"Edgerton, City of",Dibromoacetic acid,2.10 ppb,0.04 ppb,
"Edgerton, City of",Dibromochloromethane,12.1 ppb,0.1 ppb,
"Edgerton, City of",Dichloroacetic acid,9.56 ppb,0.2 ppb,
"Edgerton, City of",Haloacetic acids (HAA5)†,19.3 ppb,0.1 ppb,60 ppb
"Edgerton, City of",Total trihalomethanes (TTHMs)†,64.6 ppb,0.15 ppb,80 ppb
"Edgerton, City of",Trichloroacetic acid,6.44 ppb,0.1 ppb,
"Edgerton, City of",Monobromoacetic acid,0.363 ppb,25 ppb,
"Edgerton, City of",Monochloroacetic acid,0.863 ppb,53 ppb,
"Wellsville, City of",Bromodichloromethane,19.3 ppb,0.06 ppb,
"Wellsville, City of",Bromoform,1.80 ppb,0.5 ppb,
"Wellsville, City of",Chloroform,31.2 ppb,0.4 ppb,
"Wellsville, City of",Dibromoacetic acid,4.69 ppb,0.04 ppb,
"Wellsville, City of",Dibromochloromethane,12.3 ppb,0.1 ppb,
"Wellsville, City of",Dichloroacetic acid,19.8 ppb,0.2 ppb,
"Wellsville, City of",Haloacetic acids (HAA5)†,33.6 ppb,0.1 ppb,60 ppb
"Wellsville, City of",Total trihalomethanes (TTHMs)†,64.6 ppb,0.15 ppb,80 ppb
"Wellsville, City of",Trichloroacetic acid,7.10 ppb,0.1 ppb,
"Wellsville, City of",Monobromoacetic acid,0.690 ppb,25 ppb,
"Wellsville, City of",Monochloroacetic acid,1.47 ppb,53 ppb,
Franklin County Public Water Supply District 1,Dichloroacetic acid,1.72 ppb,0.2 ppb,
Franklin County Public Water Supply District 1,Haloacetic acids (HAA5)†,2.27 ppb,0.1 ppb,60 ppb
Franklin County Public Water Supply District 1,"Radium, combined (-226 &amp; -228)",0.37 pCi/L,0.05 pCi/L,5 pCi/L
Franklin County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,0.433 ppb,0.15 ppb,80 ppb
Franklin County Public Water Supply District 1,Trichloroacetic acid,0.550 ppb,0.1 ppb,
Franklin County Public Water Supply District 1,Barium,375.6 ppb,700 ppb,"2,000 ppb"
Franklin County Public Water Supply District 1,Bromodichloromethane,0.0775 ppb,0.06 ppb,
Franklin County Public Water Supply District 1,Chloroform,0.0667 ppb,0.4 ppb,
Franklin County Public Water Supply District 1,Chromium (total),2.41 ppb,,100 ppb
Franklin County Public Water Supply District 1,Fluoride,0.0300 ppm,,4 ppm
Franklin County Public Water Supply District 1,Nitrate and nitrite,0.175 ppm,0.14 ppm,10 ppm
Franklin County Public Water Supply District 1,Xylenes (total),0.128 ppb,"1,800 ppb","10,000 ppb"
Franklin County Public Water Supply District 1,None,,,
Hanover Suburban Water System,Bromodichloromethane,5.84 ppb,0.06 ppb,
Hanover Suburban Water System,Chloroform,32.8 ppb,0.4 ppb,
Hanover Suburban Water System,Chromium (hexavalent),0.203 ppb,0.02 ppb,
Hanover Suburban Water System,Dibromochloromethane,0.578 ppb,0.1 ppb,
Hanover Suburban Water System,Dichloroacetic acid,17.0 ppb,0.2 ppb,
Hanover Suburban Water System,Haloacetic acids (HAA5)†,31.3 ppb,0.1 ppb,60 ppb
Hanover Suburban Water System,Haloacetic acids (HAA9)†,32.8 ppb,0.06 ppb,
Hanover Suburban Water System,Total trihalomethanes (TTHMs)†,39.3 ppb,0.15 ppb,80 ppb
Hanover Suburban Water System,Trichloroacetic acid,14.0 ppb,0.1 ppb,
Hanover Suburban Water System,Barium,22.3 ppb,700 ppb,"2,000 ppb"
Hanover Suburban Water System,Bromoform,0.00316 ppb,0.5 ppb,
Hanover Suburban Water System,Chlorate,408.4 ppb,210 ppb,
Hanover Suburban Water System,Chromium (total),0.239 ppb,,100 ppb
Hanover Suburban Water System,Dibromoacetic acid,0.0163 ppb,0.04 ppb,
Hanover Suburban Water System,Fluoride,0.831 ppm,,4 ppm
Hanover Suburban Water System,Manganese,4.41 ppb,100 ppb,
Hanover Suburban Water System,Molybdenum,0.813 ppb,40 ppb,
Hanover Suburban Water System,Monochloroacetic acid,0.559 ppb,53 ppb,
Hanover Suburban Water System,Nitrate and nitrite,0.112 ppm,0.14 ppm,10 ppm
Hanover Suburban Water System,Strontium,0.114 ppb,"1,500 ppb",
Hanover Suburban Water System,Vanadium,0.524 ppb,21 ppb,
Hanover Suburban Water System,None,,,
Leavenworth County Rural Water District 1,Arsenic*,0.517 ppb,0.004 ppb,10 ppb
Leavenworth County Rural Water District 1,Atrazine*,0.898 ppb,0.1 ppb,3 ppb
Leavenworth County Rural Water District 1,Bromodichloromethane,13.7 ppb,0.06 ppb,
Leavenworth County Rural Water District 1,Chloroform,36.3 ppb,0.4 ppb,
Leavenworth County Rural Water District 1,Chromium (hexavalent)*,0.0853 ppb,0.02 ppb,
Leavenworth County Rural Water District 1,Dibromoacetic acid,2.13 ppb,0.04 ppb,
Leavenworth County Rural Water District 1,Dibromochloromethane,6.17 ppb,0.1 ppb,
Leavenworth County Rural Water District 1,Dichloroacetic acid,19.7 ppb,0.2 ppb,
Leavenworth County Rural Water District 1,Haloacetic acids (HAA5)†,29.0 ppb,0.1 ppb,60 ppb
Leavenworth County Rural Water District 1,Haloacetic acids (HAA9)*†,14.9 ppb,0.06 ppb,
Leavenworth County Rural Water District 1,Nitrate*,1.45 ppm,0.14 ppm,10 ppm
Leavenworth County Rural Water District 1,Nitrate and nitrite*,0.990 ppm,0.14 ppm,10 ppm
Leavenworth County Rural Water District 1,Total trihalomethanes (TTHMs)†,56.7 ppb,0.15 ppb,80 ppb
Leavenworth County Rural Water District 1,Trichloroacetic acid,4.13 ppb,0.1 ppb,
Leavenworth County Rural Water District 1,Acetochlor*,0.223 ppb,,
Leavenworth County Rural Water District 1,Aluminum*,112.4 ppb,600 ppb,
Leavenworth County Rural Water District 1,Barium*,34.3 ppb,700 ppb,"2,000 ppb"
Leavenworth County Rural Water District 1,Bromoform,0.833 ppb,0.5 ppb,
Leavenworth County Rural Water District 1,Chlorodifluoromethane*,0.122 ppb,,
Leavenworth County Rural Water District 1,Chromium (total)*,0.161 ppb,,100 ppb
Leavenworth County Rural Water District 1,Fluoride*,0.485 ppm,,4 ppm
Leavenworth County Rural Water District 1,Manganese*,0.0600 ppb,100 ppb,
Leavenworth County Rural Water District 1,Metolachlor*,0.658 ppb,,
Leavenworth County Rural Water District 1,Molybdenum*,3.74 ppb,40 ppb,
Leavenworth County Rural Water District 1,Monobromoacetic acid*,0.206 ppb,25 ppb,
Leavenworth County Rural Water District 1,Monochloroacetic acid,2.77 ppb,53 ppb,
Leavenworth County Rural Water District 1,Nitrite*,0.140 ppm,,1 ppm
Leavenworth County Rural Water District 1,Selenium*,1.64 ppb,30 ppb,50 ppb
Leavenworth County Rural Water District 1,Strontium*,0.198 ppb,"1,500 ppb",
Leavenworth County Rural Water District 1,Vanadium*,2.46 ppb,21 ppb,
Leavenworth County Rural Water District 1,None,,,
Kansas City Board of Public Utilities,Bromodichloromethane,5.33 ppb,0.06 ppb,
Kansas City Board of Public Utilities,Chlorite,456.3 ppb,50 ppb,"1,000 ppb"
Kansas City Board of Public Utilities,Chloroform,6.90 ppb,0.4 ppb,
Kansas City Board of Public Utilities,Chromium (hexavalent),0.140 ppb,0.02 ppb,
Kansas City Board of Public Utilities,Dibromochloromethane,2.53 ppb,0.1 ppb,
Kansas City Board of Public Utilities,Haloacetic acids (HAA5)†,16.3 ppb,0.1 ppb,60 ppb
Kansas City Board of Public Utilities,Haloacetic acids (HAA9)†,30.6 ppb,0.06 ppb,
Kansas City Board of Public Utilities,Nitrate,1.59 ppm,0.14 ppm,10 ppm
Kansas City Board of Public Utilities,Nitrate and nitrite,1.63 ppm,0.14 ppm,10 ppm
Kansas City Board of Public Utilities,Total trihalomethanes (TTHMs)†,33.7 ppb,0.15 ppb,80 ppb
Kansas City Board of Public Utilities,Uranium,3.01 pCi/L,0.43 pCi/L,20 pCi/L
Kansas City Board of Public Utilities,Aluminum,8.33 ppb,600 ppb,
Kansas City Board of Public Utilities,Atrazine,0.0621 ppb,0.1 ppb,3 ppb
Kansas City Board of Public Utilities,Barium,120.0 ppb,700 ppb,"2,000 ppb"
Kansas City Board of Public Utilities,Bromoform,0.130 ppb,0.5 ppb,
Kansas City Board of Public Utilities,Chlorate,163.8 ppb,210 ppb,
Kansas City Board of Public Utilities,Chromium (total),0.144 ppb,,100 ppb
Kansas City Board of Public Utilities,Fluoride,0.698 ppm,,4 ppm
Kansas City Board of Public Utilities,Manganese,0.178 ppb,100 ppb,
Kansas City Board of Public Utilities,Methyl ethyl ketone,6.33 ppb,,
Kansas City Board of Public Utilities,Metolachlor,0.0537 ppb,,
Kansas City Board of Public Utilities,Molybdenum,3.25 ppb,40 ppb,
Kansas City Board of Public Utilities,Selenium,0.833 ppb,30 ppb,50 ppb
Kansas City Board of Public Utilities,Simazine,0.00250 ppb,0.1 ppb,4 ppb
Kansas City Board of Public Utilities,Strontium,0.487 ppb,"1,500 ppb",
Kansas City Board of Public Utilities,None,,,
Doniphan County Rural Water District 3,Arsenic*,1.85 ppb,0.004 ppb,10 ppb
Doniphan County Rural Water District 3,Bromodichloromethane,15.8 ppb,0.06 ppb,
Doniphan County Rural Water District 3,Chloroform,43.2 ppb,0.4 ppb,
Doniphan County Rural Water District 3,Dibromoacetic acid,1.39 ppb,0.04 ppb,
Doniphan County Rural Water District 3,Dibromochloromethane,5.65 ppb,0.1 ppb,
Doniphan County Rural Water District 3,Dichloroacetic acid,16.5 ppb,0.2 ppb,
Doniphan County Rural Water District 3,Haloacetic acids (HAA5)†,33.2 ppb,0.1 ppb,60 ppb
Doniphan County Rural Water District 3,Manganese*,370.0 ppb,100 ppb,
Doniphan County Rural Water District 3,Nitrate*,0.282 ppm,0.14 ppm,10 ppm
Doniphan County Rural Water District 3,Total trihalomethanes (TTHMs)†,65.9 ppb,0.15 ppb,80 ppb
Doniphan County Rural Water District 3,Trichloroacetic acid,11.8 ppb,0.1 ppb,
Doniphan County Rural Water District 3,Barium*,210.0 ppb,700 ppb,"2,000 ppb"
Doniphan County Rural Water District 3,Bromoform,0.303 ppb,0.5 ppb,
Doniphan County Rural Water District 3,Fluoride*,0.240 ppm,,4 ppm
