Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
"Cyril, Town of",Nitrate and nitrite*,2.00 ppm,0.14 ppm,10 ppm
"Cyril, Town of","Radium, combined (-226 &amp; -228)*",0.51 pCi/L,0.05 pCi/L,5 pCi/L
"Cyril, Town of",Total trihalomethanes (TTHMs)†,1.64 ppb,0.15 ppb,80 ppb
"Cyril, Town of",Barium*,144.2 ppb,700 ppb,"2,000 ppb"
"Cyril, Town of",Bromoform,0.375 ppb,0.5 ppb,
"Cyril, Town of",Chloroform*,0.272 ppb,0.4 ppb,
"Cyril, Town of",Dichloroacetic acid*,0.214 ppb,0.2 ppb,
"Cyril, Town of",Fluoride*,0.146 ppm,,4 ppm
"Cyril, Town of",Haloacetic acids (HAA5)†,0.138 ppb,0.1 ppb,60 ppb
"Cyril, Town of",Uranium*,0.59 pCi/L,0.43 pCi/L,20 pCi/L
"Cyril, Town of",None,,,
Eakly Development Corporation,Arsenic,14.5 ppb,0.004 ppb,10 ppb
Eakly Development Corporation,Bromodichloromethane,1.000 ppb,0.06 ppb,
Eakly Development Corporation,Bromoform,1.66 ppb,0.5 ppb,
Eakly Development Corporation,Dibromochloromethane,1.84 ppb,0.1 ppb,
Eakly Development Corporation,Dichloroacetic acid,0.600 ppb,0.2 ppb,
Eakly Development Corporation,Haloacetic acids (HAA5)†,0.600 ppb,0.1 ppb,60 ppb
Eakly Development Corporation,Nitrate and nitrite,3.30 ppm,0.14 ppm,10 ppm
Eakly Development Corporation,"Radium, combined (-226 &amp; -228)",0.43 pCi/L,0.05 pCi/L,5 pCi/L
Eakly Development Corporation,Total trihalomethanes (TTHMs)†,8.40 ppb,0.15 ppb,80 ppb
Eakly Development Corporation,Barium,131.0 ppb,700 ppb,"2,000 ppb"
Eakly Development Corporation,Chloroform,0.540 ppb,0.4 ppb,
Eakly Development Corporation,Pentachlorophenol,0.110 ppb,0.3 ppb,1 ppb
Eakly Development Corporation,None,,,
Fort Cobb,Arsenic,2.90 ppb,0.004 ppb,10 ppb
Fort Cobb,Bromoform,2.19 ppb,0.5 ppb,
Fort Cobb,Dibromoacetic acid,0.788 ppb,0.04 ppb,
Fort Cobb,Dibromochloromethane,1.10 ppb,0.1 ppb,
Fort Cobb,Haloacetic acids (HAA5)†,0.588 ppb,0.1 ppb,60 ppb
Fort Cobb,Nitrate and nitrite,6.32 ppm,0.14 ppm,10 ppm
Fort Cobb,Total trihalomethanes (TTHMs)†,3.76 ppb,0.15 ppb,80 ppb
Fort Cobb,Barium,74.8 ppb,700 ppb,"2,000 ppb"
Fort Cobb,Bromodichloromethane,0.1000 ppb,0.06 ppb,
Fort Cobb,Fluoride,0.110 ppm,,4 ppm
Fort Cobb,Uranium,0.43 pCi/L,0.43 pCi/L,20 pCi/L
Fort Cobb,None,,,
Gracemont Public Works Authority,Antimony,2.56 ppb,1 ppb,6 ppb
Gracemont Public Works Authority,Arsenic,8.63 ppb,0.004 ppb,10 ppb
Gracemont Public Works Authority,Nitrate and nitrite,3.03 ppm,0.14 ppm,10 ppm
Gracemont Public Works Authority,"Radium, combined (-226 &amp; -228)",0.19 pCi/L,0.05 pCi/L,5 pCi/L
Gracemont Public Works Authority,Total trihalomethanes (TTHMs)†,0.433 ppb,0.15 ppb,80 ppb
Gracemont Public Works Authority,Barium,205.0 ppb,700 ppb,"2,000 ppb"
Gracemont Public Works Authority,Bromodichloromethane,0.0600 ppb,0.06 ppb,
Gracemont Public Works Authority,Chloroform,0.150 ppb,0.4 ppb,
Gracemont Public Works Authority,Chromium (total),0.770 ppb,,100 ppb
Gracemont Public Works Authority,Dibromochloromethane,0.190 ppb,0.1 ppb,
Gracemont Public Works Authority,Selenium,1.77 ppb,30 ppb,50 ppb
Gracemont Public Works Authority,Testosterone,0.140 ppt,,
Gracemont Public Works Authority,Uranium,0.24 pCi/L,0.43 pCi/L,20 pCi/L
Gracemont Public Works Authority,None,,,
Arlington W/a-hintonville,Barium,2.40 ppb,700 ppb,"2,000 ppb"
Arlington W/a-hintonville,None,,,
Hydro Public Works Authority,Arsenic,4.30 ppb,0.004 ppb,10 ppb
Hydro Public Works Authority,Bromodichloromethane,0.414 ppb,0.06 ppb,
Hydro Public Works Authority,Chloroform,1.49 ppb,0.4 ppb,
Hydro Public Works Authority,Dibromochloromethane,0.418 ppb,0.1 ppb,
Hydro Public Works Authority,Nitrate and nitrite,5.10 ppm,0.14 ppm,10 ppm
Hydro Public Works Authority,Total trihalomethanes (TTHMs)†,0.357 ppb,0.15 ppb,80 ppb
Hydro Public Works Authority,Uranium,2.41 pCi/L,0.43 pCi/L,20 pCi/L
Hydro Public Works Authority,Barium,183.2 ppb,700 ppb,"2,000 ppb"
Hydro Public Works Authority,Bromoform,0.314 ppb,0.5 ppb,
Hydro Public Works Authority,Carbon tetrachloride,0.0458 ppb,0.1 ppb,5 ppb
Hydro Public Works Authority,"cis-1,2-Dichloroethylene",0.317 ppb,,70 ppb
Hydro Public Works Authority,"trans-1,2-Dichloroethylene",0.433 ppb,60 ppb,100 ppb
Hydro Public Works Authority,None,,,
Grady County Rural Water District #1,Arsenic,3.50 ppb,0.004 ppb,10 ppb
Grady County Rural Water District #1,Bromochloroacetic acid,0.400 ppb,0.02 ppb,
Grady County Rural Water District #1,Bromodichloromethane,0.560 ppb,0.06 ppb,
Grady County Rural Water District #1,Bromoform,1.76 ppb,0.5 ppb,
Grady County Rural Water District #1,Dibromoacetic acid,0.733 ppb,0.04 ppb,
Grady County Rural Water District #1,Dibromochloromethane,0.890 ppb,0.1 ppb,
Grady County Rural Water District #1,Haloacetic acids (HAA5)†,0.367 ppb,0.1 ppb,60 ppb
Grady County Rural Water District #1,Nitrate and nitrite,2.21 ppm,0.14 ppm,10 ppm
Grady County Rural Water District #1,Total trihalomethanes (TTHMs)†,5.23 ppb,0.15 ppb,80 ppb
Grady County Rural Water District #1,Uranium,1.91 pCi/L,0.43 pCi/L,20 pCi/L
Grady County Rural Water District #1,Barium,418.8 ppb,700 ppb,"2,000 ppb"
Grady County Rural Water District #1,Chloroform,0.190 ppb,0.4 ppb,
Grady County Rural Water District #1,Fluoride,0.260 ppm,,4 ppm
Grady County Rural Water District #1,Vinyl chloride,0.0375 ppb,0.05 ppb,2 ppb
Grady County Rural Water District #1,None,,,
Grady County Rural Water District #1,Arsenic,3.50 ppb,0.004 ppb,10 ppb
Grady County Rural Water District #1,Bromochloroacetic acid,0.400 ppb,0.02 ppb,
Grady County Rural Water District #1,Bromodichloromethane,0.560 ppb,0.06 ppb,
Grady County Rural Water District #1,Bromoform,1.76 ppb,0.5 ppb,
Grady County Rural Water District #1,Dibromoacetic acid,0.733 ppb,0.04 ppb,
Grady County Rural Water District #1,Dibromochloromethane,0.890 ppb,0.1 ppb,
Grady County Rural Water District #1,Haloacetic acids (HAA5)†,0.367 ppb,0.1 ppb,60 ppb
Grady County Rural Water District #1,Nitrate and nitrite,2.21 ppm,0.14 ppm,10 ppm
Grady County Rural Water District #1,Total trihalomethanes (TTHMs)†,5.23 ppb,0.15 ppb,80 ppb
Grady County Rural Water District #1,Uranium,1.91 pCi/L,0.43 pCi/L,20 pCi/L
Grady County Rural Water District #1,Barium,418.8 ppb,700 ppb,"2,000 ppb"
Grady County Rural Water District #1,Chloroform,0.190 ppb,0.4 ppb,
Grady County Rural Water District #1,Fluoride,0.260 ppm,,4 ppm
Grady County Rural Water District #1,Vinyl chloride,0.0375 ppb,0.05 ppb,2 ppb
Grady County Rural Water District #1,None,,,
Grant County Rural Water District #1,Bromodichloromethane*,0.325 ppb,0.06 ppb,
Grant County Rural Water District #1,Dichloroacetic acid*,0.567 ppb,0.2 ppb,
Grant County Rural Water District #1,Nitrate*,1.95 ppm,0.14 ppm,10 ppm
Grant County Rural Water District #1,Nitrate and nitrite*,1.79 ppm,0.14 ppm,10 ppm
Grant County Rural Water District #1,Total trihalomethanes (TTHMs)*†,0.367 ppb,0.15 ppb,80 ppb
Grant County Rural Water District #1,Barium*,66.2 ppb,700 ppb,"2,000 ppb"
Grant County Rural Water District #1,Bromoform*,0.275 ppb,0.5 ppb,
Grant County Rural Water District #1,Chloroform*,0.425 ppb,0.4 ppb,
Grant County Rural Water District #1,None,,,
Chickasha Municipal Authority,Bromochloroacetic acid,9.22 ppb,0.02 ppb,
Chickasha Municipal Authority,Bromodichloromethane,23.8 ppb,0.06 ppb,
Chickasha Municipal Authority,Chloroform,34.7 ppb,0.4 ppb,
Chickasha Municipal Authority,Dibromoacetic acid,1.63 ppb,0.04 ppb,
Chickasha Municipal Authority,Dibromochloromethane,12.1 ppb,0.1 ppb,
Chickasha Municipal Authority,Dichloroacetic acid,13.0 ppb,0.2 ppb,
Chickasha Municipal Authority,Haloacetic acids (HAA5)†,26.2 ppb,0.1 ppb,60 ppb
Chickasha Municipal Authority,Haloacetic acids (HAA9)†,41.2 ppb,0.06 ppb,
Chickasha Municipal Authority,Nitrate and nitrite,0.452 ppm,0.14 ppm,10 ppm
Chickasha Municipal Authority,"Radium, combined (-226 &amp; -228)",0.79 pCi/L,0.05 pCi/L,5 pCi/L
Chickasha Municipal Authority,Total trihalomethanes (TTHMs)†,71.9 ppb,0.15 ppb,80 ppb
Chickasha Municipal Authority,Trichloroacetic acid,9.94 ppb,0.1 ppb,
Chickasha Municipal Authority,Bromoform,0.964 ppb,0.5 ppb,
Chickasha Municipal Authority,Chromium (hexavalent),0.00535 ppb,0.02 ppb,
Chickasha Municipal Authority,Fluoride,0.654 ppm,,4 ppm
Chickasha Municipal Authority,Manganese,13.3 ppb,100 ppb,
Chickasha Municipal Authority,Molybdenum,1.57 ppb,40 ppb,
Chickasha Municipal Authority,Monobromoacetic acid,0.949 ppb,25 ppb,
Chickasha Municipal Authority,Monochloroacetic acid,0.708 ppb,53 ppb,
Chickasha Municipal Authority,Strontium,1.21 ppb,"1,500 ppb",
Chickasha Municipal Authority,Vanadium,3.25 ppb,21 ppb,
Chickasha Municipal Authority,None,,,
Grady County Rural Water District #1,Arsenic,3.50 ppb,0.004 ppb,10 ppb
Grady County Rural Water District #1,Bromochloroacetic acid,0.400 ppb,0.02 ppb,
Grady County Rural Water District #1,Bromodichloromethane,0.560 ppb,0.06 ppb,
Grady County Rural Water District #1,Bromoform,1.76 ppb,0.5 ppb,
Grady County Rural Water District #1,Dibromoacetic acid,0.733 ppb,0.04 ppb,
Grady County Rural Water District #1,Dibromochloromethane,0.890 ppb,0.1 ppb,
Grady County Rural Water District #1,Haloacetic acids (HAA5)†,0.367 ppb,0.1 ppb,60 ppb
Grady County Rural Water District #1,Nitrate and nitrite,2.21 ppm,0.14 ppm,10 ppm
Grady County Rural Water District #1,Total trihalomethanes (TTHMs)†,5.23 ppb,0.15 ppb,80 ppb
Grady County Rural Water District #1,Uranium,1.91 pCi/L,0.43 pCi/L,20 pCi/L
Grady County Rural Water District #1,Barium,418.8 ppb,700 ppb,"2,000 ppb"
Grady County Rural Water District #1,Chloroform,0.190 ppb,0.4 ppb,
Grady County Rural Water District #1,Fluoride,0.260 ppm,,4 ppm
Grady County Rural Water District #1,Vinyl chloride,0.0375 ppb,0.05 ppb,2 ppb
Grady County Rural Water District #1,None,,,
Verden,Bromoform,2.76 ppb,0.5 ppb,
Verden,Dibromoacetic acid,1.70 ppb,0.04 ppb,
Verden,Dibromochloromethane,1.57 ppb,0.1 ppb,
Verden,Haloacetic acids (HAA5)†,1.85 ppb,0.1 ppb,60 ppb
Verden,Nitrate and nitrite,5.49 ppm,0.14 ppm,10 ppm
Verden,"Radium, combined (-226 &amp; -228)",0.19 pCi/L,0.05 pCi/L,5 pCi/L
Verden,Total trihalomethanes (TTHMs)†,6.11 ppb,0.15 ppb,80 ppb
Verden,Uranium,2.93 pCi/L,0.43 pCi/L,20 pCi/L
Verden,Barium,184.0 ppb,700 ppb,"2,000 ppb"
Verden,Bromodichloromethane,0.115 ppb,0.06 ppb,
Verden,Fluoride,0.230 ppm,,4 ppm
Verden,Trichloroacetic acid,0.146 ppb,0.1 ppb,
Verden,None,,,
Concordia Lutheran Home,Bromodichloromethane,0.986 ppb,0.06 ppb,
Concordia Lutheran Home,Dibromoacetic acid,0.723 ppb,0.04 ppb,
Concordia Lutheran Home,Dibromochloromethane,1.70 ppb,0.1 ppb,
Concordia Lutheran Home,Dichloroacetic acid,2.00 ppb,0.2 ppb,
Concordia Lutheran Home,Haloacetic acids (HAA5)†,1.41 ppb,0.1 ppb,60 ppb
Concordia Lutheran Home,Nitrate,0.523 ppm,0.14 ppm,10 ppm
Concordia Lutheran Home,Total trihalomethanes (TTHMs)†,3.51 ppb,0.15 ppb,80 ppb
Concordia Lutheran Home,Antimony,0.400 ppb,1 ppb,6 ppb
Concordia Lutheran Home,Barium,101.0 ppb,700 ppb,"2,000 ppb"
Concordia Lutheran Home,Bromoform,0.374 ppb,0.5 ppb,
Concordia Lutheran Home,Chloroform,0.451 ppb,0.4 ppb,
Concordia Lutheran Home,Fluoride,0.0800 ppm,,4 ppm
Concordia Lutheran Home,Monobromoacetic acid,0.617 ppb,25 ppb,
Concordia Lutheran Home,None,,,
East Logan County Rural Water,Bromodichloromethane,11.3 ppb,0.06 ppb,
East Logan County Rural Water,Bromoform,1.17 ppb,0.5 ppb,
East Logan County Rural Water,Chloroform,43.4 ppb,0.4 ppb,
East Logan County Rural Water,Dibromoacetic acid,0.784 ppb,0.04 ppb,
East Logan County Rural Water,Dibromochloromethane,5.59 ppb,0.1 ppb,
East Logan County Rural Water,Dichloroacetic acid,15.0 ppb,0.2 ppb,
East Logan County Rural Water,Haloacetic acids (HAA5)†,32.9 ppb,0.1 ppb,60 ppb
East Logan County Rural Water,Haloacetic acids (HAA9)*†,42.9 ppb,0.06 ppb,
East Logan County Rural Water,Total trihalomethanes (TTHMs)†,61.4 ppb,0.15 ppb,80 ppb
East Logan County Rural Water,Trichloroacetic acid,16.1 ppb,0.1 ppb,
East Logan County Rural Water,"4-Androstene-3,17-dione",0.0400 ppt,,
East Logan County Rural Water,Manganese*,3.84 ppb,100 ppb,
East Logan County Rural Water,Monobromoacetic acid,0.130 ppb,25 ppb,
East Logan County Rural Water,Monochloroacetic acid,0.878 ppb,53 ppb,
East Logan County Rural Water,None,,,
Oklahoma City,Bromate,1.37 ppb,0.1 ppb,10 ppb
Oklahoma City,Bromodichloromethane,11.1 ppb,0.06 ppb,
Oklahoma City,Chloroform,37.1 ppb,0.4 ppb,
Oklahoma City,Chromium (hexavalent),0.115 ppb,0.02 ppb,
Oklahoma City,Dibromoacetic acid,0.808 ppb,0.04 ppb,
Oklahoma City,Dibromochloromethane,3.41 ppb,0.1 ppb,
Oklahoma City,Dichloroacetic acid,15.3 ppb,0.2 ppb,
Oklahoma City,Haloacetic acids (HAA5)†,29.7 ppb,0.1 ppb,60 ppb
Oklahoma City,Haloacetic acids (HAA9)†,38.1 ppb,0.06 ppb,
Oklahoma City,Total trihalomethanes (TTHMs)†,52.2 ppb,0.15 ppb,80 ppb
Oklahoma City,Trichloroacetic acid,12.4 ppb,0.1 ppb,
Oklahoma City,Bromoform,0.641 ppb,0.5 ppb,
Oklahoma City,Chromium (total),0.162 ppb,,100 ppb
Oklahoma City,Di(2-ethylhexyl) phthalate,0.216 ppb,3 ppb,6 ppb
Oklahoma City,Germanium,0.0649 ppb,,
Oklahoma City,Manganese,1.18 ppb,100 ppb,
Oklahoma City,Molybdenum,1.46 ppb,40 ppb,
Oklahoma City,Monobromoacetic acid,0.0428 ppb,25 ppb,
Oklahoma City,Monochloroacetic acid,1.13 ppb,53 ppb,
Oklahoma City,Nitrate,0.192 ppm,0.14 ppm,10 ppm
Oklahoma City,Nitrate and nitrite,0.200 ppm,0.14 ppm,10 ppm
Oklahoma City,Nitrite,0.00787 ppm,,1 ppm
Oklahoma City,Strontium,0.293 ppb,"1,500 ppb",
Oklahoma City,Vanadium,2.30 ppb,21 ppb,
Oklahoma City,None,,,
Charles Cole Memorial Hospital,Bromoform,3.27 ppb,0.5 ppb,
Charles Cole Memorial Hospital,Dibromochloromethane,0.647 ppb,0.1 ppb,
Charles Cole Memorial Hospital,Total trihalomethanes (TTHMs)†,3.90 ppb,0.15 ppb,80 ppb
Charles Cole Memorial Hospital,Barium,600.5 ppb,700 ppb,"2,000 ppb"
Charles Cole Memorial Hospital,Fluoride,0.114 ppm,,4 ppm
Charles Cole Memorial Hospital,tert-Butylbenzene,1.62 ppb,,
Charles Cole Memorial Hospital,Xylenes (total),0.707 ppb,"1,800 ppb","10,000 ppb"
Charles Cole Memorial Hospital,None,,,
Dibble,Bromochloroacetic acid,3.07 ppb,0.02 ppb,
Dibble,Bromodichloromethane,13.0 ppb,0.06 ppb,
Dibble,Chloroform,41.1 ppb,0.4 ppb,
Dibble,Dibromoacetic acid,0.164 ppb,0.04 ppb,
Dibble,Dibromochloromethane,2.92 ppb,0.1 ppb,
Dibble,Dichloroacetic acid,16.4 ppb,0.2 ppb,
Dibble,Haloacetic acids (HAA5)†,30.1 ppb,0.1 ppb,60 ppb
Dibble,Total trihalomethanes (TTHMs)†,57.3 ppb,0.15 ppb,80 ppb
Dibble,Trichloroacetic acid,13.1 ppb,0.1 ppb,
Dibble,Bromoform,0.300 ppb,0.5 ppb,
Dibble,Monochloroacetic acid,0.709 ppb,53 ppb,
Dibble,None,,,
Deer Creek Rural Water Corporation,Arsenic,1.64 ppb,0.004 ppb,10 ppb
Deer Creek Rural Water Corporation,Bromochloroacetic acid,0.491 ppb,0.02 ppb,
Deer Creek Rural Water Corporation,Dibromoacetic acid,0.418 ppb,0.04 ppb,
Deer Creek Rural Water Corporation,Dichloroacetic acid,0.409 ppb,0.2 ppb,
Deer Creek Rural Water Corporation,Nitrate and nitrite,0.660 ppm,0.14 ppm,10 ppm
Deer Creek Rural Water Corporation,"Radium, combined (-226 &amp; -228)",0.24 pCi/L,0.05 pCi/L,5 pCi/L
Deer Creek Rural Water Corporation,Total trihalomethanes (TTHMs)†,1.74 ppb,0.15 ppb,80 ppb
Deer Creek Rural Water Corporation,Uranium,5.34 pCi/L,0.43 pCi/L,20 pCi/L
Deer Creek Rural Water Corporation,Barium,192.6 ppb,700 ppb,"2,000 ppb"
Deer Creek Rural Water Corporation,Bromodichloromethane,0.111 ppb,0.06 ppb,
Deer Creek Rural Water Corporation,Bromoform,0.0648 ppb,0.5 ppb,
Deer Creek Rural Water Corporation,Chloroform,0.0426 ppb,0.4 ppb,
Deer Creek Rural Water Corporation,Chromium (total),8.19 ppb,,100 ppb
Deer Creek Rural Water Corporation,Dibromochloromethane,0.135 ppb,0.1 ppb,
Deer Creek Rural Water Corporation,Fluoride,0.0125 ppm,,4 ppm
Deer Creek Rural Water Corporation,Selenium,0.372 ppb,30 ppb,50 ppb
Deer Creek Rural Water Corporation,None,,,
Canadian County Rural Water District # 1,Dibromoacetic acid,0.171 ppb,0.04 ppb,
Canadian County Rural Water District # 1,Nitrate and nitrite,14.3 ppm,0.14 ppm,10 ppm
Canadian County Rural Water District # 1,Uranium,1.34 pCi/L,0.43 pCi/L,20 pCi/L
Canadian County Rural Water District # 1,Barium,180.5 ppb,700 ppb,"2,000 ppb"
Canadian County Rural Water District # 1,Bromoform,0.178 ppb,0.5 ppb,
Canadian County Rural Water District # 1,Fluoride,0.110 ppm,,4 ppm
Canadian County Rural Water District # 1,Haloacetic acids (HAA5)†,0.171 ppb,0.1 ppb,60 ppb
Canadian County Rural Water District # 1,Total trihalomethanes (TTHMs)†,0.229 ppb,0.15 ppb,80 ppb
Canadian County Rural Water District # 1,None,,,
Calumet,Chromium (hexavalent)*,0.811 ppb,0.02 ppb,
Calumet,Haloacetic acids (HAA5)†,3.75 ppb,0.1 ppb,60 ppb
Calumet,Total trihalomethanes (TTHMs)†,17.8 ppb,0.15 ppb,80 ppb
Calumet,Chromium (total)*,0.796 ppb,,100 ppb
Calumet,Manganese*,0.844 ppb,100 ppb,
Calumet,Strontium*,0.0563 ppb,"1,500 ppb",
Calumet,Vanadium*,4.55 ppb,21 ppb,
Okarche,Arsenic,3.20 ppb,0.004 ppb,10 ppb
Okarche,Bromochloroacetic acid,0.686 ppb,0.02 ppb,
Okarche,Bromodichloromethane,1.06 ppb,0.06 ppb,
Okarche,Bromoform,12.1 ppb,0.5 ppb,
Okarche,Dibromoacetic acid,4.54 ppb,0.04 ppb,
Okarche,Dibromochloromethane,5.37 ppb,0.1 ppb,
Okarche,Haloacetic acids (HAA5)†,2.91 ppb,0.1 ppb,60 ppb
Okarche,Nitrate and nitrite,13.6 ppm,0.14 ppm,10 ppm
Okarche,Total trihalomethanes (TTHMs)†,22.0 ppb,0.15 ppb,80 ppb
