Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
United Water Rhode Island,Dacthal,0.704 ppb,,
United Water Rhode Island,Manganese,69.1 ppb,100 ppb,
United Water Rhode Island,Metolachlor,0.0143 ppb,,
United Water Rhode Island,Monochloroacetic acid,0.0520 ppb,53 ppb,
United Water Rhode Island,Strontium,0.0570 ppb,"1,500 ppb",
United Water Rhode Island,Vanadium,0.728 ppb,21 ppb,
United Water Rhode Island,None,,,
Westerly Water Department,Chromium (hexavalent),0.116 ppb,0.02 ppb,
Westerly Water Department,Haloacetic acids (HAA5)†,7.36 ppb,0.1 ppb,60 ppb
Westerly Water Department,Haloacetic acids (HAA9)†,14.4 ppb,0.06 ppb,
Westerly Water Department,Nitrate,1.35 ppm,0.14 ppm,10 ppm
Westerly Water Department,Nitrate and nitrite,1.36 ppm,0.14 ppm,10 ppm
Westerly Water Department,Perfluorooctanoic acid (PFOA),3.98 ppt,0.007 ppt,
Westerly Water Department,Radon,"1,239.47 pCi/L",1.5 pCi/L,
Westerly Water Department,Total PFOS and PFOA,2.63 ppt,0.007 ppt,
Westerly Water Department,Total trihalomethanes (TTHMs)†,13.4 ppb,0.15 ppb,80 ppb
Westerly Water Department,Barium,38.3 ppb,700 ppb,"2,000 ppb"
Westerly Water Department,Beryllium,0.0125 ppb,1 ppb,4 ppb
Westerly Water Department,Bromodichloromethane,0.0944 ppb,0.06 ppb,
Westerly Water Department,Bromoform,0.0268 ppb,0.5 ppb,
Westerly Water Department,Chlorate,41.1 ppb,210 ppb,
Westerly Water Department,Chloroform,0.473 ppb,0.4 ppb,
Westerly Water Department,Chromium (total),0.0250 ppb,,100 ppb
Westerly Water Department,Dibromochloromethane,0.0878 ppb,0.1 ppb,
Westerly Water Department,Fluoride,0.0138 ppm,,4 ppm
Westerly Water Department,Manganese,73.0 ppb,100 ppb,
Westerly Water Department,Molybdenum,0.344 ppb,40 ppb,
Westerly Water Department,Perfluorobutane sulfonate (PFBS),0.754 ppt,1 ppt,
Westerly Water Department,Perfluorodecanoic acid (PFDA) ,0.858 ppt,,
Westerly Water Department,Perfluoroheptanoic acid (PFHPA),0.947 ppt,1 ppt,
Westerly Water Department,Perfluorohexane sulfonate (PFHXS),0.258 ppt,1 ppt,
Westerly Water Department,Perfluorohexanoic Acid (PFHxA),1.36 ppt,,
Westerly Water Department,Perfluorononanoic acid (PFNA),0.651 ppt,1 ppt,
Westerly Water Department,Perfluorooctane sulfonate (PFOS),1.48 ppt,1 ppt,
Westerly Water Department,Perfluoroundecanoic acid (PFUnA) ,0.321 ppt,,
Westerly Water Department,Strontium,0.0682 ppb,"1,500 ppb",
Westerly Water Department,None,,,
The Village On Chopmist Hill,Arsenic,0.333 ppb,0.004 ppb,10 ppb
The Village On Chopmist Hill,Perfluorooctanoic acid (PFOA),4.11 ppt,0.007 ppt,
The Village On Chopmist Hill,Total PFOS and PFOA,5.62 ppt,0.007 ppt,
The Village On Chopmist Hill,Uranium,3.82 pCi/L,0.43 pCi/L,20 pCi/L
The Village On Chopmist Hill,Barium,15.8 ppb,700 ppb,"2,000 ppb"
The Village On Chopmist Hill,Chromium (total),1.50 ppb,,100 ppb
The Village On Chopmist Hill,Di(2-ethylhexyl) phthalate,0.235 ppb,3 ppb,6 ppb
The Village On Chopmist Hill,Fluoride,0.847 ppm,,4 ppm
The Village On Chopmist Hill,MTBE,0.454 ppb,13 ppb,
The Village On Chopmist Hill,Nitrate,0.130 ppm,0.14 ppm,10 ppm
The Village On Chopmist Hill,Nitrate and nitrite,0.124 ppm,0.14 ppm,10 ppm
The Village On Chopmist Hill,Nitrite,0.00333 ppm,,1 ppm
The Village On Chopmist Hill,Perfluorooctane sulfonate (PFOS),1.52 ppt,1 ppt,
The Village On Chopmist Hill,None,,,
Echo Lake Water District,Nitrate,1.36 ppm,0.14 ppm,10 ppm
Echo Lake Water District,Nitrate and nitrite,1.27 ppm,0.14 ppm,10 ppm
Echo Lake Water District,Barium,12.0 ppb,700 ppb,"2,000 ppb"
Echo Lake Water District,Chromium (total),1.50 ppb,,100 ppb
Echo Lake Water District,None,,,
East Smithfield Water District - Whipple,Bromodichloromethane,3.44 ppb,0.06 ppb,
East Smithfield Water District - Whipple,Chloroform,57.6 ppb,0.4 ppb,
East Smithfield Water District - Whipple,Dibromoacetic acid,0.375 ppb,0.04 ppb,
East Smithfield Water District - Whipple,Dichloroacetic acid,17.7 ppb,0.2 ppb,
East Smithfield Water District - Whipple,Haloacetic acids (HAA5)†,22.5 ppb,0.1 ppb,60 ppb
East Smithfield Water District - Whipple,Haloacetic acids (HAA9)*†,19.5 ppb,0.06 ppb,
East Smithfield Water District - Whipple,Total trihalomethanes (TTHMs)†,65.3 ppb,0.15 ppb,80 ppb
East Smithfield Water District - Whipple,Trichloroacetic acid,1.63 ppb,0.1 ppb,
East Smithfield Water District - Whipple,Dibromochloromethane,0.0625 ppb,0.1 ppb,
East Smithfield Water District - Whipple,Manganese*,1.03 ppb,100 ppb,
East Smithfield Water District - Whipple,Monochloroacetic acid,1.40 ppb,53 ppb,
East Smithfield Water District - Whipple,None,,,
Centre of New England Boulevard,Bromodichloromethane,5.21 ppb,0.06 ppb,
Centre of New England Boulevard,Bromoform,2.25 ppb,0.5 ppb,
Centre of New England Boulevard,Chloroform,57.6 ppb,0.4 ppb,
Centre of New England Boulevard,Dibromochloromethane,1.05 ppb,0.1 ppb,
Centre of New England Boulevard,Dichloroacetic acid,14.9 ppb,0.2 ppb,
Centre of New England Boulevard,Haloacetic acids (HAA5)†,18.9 ppb,0.1 ppb,60 ppb
Centre of New England Boulevard,Haloacetic acids (HAA9)*†,16.4 ppb,0.06 ppb,
Centre of New England Boulevard,Nitrate*,1.33 ppm,0.14 ppm,10 ppm
Centre of New England Boulevard,Nitrate and nitrite*,1.88 ppm,0.14 ppm,10 ppm
Centre of New England Boulevard,Perfluorooctanoic acid (PFOA)*,1.05 ppt,0.007 ppt,
Centre of New England Boulevard,"Radium, combined (-226 &amp; -228)*",0.24 pCi/L,0.05 pCi/L,5 pCi/L
Centre of New England Boulevard,Total PFOS and PFOA*,6.58 ppt,0.007 ppt,
Centre of New England Boulevard,Total trihalomethanes (TTHMs)†,64.0 ppb,0.15 ppb,80 ppb
Centre of New England Boulevard,Trichloroacetic acid,2.13 ppb,0.1 ppb,
Centre of New England Boulevard,"1,1-Dichloroethane*",0.00542 ppb,3 ppb,
Centre of New England Boulevard,"1,4-Dioxane*",0.0373 ppb,0.35 ppb,
Centre of New England Boulevard,Barium*,7.67 ppb,700 ppb,"2,000 ppb"
Centre of New England Boulevard,Chlorate*,10.5 ppb,210 ppb,
Centre of New England Boulevard,Chlorodifluoromethane*,0.475 ppb,,
Centre of New England Boulevard,Chromium (hexavalent)*,0.0160 ppb,0.02 ppb,
Centre of New England Boulevard,Chromium (total)*,0.769 ppb,,100 ppb
Centre of New England Boulevard,Dacthal*,0.0182 ppb,,
Centre of New England Boulevard,Dibromoacetic acid,0.0545 ppb,0.04 ppb,
Centre of New England Boulevard,Fluoride*,0.215 ppm,,4 ppm
Centre of New England Boulevard,Manganese*,46.1 ppb,100 ppb,
Centre of New England Boulevard,Molybdenum*,0.145 ppb,40 ppb,
Centre of New England Boulevard,Monobromoacetic acid*,0.0688 ppb,25 ppb,
Centre of New England Boulevard,Monochloroacetic acid,1.25 ppb,53 ppb,
Centre of New England Boulevard,Perfluorobutanoic Acid (PFBA)*,1.22 ppt,,
Centre of New England Boulevard,Perfluorohexanoic Acid (PFHxA)*,4.55 ppt,,
Centre of New England Boulevard,Perfluorooctane sulfonate (PFOS)*,0.520 ppt,1 ppt,
Centre of New England Boulevard,Perfluoropentanoic Acid (PFPeA)*,3.03 ppt,,
Centre of New England Boulevard,Strontium*,0.0685 ppb,"1,500 ppb",
Centre of New England Boulevard,Vanadium*,0.137 ppb,21 ppb,
Centre of New England Boulevard,None,,,
Centre of New England Boulevard,Bromodichloromethane,5.21 ppb,0.06 ppb,
Centre of New England Boulevard,Bromoform,2.25 ppb,0.5 ppb,
Centre of New England Boulevard,Chloroform,57.6 ppb,0.4 ppb,
Centre of New England Boulevard,Dibromochloromethane,1.05 ppb,0.1 ppb,
Centre of New England Boulevard,Dichloroacetic acid,14.9 ppb,0.2 ppb,
Centre of New England Boulevard,Haloacetic acids (HAA5)†,18.9 ppb,0.1 ppb,60 ppb
Centre of New England Boulevard,Haloacetic acids (HAA9)*†,16.4 ppb,0.06 ppb,
Centre of New England Boulevard,Nitrate*,1.33 ppm,0.14 ppm,10 ppm
Centre of New England Boulevard,Nitrate and nitrite*,1.88 ppm,0.14 ppm,10 ppm
Centre of New England Boulevard,Perfluorooctanoic acid (PFOA)*,1.05 ppt,0.007 ppt,
Centre of New England Boulevard,"Radium, combined (-226 &amp; -228)*",0.24 pCi/L,0.05 pCi/L,5 pCi/L
Centre of New England Boulevard,Total PFOS and PFOA*,6.58 ppt,0.007 ppt,
Centre of New England Boulevard,Total trihalomethanes (TTHMs)†,64.0 ppb,0.15 ppb,80 ppb
Centre of New England Boulevard,Trichloroacetic acid,2.13 ppb,0.1 ppb,
Centre of New England Boulevard,"1,1-Dichloroethane*",0.00542 ppb,3 ppb,
Centre of New England Boulevard,"1,4-Dioxane*",0.0373 ppb,0.35 ppb,
Centre of New England Boulevard,Barium*,7.67 ppb,700 ppb,"2,000 ppb"
Centre of New England Boulevard,Chlorate*,10.5 ppb,210 ppb,
Centre of New England Boulevard,Chlorodifluoromethane*,0.475 ppb,,
Centre of New England Boulevard,Chromium (hexavalent)*,0.0160 ppb,0.02 ppb,
Centre of New England Boulevard,Chromium (total)*,0.769 ppb,,100 ppb
Centre of New England Boulevard,Dacthal*,0.0182 ppb,,
Centre of New England Boulevard,Dibromoacetic acid,0.0545 ppb,0.04 ppb,
Centre of New England Boulevard,Fluoride*,0.215 ppm,,4 ppm
Centre of New England Boulevard,Manganese*,46.1 ppb,100 ppb,
Centre of New England Boulevard,Molybdenum*,0.145 ppb,40 ppb,
Centre of New England Boulevard,Monobromoacetic acid*,0.0688 ppb,25 ppb,
Centre of New England Boulevard,Monochloroacetic acid,1.25 ppb,53 ppb,
Centre of New England Boulevard,Perfluorobutanoic Acid (PFBA)*,1.22 ppt,,
Centre of New England Boulevard,Perfluorohexanoic Acid (PFHxA)*,4.55 ppt,,
Centre of New England Boulevard,Perfluorooctane sulfonate (PFOS)*,0.520 ppt,1 ppt,
Centre of New England Boulevard,Perfluoropentanoic Acid (PFPeA)*,3.03 ppt,,
Centre of New England Boulevard,Strontium*,0.0685 ppb,"1,500 ppb",
Centre of New England Boulevard,Vanadium*,0.137 ppb,21 ppb,
Centre of New England Boulevard,None,,,
Warwick,Bromodichloromethane,1.30 ppb,0.06 ppb,
Warwick,Chloroform,3.95 ppb,0.4 ppb,
Warwick,Dibromochloromethane,0.678 ppb,0.1 ppb,
Warwick,Nitrate and nitrite,0.957 ppm,0.14 ppm,10 ppm
Warwick,"Radium, combined (-226 &amp; -228)",0.74 pCi/L,0.05 pCi/L,5 pCi/L
Warwick,Total trihalomethanes (TTHMs)†,4.00 ppb,0.15 ppb,80 ppb
Warwick,Barium,108.3 ppb,700 ppb,"2,000 ppb"
Warwick,Bromoform,0.0883 ppb,0.5 ppb,
Warwick,Fluoride,0.750 ppm,,4 ppm
Warwick,None,,,
Warwick-potowomut,Bromodichloromethane,4.66 ppb,0.06 ppb,
Warwick-potowomut,Chloroform,57.4 ppb,0.4 ppb,
Warwick-potowomut,Dibromoacetic acid,0.114 ppb,0.04 ppb,
Warwick-potowomut,Dibromochloromethane,1.16 ppb,0.1 ppb,
Warwick-potowomut,Dichloroacetic acid,8.46 ppb,0.2 ppb,
Warwick-potowomut,Haloacetic acids (HAA5)†,11.2 ppb,0.1 ppb,60 ppb
Warwick-potowomut,Haloacetic acids (HAA9)*†,16.4 ppb,0.06 ppb,
Warwick-potowomut,Nitrate*,1.33 ppm,0.14 ppm,10 ppm
Warwick-potowomut,Nitrate and nitrite*,1.88 ppm,0.14 ppm,10 ppm
Warwick-potowomut,Perfluorooctanoic acid (PFOA)*,1.05 ppt,0.007 ppt,
Warwick-potowomut,"Radium, combined (-226 &amp; -228)*",0.24 pCi/L,0.05 pCi/L,5 pCi/L
Warwick-potowomut,Total PFOS and PFOA*,6.58 ppt,0.007 ppt,
Warwick-potowomut,Total trihalomethanes (TTHMs)†,59.8 ppb,0.15 ppb,80 ppb
Warwick-potowomut,Trichloroacetic acid,2.11 ppb,0.1 ppb,
Warwick-potowomut,"1,1-Dichloroethane*",0.00542 ppb,3 ppb,
Warwick-potowomut,"1,4-Dioxane*",0.0373 ppb,0.35 ppb,
Warwick-potowomut,Barium*,7.67 ppb,700 ppb,"2,000 ppb"
Warwick-potowomut,Bromoform,0.119 ppb,0.5 ppb,
Warwick-potowomut,Chlorate*,10.5 ppb,210 ppb,
Warwick-potowomut,Chlorodifluoromethane*,0.475 ppb,,
Warwick-potowomut,Chromium (hexavalent)*,0.0160 ppb,0.02 ppb,
Warwick-potowomut,Chromium (total)*,0.769 ppb,,100 ppb
Warwick-potowomut,Dacthal*,0.0182 ppb,,
Warwick-potowomut,Fluoride*,0.215 ppm,,4 ppm
Warwick-potowomut,Manganese*,46.1 ppb,100 ppb,
Warwick-potowomut,Molybdenum*,0.145 ppb,40 ppb,
Warwick-potowomut,Monobromoacetic acid*,0.0688 ppb,25 ppb,
Warwick-potowomut,Monochloroacetic acid,0.452 ppb,53 ppb,
Warwick-potowomut,Perfluorobutanoic Acid (PFBA)*,1.22 ppt,,
Warwick-potowomut,Perfluorohexanoic Acid (PFHxA)*,4.55 ppt,,
Warwick-potowomut,Perfluorooctane sulfonate (PFOS)*,0.520 ppt,1 ppt,
Warwick-potowomut,Perfluoropentanoic Acid (PFPeA)*,3.03 ppt,,
Warwick-potowomut,Strontium*,0.0685 ppb,"1,500 ppb",
Warwick-potowomut,Vanadium*,0.137 ppb,21 ppb,
Warwick-potowomut,None,,,
North Kingstown,Bromodichloromethane,0.147 ppb,0.06 ppb,
North Kingstown,Chromium (hexavalent),0.0853 ppb,0.02 ppb,
North Kingstown,Dibromoacetic acid,0.360 ppb,0.04 ppb,
North Kingstown,Dibromochloromethane,0.376 ppb,0.1 ppb,
North Kingstown,Haloacetic acids (HAA5)†,1.08 ppb,0.1 ppb,60 ppb
North Kingstown,Haloacetic acids (HAA9)†,2.04 ppb,0.06 ppb,
North Kingstown,Nitrate,2.06 ppm,0.14 ppm,10 ppm
North Kingstown,Nitrate and nitrite,2.64 ppm,0.14 ppm,10 ppm
North Kingstown,Perfluorooctanoic acid (PFOA),1.23 ppt,0.007 ppt,
North Kingstown,Total PFOS and PFOA,4.21 ppt,0.007 ppt,
North Kingstown,Total trihalomethanes (TTHMs)†,5.84 ppb,0.15 ppb,80 ppb
North Kingstown,"1,4-Dioxane",0.0136 ppb,0.35 ppb,
North Kingstown,Barium,8.95 ppb,700 ppb,"2,000 ppb"
North Kingstown,Bromoform,0.364 ppb,0.5 ppb,
North Kingstown,Chlorate,24.9 ppb,210 ppb,
North Kingstown,Chloroform,0.438 ppb,0.4 ppb,
North Kingstown,Chromium (total),0.571 ppb,,100 ppb
North Kingstown,Cobalt,0.305 ppb,70 ppb,
North Kingstown,Dacthal,1.13 ppb,,
North Kingstown,Ethylbenzene,0.0375 ppb,300 ppb,700 ppb
North Kingstown,Fluoride,0.0191 ppm,,4 ppm
North Kingstown,Manganese,86.6 ppb,100 ppb,
North Kingstown,Molybdenum,0.170 ppb,40 ppb,
North Kingstown,Monochloroacetic acid,0.720 ppb,53 ppb,
North Kingstown,Perfluorobutane sulfonate (PFBS),0.672 ppt,1 ppt,
North Kingstown,Perfluorobutanoic Acid (PFBA),0.876 ppt,,
North Kingstown,Perfluoroheptanoic acid (PFHPA),0.161 ppt,1 ppt,
North Kingstown,Perfluorohexanoic Acid (PFHxA),3.35 ppt,,
North Kingstown,Perfluorooctane sulfonate (PFOS),0.367 ppt,1 ppt,
North Kingstown,Perfluoropentanoic Acid (PFPeA),2.87 ppt,,
North Kingstown,Strontium,0.0983 ppb,"1,500 ppb",
North Kingstown,Toluene,0.102 ppb,150 ppb,"1,000 ppb"
North Kingstown,Vanadium,0.0435 ppb,21 ppb,
North Kingstown,Xylenes (total),0.225 ppb,"1,800 ppb","10,000 ppb"
North Kingstown,None,,,
Greenville Water Department,Bromodichloromethane,6.61 ppb,0.06 ppb,
Greenville Water Department,Chloroform,55.4 ppb,0.4 ppb,
Greenville Water Department,Dibromochloromethane,0.428 ppb,0.1 ppb,
Greenville Water Department,Dichloroacetic acid,12.2 ppb,0.2 ppb,
Greenville Water Department,Haloacetic acids (HAA5)†,26.1 ppb,0.1 ppb,60 ppb
Greenville Water Department,"Radium, combined (-226 &amp; -228)",0.20 pCi/L,0.05 pCi/L,5 pCi/L
Greenville Water Department,Total trihalomethanes (TTHMs)†,64.0 ppb,0.15 ppb,80 ppb
Greenville Water Department,Trichloroacetic acid,13.3 ppb,0.1 ppb,
Greenville Water Department,Barium,3.12 ppb,700 ppb,"2,000 ppb"
Greenville Water Department,Manganese,12.0 ppb,100 ppb,
Greenville Water Department,Monobromoacetic acid,0.281 ppb,25 ppb,
Greenville Water Department,Monochloroacetic acid,0.231 ppb,53 ppb,
Greenville Water Department,None,,,
Johnston Water Control Facility - Capitol St.,Haloacetic acids (HAA5)†,21.8 ppb,0.1 ppb,60 ppb
Johnston Water Control Facility - Capitol St.,Haloacetic acids (HAA9)*†,19.5 ppb,0.06 ppb,
Johnston Water Control Facility - Capitol St.,Total trihalomethanes (TTHMs)†,58.1 ppb,0.15 ppb,80 ppb
Johnston Water Control Facility - Capitol St.,"4-Androstene-3,17-dione*",0.130 ppt,,
Johnston Water Control Facility - Capitol St.,Barium*,9.00 ppb,700 ppb,"2,000 ppb"
Johnston Water Control Facility - Capitol St.,Chromium (hexavalent)*,0.00388 ppb,0.02 ppb,
Johnston Water Control Facility - Capitol St.,Fluoride*,0.226 ppm,,4 ppm
Johnston Water Control Facility - Capitol St.,Manganese*,0.795 ppb,100 ppb,
Johnston Water Control Facility - Capitol St.,Nitrate*,0.0225 ppm,0.14 ppm,10 ppm
Johnston Water Control Facility - Capitol St.,Nitrite*,0.00250 ppm,,1 ppm
Johnston Water Control Facility - Capitol St.,Strontium*,0.0273 ppb,"1,500 ppb",
Johnston Water Control Facility - Capitol St.,Vanadium*,0.227 ppb,21 ppb,
Douglas Water Department,Dibromochloromethane,0.368 ppb,0.1 ppb,
Douglas Water Department,Nitrate,2.00 ppm,0.14 ppm,10 ppm
Douglas Water Department,Total trihalomethanes (TTHMs)†,2.36 ppb,0.15 ppb,80 ppb
Douglas Water Department,Barium,12.9 ppb,700 ppb,"2,000 ppb"
Douglas Water Department,Bromodichloromethane,0.0526 ppb,0.06 ppb,
Douglas Water Department,Bromoform,0.453 ppb,0.5 ppb,
Douglas Water Department,Chloroethane,0.0453 ppb,,
