Utility name,City,People served,Zip
Jefferson Township Authority,Fayette City,"Population served: 1,266",15416
Masontown Municipal Water Works,Masontown,"Population served: 3,700",15416
National Pike Water Authority,Markleysburg,"Population served: 2,800",15416
Nemacolin Woodlands,Farmington,"Population served: 1,300",15416
New Meadow Run,Farmington,Population served: 300,15416
Newell Municipal Authority,Newell,Population served: 520,15416
North Fayette Cnty Municipal Authority,Dunbar,"Population served: 35,409",15416
Pa-american Water Co-connellsv,Uniontown,"Population served: 11,425",15416
Pleasant Valley Water Authority,Connellsville,"Population served: 3,630",15416
Point Marion Borough,Point Marion,"Population served: 1,110",15416
Spring Valley,Farmington,Population served: 250,15416
State Line Municipal Services Authority,Point Marion,Population served: 95,15416
Confluence Borough Municipal Authority,"Confluence, PA",Population served:645,15424
Addison Area Water Authority,"Addison, PA",Population served:380,15424
Lincoln Township Municipal Authority,"Sipesville, PA","Population served:1,400",15501
Somerset Borough Municipal Water Authority,"Somerset, PA","Population served:6,309",15501
Hidden Valley Resort Lp,"Hidden Valley, PA",Population served:750,15501
Somerset County Quemahoning System,"Somerset, PA",Population served:25,15501
Gray Area Water Authority of Jen Township,"Gray, PA",Population served:700,15501
Somerset Estates Mobile Home Park,"Morgantown, WV",Population served:280,15501
Somerset Township M A Freidens,"Somerset, PA",Population served:949,15501
Glades Pike Estates Mobile Home Park Llc,"Somerset, PA",Population served:180,15501
Bedford Borough Water Authority,"Bedford, PA","Population served:5,127",15522
Snake Spring Township Ma,"Everett, PA",Population served:750,15522
Rainsburg Borough Water,"Bedford, PA",Population served:225,15522
Evitts Creek Water Company,"Bedford, PA",Population served:100,15522
Brookwood Countryside,"Falling Waters, WV",Population served:200,15522
St. Clairsville Water Company,"Osterburg, PA",Population served:392,15522
Somerset Township Municipal Authority Oakridge,"Somerset, PA","Population served:3,800",15530
Jennerstown Municipal Authority,"Jennerstown, PA","Population served:1,625",15531
Conemaugh Township Municipal Authority,"Davidsville, PA","Population served:7,800",15531
Jenner Township Municipal Authority,"Boswell, PA",Population served:576,15531
Greater Johnstown Wa Riverside,"Johnstown, PA","Population served:49,500",15531
Windber Area Authority,"Windber, PA","Population served:9,454",15532
Meyersdale Municipal Authority,"Meyersdale, PA","Population served:3,019",15532
Countryside Acres LLC,"Breezewood, PA",Population served:50,15533
Crestview Mobile Home Park,"Breezewood, PA",Population served:75,15533
Bedford Township Municipal Authority,Bedford,"Population served: 1,570",15535
Blue Knob Water Company,Claysburg,Population served: 300,15535
Brush Creek Country Estates,Landisburg,Population served: 98,15535
Centerville Muni Water Authority,Bedford,Population served: 78,15535
Coaldale Six Mile Run Water,Six Mile Run,Population served: 320,15535
Defiance Water Association,Defiance,Population served: 390,15535
Everett Borough Municipal Authority,Everett,"Population served: 2,048",15535
Fishertown Water Association,Fishertown,Population served: 801,15535
Hillside Terrace Mobile Home Park,Mt Wolf,Population served: 240,15535
Hyndman Borough Water Department,Hyndman,"Population served: 1,005",15535
New Enterprise Water Association,New Enterprise,Population served: 443,15535
Osterburg Water Company,Osterburg,Population served: 250,15535
Salemville Water Association,New Enterprise,Population served: 115,15535
Saxton Municipal Water Authority,Saxton,"Population served: 1,675",15535
W Stclair Pleasantville Municipal,Alum Bank,Population served: 715,15535
Waterside Loysburg Water Suppl,Loysburg,"Population served: 1,700",15535
Woodbury Water Authority,Woodbury,Population served: 295,15535
Leisure Living Retirement Home,Ft. Littleton,Population served: 40,15536
Mcconnellsburg Borough Municipal Authority,Mcconnellsburg,"Population served: 2,000",15536
Belfast Township Muni Authority,Needmore,Population served: 276,15536
Wells Tannery Water System,Wells Tannery,Population served: 95,15536
Somerset Township Listie Water System,"Somerset, PA",Population served:218,15541
Hillcrest Manor Estates,"Henderson, NV",Population served:250,15541
Indian Lake Borough Waterworks,"Central City, PA","Population served:1,246",15541
Brook Haven Acres,"Chambersburg, PA",Population served:75,15541
Rest Assured Assisted Living,"Meyersdale, PA",Population served:70,15552
Seven Springs Municipal Authority,"Champion, PA","Population served:3,000",15557
Rockwood Borough Municipal Authority,"Rockwood, PA","Population served:1,250",15557
Milford Township Municipal Authority,"Rockwood, PA",Population served:75,15557
Reading Mines,"Somerset, PA",Population served:478,15563
Wilbur Community Water,"Stoystown, PA",Population served:97,15563
Stonebridge Gardens Mobile Home Park,"Friedens Pa, PA",Population served:75,15563
Latrobe Municipal Authority,"Latrobe, PA","Population served:30,000",15601
New Kensington Municipal Authority,"New Kensington, PA","Population served:47,800",15613
Meadows Mobile Home Park,"Apollo, PA",Population served:250,15613
Icmsa Crooked Creek,"Indiana, PA","Population served:9,638",15618
Derry Borough Municipal Authority,Derry,"Population served: 6,500",15619
Fairfield Manor Mobile Home Park,Pittsburgh,Population served: 92,15619
Highridge Water Authority,Blairsville,"Population served: 16,000",15619
Ligonier Township Muni Authority,Ligonier,"Population served: 3,293",15619
Little Acres Mobile Home Park,North Huntingdon,Population served: 30,15619
Mawc Furnace Run,Greensburg,"Population served: 2,452",15619
Pine Garden Apartments,Greensburg,Population served: 40,15619
Pineview Manor Mobile Home Park,Elizabeth,Population served: 100,15619
Sun Dial Village Mobile Home Park,Blairsville,Population served: 90,15619
Torrance State Hospital,Torrance,Population served: 997,15619
Waterford Waterworks,Ligonier,Population served: 389,15619
Youngstown Borough Municipal Authority,Youngstown,"Population served: 2,730",15619
Parks Township Municipal Authority,"Vandergrift, PA","Population served:2,049",15656
Buffalo Township Municipal Authority Freeport,"Sarver, PA","Population served:5,849",15656
Bradys Bend Water & Sew Authority,East Brady,Population served: 625,15682
Cowanshan Yatesboro Numine System,Numine,"Population served: 1,200",15682
Cowanshannock M A Sagamore System,Nu Mine,Population served: 300,15682
Cowanshannock Ma-margaret System,Numine,Population served: 95,15682
Dayton Municipal Water Department,Dayton,Population served: 600,15682
E Armstrong County Municipal Authority,Elderton,"Population served: 1,875",15682
Ford City Municipal Water Works,Ford City,"Population served: 2,991",15682
Gilpin Township Municipal Authority,Leechburg,"Population served: 1,680",15682
Kittanning Plumcreek Water Authority,Kittanning,Population served: 600,15682
Kittanning Suburb Jt Water Aut,Adrian,"Population served: 8,000",15682
Mahoning Township Municipal Authority,Distant,Population served: 900,15682
Manor Township Jt Municipal Authority,Ford City,"Population served: 6,744",15682
Pa-american Water Co-kittannig,Butler,"Population served: 5,000",15682
Parker Area Water Authority,Parker,Population served: 900,15682
Rayburn Township Joint Muni Authority,Kittanning,Population served: 450,15682
Rural Valley Water Works,Rural Valley,"Population served: 1,000",15682
South Buffalo Township Municipal Authority,Freeport,"Population served: 1,230",15682
Sugar Creek Resthome,Worthington,Population served: 176,15682
Templeton Water Company,Templeton,Population served: 474,15682
West Kittanning Municipal Authority,Kittanning,"Population served: 2,000",15682
Worthington West Franklin Jma,Worthington,"Population served: 1,500",15682
Icmsa Plumville,"Indiana, PA",Population served:310,15701
Central Indiana County Water Authority,"Homer City, PA","Population served:4,635",15701
Clymer Borough Municipal Authority,"Clymer, PA","Population served:1,700",15701
Indiana Municipal Services Authority-luzerne,"Indiana, PA",Population served:625,15701
Blairsville Municipal Authority,Blairsville,"Population served: 3,600",15705
Crystal Waters Personal Care,Home,Population served: 80,15705
Glen Campbell Water Works,Glen Campbell,Population served: 260,15705
Green Township Ma Cookport,Commodore,Population served: 226,15705
Green Township Municipal Auth-commodore,Commodore,Population served: 350,15705
Green Township Municipal Authority Barr Slope,Commodore,Population served: 285,15705
Hillsdale Nursing and Rehab,Hillsdale,Population served: 100,15705
Indiana Municipal Services Authority Pine Township,Indiana,"Population served: 1,932",15705
Indiana Municipal Services Authority-arcadia,Indiana,Population served: 100,15705
Indiana Municipal Services Authority-coy,Indiana,Population served: 650,15705
Indiana Municipal Services Authority-rossiter,Indiana,Population served: 500,15705
Indiana Municipal Services Municipal Cherrytre,Indiana,Population served: 400,15705
Pennsylvania American Water Company - Indiana D,Indiana,"Population served: 22,360",15705
Marsteller Community Water Authority,"Marsteller, PA",Population served:75,15714
West Carroll W Authority Bakerton,"Elmora, PA",Population served:670,15722
Kings II Mobile Home Park,"Carrolltown, PA",Population served:55,15722
Burnside Borough Water System,"Burnside, PA",Population served:325,15724
Brockway Borough Municipal Authority,Brockway,"Population served: 4,384",15730
Brookville Municipal Authority,Brookville,"Population served: 6,220",15730
Eldred Township Municipal Authority,Sigel,Population served: 482,15730
Falls Creek Borough Municipal Authority,Falls Creek,"Population served: 1,440",15730
Henderson Township Municipal Authority,Stump Creek,Population served: 354,15730
Knox Township Municipal Authority,Knoxdale,Population served: 300,15730
Pa American Water Punxsy,Indiana,"Population served: 8,800",15730
Reynoldsville Water Authority,Reynoldsville,"Population served: 2,908",15730
Soldier Water System,Reynoldsville,Population served: 250,15730
Summerville Borough Municipal Authority,Summerville,Population served: 700,15730
Sykesville Borough,Sykesville,"Population served: 1,500",15730
Northern Cambria Municipal Water,"Northern Cambria, PA","Population served:4,500",15760
Brady Township Water Association,"Luthersburg, PA","Population served:1,570",15801
City of Dubois Water Depart,"Dubois, PA","Population served:7,794",15801
Sandy Township,"Dubois, PA","Population served:1,828",15801
Union Township Municipal Authority,"Rockton, PA",Population served:450,15801
Country Place Mobile Home Park,"Clearfield, PA",Population served:225,15801
Daguscahonda Water Supply,Ridgway,Population served: 100,15821
Highland Township Municipal Authority,James City,Population served: 286,15821
Jay Township Water Authority,Byrnedale,"Population served: 1,775",15821
Johnsonburg Municipal Authority,Johnsonburg,"Population served: 2,900",15821
Jones Township Municipal Authority,Wilcox,Population served: 396,15821
Ridgway Borough Water System,Ridgway,"Population served: 4,700",15821
Ridgway Township Water Authority,Ridgway,"Population served: 1,763",15821
St Marys Area Water Authority,St Marys,"Population served: 22,000",15821
Toby Water,Kersey,Population served: 440,15821
Aqua Pa Inc. Treasure Lake Div,"Dubois, PA","Population served:4,155",15823
Aqua Pa Jenks Township Water Treatment Plant,Sharon,"Population served: 4,320",15828
Tionesta Borough Water Supply,Tionesta,Population served: 610,15828
West Hickory Water Company,Reno,Population served: 450,15828
Pennsylvania American Water Company Clarion,"Indiana, PA","Population served:16,600",15864
Ansonville Water Authority,Irvona,Population served: 55,15866
Beccaria Coalport Irvona M A,Irvona,"Population served: 1,850",15866
Clearfield Municipal Authority,Clearfield,"Population served: 14,000",15866
Cooper Township Municipal Authority,Winburne,"Population served: 3,700",15866
Covington Karthaus Girard A A,Frenchville,"Population served: 1,700",15866
Grampian Borough Penn Township Ma,Grampian,"Population served: 1,400",15866
Houtzdale Municipal Authority,Houtzdale,"Population served: 8,410",15866
Huston Township Municipal Authority,Penfield,Population served: 960,15866
Irvona Municipal Authority,Irvona,"Population served: 1,980",15866
Pike Township Municipal Authority,Curwensville,"Population served: 4,500",15866
Quehanna Motivational Bootcamp,Karthaus,Population served: 430,15866
Westover Municipal Authority,Westover,Population served: 456,15866
Clermont Water Association,"Mt. Jewett, PA",Population served:75,15870
Southwestern Cambria County Authority,"Johnstown, PA","Population served:4,400",15904
Highland S & W Authority Lloydell,"Johnstown, PA",Population served:836,15904
Pine Crest Estates Mobile Home,"Frostburg, MD",Population served:354,15905
East Taylor Municipal Authority,"Johnstown, PA","Population served:3,152",15906
Ebensburg Boro Muni Authority,"Ebensburg, PA","Population served:8,500",15909
Central City Water Authority,"Central City, PA","Population served:1,984",15924
Gahagen Water Association,"Central City, PA",Population served:49,15924
Cairnbrook Improvement Association,"Cairnbrook, PA",Population served:910,15926
Blacklick Valley Municipal Authority,"Twin Rocks, PA","Population served:1,650",15931
Nanty Glo Water Authority,"Nanty Glo, PA","Population served:4,076",15931
Croyle Township Water Authority,"Summerhill, PA",Population served:950,15931
Jackson Township Water Authority,"Johnstown, PA","Population served:3,198",15931
N E Trailer Court,"Ebensburg, PA",Population served:81,15931
Cambria Township Water Authority,"Colver, PA","Population served:1,000",15931
Teakettle Run Water Authority,"Nicktown, PA",Population served:92,15931
Boswell Borough Municipal Authority,"Boswell, PA","Population served:2,900",15935
Lilly Municipal Water Works,"Lilly, PA","Population served:1,388",15938
Portage Borough Municipal Authority,"Portage, PA","Population served:7,600",15938
Cresson Township Municipal Authority,"Cresson, PA","Population served:2,500",15938
Loretto Borough Water System,"Loretto, PA",Population served:480,15940
Federal Correctional Institution Loretto,"Loretto, PA","Population served:1,500",15940
Sankertown Borough Water System,"Cresson, PA",Population served:675,15940
Highland S & W Authority Beaverdam,"Johnstown, PA","Population served:23,140",15942
Tri Township Water Authority,"Sidman, PA","Population served:1,227",15946
Adams Township Water Authority,"Salix, PA","Population served:2,000",15952
Sutton Mobile Home Park,"Butler, PA",Population served:112,16001
Franklin Mobile Home Village,"Butler, PA",Population served:85,16001
Rolling Valley Estates,"Butler, PA",Population served:180,16001
Pinehurst Manor Mobile Home Park,"Butler, PA",Population served:86,16001
Beacon Lite Mobile Estates,"Slippery Rock, PA",Population served:120,16001
Woodbine Oaks Mobile Home Park,"Butler, PA",Population served:65,16001
Port O Call Mobile Home Park,"Butler, PA",Population served:276,16002
Wesleys Hide Away Mobile Home Park,"Butler, PA",Population served:25,16002
Cherry Hill Corporation,"Butler, PA",Population served:90,16002
Hy Vue Acres Mobile Home Park,"Herman, PA",Population served:62,16002
Colonial Gardens Guest Home,"Freeport, PA",Population served:45,16002
Pennsylvania American Water Company Butler,"New Castle, PA","Population served:43,044",16022
Slippery Rock Municipal Authority,"Slippery Rock, PA","Population served:15,778",16022
Zelienople Borough,"Zelienople, PA","Population served:4,123",16022
Concordia Lutheran Home,"Cabot, PA",Population served:950,16023
Bernies Mobile Home Park,"Cabot, PA",Population served:170,16023
Chicora Borough Water Supply,"Chicora, PA","Population served:1,100",16025
Chicora Medical Center,"Chicora, PA",Population served:150,16025
Rimersburg Borough Municipal Authority,"Rimersburg, PA","Population served:1,873",16028
Evans City Borough,"Evans City, PA","Population served:2,000",16033
Harmony Borough Water Authority,"Harmony, PA","Population served:6,669",16037
Pine Valley Estates,"Pittsburgh, PA",Population served:70,16037
Perry Lake Estates,"Bear, DE",Population served:44,16037
Clintonville Borough Water Treatment Plant,"Clintonville, PA",Population served:557,16038
Autumn Grove Care Center,"Harrisville, PA",Population served:238,16038
Youngs Mobile Home Park,"Karns City, PA",Population served:72,16041
Petroleum Valley RWA,"Petrolia, PA","Population served:2,500",16041
Seven Fields Borough Water Department,"Mars, PA","Population served:3,100",16046
Mars Borough Water Works,"Mars, PA","Population served:1,956",16046
Perryville Water Association,"Parker, PA",Population served:120,16049
Robinsons Mobile Home Park,"Prospect, PA",Population served:36,16052
Coral Ridge Estates Mobile Home Park,"Lower Burrell, PA",Population served:200,16052
Foxburg Area Water & Sewer Authority,"Foxburg, PA",Population served:925,16054
E J Gulick Mobile Home Park,"Saxonburg, PA",Population served:78,16055
Fair Winds,"Sarver, PA",Population served:182,16055
Brady Hills Mobile Home Park,"Los Angeles, CA",Population served:400,16057
Crystal Springs Mobile Home Park,"Penn, PA",Population served:30,16057
Stoneworth Apartments Water Treatment Plant,"Slippery Rock, PA",Population served:170,16057
Maple Manor Mobile Home Park,"Slippery Rock, PA",Population served:70,16057
Villa Vista Estates,"Valencia, PA",Population served:141,16059
Sandy Hill Estates,"Curtsville, PA",Population served:325,16059
Cupec Mobile Estates,"Harrisville, PA",Population served:58,16061
Sky View Terrace,"Pittsburgh, PA",Population served:50,16063
Marion Township Water System,"Fombell, PA",Population served:700,16063
Cranberry Village Mobile Home Park,"Cranberry Twp, PA",Population served:400,16066
Majors Mobilehome Park,"New Castle, PA",Population served:44,16101
Cedar Acres Mobile Home Park,"New Castle, PA",Population served:95,16101
Woodmere Estates,"New Castle, PA",Population served:61,16101
Country Roads Mobile Home Park,"New Castle, PA",Population served:60,16101
North Star Village,"Butler, PA",Population served:60,16101
Carriage Court Personal Care,"New Castle, PA",Population served:40,16101
New Castle Estates,"Youngwood, PA",Population served:80,16102
Bessemer Borough Water Department,"Bessemer, PA","Population served:1,100",16102
New Wilmington Borough Water Department,"New Wilmington, PA","Population served:4,500",16105
Eastbrook Apartments,"New Castle, PA",Population served:75,16105
Aqua Pa Shenango Valley WTP,"Sharon, PA","Population served:48,000",16110
Meadville Area Water Authority,"Meadville, PA","Population served:17,339",16110
Greenville Municipal Water Authority,"Greenville, PA","Population served:8,600",16110
Grove City Borough Water Department,"Grove City, PA","Population served:8,322",16110
Titusville Municipal Water,"Titusville, PA","Population served:6,146",16110
Sharpsville Borough Water Company,"Sharpsville, PA","Population served:5,310",16110
Reynolds Water Company,"Greenville, PA","Population served:2,370",16110
Cambridge Springs Borough,"Cambridge Springs, PA","Population served:2,363",16110
Buhl Community Water Company,"Mercer, PA","Population served:2,227",16110
Linesville Municipal Authority,"Linesville, PA","Population served:1,600",16110
Aqua Pa Lake Latonka Water Treatment Plant,Sharon,Population served: 955,16113
Country Corner Rv Park,Cochranton,Population served: 50,16113
Country Estates,Mifflinburg,Population served: 90,16113
Farma Mobile Home Park,Greenville,Population served: 65,16113
Fredonia Borough,Fredonia,Population served: 502,16113
Glen Lake Estates,Mars,Population served: 95,16113
Grandview Acres Mobile Home Park,West Middlesex,Population served: 35,16113
Greystone Country Estates,Fredonia,Population served: 55,16113
Hemlock Mobile Home Park,Thorndale,Population served: 52,16113
Jamestown Borough Water Authority,Jamestown,Population served: 690,16113
Jefferson Estates Mobile Home Park,Milford,Population served: 57,16113
Leesburg Water Association,Volant,Population served: 150,16113
Liberty Acres Mobile Home Park,Wrightsville,Population served: 47,16113
Liberty Township,Grove City,Population served: 50,16113
Pine Grove Mobile Home Park,Wallingford,Population served: 247,16113
Pine Township Water Distribution System,Grove City,"Population served: 3,082",16113
Sandy Lake Borough,Sandy Lake,"Population served: 1,100",16113
South Pymatuning,Sharpsville,Population served: 755,16113
St. Paul Homes,Greenville,"Population served: 1,200",16113
Stoneboro Water Works,Stoneboro,"Population served: 1,051",16113
Summit Estates,Saxonburg,Population served: 72,16113
Sunnyview Mobile Home Park,Transfer,Population served: 90,16113
Willow Bend Mobile Home Park,Mercer,Population served: 21,16113
Lakeview Personal Care,"Darlington, PA",Population served:101,16115
Cole Mobile Home Park,"Darlington, PA",Population served:70,16115
Mahoning Township,"Sharon, PA","Population served:1,032",16116
Countryside Estates Mobile Home Park,"Edinburg, PA",Population served:39,16116
Borough of Wampum Water Department,"Wampum, PA",Population served:832,16117
Pennsylvania American Water Company New Castle,"New Castle, PA","Population served:43,279",16120
Greenville Mobile Home Park,"Wallingford, PA",Population served:150,16125
Reynolds Home Center Mobile Home Park,"Akron, OH",Population served:90,16125
Barkeyville Municipal Authority,"Grove City, PA","Population served:1,600",16127
Saegertown Borough,"Saegertown, PA","Population served:1,500",16131
Country Village Mobile Estates,"Jamestown, PA",Population served:97,16134
Forrest Brooke Mobile Home Park,"Oakbrook, IL",Population served:491,16137
Fredericks Mobile Home Park,"New Galilee, PA",Population served:75,16141
Heritage Hills Mobile Home Park,"Oakdale, CA",Population served:425,16143
Villa Maria Community Center,"Villa Maria, PA",Population served:360,16143
Hyland Mobile Home Park,"Allenhurst, NJ",Population served:56,16143
Pennwood Estates Mobile Home Park,"Bethlehem, PA",Population served:51,16148
Scenic Mobile Home Park,"North Arlington, NJ",Population served:70,16154
Volant Borough Water Department,Volant,Population served: 120,16172
Clarion Vista Lofts,Butler,Population served: 40,16213
Corner Water Supply & Service,Shippenville,"Population served: 2,200",16213
East Brady Water System,East Brady,"Population served: 1,040",16213
Farmington Township,Leeper,"Population served: 1,150",16213
Fryburg Water Company,Reno,Population served: 490,16213
Hartzell Mobilehome Park,Tionesta,Population served: 80,16213
Hawthorn Redbank Redbank Ma,Hawthorn,"Population served: 1,500",16213
Knox Water Works,Knox,"Population served: 1,380",16213
Lucinda Water Company,Lucinda,Population served: 380,16213
Redbank Valley Municipal Authority,New Bethlehem,"Population served: 3,150",16213
St. Petersburg Municipal Water,St Petersburg,Population served: 465,16213
W Freedom Water Association,Parker,Population served: 250,16213
Cornplanter Township,"Oil City, PA","Population served:1,835",16301
Plumer Water Company,"Reno, PA",Population served:185,16301
Woodland Heights District,"Seneca, PA",Population served:460,16301
Rouseville Mun Waterworks,"Rouseville, PA",Population served:523,16301
Sage Run District,"Seneca, PA",Population served:196,16301
Seneca & Cranberry Mall District,"Seneca, PA","Population served:4,400",16301
Aqua Pa Clarendon,Sharon,Population served: 822,16312
Chandlers Valley Mobile Home Park,Sheffield,Population served: 37,16312
Miracle Mountain Ranch,Spring Creek,Population served: 75,16312
North Warren Municipal Authority,North Warren,"Population served: 1,626",16312
Pennsylvania American Water Company Warren,Warren,"Population served: 14,650",16312
Pine Grove Township Water System,Russell,Population served: 640,16312
Pleasant Valley Mobile Home Park,Warren,Population served: 210,16312
Riverview Communities Lp South,Warren,Population served: 100,16312
Riverview Communities North,Warren,Population served: 15,16312
Sheffield Township Municipal Authority,Sheffield,"Population served: 1,075",16312
Southwest Warren County Municipal Authority,Tidioute,"Population served: 1,040",16312
Valley View Village Mobile Home Park,Garland,Population served: 75,16312
Warren State Hospital,North Warren,"Population served: 1,300",16312
West Sheffield Water Association,Sheffield,Population served: 225,16312
Wilderness Mobile Home Park,Warren,Population served: 200,16312
Youngsville Mun Waterworks,Youngsville,"Population served: 2,007",16312
Cooperstown Water Company,"Reno, PA",Population served:360,16314
Sugarcreek Mobile Home Park,"Cochranton, PA",Population served:50,16314
Aqua Pa Crawford Div,"Bryn Mawr, PA","Population served:1,240",16316
Conneaut Lake Borough Water Treatment Plant,"Conneaut Lake, PA",Population served:700,16316
Conneaut Lake Park Water,"Meadville, PA",Population served:250,16316
Hardwood Estates,"Conneaut Lake, PA",Population served:61,16316
Penn Lake Village Mobile Home Park,"Dallas, TX",Population served:50,16316
General Authority of Franklin,"Franklin, PA","Population served:8,600",16323
