Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
New Sewickley Township Municipal Authority,Dibromoacetic acid,0.422 ppb,0.04 ppb,
New Sewickley Township Municipal Authority,Dibromochloromethane,3.89 ppb,0.1 ppb,
New Sewickley Township Municipal Authority,Dichloroacetic acid,14.8 ppb,0.2 ppb,
New Sewickley Township Municipal Authority,Haloacetic acids (HAA5)†,26.8 ppb,0.1 ppb,60 ppb
New Sewickley Township Municipal Authority,Total trihalomethanes (TTHMs)†,50.0 ppb,0.15 ppb,80 ppb
New Sewickley Township Municipal Authority,Trichloroacetic acid,20.0 ppb,0.1 ppb,
New Sewickley Township Municipal Authority,Bromoform,0.360 ppb,0.5 ppb,
New Sewickley Township Municipal Authority,Monobromoacetic acid,0.293 ppb,25 ppb,
New Sewickley Township Municipal Authority,Monochloroacetic acid,1.22 ppb,53 ppb,
Cranberry Twp WTP,Bromodichloromethane,14.6 ppb,0.06 ppb,
Cranberry Twp WTP,Bromoform,1.61 ppb,0.5 ppb,
Cranberry Twp WTP,Chloroform,25.9 ppb,0.4 ppb,
Cranberry Twp WTP,Chromium (hexavalent),0.0868 ppb,0.02 ppb,
Cranberry Twp WTP,Dibromoacetic acid,0.837 ppb,0.04 ppb,
Cranberry Twp WTP,Dibromochloromethane,8.59 ppb,0.1 ppb,
Cranberry Twp WTP,Dichloroacetic acid,7.35 ppb,0.2 ppb,
Cranberry Twp WTP,Haloacetic acids (HAA5)†,15.8 ppb,0.1 ppb,60 ppb
Cranberry Twp WTP,Haloacetic acids (HAA9)†,23.2 ppb,0.06 ppb,
Cranberry Twp WTP,Nitrate*,0.601 ppm,0.14 ppm,10 ppm
Cranberry Twp WTP,Total trihalomethanes (TTHMs)†,50.7 ppb,0.15 ppb,80 ppb
Cranberry Twp WTP,Trichloroacetic acid,4.46 ppb,0.1 ppb,
Cranberry Twp WTP,Barium*,26.3 ppb,700 ppb,"2,000 ppb"
Cranberry Twp WTP,Bromochloromethane*,0.0150 ppb,,
Cranberry Twp WTP,Chlorate,75.5 ppb,210 ppb,
Cranberry Twp WTP,Chromium (total),0.0588 ppb,,100 ppb
Cranberry Twp WTP,Di(2-ethylhexyl) phthalate*,0.0667 ppb,3 ppb,6 ppb
Cranberry Twp WTP,Fluoride*,0.564 ppm,,4 ppm
Cranberry Twp WTP,Manganese,1.28 ppb,100 ppb,
Cranberry Twp WTP,Molybdenum*,0.313 ppb,40 ppb,
Cranberry Twp WTP,Monochloroacetic acid*,0.197 ppb,53 ppb,
Cranberry Twp WTP,Nitrite*,0.0225 ppm,,1 ppm
Cranberry Twp WTP,Strontium,0.142 ppb,"1,500 ppb",
Cranberry Twp WTP,Vanadium,0.0563 ppb,21 ppb,
Cranberry Twp WTP,None,,,
Beaver Falls Municipal Authority,"1,4-Dioxane",2.66 ppb,0.35 ppb,
Beaver Falls Municipal Authority,Bromodichloromethane,14.6 ppb,0.06 ppb,
Beaver Falls Municipal Authority,Chloroform,20.4 ppb,0.4 ppb,
Beaver Falls Municipal Authority,Chromium (hexavalent),0.0846 ppb,0.02 ppb,
Beaver Falls Municipal Authority,Dibromoacetic acid,1.72 ppb,0.04 ppb,
Beaver Falls Municipal Authority,Dibromochloromethane,6.70 ppb,0.1 ppb,
Beaver Falls Municipal Authority,Dichloroacetic acid,18.2 ppb,0.2 ppb,
Beaver Falls Municipal Authority,Haloacetic acids (HAA5)†,29.7 ppb,0.1 ppb,60 ppb
Beaver Falls Municipal Authority,Haloacetic acids (HAA9)†,32.7 ppb,0.06 ppb,
Beaver Falls Municipal Authority,Nitrate,1.28 ppm,0.14 ppm,10 ppm
Beaver Falls Municipal Authority,Total trihalomethanes (TTHMs)†,41.7 ppb,0.15 ppb,80 ppb
Beaver Falls Municipal Authority,Trichloroacetic acid,12.6 ppb,0.1 ppb,
Beaver Falls Municipal Authority,Atrazine,0.0245 ppb,0.1 ppb,3 ppb
Beaver Falls Municipal Authority,Barium,29.5 ppb,700 ppb,"2,000 ppb"
Beaver Falls Municipal Authority,Benzo[a]pyrene,0.0110 ppb,0.007 ppb,0.2 ppb
Beaver Falls Municipal Authority,Bromoform,0.996 ppb,0.5 ppb,
Beaver Falls Municipal Authority,Chromium (total),0.201 ppb,,100 ppb
Beaver Falls Municipal Authority,Cyanide (free),1.60 ppb,150 ppb,
Beaver Falls Municipal Authority,Dalapon,0.147 ppb,,200 ppb
Beaver Falls Municipal Authority,Fluoride,0.539 ppm,,4 ppm
Beaver Falls Municipal Authority,Manganese,1.78 ppb,100 ppb,
Beaver Falls Municipal Authority,Molybdenum,1.64 ppb,40 ppb,
Beaver Falls Municipal Authority,Monobromoacetic acid,0.649 ppb,25 ppb,
Beaver Falls Municipal Authority,Monochloroacetic acid,0.549 ppb,53 ppb,
Beaver Falls Municipal Authority,Strontium,0.176 ppb,"1,500 ppb",
Beaver Falls Municipal Authority,Vanadium,0.158 ppb,21 ppb,
Beaver Falls Municipal Authority,None,,,
Beaver Borough Municipal Authority,Bromodichloromethane,0.700 ppb,0.06 ppb,
Beaver Borough Municipal Authority,Bromoform,6.33 ppb,0.5 ppb,
Beaver Borough Municipal Authority,Dibromoacetic acid,3.00 ppb,0.04 ppb,
Beaver Borough Municipal Authority,Dibromochloromethane,3.26 ppb,0.1 ppb,
Beaver Borough Municipal Authority,Haloacetic acids (HAA5)†,2.60 ppb,0.1 ppb,60 ppb
Beaver Borough Municipal Authority,Nitrate,5.58 ppm,0.14 ppm,10 ppm
Beaver Borough Municipal Authority,Tetrachloroethylene (perchloroethylene),0.187 ppb,0.06 ppb,5 ppb
Beaver Borough Municipal Authority,Total trihalomethanes (TTHMs)†,10.6 ppb,0.15 ppb,80 ppb
Beaver Borough Municipal Authority,Barium,117.1 ppb,700 ppb,"2,000 ppb"
Beaver Borough Municipal Authority,Benzo[a]pyrene,0.00157 ppb,0.007 ppb,0.2 ppb
Beaver Borough Municipal Authority,Chromium (total),5.70 ppb,,100 ppb
Beaver Borough Municipal Authority,Fluoride,0.0500 ppm,,4 ppm
Beaver Borough Municipal Authority,None,,,
Vanport Township Municipal Authority,Bromodichloromethane,2.61 ppb,0.06 ppb,
Vanport Township Municipal Authority,Bromoform,3.02 ppb,0.5 ppb,
Vanport Township Municipal Authority,Chloroform,0.848 ppb,0.4 ppb,
Vanport Township Municipal Authority,Dibromoacetic acid,2.00 ppb,0.04 ppb,
Vanport Township Municipal Authority,Dibromochloromethane,5.01 ppb,0.1 ppb,
Vanport Township Municipal Authority,Haloacetic acids (HAA5)†,1.77 ppb,0.1 ppb,60 ppb
Vanport Township Municipal Authority,Nitrate,2.36 ppm,0.14 ppm,10 ppm
Vanport Township Municipal Authority,Total trihalomethanes (TTHMs)†,11.1 ppb,0.15 ppb,80 ppb
Vanport Township Municipal Authority,None,,,
Industry Borough Municipal Authority,Bromodichloromethane,1.01 ppb,0.06 ppb,
Industry Borough Municipal Authority,Chloroform,1.28 ppb,0.4 ppb,
Industry Borough Municipal Authority,Dibromochloromethane,0.529 ppb,0.1 ppb,
Industry Borough Municipal Authority,Haloacetic acids (HAA5)†,2.62 ppb,0.1 ppb,60 ppb
Industry Borough Municipal Authority,Nitrate,0.715 ppm,0.14 ppm,10 ppm
Industry Borough Municipal Authority,Total trihalomethanes (TTHMs)†,3.39 ppb,0.15 ppb,80 ppb
Industry Borough Municipal Authority,Trichloroacetic acid,0.700 ppb,0.1 ppb,
Industry Borough Municipal Authority,Barium,127.5 ppb,700 ppb,"2,000 ppb"
Industry Borough Municipal Authority,Bromoform,0.571 ppb,0.5 ppb,
Industry Borough Municipal Authority,Dichloroacetic acid,0.315 ppb,0.2 ppb,
Industry Borough Municipal Authority,Fluoride,0.285 ppm,,4 ppm
Industry Borough Municipal Authority,None,,,
Ohioville Borough Municipal Authority,Bromodichloromethane,15.3 ppb,0.06 ppb,
Ohioville Borough Municipal Authority,Bromoform,8.34 ppb,0.5 ppb,
Ohioville Borough Municipal Authority,Chloroform,12.2 ppb,0.4 ppb,
Ohioville Borough Municipal Authority,Dibromoacetic acid,4.80 ppb,0.04 ppb,
Ohioville Borough Municipal Authority,Dibromochloromethane,18.3 ppb,0.1 ppb,
Ohioville Borough Municipal Authority,Dichloroacetic acid,5.60 ppb,0.2 ppb,
Ohioville Borough Municipal Authority,Haloacetic acids (HAA5)†,7.35 ppb,0.1 ppb,60 ppb
Ohioville Borough Municipal Authority,Haloacetic acids (HAA9)*†,12.7 ppb,0.06 ppb,
Ohioville Borough Municipal Authority,Total trihalomethanes (TTHMs)†,54.1 ppb,0.15 ppb,80 ppb
Ohioville Borough Municipal Authority,Trichloroacetic acid,2.00 ppb,0.1 ppb,
Ohioville Borough Municipal Authority,Manganese*,40.0 ppb,100 ppb,
Ohioville Borough Municipal Authority,Monobromoacetic acid,0.440 ppb,25 ppb,
Ohioville Borough Municipal Authority,Monochloroacetic acid,0.550 ppb,53 ppb,
North Sewickley Municipal Water Authority,Bromodichloromethane,13.9 ppb,0.06 ppb,
North Sewickley Municipal Water Authority,Chloroform,19.4 ppb,0.4 ppb,
North Sewickley Municipal Water Authority,Dibromoacetic acid,0.889 ppb,0.04 ppb,
North Sewickley Municipal Water Authority,Dibromochloromethane,5.97 ppb,0.1 ppb,
North Sewickley Municipal Water Authority,Dichloroacetic acid,12.6 ppb,0.2 ppb,
North Sewickley Municipal Water Authority,Haloacetic acids (HAA5)†,21.8 ppb,0.1 ppb,60 ppb
North Sewickley Municipal Water Authority,Total trihalomethanes (TTHMs)†,40.5 ppb,0.15 ppb,80 ppb
North Sewickley Municipal Water Authority,Trichloroacetic acid,10.8 ppb,0.1 ppb,
North Sewickley Municipal Water Authority,Bromoform,0.558 ppb,0.5 ppb,
North Sewickley Municipal Water Authority,Monobromoacetic acid,0.559 ppb,25 ppb,
North Sewickley Municipal Water Authority,Monochloroacetic acid,1.33 ppb,53 ppb,
Pennsylvania American Coatesville,Bromodichloromethane,7.27 ppb,0.06 ppb,
Pennsylvania American Coatesville,Chloroform,34.4 ppb,0.4 ppb,
Pennsylvania American Coatesville,Chromium (hexavalent),0.179 ppb,0.02 ppb,
Pennsylvania American Coatesville,Dibromochloromethane,1.20 ppb,0.1 ppb,
Pennsylvania American Coatesville,Dichloroacetic acid,10.2 ppb,0.2 ppb,
Pennsylvania American Coatesville,Haloacetic acids (HAA5)†,34.1 ppb,0.1 ppb,60 ppb
Pennsylvania American Coatesville,Haloacetic acids (HAA9)†,23.8 ppb,0.06 ppb,
Pennsylvania American Coatesville,Nitrate,3.19 ppm,0.14 ppm,10 ppm
Pennsylvania American Coatesville,Total trihalomethanes (TTHMs)†,42.9 ppb,0.15 ppb,80 ppb
Pennsylvania American Coatesville,Trichloroacetic acid,7.98 ppb,0.1 ppb,
Pennsylvania American Coatesville,"1,4-Dioxane",0.0200 ppb,0.35 ppb,
Pennsylvania American Coatesville,Atrazine,0.0889 ppb,0.1 ppb,3 ppb
Pennsylvania American Coatesville,Chlorate,185.3 ppb,210 ppb,
Pennsylvania American Coatesville,Chromium (total),0.214 ppb,,100 ppb
Pennsylvania American Coatesville,Fluoride,0.608 ppm,,4 ppm
Pennsylvania American Coatesville,Manganese,2.69 ppb,100 ppb,
Pennsylvania American Coatesville,Monobromoacetic acid,0.110 ppb,25 ppb,
Pennsylvania American Coatesville,Monochloroacetic acid,0.175 ppb,53 ppb,
Pennsylvania American Coatesville,Simazine,0.127 ppb,0.1 ppb,4 ppb
Pennsylvania American Coatesville,Strontium,0.0786 ppb,"1,500 ppb",
Pennsylvania American Coatesville,Vanadium,0.163 ppb,21 ppb,
Pennsylvania American Coatesville,None,,,
Pinehurst Mobile Estates,Bromodichloromethane,4.90 ppb,0.06 ppb,
Pinehurst Mobile Estates,Bromoform,1.13 ppb,0.5 ppb,
Pinehurst Mobile Estates,Chloroform,2.35 ppb,0.4 ppb,
Pinehurst Mobile Estates,Dibromoacetic acid,1.10 ppb,0.04 ppb,
Pinehurst Mobile Estates,Dibromochloromethane,4.35 ppb,0.1 ppb,
Pinehurst Mobile Estates,Dichloroacetic acid,0.930 ppb,0.2 ppb,
Pinehurst Mobile Estates,Haloacetic acids (HAA5)†,4.50 ppb,0.1 ppb,60 ppb
Pinehurst Mobile Estates,Total trihalomethanes (TTHMs)†,12.7 ppb,0.15 ppb,80 ppb
Pinehurst Mobile Estates,Trichloroacetic acid,0.990 ppb,0.1 ppb,
Pinehurst Mobile Estates,Barium,144.4 ppb,700 ppb,"2,000 ppb"
Pinehurst Mobile Estates,Fluoride,0.155 ppm,,4 ppm
Pinehurst Mobile Estates,Manganese,61.7 ppb,100 ppb,
Pinehurst Mobile Estates,None,,,
Adams Township Municipal Authority,Bromodichloromethane,0.300 ppb,0.06 ppb,
Adams Township Municipal Authority,Dibromochloromethane,0.283 ppb,0.1 ppb,
Adams Township Municipal Authority,Total trihalomethanes (TTHMs)†,0.977 ppb,0.15 ppb,80 ppb
Adams Township Municipal Authority,Chloroform,0.393 ppb,0.4 ppb,
Adams Township Municipal Authority,None,,,
Belle Vernon Borough Municipal Authority,Bromodichloromethane,8.49 ppb,0.06 ppb,
Belle Vernon Borough Municipal Authority,Chlorite,694.5 ppb,50 ppb,"1,000 ppb"
Belle Vernon Borough Municipal Authority,Chloroform,36.2 ppb,0.4 ppb,
Belle Vernon Borough Municipal Authority,Chromium (hexavalent)*,0.0599 ppb,0.02 ppb,
Belle Vernon Borough Municipal Authority,Dibromoacetic acid,1.64 ppb,0.04 ppb,
Belle Vernon Borough Municipal Authority,Dibromochloromethane,3.42 ppb,0.1 ppb,
Belle Vernon Borough Municipal Authority,Dichloroacetic acid,11.1 ppb,0.2 ppb,
Belle Vernon Borough Municipal Authority,Haloacetic acids (HAA5)†,25.5 ppb,0.1 ppb,60 ppb
Belle Vernon Borough Municipal Authority,Haloacetic acids (HAA9)†,43.9 ppb,0.06 ppb,
Belle Vernon Borough Municipal Authority,Nitrate*,0.938 ppm,0.14 ppm,10 ppm
Belle Vernon Borough Municipal Authority,Total trihalomethanes (TTHMs)†,48.1 ppb,0.15 ppb,80 ppb
Belle Vernon Borough Municipal Authority,Trichloroacetic acid,15.8 ppb,0.1 ppb,
Belle Vernon Borough Municipal Authority,1-Butanol *,2.05 ppb,,
Belle Vernon Borough Municipal Authority,Barium,33.3 ppb,700 ppb,"2,000 ppb"
Belle Vernon Borough Municipal Authority,Bromoform,0.448 ppb,0.5 ppb,
Belle Vernon Borough Municipal Authority,Chlorate*,8.13 ppb,210 ppb,
Belle Vernon Borough Municipal Authority,Chromium (total)*,0.0450 ppb,,100 ppb
Belle Vernon Borough Municipal Authority,Fluoride,0.0408 ppm,,4 ppm
Belle Vernon Borough Municipal Authority,Manganese,3.15 ppb,100 ppb,
Belle Vernon Borough Municipal Authority,Mercury (inorganic)*,0.0667 ppb,1.2 ppb,2 ppb
Belle Vernon Borough Municipal Authority,Monochloroacetic acid,0.514 ppb,53 ppb,
Belle Vernon Borough Municipal Authority,Strontium*,0.0433 ppb,"1,500 ppb",
Belle Vernon Borough Municipal Authority,None,,,
Authority of Boro of Charleroi,Arsenic,0.0523 ppb,0.004 ppb,10 ppb
Authority of Boro of Charleroi,Bromodichloromethane,15.6 ppb,0.06 ppb,
Authority of Boro of Charleroi,Bromoform,1.38 ppb,0.5 ppb,
Authority of Boro of Charleroi,Chloroform,32.0 ppb,0.4 ppb,
Authority of Boro of Charleroi,Dibromoacetic acid,0.889 ppb,0.04 ppb,
Authority of Boro of Charleroi,Dibromochloromethane,8.92 ppb,0.1 ppb,
