Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Licking County Harbor Hills Public Water System,None,,,
Newark City PWS,Atrazine,0.547 ppb,0.1 ppb,3 ppb
Newark City PWS,Bromochloroacetic acid,3.49 ppb,0.02 ppb,
Newark City PWS,Bromodichloromethane,10.1 ppb,0.06 ppb,
Newark City PWS,Chloroform,27.2 ppb,0.4 ppb,
Newark City PWS,Chromium (hexavalent),0.199 ppb,0.02 ppb,
Newark City PWS,Dibromoacetic acid,1.12 ppb,0.04 ppb,
Newark City PWS,Dibromochloromethane,5.07 ppb,0.1 ppb,
Newark City PWS,Dichloroacetic acid,10.9 ppb,0.2 ppb,
Newark City PWS,Haloacetic acids (HAA5)†,16.4 ppb,0.1 ppb,60 ppb
Newark City PWS,Haloacetic acids (HAA9)†,31.3 ppb,0.06 ppb,
Newark City PWS,Nitrate,1.60 ppm,0.14 ppm,10 ppm
Newark City PWS,Nitrate and nitrite,1.65 ppm,0.14 ppm,10 ppm
Newark City PWS,Total trihalomethanes (TTHMs)†,43.1 ppb,0.15 ppb,80 ppb
Newark City PWS,Trichloroacetic acid,4.33 ppb,0.1 ppb,
Newark City PWS,Barium,1.77 ppb,700 ppb,"2,000 ppb"
Newark City PWS,Bromoform,0.708 ppb,0.5 ppb,
Newark City PWS,Chlorate,110.1 ppb,210 ppb,
Newark City PWS,Chromium (total),0.125 ppb,,100 ppb
Newark City PWS,Ethoprop,0.00815 ppb,,
Newark City PWS,Fluoride,0.827 ppm,,4 ppm
Newark City PWS,Manganese,0.152 ppb,100 ppb,
Newark City PWS,Molybdenum,4.04 ppb,40 ppb,
Newark City PWS,Monochloroacetic acid,0.380 ppb,53 ppb,
Newark City PWS,Simazine,0.0750 ppb,0.1 ppb,4 ppb
Newark City PWS,Strontium,0.169 ppb,"1,500 ppb",
Newark City PWS,Vanadium,2.29 ppb,21 ppb,
Newark City PWS,None,,,
Pataskala City,Bromodichloromethane,8.01 ppb,0.06 ppb,
Pataskala City,Bromoform,1.29 ppb,0.5 ppb,
Pataskala City,Chloroform,6.93 ppb,0.4 ppb,
Pataskala City,Dibromoacetic acid,1.80 ppb,0.04 ppb,
Pataskala City,Dibromochloromethane,6.75 ppb,0.1 ppb,
Pataskala City,Dichloroacetic acid,2.39 ppb,0.2 ppb,
Pataskala City,Haloacetic acids (HAA5)†,2.27 ppb,0.1 ppb,60 ppb
Pataskala City,Nitrate,0.667 ppm,0.14 ppm,10 ppm
Pataskala City,Nitrate and nitrite,0.667 ppm,0.14 ppm,10 ppm
Pataskala City,Total trihalomethanes (TTHMs)†,23.0 ppb,0.15 ppb,80 ppb
Pataskala City,Trichloroacetic acid,1.52 ppb,0.1 ppb,
Pataskala City,Fluoride,1.12 ppm,,4 ppm
Pataskala City,Nitrite,0.00111 ppm,,1 ppm
Pataskala City,None,,,
Ananda Village,Arsenic,0.337 ppb,0.004 ppb,10 ppb
Ananda Village,Cadmium,0.320 ppb,0.04 ppb,5 ppb
Ananda Village,Chloroform,10.6 ppb,0.4 ppb,
Ananda Village,Nitrate,0.703 ppm,0.14 ppm,10 ppm
Ananda Village,Nitrate and nitrite,0.885 ppm,0.14 ppm,10 ppm
Ananda Village,"Radium, combined (-226 &amp; -228)",1.56 pCi/L,0.05 pCi/L,5 pCi/L
Ananda Village,Uranium,0.97 pCi/L,0.43 pCi/L,20 pCi/L
Ananda Village,Aluminum,20.4 ppb,600 ppb,
Ananda Village,Barium,23.4 ppb,700 ppb,"2,000 ppb"
Ananda Village,Carbon tetrachloride,0.124 ppb,0.1 ppb,5 ppb
Ananda Village,Chromium (total),0.155 ppb,,100 ppb
Ananda Village,Manganese,6.12 ppb,100 ppb,
Ananda Village,Mercury (inorganic),0.102 ppb,1.2 ppb,2 ppb
Ananda Village,Selenium,0.255 ppb,30 ppb,50 ppb
Ananda Village,Silver,0.609 ppb,,
Ananda Village,None,,,
Southwest Licking Community Water,Arsenic,0.870 ppb,0.004 ppb,10 ppb
Southwest Licking Community Water,Bromodichloromethane,8.24 ppb,0.06 ppb,
Southwest Licking Community Water,Chloroform,11.2 ppb,0.4 ppb,
Southwest Licking Community Water,Dibromoacetic acid,2.10 ppb,0.04 ppb,
Southwest Licking Community Water,Dibromochloromethane,5.23 ppb,0.1 ppb,
Southwest Licking Community Water,Dichloroacetic acid,4.80 ppb,0.2 ppb,
Southwest Licking Community Water,Haloacetic acids (HAA5)†,10.9 ppb,0.1 ppb,60 ppb
Southwest Licking Community Water,Haloacetic acids (HAA9)†,14.6 ppb,0.06 ppb,
Southwest Licking Community Water,"Radium, combined (-226 &amp; -228)",0.26 pCi/L,0.05 pCi/L,5 pCi/L
Southwest Licking Community Water,Total trihalomethanes (TTHMs)†,25.4 ppb,0.15 ppb,80 ppb
Southwest Licking Community Water,Trichloroacetic acid,3.52 ppb,0.1 ppb,
Southwest Licking Community Water,"1,4-Dioxane",0.0950 ppb,0.35 ppb,
Southwest Licking Community Water,Barium,23.9 ppb,700 ppb,"2,000 ppb"
Southwest Licking Community Water,Bromoform,0.770 ppb,0.5 ppb,
Southwest Licking Community Water,Chromium (total),0.323 ppb,,100 ppb
Southwest Licking Community Water,Fluoride,0.770 ppm,,4 ppm
Southwest Licking Community Water,Manganese,63.5 ppb,100 ppb,
Southwest Licking Community Water,Molybdenum,28.3 ppb,40 ppb,
Southwest Licking Community Water,Monobromoacetic acid,0.509 ppb,25 ppb,
Southwest Licking Community Water,Nitrate,0.0660 ppm,0.14 ppm,10 ppm
Southwest Licking Community Water,Strontium,2.38 ppb,"1,500 ppb",
Southwest Licking Community Water,None,,,
St. Louisville Village Public Water System,Bromodichloromethane,6.26 ppb,0.06 ppb,
St. Louisville Village Public Water System,Chloroform,7.36 ppb,0.4 ppb,
St. Louisville Village Public Water System,Dibromoacetic acid,0.467 ppb,0.04 ppb,
St. Louisville Village Public Water System,Dibromochloromethane,3.53 ppb,0.1 ppb,
St. Louisville Village Public Water System,Dichloroacetic acid,3.60 ppb,0.2 ppb,
St. Louisville Village Public Water System,Haloacetic acids (HAA5)†,3.60 ppb,0.1 ppb,60 ppb
St. Louisville Village Public Water System,Total trihalomethanes (TTHMs)†,17.6 ppb,0.15 ppb,80 ppb
St. Louisville Village Public Water System,Trichloroacetic acid,1.95 ppb,0.1 ppb,
St. Louisville Village Public Water System,Barium,121.0 ppb,700 ppb,"2,000 ppb"
St. Louisville Village Public Water System,Bromoform,0.463 ppb,0.5 ppb,
St. Louisville Village Public Water System,Nitrate,0.0350 ppm,0.14 ppm,10 ppm
St. Louisville Village Public Water System,Nitrate and nitrite,0.0350 ppm,0.14 ppm,10 ppm
St. Louisville Village Public Water System,None,,,
Suburban Mobile Home Park,Fluoride,0.226 ppm,,4 ppm
Suburban Mobile Home Park,None,,,
Utica Village Public Water System,Bromodichloromethane,2.12 ppb,0.06 ppb,
Utica Village Public Water System,Chloroform,2.47 ppb,0.4 ppb,
Utica Village Public Water System,Dibromochloromethane,1.57 ppb,0.1 ppb,
Utica Village Public Water System,Dichloroacetic acid,0.525 ppb,0.2 ppb,
Utica Village Public Water System,Total trihalomethanes (TTHMs)†,6.12 ppb,0.15 ppb,80 ppb
Utica Village Public Water System,Trichloroacetic acid,0.433 ppb,0.1 ppb,
Utica Village Public Water System,Barium,113.0 ppb,700 ppb,"2,000 ppb"
Utica Village Public Water System,Bromoform,0.205 ppb,0.5 ppb,
Utica Village Public Water System,Fluoride,0.400 ppm,,4 ppm
Utica Village Public Water System,None,,,
Bear Valley Mobile Home Park,Chromium (hexavalent),3.16 ppb,0.02 ppb,
Bear Valley Mobile Home Park,Nitrate,0.865 ppm,0.14 ppm,10 ppm
Bear Valley Mobile Home Park,Nitrate and nitrite,0.900 ppm,0.14 ppm,10 ppm
Bear Valley Mobile Home Park,Uranium,1.70 pCi/L,0.43 pCi/L,20 pCi/L
Bear Valley Mobile Home Park,Aluminum,75.0 ppb,600 ppb,
Bear Valley Mobile Home Park,Bromoform,0.467 ppb,0.5 ppb,
Bear Valley Mobile Home Park,Fluoride,0.426 ppm,,4 ppm
Bear Valley Mobile Home Park,Manganese,13.5 ppb,100 ppb,
Bear Valley Mobile Home Park,Vanadium,5.85 ppb,21 ppb,
Bear Valley Mobile Home Park,None,,,
Wilkins Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.73 pCi/L,0.05 pCi/L,5 pCi/L
Wilkins Mobile Home Park,Barium,95.0 ppb,700 ppb,"2,000 ppb"
Wilkins Mobile Home Park,Chloroform,0.0833 ppb,0.4 ppb,
Wilkins Mobile Home Park,Dichloroacetic acid,0.250 ppb,0.2 ppb,
Wilkins Mobile Home Park,Fluoride,0.0870 ppm,,4 ppm
Wilkins Mobile Home Park,None,,,
Winding Creek Estates,Chloroform,7.75 ppb,0.4 ppb,
Winding Creek Estates,Dichloroacetic acid,8.10 ppb,0.2 ppb,
Winding Creek Estates,Haloacetic acids (HAA5)†,10.00 ppb,0.1 ppb,60 ppb
Winding Creek Estates,"Radium, combined (-226 &amp; -228)",2.39 pCi/L,0.05 pCi/L,5 pCi/L
Winding Creek Estates,Total trihalomethanes (TTHMs)†,7.75 ppb,0.15 ppb,80 ppb
Winding Creek Estates,Barium,221.0 ppb,700 ppb,"2,000 ppb"
Winding Creek Estates,Fluoride,0.825 ppm,,4 ppm
Winding Creek Estates,Monochloroacetic acid,1.90 ppb,53 ppb,
Winding Creek Estates,None,,,
Ashley Village Public Water System,Atrazine*,0.376 ppb,0.1 ppb,3 ppb
Ashley Village Public Water System,Bromodichloromethane,6.47 ppb,0.06 ppb,
Ashley Village Public Water System,Chlorate*,431.4 ppb,210 ppb,
Ashley Village Public Water System,Chloroform,15.2 ppb,0.4 ppb,
Ashley Village Public Water System,Chromium (hexavalent)*,0.296 ppb,0.02 ppb,
Ashley Village Public Water System,Dibromoacetic acid,0.324 ppb,0.04 ppb,
Ashley Village Public Water System,Dibromochloromethane,3.23 ppb,0.1 ppb,
Ashley Village Public Water System,Dichloroacetic acid,5.66 ppb,0.2 ppb,
Ashley Village Public Water System,Haloacetic acids (HAA5)†,10.9 ppb,0.1 ppb,60 ppb
Ashley Village Public Water System,Haloacetic acids (HAA9)*†,46.5 ppb,0.06 ppb,
Ashley Village Public Water System,Nitrate*,0.747 ppm,0.14 ppm,10 ppm
Ashley Village Public Water System,Nitrate and nitrite*,0.747 ppm,0.14 ppm,10 ppm
Ashley Village Public Water System,"Radium, combined (-226 &amp; -228)*",0.35 pCi/L,0.05 pCi/L,5 pCi/L
Ashley Village Public Water System,Total trihalomethanes (TTHMs)†,25.5 ppb,0.15 ppb,80 ppb
Ashley Village Public Water System,Trichloroacetic acid,6.66 ppb,0.1 ppb,
Ashley Village Public Water System,Barium*,9.91 ppb,700 ppb,"2,000 ppb"
Ashley Village Public Water System,Bromoform,0.613 ppb,0.5 ppb,
Ashley Village Public Water System,Chromium (total)*,0.168 ppb,,100 ppb
Ashley Village Public Water System,Fluoride*,0.986 ppm,,4 ppm
Ashley Village Public Water System,Manganese*,0.309 ppb,100 ppb,
Ashley Village Public Water System,Molybdenum*,10.6 ppb,40 ppb,
Ashley Village Public Water System,Monobromoacetic acid*,0.0457 ppb,25 ppb,
Ashley Village Public Water System,Monochloroacetic acid,0.241 ppb,53 ppb,
Ashley Village Public Water System,Simazine*,0.0810 ppb,0.1 ppb,4 ppb
Ashley Village Public Water System,Strontium*,0.566 ppb,"1,500 ppb",
Ashley Village Public Water System,Toluene*,0.0826 ppb,150 ppb,"1,000 ppb"
Ashley Village Public Water System,Vanadium*,0.0569 ppb,21 ppb,
Ashley Village Public Water System,Xylenes (total)*,0.113 ppb,"1,800 ppb","10,000 ppb"
Ashley Village Public Water System,None,,,
Candlewood Lake Association Inc.,Arsenic,0.948 ppb,0.004 ppb,10 ppb
Candlewood Lake Association Inc.,Bromodichloromethane,7.05 ppb,0.06 ppb,
Candlewood Lake Association Inc.,Chloroform,18.2 ppb,0.4 ppb,
Candlewood Lake Association Inc.,Dibromochloromethane,2.55 ppb,0.1 ppb,
Candlewood Lake Association Inc.,Dichloroacetic acid,6.65 ppb,0.2 ppb,
Candlewood Lake Association Inc.,Haloacetic acids (HAA5)†,12.0 ppb,0.1 ppb,60 ppb
Candlewood Lake Association Inc.,"Radium, combined (-226 &amp; -228)",2.58 pCi/L,0.05 pCi/L,5 pCi/L
Candlewood Lake Association Inc.,Total trihalomethanes (TTHMs)†,27.8 ppb,0.15 ppb,80 ppb
Candlewood Lake Association Inc.,Trichloroacetic acid,6.26 ppb,0.1 ppb,
Candlewood Lake Association Inc.,Barium,87.0 ppb,700 ppb,"2,000 ppb"
Candlewood Lake Association Inc.,Fluoride,0.590 ppm,,4 ppm
Candlewood Lake Association Inc.,None,,,
Cardington Village Public Water System,Bromodichloromethane,9.70 ppb,0.06 ppb,
Cardington Village Public Water System,Chloroform,17.7 ppb,0.4 ppb,
Cardington Village Public Water System,Dibromoacetic acid,0.208 ppb,0.04 ppb,
Cardington Village Public Water System,Dibromochloromethane,3.73 ppb,0.1 ppb,
Cardington Village Public Water System,Dichloroacetic acid,5.68 ppb,0.2 ppb,
Cardington Village Public Water System,Haloacetic acids (HAA5)†,10.8 ppb,0.1 ppb,60 ppb
Cardington Village Public Water System,Haloacetic acids (HAA9)†,12.3 ppb,0.06 ppb,
Cardington Village Public Water System,Total trihalomethanes (TTHMs)†,31.2 ppb,0.15 ppb,80 ppb
Cardington Village Public Water System,Trichloroacetic acid,4.78 ppb,0.1 ppb,
Cardington Village Public Water System,Bromoform,0.104 ppb,0.5 ppb,
Cardington Village Public Water System,Fluoride,1.28 ppm,,4 ppm
Cardington Village Public Water System,Manganese,0.846 ppb,100 ppb,
Cardington Village Public Water System,Monobromoacetic acid,0.133 ppb,25 ppb,
Cardington Village Public Water System,Nitrate,0.117 ppm,0.14 ppm,10 ppm
Cardington Village Public Water System,Nitrate and nitrite,0.117 ppm,0.14 ppm,10 ppm
Cardington Village Public Water System,None,,,
Del-Co Water Company Inc.,Atrazine,0.376 ppb,0.1 ppb,3 ppb
Del-Co Water Company Inc.,Bromodichloromethane,11.2 ppb,0.06 ppb,
Del-Co Water Company Inc.,Chlorate,431.4 ppb,210 ppb,
Del-Co Water Company Inc.,Chloroform,37.1 ppb,0.4 ppb,
Del-Co Water Company Inc.,Chromium (hexavalent),0.296 ppb,0.02 ppb,
Del-Co Water Company Inc.,Dibromoacetic acid,0.290 ppb,0.04 ppb,
Del-Co Water Company Inc.,Dibromochloromethane,2.87 ppb,0.1 ppb,
Del-Co Water Company Inc.,Dichloroacetic acid,15.9 ppb,0.2 ppb,
Del-Co Water Company Inc.,Haloacetic acids (HAA5)†,34.2 ppb,0.1 ppb,60 ppb
Del-Co Water Company Inc.,Haloacetic acids (HAA9)†,46.5 ppb,0.06 ppb,
Del-Co Water Company Inc.,Nitrate,0.747 ppm,0.14 ppm,10 ppm
Del-Co Water Company Inc.,Nitrate and nitrite,0.747 ppm,0.14 ppm,10 ppm
Del-Co Water Company Inc.,"Radium, combined (-226 &amp; -228)",0.35 pCi/L,0.05 pCi/L,5 pCi/L
Del-Co Water Company Inc.,Total trihalomethanes (TTHMs)†,51.5 ppb,0.15 ppb,80 ppb
Del-Co Water Company Inc.,Trichloroacetic acid,16.8 ppb,0.1 ppb,
Del-Co Water Company Inc.,Barium,9.91 ppb,700 ppb,"2,000 ppb"
Del-Co Water Company Inc.,Bromoform,0.0161 ppb,0.5 ppb,
Del-Co Water Company Inc.,Chromium (total),0.168 ppb,,100 ppb
Del-Co Water Company Inc.,Fluoride,0.986 ppm,,4 ppm
Del-Co Water Company Inc.,Manganese,0.309 ppb,100 ppb,
Del-Co Water Company Inc.,Molybdenum,10.6 ppb,40 ppb,
Del-Co Water Company Inc.,Monobromoacetic acid,0.0457 ppb,25 ppb,
Del-Co Water Company Inc.,Monochloroacetic acid,1.20 ppb,53 ppb,
Del-Co Water Company Inc.,Simazine,0.0810 ppb,0.1 ppb,4 ppb
Del-Co Water Company Inc.,Strontium,0.566 ppb,"1,500 ppb",
Del-Co Water Company Inc.,Toluene,0.0826 ppb,150 ppb,"1,000 ppb"
Del-Co Water Company Inc.,Vanadium,0.0569 ppb,21 ppb,
Del-Co Water Company Inc.,Xylenes (total),0.113 ppb,"1,800 ppb","10,000 ppb"
Del-Co Water Company Inc.,None,,,
Delaware City PWS,Arsenic,0.555 ppb,0.004 ppb,10 ppb
Delaware City PWS,Atrazine,0.435 ppb,0.1 ppb,3 ppb
Delaware City PWS,Bromodichloromethane,5.64 ppb,0.06 ppb,
Delaware City PWS,Chloroform,16.3 ppb,0.4 ppb,
Delaware City PWS,Chromium (hexavalent),0.273 ppb,0.02 ppb,
Delaware City PWS,Dibromoacetic acid,0.375 ppb,0.04 ppb,
Delaware City PWS,Dibromochloromethane,2.24 ppb,0.1 ppb,
Delaware City PWS,Dichloroacetic acid,6.76 ppb,0.2 ppb,
Delaware City PWS,Haloacetic acids (HAA5)†,10.3 ppb,0.1 ppb,60 ppb
Delaware City PWS,Haloacetic acids (HAA9)†,8.05 ppb,0.06 ppb,
Delaware City PWS,Nitrate,0.619 ppm,0.14 ppm,10 ppm
Delaware City PWS,Nitrate and nitrite,0.619 ppm,0.14 ppm,10 ppm
Delaware City PWS,Total trihalomethanes (TTHMs)†,24.9 ppb,0.15 ppb,80 ppb
Delaware City PWS,Trichloroacetic acid,4.33 ppb,0.1 ppb,
Delaware City PWS,Barium,30.8 ppb,700 ppb,"2,000 ppb"
Delaware City PWS,Bromoform,0.0579 ppb,0.5 ppb,
Delaware City PWS,Chromium (total),0.174 ppb,,100 ppb
Delaware City PWS,Fluoride,1.05 ppm,,4 ppm
Delaware City PWS,Manganese,11.9 ppb,100 ppb,
Delaware City PWS,Molybdenum,5.89 ppb,40 ppb,
Delaware City PWS,Monochloroacetic acid,0.0634 ppb,53 ppb,
Delaware City PWS,Simazine,0.0748 ppb,0.1 ppb,4 ppb
Delaware City PWS,Strontium,1.99 ppb,"1,500 ppb",
Delaware City PWS,Toluene,0.109 ppb,150 ppb,"1,000 ppb"
Delaware City PWS,Vanadium,0.543 ppb,21 ppb,
Delaware City PWS,Xylenes (total),0.0627 ppb,"1,800 ppb","10,000 ppb"
Delaware City PWS,None,,,
Lakeview Estates,Nitrate,2.45 ppm,0.14 ppm,10 ppm
Lakeview Estates,Nitrate and nitrite,2.77 ppm,0.14 ppm,10 ppm
