Utility name,City,People served,Zip
Wilkins Mobile Home Park,Newark,Population served: 115,43008
Winding Creek Estates,Newark,Population served: 57,43008
Christiansburg Village Public Water System,Christiansburg,Population served: 599,43009
Grandview Heights Civic Association Public Water System,St Paris,Population served: 120,43009
Mechanicsburg Village Public Water System,Mechanicsburg,"Population served: 1,644",43009
North Lewisburg Village Public Water System,North Lewisburg,"Population served: 1,850",43009
Saint Paris Village Public Water System,Saint Paris,"Population served: 2,089",43009
Spring Meadows Care Center,Bedford Heights,Population served: 41,43009
Sunset Terrace Mobile Home Park,Bradford,Population served: 70,43009
Urbana City PWS,Urbana,"Population served: 11,500",43009
Valley View Mobile Home Park,Urbana,Population served: 70,43009
Brookwood Mobile Home Park Public Water System,New Carlisle,Population served: 145,43010
Catawba Village Public Water System,Catawba,Population served: 296,43010
Chateau Estates Ltd.,Dayton,Population served: 236,43010
City of Springfield,Springfield,"Population served: 59,357",43010
,,Population served: 0,43010
Clark County Green Meadows 2 Public Water System,Springfield,"Population served: 2,000",43010
Clark County Limecrest Public Water System,Springfield,Population served: 120,43010
Clark County Maplewood Public Water System,Springfield,Population served: 500,43010
Clark County Northridge 1 Public Water System,Springfield,"Population served: 9,800",43010
Clark County Park Layne Public Water System,Springfield,"Population served: 6,600",43010
Clark County Rockway Public Water System,Springfield,Population served: 450,43010
Country Haven Mobile Home Park Public Water System,Milford,Population served: 234,43010
Edgewood Mobile Home Park,Springfield,Population served: 80,43010
Enon Heights Mobile Home,Enon,Population served: 65,43010
"Enon, Village of Public Water System",Enon,"Population served: 2,415",43010
Fairway Terrace Mobile Home Park Public Water System,Medway,Population served: 800,43010
Garden Acres Water Company Public Water System,Springfield,Population served: 241,43010
Greenlawn Condos,Springfield,Population served: 190,43010
Honeycreek Village Mobile Home Park Public Water System,New Carlisle,Population served: 225,43010
La Hacienda Apartments,Springfield,Population served: 150,43010
Lawrenceville Village Public Water System,Springfield,Population served: 302,43010
New Carlisle City Public Water System,New Carlisle,"Population served: 5,735",43010
North Hampton Village Public Water System,North Hampton,Population served: 490,43010
Park Terrace Mobile Home Park,Dayton,Population served: 100,43010
Rolling Terrace Mobile Home Park,Troy,Population served: 100,43010
South Charleston Village Public Water System,South Charleston,"Population served: 1,660",43010
"South Vienna, Village of",South Vienna,Population served: 565,43010
Del-Co Water Company Inc.,"Delaware, OH","Population served:141,407",43011
Newark City PWS,"Newark, OH","Population served:47,573",43011
Delaware City PWS,"Delaware, OH","Population served:34,982",43011
Mount Vernon City PWS,"Mount Vernon, OH","Population served:17,837",43011
Southwest Licking Community Water,"Etna, OH","Population served:12,088",43011
Alexandria Village Public Water System,Alexandria,Population served: 479,43013
Ashley Village Public Water System,Ashley,"Population served: 1,286",43013
"Buckeye Lake, Village of Public Water System",Buckeye Lake,"Population served: 2,746",43013
City of Heath PWS,Heath,"Population served: 10,000",43013
Country Hills Mobile Home Park,Newark,Population served: 48,43013
Del-Co Water Company Inc.,Delaware,"Population served: 141,407",43013
Delaware City PWS,Delaware,"Population served: 34,982",43013
"Granville, Village of",Granville,"Population served: 5,646",43013
Green Meadows Mobile Home Park,Johnstown,Population served: 50,43013
Hebron Village Public Water System,Hebron,"Population served: 2,360",43013
Johnstown Village Public Water System,Johnstown,"Population served: 4,806",43013
Licking County Harbor Hills Public Water System,Newark,Population served: 938,43013
Licking County Prescott Estates,Newark,Population served: 425,43013
Newark City PWS,Newark,"Population served: 47,573",43013
Pataskala City,Pataskala,"Population served: 9,100",43013
,,Population served: 0,43013
Southwest Licking Community Water,Etna,"Population served: 12,088",43013
St. Louisville Village Public Water System,St. Louisville,Population served: 374,43013
Suburban Mobile Home Park,Heath,Population served: 48,43013
Utica Village Public Water System,Utica,"Population served: 2,235",43013
Valley Mobile Home Park,Newark,Population served: 88,43013
Wilkins Mobile Home Park,Newark,Population served: 115,43013
Winding Creek Estates,Newark,Population served: 57,43013
,,Population served: 0,43014
Colonial Terrace Mobile Home Park,Mount Vernon,Population served: 84,43014
Danville Village Public Water System,Danville,"Population served: 1,044",43014
Fredericktown Village,Fredericktown,"Population served: 2,493",43014
Gambier Village Public Water System,Gambier,"Population served: 2,391",43014
Knox County Water and Wastewater Public Water System,Mount Vernon,"Population served: 7,500",43014
Martinsburg Village Public Water System,Martinsburg,Population served: 185,43014
Mount Vernon City PWS,Mount Vernon,"Population served: 17,837",43014
Westgate Mobile Home Community,Clinton Twp,Population served: 150,43014
Ashley Village Public Water System,Ashley,"Population served: 1,286",43015
Del-Co Water Company Inc.,Delaware,"Population served: 141,407",43015
Delaware City PWS,Delaware,"Population served: 34,982",43015
Hillcrest Mobile Home Park Public Water System,Marysville,Population served: 338,43015
Marysville City PWS,Marysville,"Population served: 22,800",43015
Milford Center Village Public Water System,Milford Center,"Population served: 1,669",43015
Richwood Village Public Water System,Richwood,"Population served: 2,156",43015
Columbus Public Water System,"Columbus, OH","Population served:1,159,817",43016
Del-Co Water Company Inc.,"Delaware, OH","Population served:141,407",43016
Westerville City PWS,"Westerville, OH","Population served:38,000",43016
Reynoldsburg City PWS,"Reynoldsburg, OH","Population served:35,893",43016
Delaware City PWS,"Delaware, OH","Population served:34,982",43016
Columbus Public Water System,"Columbus, OH","Population served:1,159,817",43017
Del-Co Water Company Inc.,"Delaware, OH","Population served:141,407",43017
Westerville City PWS,"Westerville, OH","Population served:38,000",43017
Reynoldsburg City PWS,"Reynoldsburg, OH","Population served:35,893",43017
Delaware City PWS,"Delaware, OH","Population served:34,982",43017
Alexandria Village Public Water System,Alexandria,Population served: 479,43018
"Buckeye Lake, Village of Public Water System",Buckeye Lake,"Population served: 2,746",43018
City of Heath PWS,Heath,"Population served: 10,000",43018
Country Hills Mobile Home Park,Newark,Population served: 48,43018
"Granville, Village of",Granville,"Population served: 5,646",43018
Green Meadows Mobile Home Park,Johnstown,Population served: 50,43018
Hebron Village Public Water System,Hebron,"Population served: 2,360",43018
Johnstown Village Public Water System,Johnstown,"Population served: 4,806",43018
Licking County Harbor Hills Public Water System,Newark,Population served: 938,43018
Licking County Prescott Estates,Newark,Population served: 425,43018
Newark City PWS,Newark,"Population served: 47,573",43018
Pataskala City,Pataskala,"Population served: 9,100",43018
,,Population served: 0,43018
Southwest Licking Community Water,Etna,"Population served: 12,088",43018
St. Louisville Village Public Water System,St. Louisville,Population served: 374,43018
Suburban Mobile Home Park,Heath,Population served: 48,43018
Utica Village Public Water System,Utica,"Population served: 2,235",43018
Valley Mobile Home Park,Newark,Population served: 88,43018
Wilkins Mobile Home Park,Newark,Population served: 115,43018
Winding Creek Estates,Newark,Population served: 57,43018
Mansfield City,"Mansfield, OH","Population served:51,000",43019
Mount Vernon City PWS,"Mount Vernon, OH","Population served:17,837",43019
Shelby City,"Shelby, OH","Population served:9,317",43019
Knox County Water and Wastewater Public Water System,"Mount Vernon, OH","Population served:7,500",43019
Ontario City,"Ontario, OH","Population served:6,225",43019
Lexington Village,"Lexington, OH","Population served:4,320",43019
Mount Gilead Village Public Water System,"Mount Gilead, OH","Population served:3,660",43019
Fredericktown Village,"Fredericktown, OH","Population served:2,493",43019
Gambier Village Public Water System,"Gambier, OH","Population served:2,391",43019
Cardington Village Public Water System,"Cardington, OH","Population served:2,046",43019
Ashley Village Public Water System,Ashley,"Population served: 1,286",43021
Del-Co Water Company Inc.,Delaware,"Population served: 141,407",43021
Delaware City PWS,Delaware,"Population served: 34,982",43021
,,Population served: 0,43022
Colonial Terrace Mobile Home Park,Mount Vernon,Population served: 84,43022
Danville Village Public Water System,Danville,"Population served: 1,044",43022
Fredericktown Village,Fredericktown,"Population served: 2,493",43022
Gambier Village Public Water System,Gambier,"Population served: 2,391",43022
Knox County Water and Wastewater Public Water System,Mount Vernon,"Population served: 7,500",43022
Martinsburg Village Public Water System,Martinsburg,Population served: 185,43022
Mount Vernon City PWS,Mount Vernon,"Population served: 17,837",43022
Westgate Mobile Home Community,Clinton Twp,Population served: 150,43022
Alexandria Village Public Water System,Alexandria,Population served: 479,43023
"Buckeye Lake, Village of Public Water System",Buckeye Lake,"Population served: 2,746",43023
City of Heath PWS,Heath,"Population served: 10,000",43023
Country Hills Mobile Home Park,Newark,Population served: 48,43023
"Granville, Village of",Granville,"Population served: 5,646",43023
Green Meadows Mobile Home Park,Johnstown,Population served: 50,43023
Hebron Village Public Water System,Hebron,"Population served: 2,360",43023
Johnstown Village Public Water System,Johnstown,"Population served: 4,806",43023
Licking County Harbor Hills Public Water System,Newark,Population served: 938,43023
Licking County Prescott Estates,Newark,Population served: 425,43023
Newark City PWS,Newark,"Population served: 47,573",43023
Pataskala City,Pataskala,"Population served: 9,100",43023
,,Population served: 0,43023
Southwest Licking Community Water,Etna,"Population served: 12,088",43023
St. Louisville Village Public Water System,St. Louisville,Population served: 374,43023
Suburban Mobile Home Park,Heath,Population served: 48,43023
Utica Village Public Water System,Utica,"Population served: 2,235",43023
Valley Mobile Home Park,Newark,Population served: 88,43023
Wilkins Mobile Home Park,Newark,Population served: 115,43023
Winding Creek Estates,Newark,Population served: 57,43023
Alexandria Village Public Water System,Alexandria,Population served: 479,43025
"Buckeye Lake, Village of Public Water System",Buckeye Lake,"Population served: 2,746",43025
City of Heath PWS,Heath,"Population served: 10,000",43025
Country Hills Mobile Home Park,Newark,Population served: 48,43025
"Granville, Village of",Granville,"Population served: 5,646",43025
Green Meadows Mobile Home Park,Johnstown,Population served: 50,43025
Hebron Village Public Water System,Hebron,"Population served: 2,360",43025
Johnstown Village Public Water System,Johnstown,"Population served: 4,806",43025
Licking County Harbor Hills Public Water System,Newark,Population served: 938,43025
Licking County Prescott Estates,Newark,Population served: 425,43025
Newark City PWS,Newark,"Population served: 47,573",43025
Pataskala City,Pataskala,"Population served: 9,100",43025
,,Population served: 0,43025
Southwest Licking Community Water,Etna,"Population served: 12,088",43025
St. Louisville Village Public Water System,St. Louisville,Population served: 374,43025
Suburban Mobile Home Park,Heath,Population served: 48,43025
Utica Village Public Water System,Utica,"Population served: 2,235",43025
Valley Mobile Home Park,Newark,Population served: 88,43025
Wilkins Mobile Home Park,Newark,Population served: 115,43025
Winding Creek Estates,Newark,Population served: 57,43025
Alexandria Village Public Water System,Alexandria,Population served: 479,43027
"Buckeye Lake, Village of Public Water System",Buckeye Lake,"Population served: 2,746",43027
City of Heath PWS,Heath,"Population served: 10,000",43027
Country Hills Mobile Home Park,Newark,Population served: 48,43027
"Granville, Village of",Granville,"Population served: 5,646",43027
Green Meadows Mobile Home Park,Johnstown,Population served: 50,43027
Hebron Village Public Water System,Hebron,"Population served: 2,360",43027
Johnstown Village Public Water System,Johnstown,"Population served: 4,806",43027
Licking County Harbor Hills Public Water System,Newark,Population served: 938,43027
Licking County Prescott Estates,Newark,Population served: 425,43027
Newark City PWS,Newark,"Population served: 47,573",43027
Pataskala City,Pataskala,"Population served: 9,100",43027
,,Population served: 0,43027
Southwest Licking Community Water,Etna,"Population served: 12,088",43027
St. Louisville Village Public Water System,St. Louisville,Population served: 374,43027
Suburban Mobile Home Park,Heath,Population served: 48,43027
Utica Village Public Water System,Utica,"Population served: 2,235",43027
Valley Mobile Home Park,Newark,Population served: 88,43027
Wilkins Mobile Home Park,Newark,Population served: 115,43027
Winding Creek Estates,Newark,Population served: 57,43027
,,Population served: 0,43028
Colonial Terrace Mobile Home Park,Mount Vernon,Population served: 84,43028
Danville Village Public Water System,Danville,"Population served: 1,044",43028
Fredericktown Village,Fredericktown,"Population served: 2,493",43028
Gambier Village Public Water System,Gambier,"Population served: 2,391",43028
Knox County Water and Wastewater Public Water System,Mount Vernon,"Population served: 7,500",43028
Martinsburg Village Public Water System,Martinsburg,Population served: 185,43028
Mount Vernon City PWS,Mount Vernon,"Population served: 17,837",43028
Westgate Mobile Home Community,Clinton Twp,Population served: 150,43028
Camp Wissalohican Water System,London,Population served: 30,43029
Choctaw Utilities Inc.,London,"Population served: 2,000",43029
Cordles Mobile Home Park,London,Population served: 40,43029
Greentree Mobile Home Park,Galloway,Population served: 170,43029
Hillcrest Mobile Home Park Public Water System,Marysville,Population served: 338,43029
London City Public Water System,London,"Population served: 8,871",43029
Marysville City PWS,Marysville,"Population served: 22,800",43029
Milford Center Village Public Water System,Milford Center,"Population served: 1,669",43029
Mount Sterling Village Public Water System,Mount Sterling,"Population served: 1,860",43029
Odrc-london Correctional,Columbus,"Population served: 5,769",43029
Picket Fences Mobile Home Community,West Jefferson,Population served: 27,43029
Plain City Village Public Water System,Plain City,"Population served: 4,235",43029
Plumwood Mobile Home Park,Columbus,Population served: 96,43029
Richwood Village Public Water System,Richwood,"Population served: 2,156",43029
Rosedale Bible Institute,Irwin,Population served: 110,43029
South Solon Village Public Water System,South Solon,Population served: 395,43029
Spring Valley Mobile Home Park,London,Population served: 96,43029
Suburbans Community Mobile Home Park,Columbus,Population served: 655,43029
West Jefferson Village Public Water System,West Jefferson,"Population served: 4,331",43029
Alexandria Village Public Water System,Alexandria,Population served: 479,43030
"Buckeye Lake, Village of Public Water System",Buckeye Lake,"Population served: 2,746",43030
City of Heath PWS,Heath,"Population served: 10,000",43030
Country Hills Mobile Home Park,Newark,Population served: 48,43030
"Granville, Village of",Granville,"Population served: 5,646",43030
Green Meadows Mobile Home Park,Johnstown,Population served: 50,43030
Hebron Village Public Water System,Hebron,"Population served: 2,360",43030
Johnstown Village Public Water System,Johnstown,"Population served: 4,806",43030
Licking County Harbor Hills Public Water System,Newark,Population served: 938,43030
Licking County Prescott Estates,Newark,Population served: 425,43030
Newark City PWS,Newark,"Population served: 47,573",43030
Pataskala City,Pataskala,"Population served: 9,100",43030
,,Population served: 0,43030
Southwest Licking Community Water,Etna,"Population served: 12,088",43030
St. Louisville Village Public Water System,St. Louisville,Population served: 374,43030
Suburban Mobile Home Park,Heath,Population served: 48,43030
Utica Village Public Water System,Utica,"Population served: 2,235",43030
Valley Mobile Home Park,Newark,Population served: 88,43030
Wilkins Mobile Home Park,Newark,Population served: 115,43030
Winding Creek Estates,Newark,Population served: 57,43030
Alexandria Village Public Water System,Alexandria,Population served: 479,43031
Ashley Village Public Water System,Ashley,"Population served: 1,286",43031
"Buckeye Lake, Village of Public Water System",Buckeye Lake,"Population served: 2,746",43031
City of Heath PWS,Heath,"Population served: 10,000",43031
Country Hills Mobile Home Park,Newark,Population served: 48,43031
Del-Co Water Company Inc.,Delaware,"Population served: 141,407",43031
Delaware City PWS,Delaware,"Population served: 34,982",43031
"Granville, Village of",Granville,"Population served: 5,646",43031
Green Meadows Mobile Home Park,Johnstown,Population served: 50,43031
Hebron Village Public Water System,Hebron,"Population served: 2,360",43031
Johnstown Village Public Water System,Johnstown,"Population served: 4,806",43031
Licking County Harbor Hills Public Water System,Newark,Population served: 938,43031
Licking County Prescott Estates,Newark,Population served: 425,43031
Newark City PWS,Newark,"Population served: 47,573",43031
Pataskala City,Pataskala,"Population served: 9,100",43031
,,Population served: 0,43031
Southwest Licking Community Water,Etna,"Population served: 12,088",43031
St. Louisville Village Public Water System,St. Louisville,Population served: 374,43031
Suburban Mobile Home Park,Heath,Population served: 48,43031
Utica Village Public Water System,Utica,"Population served: 2,235",43031
Valley Mobile Home Park,Newark,Population served: 88,43031
Wilkins Mobile Home Park,Newark,Population served: 115,43031
Winding Creek Estates,Newark,Population served: 57,43031
Ashley Village Public Water System,Ashley,"Population served: 1,286",43032
Del-Co Water Company Inc.,Delaware,"Population served: 141,407",43032
Delaware City PWS,Delaware,"Population served: 34,982",43032
Alexandria Village Public Water System,Alexandria,Population served: 479,43033
"Buckeye Lake, Village of Public Water System",Buckeye Lake,"Population served: 2,746",43033
City of Heath PWS,Heath,"Population served: 10,000",43033
Country Hills Mobile Home Park,Newark,Population served: 48,43033
"Granville, Village of",Granville,"Population served: 5,646",43033
Green Meadows Mobile Home Park,Johnstown,Population served: 50,43033
Hebron Village Public Water System,Hebron,"Population served: 2,360",43033
Johnstown Village Public Water System,Johnstown,"Population served: 4,806",43033
Licking County Harbor Hills Public Water System,Newark,Population served: 938,43033
Licking County Prescott Estates,Newark,Population served: 425,43033
Newark City PWS,Newark,"Population served: 47,573",43033
Pataskala City,Pataskala,"Population served: 9,100",43033
,,Population served: 0,43033
Southwest Licking Community Water,Etna,"Population served: 12,088",43033
St. Louisville Village Public Water System,St. Louisville,Population served: 374,43033
Suburban Mobile Home Park,Heath,Population served: 48,43033
Utica Village Public Water System,Utica,"Population served: 2,235",43033
Valley Mobile Home Park,Newark,Population served: 88,43033
Wilkins Mobile Home Park,Newark,Population served: 115,43033
Winding Creek Estates,Newark,Population served: 57,43033
Ashley Village Public Water System,Ashley,"Population served: 1,286",43035
Del-Co Water Company Inc.,Delaware,"Population served: 141,407",43035
Delaware City PWS,Delaware,"Population served: 34,982",43035
Hillcrest Mobile Home Park Public Water System,Marysville,Population served: 338,43036
Marysville City PWS,Marysville,"Population served: 22,800",43036
Milford Center Village Public Water System,Milford Center,"Population served: 1,669",43036
Richwood Village Public Water System,Richwood,"Population served: 2,156",43036
,,Population served: 0,43037
Colonial Terrace Mobile Home Park,Mount Vernon,Population served: 84,43037
Danville Village Public Water System,Danville,"Population served: 1,044",43037
Fredericktown Village,Fredericktown,"Population served: 2,493",43037
Gambier Village Public Water System,Gambier,"Population served: 2,391",43037
Knox County Water and Wastewater Public Water System,Mount Vernon,"Population served: 7,500",43037
Martinsburg Village Public Water System,Martinsburg,Population served: 185,43037
Mount Vernon City PWS,Mount Vernon,"Population served: 17,837",43037
Westgate Mobile Home Community,Clinton Twp,Population served: 150,43037
Ashley Village Public Water System,Ashley,"Population served: 1,286",43040
Del-Co Water Company Inc.,Delaware,"Population served: 141,407",43040
Delaware City PWS,Delaware,"Population served: 34,982",43040
Hillcrest Mobile Home Park Public Water System,Marysville,Population served: 338,43040
Marysville City PWS,Marysville,"Population served: 22,800",43040
Milford Center Village Public Water System,Milford Center,"Population served: 1,669",43040
Richwood Village Public Water System,Richwood,"Population served: 2,156",43040
City of Springfield,"Springfield, OH","Population served:59,357",43044
Urbana City PWS,"Urbana, OH","Population served:11,500",43044
Clark County Northridge 1 Public Water System,"Springfield, OH","Population served:9,800",43044
London City Public Water System,"London, OH","Population served:8,871",43044
Clark County Park Layne Public Water System,"Springfield, OH","Population served:6,600",43044
Odrc-london Correctional,"Columbus, OH","Population served:5,769",43044
New Carlisle City Public Water System,"New Carlisle, OH","Population served:5,735",43044
West Jefferson Village Public Water System,"West Jefferson, OH","Population served:4,331",43044
Plain City Village Public Water System,"Plain City, OH","Population served:4,235",43044
"Enon, Village of Public Water System","Enon, OH","Population served:2,415",43044
Christiansburg Village Public Water System,Christiansburg,Population served: 599,43045
Grandview Heights Civic Association Public Water System,St Paris,Population served: 120,43045
Hillcrest Mobile Home Park Public Water System,Marysville,Population served: 338,43045
Marysville City PWS,Marysville,"Population served: 22,800",43045
Mechanicsburg Village Public Water System,Mechanicsburg,"Population served: 1,644",43045
Milford Center Village Public Water System,Milford Center,"Population served: 1,669",43045
North Lewisburg Village Public Water System,North Lewisburg,"Population served: 1,850",43045
Richwood Village Public Water System,Richwood,"Population served: 2,156",43045
Saint Paris Village Public Water System,Saint Paris,"Population served: 2,089",43045
Spring Meadows Care Center,Bedford Heights,Population served: 41,43045
Sunset Terrace Mobile Home Park,Bradford,Population served: 70,43045
Urbana City PWS,Urbana,"Population served: 11,500",43045
Valley View Mobile Home Park,Urbana,Population served: 70,43045
Newark City PWS,"Newark, OH","Population served:47,573",43046
Lancaster City PWS,"Lancaster, OH","Population served:40,400",43046
Pickerington City PWS,"Pickerington, OH","Population served:19,316",43046
Fairfield County Utilities PWS,"Carroll, OH","Population served:12,882",43046
Southwest Licking Community Water,"Etna, OH","Population served:12,088",43046
Christiansburg Village Public Water System,Christiansburg,Population served: 599,43047
Grandview Heights Civic Association Public Water System,St Paris,Population served: 120,43047
Mechanicsburg Village Public Water System,Mechanicsburg,"Population served: 1,644",43047
North Lewisburg Village Public Water System,North Lewisburg,"Population served: 1,850",43047
Saint Paris Village Public Water System,Saint Paris,"Population served: 2,089",43047
Spring Meadows Care Center,Bedford Heights,Population served: 41,43047
Sunset Terrace Mobile Home Park,Bradford,Population served: 70,43047
Urbana City PWS,Urbana,"Population served: 11,500",43047
Valley View Mobile Home Park,Urbana,Population served: 70,43047
Candlewood Lake Association Inc.,Mount Gilead,"Population served: 1,100",43050
Cardington Village Public Water System,Cardington,"Population served: 2,046",43050
,,Population served: 0,43050
Colonial Terrace Mobile Home Park,Mount Vernon,Population served: 84,43050
Danville Village Public Water System,Danville,"Population served: 1,044",43050
Fredericktown Village,Fredericktown,"Population served: 2,493",43050
Gambier Village Public Water System,Gambier,"Population served: 2,391",43050
Knox County Water and Wastewater Public Water System,Mount Vernon,"Population served: 7,500",43050
Lakeview Estates Mobile Home Community,Mt. Gilead,Population served: 145,43050
Martinsburg Village Public Water System,Martinsburg,Population served: 185,43050
Mount Gilead Village Public Water System,Mount Gilead,"Population served: 3,660",43050
Mount Vernon City PWS,Mount Vernon,"Population served: 17,837",43050
Westgate Mobile Home Community,Clinton Twp,Population served: 150,43050
Columbus Public Water System,"Columbus, OH","Population served:1,159,817",43054
Newark City PWS,"Newark, OH","Population served:47,573",43054
Westerville City PWS,"Westerville, OH","Population served:38,000",43054
Reynoldsburg City PWS,"Reynoldsburg, OH","Population served:35,893",43054
Gahanna City PWS,"Gahanna, OH","Population served:33,323",43054
Alexandria Village Public Water System,Alexandria,Population served: 479,43055
"Buckeye Lake, Village of Public Water System",Buckeye Lake,"Population served: 2,746",43055
City of Heath PWS,Heath,"Population served: 10,000",43055
Country Hills Mobile Home Park,Newark,Population served: 48,43055
"Granville, Village of",Granville,"Population served: 5,646",43055
Green Meadows Mobile Home Park,Johnstown,Population served: 50,43055
Hebron Village Public Water System,Hebron,"Population served: 2,360",43055
Johnstown Village Public Water System,Johnstown,"Population served: 4,806",43055
Licking County Harbor Hills Public Water System,Newark,Population served: 938,43055
Licking County Prescott Estates,Newark,Population served: 425,43055
Newark City PWS,Newark,"Population served: 47,573",43055
Pataskala City,Pataskala,"Population served: 9,100",43055
,,Population served: 0,43055
Southwest Licking Community Water,Etna,"Population served: 12,088",43055
St. Louisville Village Public Water System,St. Louisville,Population served: 374,43055
Suburban Mobile Home Park,Heath,Population served: 48,43055
Utica Village Public Water System,Utica,"Population served: 2,235",43055
Valley Mobile Home Park,Newark,Population served: 88,43055
Wilkins Mobile Home Park,Newark,Population served: 115,43055
Winding Creek Estates,Newark,Population served: 57,43055
Newark City PWS,"Newark, OH","Population served:47,573",43056
Zanesville PWS,"Zanesville, OH","Population served:29,381",43056
Southwest Licking Community Water,"Etna, OH","Population served:12,088",43056
