State,Zip,Utility,Population Served,Contaminant_Factor,county_FIPS
VT,5701,Pittsford Florence Water Department,1923,25,50021
VT,5701,Mountain Green Condominium,1300,318,50021
VT,5701,Wallingford Fire District 1,956,72,50021
VT,5767,Quechee Central,2262,60,50027
VT,5820,Albany Water System,200,292,50019
VT,5820,Alpine Haven,250,0,50019
VT,5820,Barton Water System,950,1308,50019
VT,5820,Coventry Fire District 1,251,2224,50019
VT,5820,Craftsbury Fire District 2,420,53,50019
VT,5820,Derby Center Water System,1400,338,50019
VT,5820,Derby Mobile Home Park,265,416,50019
VT,5820,Greensboro Bend Fire District #2,71,7,50019
VT,5820,Greensboro Fire District 1,551,36,50019
VT,5820,Holbrook Bay Commons,95,4,50019
VT,5820,Irasburg Fd #1,200,16,50019
VT,5820,Jay Peak Subdivision II,66,19,50019
VT,5820,Jay Peak Water System,6740,75,50019
VT,5820,Maple Lane Nursing Home,181,1,50019
VT,5820,Newport Center Water System,330,761,50019
VT,5820,Newport City Water System,4766,1000,50019
VT,5820,North Troy Water System,860,7,50019
VT,5820,Orleans Water System,846,822,50019
VT,5820,Shattuck Hill Mobile Home Park,129,371,50019
VT,5820,Westfield Fire District 1,120,42,50019
VT,5824,Aqua Haven,150,30,50009
VT,5824,Brighton Water System,1782,172,50009
VT,5824,Canaan Fire District #2,350,145,50009
VT,5824,Guildhall Water System,136,24,50009
VT,5824,Lunenburg Fire District 1,250,9,50009
VT,5824,North Concord LLC,60,4,50009
