Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Union Water Company,None,,,
Washington Fire District,Manganese,8.00 ppb,100 ppb,
Washington Fire District,None,,,
Washington North Mobile Home Park,Manganese,17.5 ppb,100 ppb,
Washington North Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.07 pCi/L,0.05 pCi/L,5 pCi/L
Washington North Mobile Home Park,None,,,
Wells River Water System,Bromodichloromethane,3.41 ppb,0.06 ppb,
Wells River Water System,Chloroform,5.03 ppb,0.4 ppb,
Wells River Water System,Dibromochloromethane,1.61 ppb,0.1 ppb,
Wells River Water System,Manganese,285.7 ppb,100 ppb,
Wells River Water System,"Radium, combined (-226 &amp; -228)",3.38 pCi/L,0.05 pCi/L,5 pCi/L
Wells River Water System,Total trihalomethanes (TTHMs)†,13.7 ppb,0.15 ppb,80 ppb
Wells River Water System,Nitrate,0.133 ppm,0.14 ppm,10 ppm
Wells River Water System,Toluene,0.1000 ppb,150 ppb,"1,000 ppb"
Wells River Water System,None,,,
West Fairlee Mobile Home Park,Bromodichloromethane,0.200 ppb,0.06 ppb,
West Fairlee Mobile Home Park,Chloroform,1.68 ppb,0.4 ppb,
West Fairlee Mobile Home Park,Total trihalomethanes (TTHMs)†,5.65 ppb,0.15 ppb,80 ppb
West Fairlee Mobile Home Park,Nitrate,0.183 ppm,0.14 ppm,10 ppm
West Fairlee Mobile Home Park,None,,,
Williamstown Water Department,"Radium, combined (-226 &amp; -228)",0.54 pCi/L,0.05 pCi/L,5 pCi/L
Williamstown Water Department,Radon,585.00 pCi/L,1.5 pCi/L,
Williamstown Water Department,Barium,3.82 ppb,700 ppb,"2,000 ppb"
Williamstown Water Department,Manganese,37.7 ppb,100 ppb,
Williamstown Water Department,Nitrate,0.124 ppm,0.14 ppm,10 ppm
Williamstown Water Department,Perchlorate,0.00539 ppb,1 ppb,
Williamstown Water Department,None,,,
Barnet Fire District #2,Bromodichloromethane,1.58 ppb,0.06 ppb,
Barnet Fire District #2,Chloroform,2.08 ppb,0.4 ppb,
Barnet Fire District #2,Dibromochloromethane,1.13 ppb,0.1 ppb,
Barnet Fire District #2,Dichloroacetic acid,3.20 ppb,0.2 ppb,
Barnet Fire District #2,Haloacetic acids (HAA5)†,3.20 ppb,0.1 ppb,60 ppb
Barnet Fire District #2,Nitrate,3.40 ppm,0.14 ppm,10 ppm
Barnet Fire District #2,Total trihalomethanes (TTHMs)†,9.90 ppb,0.15 ppb,80 ppb
Barnet Fire District #2,Barium,17.5 ppb,700 ppb,"2,000 ppb"
Barnet Fire District #2,Bromoform,0.220 ppb,0.5 ppb,
Barnet Fire District #2,None,,,
Burke Fire District 1,Nitrate,1.56 ppm,0.14 ppm,10 ppm
Burke Fire District 1,Nitrate and nitrite,2.10 ppm,0.14 ppm,10 ppm
Burke Fire District 1,"Radium, combined (-226 &amp; -228)",0.38 pCi/L,0.05 pCi/L,5 pCi/L
Burke Fire District 1,Total trihalomethanes (TTHMs)†,0.640 ppb,0.15 ppb,80 ppb
Burke Fire District 1,Barium,28.0 ppb,700 ppb,"2,000 ppb"
Burke Fire District 1,Bromoform,0.253 ppb,0.5 ppb,
Burke Fire District 1,Chloroform,0.320 ppb,0.4 ppb,
Burke Fire District 1,Dibromochloromethane,0.170 ppb,0.1 ppb,
Burke Fire District 1,None,,,
Karme Choling,Bromodichloromethane,0.750 ppb,0.06 ppb,
Karme Choling,Chloroform,2.60 ppb,0.4 ppb,
Karme Choling,"Radium, combined (-226 &amp; -228)",0.27 pCi/L,0.05 pCi/L,5 pCi/L
Karme Choling,Total trihalomethanes (TTHMs)†,1.90 ppb,0.15 ppb,80 ppb
Karme Choling,Dibromochloromethane,0.175 ppb,0.1 ppb,
Karme Choling,Manganese,3.00 ppb,100 ppb,
Karme Choling,Nitrate,0.227 ppm,0.14 ppm,10 ppm
Karme Choling,None,,,
Mcindoe Falls Fire District 3,Bromodichloromethane,3.23 ppb,0.06 ppb,
Mcindoe Falls Fire District 3,Chloroform,47.6 ppb,0.4 ppb,
Mcindoe Falls Fire District 3,Dichloroacetic acid,13.5 ppb,0.2 ppb,
Mcindoe Falls Fire District 3,Haloacetic acids (HAA5)†,42.3 ppb,0.1 ppb,60 ppb
Mcindoe Falls Fire District 3,"Radium, combined (-226 &amp; -228)",1.09 pCi/L,0.05 pCi/L,5 pCi/L
Mcindoe Falls Fire District 3,Total trihalomethanes (TTHMs)†,50.0 ppb,0.15 ppb,80 ppb
Mcindoe Falls Fire District 3,Trichloroacetic acid,28.2 ppb,0.1 ppb,
Mcindoe Falls Fire District 3,Barium,10.00 ppb,700 ppb,"2,000 ppb"
Mcindoe Falls Fire District 3,Dalapon,0.900 ppb,,200 ppb
Mcindoe Falls Fire District 3,Hexachlorocyclopentadiene,0.119 ppb,2 ppb,50 ppb
Mcindoe Falls Fire District 3,Monochloroacetic acid,0.667 ppb,53 ppb,
Mcindoe Falls Fire District 3,None,,,
Northeast Kingdom Mobile Home Park,Bromodichloromethane,1.70 ppb,0.06 ppb,
Northeast Kingdom Mobile Home Park,Bromoform,1.77 ppb,0.5 ppb,
Northeast Kingdom Mobile Home Park,Dibromochloromethane,3.03 ppb,0.1 ppb,
Northeast Kingdom Mobile Home Park,"Radium, combined (-226 &amp; -228)*",0.50 pCi/L,0.05 pCi/L,5 pCi/L
Northeast Kingdom Mobile Home Park,Total trihalomethanes (TTHMs)†,7.07 ppb,0.15 ppb,80 ppb
Northeast Kingdom Mobile Home Park,Barium*,37.0 ppb,700 ppb,"2,000 ppb"
Northeast Kingdom Mobile Home Park,Chlorate*,26.8 ppb,210 ppb,
Northeast Kingdom Mobile Home Park,Chlorodifluoromethane*,0.0590 ppb,,
Northeast Kingdom Mobile Home Park,Chloroform,0.567 ppb,0.4 ppb,
Northeast Kingdom Mobile Home Park,Chromium (hexavalent)*,0.0183 ppb,0.02 ppb,
Northeast Kingdom Mobile Home Park,Manganese*,1.11 ppb,100 ppb,
Northeast Kingdom Mobile Home Park,Molybdenum*,1.42 ppb,40 ppb,
Northeast Kingdom Mobile Home Park,Nitrate*,0.200 ppm,0.14 ppm,10 ppm
Northeast Kingdom Mobile Home Park,Strontium*,0.338 ppb,"1,500 ppb",
Northeast Kingdom Mobile Home Park,None,,,
Qburke Mountain Resort LLC,Uranium,2.21 pCi/L,0.43 pCi/L,20 pCi/L
Qburke Mountain Resort LLC,Nitrate,0.00333 ppm,0.14 ppm,10 ppm
Qburke Mountain Resort LLC,Nitrate and nitrite,0.0200 ppm,0.14 ppm,10 ppm
Qburke Mountain Resort LLC,None,,,
Ryegate Fire District 2,Nitrate,0.260 ppm,0.14 ppm,10 ppm
Ryegate Fire District 2,None,,,
Sheffield Fire District 1,Nitrate,0.0333 ppm,0.14 ppm,10 ppm
Sheffield Fire District 1,None,,,
St. Johnsbury Center F D 1,Bromodichloromethane,7.27 ppb,0.06 ppb,
St. Johnsbury Center F D 1,Chloroform,46.2 ppb,0.4 ppb,
St. Johnsbury Center F D 1,Chromium (hexavalent)*,0.290 ppb,0.02 ppb,
St. Johnsbury Center F D 1,Dibromochloromethane,0.763 ppb,0.1 ppb,
St. Johnsbury Center F D 1,Dichloroacetic acid,18.6 ppb,0.2 ppb,
St. Johnsbury Center F D 1,Haloacetic acids (HAA5)†,40.8 ppb,0.1 ppb,60 ppb
St. Johnsbury Center F D 1,Total trihalomethanes (TTHMs)†,54.2 ppb,0.15 ppb,80 ppb
St. Johnsbury Center F D 1,Trichloroacetic acid,21.3 ppb,0.1 ppb,
St. Johnsbury Center F D 1,Chlorate*,50.0 ppb,210 ppb,
St. Johnsbury Center F D 1,Chromium (total)*,0.0750 ppb,,100 ppb
St. Johnsbury Center F D 1,Fluoride*,0.583 ppm,,4 ppm
St. Johnsbury Center F D 1,Manganese*,1.92 ppb,100 ppb,
St. Johnsbury Center F D 1,Monochloroacetic acid,0.888 ppb,53 ppb,
St. Johnsbury Center F D 1,Nitrate*,0.0333 ppm,0.14 ppm,10 ppm
St. Johnsbury Center F D 1,Strontium*,0.0935 ppb,"1,500 ppb",
St. Johnsbury Center F D 1,Vanadium*,0.1000 ppb,21 ppb,
St. Johnsbury Center F D 1,None,,,
St. Johnsbury Water System,Bromodichloromethane,6.76 ppb,0.06 ppb,
St. Johnsbury Water System,Chloroform,40.3 ppb,0.4 ppb,
St. Johnsbury Water System,Chromium (hexavalent),0.290 ppb,0.02 ppb,
St. Johnsbury Water System,Dibromochloromethane,0.735 ppb,0.1 ppb,
St. Johnsbury Water System,Dichloroacetic acid,13.7 ppb,0.2 ppb,
St. Johnsbury Water System,Haloacetic acids (HAA5)†,33.3 ppb,0.1 ppb,60 ppb
St. Johnsbury Water System,Total trihalomethanes (TTHMs)†,52.1 ppb,0.15 ppb,80 ppb
St. Johnsbury Water System,Trichloroacetic acid,18.9 ppb,0.1 ppb,
St. Johnsbury Water System,Chlorate,50.0 ppb,210 ppb,
St. Johnsbury Water System,Chromium (total),0.0750 ppb,,100 ppb
St. Johnsbury Water System,Fluoride,0.583 ppm,,4 ppm
St. Johnsbury Water System,Manganese,1.92 ppb,100 ppb,
St. Johnsbury Water System,Monochloroacetic acid,0.729 ppb,53 ppb,
St. Johnsbury Water System,Nitrate,0.0333 ppm,0.14 ppm,10 ppm
St. Johnsbury Water System,Strontium,0.0935 ppb,"1,500 ppb",
St. Johnsbury Water System,Vanadium,0.1000 ppb,21 ppb,
St. Johnsbury Water System,None,,,
Sutton Water System,Bromoform,1.08 ppb,0.5 ppb,
Sutton Water System,Dibromochloromethane,0.211 ppb,0.1 ppb,
Sutton Water System,Nitrate,6.96 ppm,0.14 ppm,10 ppm
Sutton Water System,Total trihalomethanes (TTHMs)†,1.23 ppb,0.15 ppb,80 ppb
Sutton Water System,Toluene,0.167 ppb,150 ppb,"1,000 ppb"
Sutton Water System,None,,,
Brattleboro Water Department,Bromodichloromethane,3.39 ppb,0.06 ppb,
Brattleboro Water Department,Chloroform,24.7 ppb,0.4 ppb,
Brattleboro Water Department,Chromium (hexavalent),0.0742 ppb,0.02 ppb,
Brattleboro Water Department,Dichloroacetic acid,9.59 ppb,0.2 ppb,
Brattleboro Water Department,Haloacetic acids (HAA5)†,26.9 ppb,0.1 ppb,60 ppb
Brattleboro Water Department,Haloacetic acids (HAA9)†,24.1 ppb,0.06 ppb,
Brattleboro Water Department,Total trihalomethanes (TTHMs)†,30.3 ppb,0.15 ppb,80 ppb
Brattleboro Water Department,Trichloroacetic acid,17.3 ppb,0.1 ppb,
Brattleboro Water Department,Chlorate,287.4 ppb,210 ppb,
Brattleboro Water Department,Chromium (total),0.165 ppb,,100 ppb
Brattleboro Water Department,Di(2-ethylhexyl) phthalate,1.23 ppb,3 ppb,6 ppb
Brattleboro Water Department,Dibromochloromethane,0.0426 ppb,0.1 ppb,
Brattleboro Water Department,Manganese,5.84 ppb,100 ppb,
Brattleboro Water Department,Nitrate,0.200 ppm,0.14 ppm,10 ppm
Brattleboro Water Department,Strontium,0.0600 ppb,"1,500 ppb",
Brattleboro Water Department,Vanadium,0.164 ppb,21 ppb,
Brattleboro Water Department,None,,,
Winhall Stratton F D 1,Bromodichloromethane,0.783 ppb,0.06 ppb,
Winhall Stratton F D 1,Chloroform,9.00 ppb,0.4 ppb,
Winhall Stratton F D 1,Chromium (hexavalent),0.0625 ppb,0.02 ppb,
Winhall Stratton F D 1,Total trihalomethanes (TTHMs)†,19.1 ppb,0.15 ppb,80 ppb
Winhall Stratton F D 1,Barium,44.5 ppb,700 ppb,"2,000 ppb"
Winhall Stratton F D 1,Chlorate,25.1 ppb,210 ppb,
Winhall Stratton F D 1,Chromium (total),0.0722 ppb,,100 ppb
Winhall Stratton F D 1,Fluoride,0.0733 ppm,,4 ppm
Winhall Stratton F D 1,Manganese,12.0 ppb,100 ppb,
Winhall Stratton F D 1,Molybdenum,0.375 ppb,40 ppb,
Winhall Stratton F D 1,Nitrate,0.278 ppm,0.14 ppm,10 ppm
Winhall Stratton F D 1,Strontium,0.231 ppb,"1,500 ppb",
Winhall Stratton F D 1,Vanadium,0.300 ppb,21 ppb,
Winhall Stratton F D 1,None,,,
Bellows Falls Water Department,Bromodichloromethane,2.52 ppb,0.06 ppb,
Bellows Falls Water Department,Chloroform,32.5 ppb,0.4 ppb,
Bellows Falls Water Department,Dichloroacetic acid,8.70 ppb,0.2 ppb,
Bellows Falls Water Department,Haloacetic acids (HAA5)†,17.2 ppb,0.1 ppb,60 ppb
Bellows Falls Water Department,"Radium, combined (-226 &amp; -228)",0.98 pCi/L,0.05 pCi/L,5 pCi/L
Bellows Falls Water Department,Total trihalomethanes (TTHMs)†,36.2 ppb,0.15 ppb,80 ppb
Bellows Falls Water Department,Trichloroacetic acid,8.54 ppb,0.1 ppb,
Bellows Falls Water Department,Fluoride,0.566 ppm,,4 ppm
Bellows Falls Water Department,Manganese,1.11 ppb,100 ppb,
Bellows Falls Water Department,None,,,
Chimney Hill,Bromodichloromethane,0.724 ppb,0.06 ppb,
Chimney Hill,Chloroform,3.18 ppb,0.4 ppb,
Chimney Hill,Dichloroacetic acid,3.74 ppb,0.2 ppb,
Chimney Hill,Haloacetic acids (HAA5)†,7.02 ppb,0.1 ppb,60 ppb
Chimney Hill,Total trihalomethanes (TTHMs)†,7.47 ppb,0.15 ppb,80 ppb
Chimney Hill,Trichloroacetic acid,3.28 ppb,0.1 ppb,
Chimney Hill,Bromoform,0.0560 ppb,0.5 ppb,
Chimney Hill,Dibromochloromethane,0.108 ppb,0.1 ppb,
Chimney Hill,Manganese,9.20 ppb,100 ppb,
Chimney Hill,Nitrate,0.260 ppm,0.14 ppm,10 ppm
Chimney Hill,"Radium, combined (-226 &amp; -228)",0.03 pCi/L,0.05 pCi/L,5 pCi/L
Chimney Hill,Xylenes (total),0.1000 ppb,"1,800 ppb","10,000 ppb"
Chimney Hill,None,,,
Arlington Water Department,Haloacetic acids (HAA5)†,1.55 ppb,0.1 ppb,60 ppb
Arlington Water Department,Nitrate,3.82 ppm,0.14 ppm,10 ppm
Arlington Water Department,Nitrate and nitrite,3.80 ppm,0.14 ppm,10 ppm
Arlington Water Department,"Radium, combined (-226 &amp; -228)",1.57 pCi/L,0.05 pCi/L,5 pCi/L
Arlington Water Department,Total trihalomethanes (TTHMs)†,9.52 ppb,0.15 ppb,80 ppb
Arlington Water Department,Barium,25.5 ppb,700 ppb,"2,000 ppb"
Arlington Water Department,None,,,
Bennington College,Bromodichloromethane,1.01 ppb,0.06 ppb,
Bennington College,Chloroform,36.7 ppb,0.4 ppb,
Bennington College,Dichloroacetic acid,13.4 ppb,0.2 ppb,
Bennington College,Haloacetic acids (HAA5)†,29.7 ppb,0.1 ppb,60 ppb
Bennington College,Nitrate*,0.450 ppm,0.14 ppm,10 ppm
Bennington College,Total trihalomethanes (TTHMs)†,37.7 ppb,0.15 ppb,80 ppb
Bennington College,Trichloroacetic acid,15.0 ppb,0.1 ppb,
Bennington College,Monochloroacetic acid,1.33 ppb,53 ppb,
Bennington College,None,,,
Bennington Water Department,Bromoform,0.180 ppb,0.5 ppb,
Bennington Water Department,Dibromochloromethane,0.0600 ppb,0.1 ppb,
Bennington Water Department,Manganese,6.00 ppb,100 ppb,
Bennington Water Department,Total trihalomethanes (TTHMs)†,0.240 ppb,0.15 ppb,80 ppb
Bennington Water Department,None,,,
Dorset Community Housing,Nitrate,1.27 ppm,0.14 ppm,10 ppm
Dorset Community Housing,Chloroform,0.300 ppb,0.4 ppb,
Dorset Community Housing,None,,,
Dorset Fire District 1,Bromodichloromethane,0.550 ppb,0.06 ppb,
Dorset Fire District 1,Chloroform,1.83 ppb,0.4 ppb,
Dorset Fire District 1,Nitrate,0.400 ppm,0.14 ppm,10 ppm
Dorset Fire District 1,"Radium, combined (-226 &amp; -228)",1.11 pCi/L,0.05 pCi/L,5 pCi/L
Dorset Fire District 1,Total trihalomethanes (TTHMs)†,2.90 ppb,0.15 ppb,80 ppb
Dorset Fire District 1,Dibromochloromethane,0.133 ppb,0.1 ppb,
Dorset Fire District 1,None,,,
East Dorset Fire District 1,Bromodichloromethane,1.30 ppb,0.06 ppb,
East Dorset Fire District 1,Chloroform,5.64 ppb,0.4 ppb,
East Dorset Fire District 1,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
East Dorset Fire District 1,Total trihalomethanes (TTHMs)†,9.13 ppb,0.15 ppb,80 ppb
East Dorset Fire District 1,Dibromochloromethane,0.140 ppb,0.1 ppb,
East Dorset Fire District 1,Nitrate,0.233 ppm,0.14 ppm,10 ppm
East Dorset Fire District 1,None,,,
East Mountain Mobile Home Park,Bromodichloromethane,2.23 ppb,0.06 ppb,
East Mountain Mobile Home Park,Chloroform,47.9 ppb,0.4 ppb,
East Mountain Mobile Home Park,Chromium (hexavalent)*,0.0656 ppb,0.02 ppb,
East Mountain Mobile Home Park,Dichloroacetic acid,1.90 ppb,0.2 ppb,
East Mountain Mobile Home Park,Haloacetic acids (HAA5)†,14.0 ppb,0.1 ppb,60 ppb
East Mountain Mobile Home Park,Haloacetic acids (HAA9)*†,24.4 ppb,0.06 ppb,
