Utility name,City,People served,Zip
"Winnsboro, Town of","Winnsboro, SC","Population served:7,888",29016
Midcounty Water District 2,"Winnsboro, SC","Population served:3,412",29016
Jenkinsville Water Company,"Jenkinsville, SC","Population served:2,503",29016
"Bowman, Town of",Bowman,"Population served: 1,277",29018
"Branchville, Town of",Branchville,"Population served: 1,218",29018
Bull Swamp Rural Water Company,North,"Population served: 2,350",29018
DCPW Ashley Phosphate,Summerville,"Population served: 22,659",29018
Dcwa Calomet Valley,Summerville,Population served: 261,29018
DCWA Knightsville,Summerville,"Population served: 23,513",29018
Dcwa Reevesville,Summerville,Population served: 232,29018
Dcwa Tranquil Acres,Summerville,Population served: 838,29018
Dcws Edisto Tribal Council,Summerville,Population served: 868,29018
Dcws I-95,Summerville,Population served: 99,29018
Dcws Southern Palms,Summerville,"Population served: 1,270",29018
Elloree Water System,Elloree,"Population served: 1,498",29018
"Eutawville, Town of",Eutawville,Population served: 555,29018
"Harleyville, Town of",Harleyville,Population served: 710,29018
"Holly Hill, Town of",Holly Hill,"Population served: 1,710",29018
Lake Marion Regional Water Plt,Moncks Corner,Population served: 25,29018
Lieber Correctional Institute,Columbia,"Population served: 1,646",29018
Lower Calhoun (sc0920003),Saint Matthews,Population served: 504,29018
"North, Town of",North,"Population served: 1,378",29018
"Norway, Town of",Norway,Population served: 775,29018
Orangeburg County,Santee,Population served: 280,29018
Orangeburg DPU,Orangeburg,"Population served: 41,440",29018
"Ridgeville, Town of",Ridgeville,Population served: 606,29018
"Santee, Town of",Santee,"Population served: 2,388",29018
Silver Springs Water District,Neeses,"Population served: 2,536",29018
"Springfield, Town of",Springfield,Population served: 700,29018
"St. George, Town of",St George,"Population served: 2,226",29018
Summerville,Summerville,"Population served: 81,750",29018
Bethune Rural Water,Bethune,"Population served: 2,633",29020
"Bethune, Town of",Bethune,Population served: 488,29020
"Bishopville, Town of",Bishopville,"Population served: 3,810",29020
Cassatt Water Kershaw-lee Company RWA,Cassatt,"Population served: 25,061",29020
City of Camden,Camden,"Population served: 15,877",29020
Lugoff Elgin Water Authority,Lugoff,"Population served: 20,584",29020
"Lynchburg, Town of",Lynchburg,Population served: 640,29020
"Bowman, Town of",Bowman,"Population served: 1,277",29030
"Branchville, Town of",Branchville,"Population served: 1,218",29030
Bull Swamp Rural Water Company,North,"Population served: 2,350",29030
Elloree Water System,Elloree,"Population served: 1,498",29030
"Eutawville, Town of",Eutawville,Population served: 555,29030
"Holly Hill, Town of",Holly Hill,"Population served: 1,710",29030
Lake Marion Regional Water Plt,Moncks Corner,Population served: 25,29030
Lower Calhoun (sc0920003),Saint Matthews,Population served: 504,29030
"North, Town of",North,"Population served: 1,378",29030
"Norway, Town of",Norway,Population served: 775,29030
Orangeburg County,Santee,Population served: 280,29030
Orangeburg DPU,Orangeburg,"Population served: 41,440",29030
"Santee, Town of",Santee,"Population served: 2,388",29030
Silver Springs Water District,Neeses,"Population served: 2,536",29030
"Springfield, Town of",Springfield,Population served: 700,29030
"St. Matthews, Town of",St Matthews,"Population served: 2,644",29030
Upper Calhoun/belleville,Gaston,"Population served: 1,779",29030
Upper Calhoun/sandy Run,Saint Matthews,"Population served: 1,247",29030
Ridgeway Manor (sc2070002),Ridgeway,Population served: 68,29031
Browns Creek Water District,Lockhart,"Population served: 2,871",29031
"Carlisle, Town of",Carlisle,Population served: 499,29031
Chester Metro,Chester,"Population served: 12,719",29031
City of Union,Union,"Population served: 11,757",29031
Jenkinsville Water Company,Jenkinsville,"Population served: 2,503",29031
"Jonesville, Town of",Jonesville,"Population served: 1,904",29031
"Lockhart, Town of",Lockhart,Population served: 545,29031
Meansville Riley Water District,Union,"Population served: 7,402",29031
Midcounty Water District 1,Winnsboro,"Population served: 1,487",29031
Midcounty Water District 2,Winnsboro,"Population served: 3,412",29031
Mitford Water District (sc2020005),Great Falls,"Population served: 1,828",29031
"Ridgeway, Town of",Ridgeway,Population served: 950,29031
Rocky Creek Water District,Jonesville,"Population served: 2,837",29031
Santuck Hebron Water Company,Carlisle,"Population served: 3,131",29031
"Winnsboro, Town of",Winnsboro,"Population served: 7,888",29031
Bethune Rural Water,Bethune,"Population served: 2,633",29032
"Bethune, Town of",Bethune,Population served: 488,29032
"Bishopville, Town of",Bishopville,"Population served: 3,810",29032
Cassatt Water Kershaw-lee Company RWA,Cassatt,"Population served: 25,061",29032
City of Camden,Camden,"Population served: 15,877",29032
Lugoff Elgin Water Authority,Lugoff,"Population served: 20,584",29032
"Lynchburg, Town of",Lynchburg,Population served: 640,29032
Joint Municipal WSC,"Lexington, SC","Population served:34,317",29033
City of West Columbia,"West Columbia, SC","Population served:29,294",29033
Lexington,"Lexington, SC","Population served:21,500",29033
City of Cayce,"Cayce, SC","Population served:19,269",29033
Gaston Rural Water District (sc3220002),"Gaston, SC","Population served:7,550",29033
Gilbert-summit Water District,"Gilbert, SC","Population served:6,710",29033
Batesburg Leesville DPW,"Leesville, SC","Population served:5,520",29033
Bgwc I-20,"Greenville, SC","Population served:5,680",29033
Amicks Ferry Water System,"Chapin, SC","Population served:3,655",29033
"Swansea, Town of","Swansea, SC","Population served:1,923",29033
City of Columbia,"Columbia, SC","Population served:319,500",29036
Joint Municipal WSC,"Lexington, SC","Population served:34,317",29036
Fort Jackson,"Fort Jackson, SC","Population served:32,391",29036
City of West Columbia,"West Columbia, SC","Population served:29,294",29036
Lexington,"Lexington, SC","Population served:21,500",29036
City of Cayce,"Cayce, SC","Population served:19,269",29036
City of Newberry,"Newberry, SC","Population served:9,528",29036
Newberry County Water & Sewer Authority,"Newberry, SC","Population served:9,711",29036
Gaston Rural Water District (sc3220002),"Gaston, SC","Population served:7,550",29036
Gilbert-summit Water District,"Gilbert, SC","Population served:6,710",29036
Aaa Perry Water System,Lexington,Population served: 88,29037
Boys Farm Inc.,Newberry,Population served: 40,29037
City of Newberry,Newberry,"Population served: 9,528",29037
"Clinton, City of",Clinton,"Population served: 10,109",29037
Bgwc Tanglewood S/d (sc4150011),Greenville,Population served: 29,29037
"Gray Court, Town of",Gray Court,"Population served: 1,069",29037
Laurens County W&S Comm.,Laurens,"Population served: 36,314",29037
Laurens CPW,Laurens,"Population served: 13,882",29037
Newberry County Water & Sewer Authority,Newberry,"Population served: 9,711",29037
"Prosperity, Town of",Prosperity,"Population served: 1,132",29037
Ranch Road Water (sc3050008),Laurens,Population served: 40,29037
Richard Deason Mobile Home Park (sc4160011),Saluda,Population served: 55,29037
"Ridge Spring, Town of",Ridge Spring,"Population served: 1,351",29037
Saluda County Water & Sewer Authority,Saluda,"Population served: 3,558",29037
Saluda CPW,Saluda,"Population served: 3,831",29037
Sunset Pointe S/d,Simpsonville,Population served: 60,29037
"Whitmire, Town of",Whitmire,"Population served: 2,256",29037
"Bowman, Town of",Bowman,"Population served: 1,277",29038
"Branchville, Town of",Branchville,"Population served: 1,218",29038
Bull Swamp Rural Water Company,North,"Population served: 2,350",29038
Elloree Water System,Elloree,"Population served: 1,498",29038
"Eutawville, Town of",Eutawville,Population served: 555,29038
"Holly Hill, Town of",Holly Hill,"Population served: 1,710",29038
Lake Marion Regional Water Plt,Moncks Corner,Population served: 25,29038
Lower Calhoun (sc0920003),Saint Matthews,Population served: 504,29038
"North, Town of",North,"Population served: 1,378",29038
"Norway, Town of",Norway,Population served: 775,29038
Orangeburg County,Santee,Population served: 280,29038
Orangeburg DPU,Orangeburg,"Population served: 41,440",29038
"Santee, Town of",Santee,"Population served: 2,388",29038
Silver Springs Water District,Neeses,"Population served: 2,536",29038
"Springfield, Town of",Springfield,Population served: 700,29038
"Bowman, Town of",Bowman,"Population served: 1,277",29039
"Branchville, Town of",Branchville,"Population served: 1,218",29039
Bull Swamp Rural Water Company,North,"Population served: 2,350",29039
Elloree Water System,Elloree,"Population served: 1,498",29039
"Eutawville, Town of",Eutawville,Population served: 555,29039
"Holly Hill, Town of",Holly Hill,"Population served: 1,710",29039
Lake Marion Regional Water Plt,Moncks Corner,Population served: 25,29039
Lower Calhoun (sc0920003),Saint Matthews,Population served: 504,29039
"North, Town of",North,"Population served: 1,378",29039
"Norway, Town of",Norway,Population served: 775,29039
Orangeburg County,Santee,Population served: 280,29039
Orangeburg DPU,Orangeburg,"Population served: 41,440",29039
"Santee, Town of",Santee,"Population served: 2,388",29039
Silver Springs Water District,Neeses,"Population served: 2,536",29039
"Springfield, Town of",Springfield,Population served: 700,29039
American Mobile Home Plaza,West Columbia,Population served: 173,29040
"Bishopville, Town of",Bishopville,"Population served: 3,810",29040
Hibiscus Homes (sc4360037),Sumter,Population served: 280,29040
Cedar Hill Mobile Home Park (sc4360010),Sumter,Population served: 128,29040
City of Sumter,Sumter,"Population served: 53,070",29040
Crescent Mobile Home Park (sc4360011),Sumter,Population served: 259,29040
Bgwc Oakland Plantation (sc4350006),Greenville,"Population served: 1,180",29040
Bgwc Pocalla Development (sc4350007),Greenville,Population served: 327,29040
Dalzell Water District (sc4320001),Sumter,"Population served: 3,912",29040
Granada Subdivision (sc4350008),Sumter,Population served: 150,29040
High Hills,Dalzell,"Population served: 12,110",29040
"Lynchburg, Town of",Lynchburg,Population served: 640,29040
"Maysville, Town of",Sumter,Population served: 983,29040
Oswego Rural Water Company,Sumter,"Population served: 3,282",29040
"Pinewood, Town of",Pinewood,Population served: 455,29040
Quail Hollow S/d (sc4350014),Sumter,Population served: 72,29040
Shaw Air Force Base,Shaw AFB,"Population served: 2,250",29040
Shiloh Water System (sc4320005),Sumter,Population served: 645,29040
Sumter Co-wedgefield-stateburg Water District,Sumter,"Population served: 1,200",29040
Sumter-wessex S/d,Sumter,Population served: 412,29040
Whispering Pines Mobile Home Park,Sumter,Population served: 80,29040
Bamberg Public Works,Bamberg,"Population served: 3,735",29042
"Denmark, Town of",Denmark,"Population served: 3,500",29042
"Ehrhardt, Town of",Ehrhardt,Population served: 507,29042
Olar Govan Water System,Olar,Population served: 257,29042
City of Columbia,"Columbia, SC","Population served:319,500",29044
Fort Jackson,"Fort Jackson, SC","Population served:32,391",29044
Hopkins Community Water System,"Irmo, SC","Population served:2,200",29044
"Eastover, Town of","Eastover, SC",Population served:813,29044
Bgwc Raintree Acres (sc4050015),"Greenville, SC",Population served:799,29044
City of Columbia,"Columbia, SC","Population served:319,500",29045
Fort Jackson,"Fort Jackson, SC","Population served:32,391",29045
Cassatt Water Kershaw-lee Company RWA,"Cassatt, SC","Population served:25,061",29045
Lugoff Elgin Water Authority,"Lugoff, SC","Population served:20,584",29045
City of Camden,"Camden, SC","Population served:15,877",29045
"Bishopville, Town of",Bishopville,"Population served: 3,810",29046
"Lynchburg, Town of",Lynchburg,Population served: 640,29046
"Bowman, Town of",Bowman,"Population served: 1,277",29047
"Branchville, Town of",Branchville,"Population served: 1,218",29047
Bull Swamp Rural Water Company,North,"Population served: 2,350",29047
Elloree Water System,Elloree,"Population served: 1,498",29047
"Eutawville, Town of",Eutawville,Population served: 555,29047
"Holly Hill, Town of",Holly Hill,"Population served: 1,710",29047
Lake Marion Regional Water Plt,Moncks Corner,Population served: 25,29047
Lower Calhoun (sc0920003),Saint Matthews,Population served: 504,29047
"North, Town of",North,"Population served: 1,378",29047
"Norway, Town of",Norway,Population served: 775,29047
Orangeburg County,Santee,Population served: 280,29047
Orangeburg DPU,Orangeburg,"Population served: 41,440",29047
"Santee, Town of",Santee,"Population served: 2,388",29047
Silver Springs Water District,Neeses,"Population served: 2,536",29047
"Springfield, Town of",Springfield,Population served: 700,29047
"St. Matthews, Town of",St Matthews,"Population served: 2,644",29047
Upper Calhoun/belleville,Gaston,"Population served: 1,779",29047
Upper Calhoun/sandy Run,Saint Matthews,"Population served: 1,247",29047
"Bowman, Town of",Bowman,"Population served: 1,277",29048
"Branchville, Town of",Branchville,"Population served: 1,218",29048
Bull Swamp Rural Water Company,North,"Population served: 2,350",29048
Elloree Water System,Elloree,"Population served: 1,498",29048
"Eutawville, Town of",Eutawville,Population served: 555,29048
"Holly Hill, Town of",Holly Hill,"Population served: 1,710",29048
Lake Marion Regional Water Plt,Moncks Corner,Population served: 25,29048
Lower Calhoun (sc0920003),Saint Matthews,Population served: 504,29048
"North, Town of",North,"Population served: 1,378",29048
"Norway, Town of",Norway,Population served: 775,29048
Orangeburg County,Santee,Population served: 280,29048
Orangeburg DPU,Orangeburg,"Population served: 41,440",29048
"Santee, Town of",Santee,"Population served: 2,388",29048
Silver Springs Water District,Neeses,"Population served: 2,536",29048
"Springfield, Town of",Springfield,Population served: 700,29048
City of Sumter,"Sumter, SC","Population served:53,070",29051
High Hills,"Dalzell, SC","Population served:12,110",29051
"Manning, Town of","Manning, SC","Population served:5,908",29051
Shaw Air Force Base,"Shaw Afb, SC","Population served:2,250",29051
Dalzell Water District (sc4320001),"Sumter, SC","Population served:3,912",29051
City of Columbia,"Columbia, SC","Population served:319,500",29052
Fort Jackson,"Fort Jackson, SC","Population served:32,391",29052
Hopkins Community Water System,"Irmo, SC","Population served:2,200",29052
"Eastover, Town of","Eastover, SC",Population served:813,29052
Bgwc Raintree Acres (sc4050015),"Greenville, SC",Population served:799,29052
Joint Municipal WSC,"Lexington, SC","Population served:34,317",29053
City of West Columbia,"West Columbia, SC","Population served:29,294",29053
Lexington,"Lexington, SC","Population served:21,500",29053
City of Cayce,"Cayce, SC","Population served:19,269",29053
Gaston Rural Water District (sc3220002),"Gaston, SC","Population served:7,550",29053
Gilbert-summit Water District,"Gilbert, SC","Population served:6,710",29053
Batesburg Leesville DPW,"Leesville, SC","Population served:5,520",29053
Bgwc I-20,"Greenville, SC","Population served:5,680",29053
Amicks Ferry Water System,"Chapin, SC","Population served:3,655",29053
"St. Matthews, Town of","St Matthews, SC","Population served:2,644",29053
Joint Municipal WSC,"Lexington, SC","Population served:34,317",29054
City of West Columbia,"West Columbia, SC","Population served:29,294",29054
Lexington,"Lexington, SC","Population served:21,500",29054
City of Cayce,"Cayce, SC","Population served:19,269",29054
Gaston Rural Water District (sc3220002),"Gaston, SC","Population served:7,550",29054
Gilbert-summit Water District,"Gilbert, SC","Population served:6,710",29054
Batesburg Leesville DPW,"Leesville, SC","Population served:5,520",29054
Bgwc I-20,"Greenville, SC","Population served:5,680",29054
Amicks Ferry Water System,"Chapin, SC","Population served:3,655",29054
"Swansea, Town of","Swansea, SC","Population served:1,923",29054
Ridgeway Manor (sc2070002),Ridgeway,Population served: 68,29055
Chester Metro,Chester,"Population served: 12,719",29055
Jenkinsville Water Company,Jenkinsville,"Population served: 2,503",29055
Midcounty Water District 1,Winnsboro,"Population served: 1,487",29055
Midcounty Water District 2,Winnsboro,"Population served: 3,412",29055
Mitford Water District (sc2020005),Great Falls,"Population served: 1,828",29055
"Ridgeway, Town of",Ridgeway,Population served: 950,29055
"Winnsboro, Town of",Winnsboro,"Population served: 7,888",29055
Barrineau Water System,Lake City,"Population served: 1,879",29056
Clarendon Co. W&s Hwy 260 (sc1450013),Manning,Population served: 927,29056
Clarendon County Water & Sewer,Manning,Population served: 886,29056
Clarendon County WSA Quail Ridge,Manning,Population served: 240,29056
Bgwc Rock Bluff S/d,Greenville,Population served: 45,29056
Cypress Pointe Condos (sc1470304),Manning,Population served: 154,29056
Eagle Point S/d,Manning,Population served: 189,29056
Gin Pond Shores Water Company,Summerton,Population served: 72,29056
Goat Island WSC,Summerton,Population served: 40,29056
"Greeleyville, Town of",Greeleyville,Population served: 974,29056
"Hemingway, Town of",Hemingway,"Population served: 3,418",29056
"Kingstree, Town of",Kingstree,"Population served: 6,284",29056
Lake Marion Shores Water System,Manning,Population served: 570,29056
"Lane, Town of",Lane,Population served: 627,29056
"Manning, Town of",Manning,"Population served: 5,908",29056
Sigfield Water Company Inc.,Summerton,Population served: 231,29056
"Stuckey, Town of",Stuckey,Population served: 317,29056
"Summerton, Town of",Summerton,"Population served: 2,096",29056
"Turbeville, Town of",Turbeville,"Population served: 1,459",29056
Wcwsa (sc4510007),Kingstree,"Population served: 6,834",29056
Wyboo Water Department Inc.,Manning,Population served: 240,29056
Bethune Rural Water,Bethune,"Population served: 2,633",29058
"Bethune, Town of",Bethune,Population served: 488,29058
Cassatt Water Kershaw-lee Company RWA,Cassatt,"Population served: 25,061",29058
Catawba River Wsp,Van Wyck,Population served: 25,29058
City of Camden,Camden,"Population served: 15,877",29058
City of Lancaster,Lancaster,"Population served: 13,075",29058
"Heath Springs, Town of",Ruby,"Population served: 1,000",29058
"Kershaw, Town of",Kershaw,"Population served: 2,500",29058
Lancaster County Water and Sewer District,Lancaster,"Population served: 63,258",29058
Lugoff Elgin Water Authority,Lugoff,"Population served: 20,584",29058
BCWSA East Cooper,Moncks Corner,"Population served: 10,705",29059
Bcwsa Lake Moultrie Estates,Moncks Corner,Population served: 156,29059
Bcwsa Sangaree WD,Moncks Corner,"Population served: 62,883",29059
Bcwsa Sineath Mobile Home Park,Moncks Corner,Population served: 625,29059
"Bowman, Town of",Bowman,"Population served: 1,277",29059
"Branchville, Town of",Branchville,"Population served: 1,218",29059
Bull Swamp Rural Water Company,North,"Population served: 2,350",29059
Butlers Mobile Home Park (sc0860063),Moncks Corner,Population served: 77,29059
City of Goose Creek,Goose Creek,"Population served: 25,121",29059
Elloree Water System,Elloree,"Population served: 1,498",29059
"Eutawville, Town of",Eutawville,Population served: 555,29059
Garnett Mobile Home Park,Moncks Corner,Population served: 41,29059
"Holly Hill, Town of",Holly Hill,"Population served: 1,710",29059
"Jamestown, Town of",Jamestown,Population served: 746,29059
Lake Marion Regional Water Plt,Moncks Corner,Population served: 25,29059
Lower Calhoun (sc0920003),Saint Matthews,Population served: 504,29059
Macdougall Correctional Institution,Columbia,Population served: 790,29059
Mepkin Abbey,Moncks Corner,Population served: 30,29059
"Moncks Corner, City of",Moncks Corner,"Population served: 7,250",29059
"North, Town of",North,"Population served: 1,378",29059
"Norway, Town of",Norway,Population served: 775,29059
O Haynes System,Moncks Corner,Population served: 205,29059
Orangeburg County,Santee,Population served: 280,29059
Orangeburg DPU,Orangeburg,"Population served: 41,440",29059
Sandy Run Mobile Home Park,Summerville,Population served: 39,29059
Santee Cooper Reg Water,Moncks Corner,Population served: 25,29059
"Santee, Town of",Santee,"Population served: 2,388",29059
Silver Springs Water District,Neeses,"Population served: 2,536",29059
"Springfield, Town of",Springfield,Population served: 700,29059
City of Columbia,"Columbia, SC","Population served:319,500",29061
Fort Jackson,"Fort Jackson, SC","Population served:32,391",29061
Hopkins Community Water System,"Irmo, SC","Population served:2,200",29061
"Eastover, Town of","Eastover, SC",Population served:813,29061
Bgwc Raintree Acres (sc4050015),"Greenville, SC",Population served:799,29061
American Mobile Home Plaza,West Columbia,Population served: 173,29062
Hibiscus Homes (sc4360037),Sumter,Population served: 280,29062
Cedar Hill Mobile Home Park (sc4360010),Sumter,Population served: 128,29062
City of Sumter,Sumter,"Population served: 53,070",29062
Crescent Mobile Home Park (sc4360011),Sumter,Population served: 259,29062
Bgwc Oakland Plantation (sc4350006),Greenville,"Population served: 1,180",29062
Bgwc Pocalla Development (sc4350007),Greenville,Population served: 327,29062
Dalzell Water District (sc4320001),Sumter,"Population served: 3,912",29062
Granada Subdivision (sc4350008),Sumter,Population served: 150,29062
High Hills,Dalzell,"Population served: 12,110",29062
"Maysville, Town of",Sumter,Population served: 983,29062
Oswego Rural Water Company,Sumter,"Population served: 3,282",29062
"Pinewood, Town of",Pinewood,Population served: 455,29062
Quail Hollow S/d (sc4350014),Sumter,Population served: 72,29062
Shaw Air Force Base,Shaw AFB,"Population served: 2,250",29062
Shiloh Water System (sc4320005),Sumter,Population served: 645,29062
Sumter Co-wedgefield-stateburg Water District,Sumter,"Population served: 1,200",29062
Sumter-wessex S/d,Sumter,Population served: 412,29062
Whispering Pines Mobile Home Park,Sumter,Population served: 80,29062
City of Columbia,"Columbia, SC","Population served:319,500",29063
Joint Municipal WSC,"Lexington, SC","Population served:34,317",29063
Fort Jackson,"Fort Jackson, SC","Population served:32,391",29063
City of West Columbia,"West Columbia, SC","Population served:29,294",29063
Lexington,"Lexington, SC","Population served:21,500",29063
City of Cayce,"Cayce, SC","Population served:19,269",29063
Gaston Rural Water District (sc3220002),"Gaston, SC","Population served:7,550",29063
Gilbert-summit Water District,"Gilbert, SC","Population served:6,710",29063
Batesburg Leesville DPW,"Leesville, SC","Population served:5,520",29063
Bgwc I-20,"Greenville, SC","Population served:5,680",29063
Ridgeway Manor (sc2070002),Ridgeway,Population served: 68,29065
Jenkinsville Water Company,Jenkinsville,"Population served: 2,503",29065
Midcounty Water District 1,Winnsboro,"Population served: 1,487",29065
Midcounty Water District 2,Winnsboro,"Population served: 3,412",29065
Mitford Water District (sc2020005),Great Falls,"Population served: 1,828",29065
"Ridgeway, Town of",Ridgeway,Population served: 950,29065
"Winnsboro, Town of",Winnsboro,"Population served: 7,888",29065
Bethune Rural Water,Bethune,"Population served: 2,633",29067
"Bethune, Town of",Bethune,Population served: 488,29067
Cassatt Water Kershaw-lee Company RWA,Cassatt,"Population served: 25,061",29067
Catawba River Wsp,Van Wyck,Population served: 25,29067
City of Camden,Camden,"Population served: 15,877",29067
City of Lancaster,Lancaster,"Population served: 13,075",29067
"Heath Springs, Town of",Ruby,"Population served: 1,000",29067
"Kershaw, Town of",Kershaw,"Population served: 2,500",29067
Lancaster County Water and Sewer District,Lancaster,"Population served: 63,258",29067
Lugoff Elgin Water Authority,Lugoff,"Population served: 20,584",29067
"Bishopville, Town of",Bishopville,"Population served: 3,810",29069
Darlington County W&SA,Darlington,"Population served: 45,911",29069
"Darlington, City of",Darlington,"Population served: 5,858",29069
"Hartsville, City of",Hartsville,"Population served: 8,575",29069
"Lamar, Town of",Lamar,Population served: 980,29069
"Lynchburg, Town of",Lynchburg,Population served: 640,29069
Joint Municipal WSC,"Lexington, SC","Population served:34,317",29070
City of West Columbia,"West Columbia, SC","Population served:29,294",29070
Lexington,"Lexington, SC","Population served:21,500",29070
City of Cayce,"Cayce, SC","Population served:19,269",29070
Gaston Rural Water District (sc3220002),"Gaston, SC","Population served:7,550",29070
Gilbert-summit Water District,"Gilbert, SC","Population served:6,710",29070
Batesburg Leesville DPW,"Leesville, SC","Population served:5,520",29070
Bgwc I-20,"Greenville, SC","Population served:5,680",29070
Saluda CPW,"Saluda, SC","Population served:3,831",29070
Amicks Ferry Water System,"Chapin, SC","Population served:3,655",29070
Joint Municipal WSC,"Lexington, SC","Population served:34,317",29072
City of West Columbia,"West Columbia, SC","Population served:29,294",29072
Lexington,"Lexington, SC","Population served:21,500",29072
City of Cayce,"Cayce, SC","Population served:19,269",29072
Gaston Rural Water District (sc3220002),"Gaston, SC","Population served:7,550",29072
Gilbert-summit Water District,"Gilbert, SC","Population served:6,710",29072
Batesburg Leesville DPW,"Leesville, SC","Population served:5,520",29072
Bgwc I-20,"Greenville, SC","Population served:5,680",29072
Amicks Ferry Water System,"Chapin, SC","Population served:3,655",29072
"Swansea, Town of","Swansea, SC","Population served:1,923",29072
Joint Municipal WSC,"Lexington, SC","Population served:34,317",29073
City of West Columbia,"West Columbia, SC","Population served:29,294",29073
Lexington,"Lexington, SC","Population served:21,500",29073
City of Cayce,"Cayce, SC","Population served:19,269",29073
Gaston Rural Water District (sc3220002),"Gaston, SC","Population served:7,550",29073
Gilbert-summit Water District,"Gilbert, SC","Population served:6,710",29073
Batesburg Leesville DPW,"Leesville, SC","Population served:5,520",29073
Bgwc I-20,"Greenville, SC","Population served:5,680",29073
Amicks Ferry Water System,"Chapin, SC","Population served:3,655",29073
"Swansea, Town of","Swansea, SC","Population served:1,923",29073
Bethune Rural Water,Bethune,"Population served: 2,633",29074
"Bethune, Town of",Bethune,Population served: 488,29074
Cassatt Water Kershaw-lee Company RWA,Cassatt,"Population served: 25,061",29074
City of Camden,Camden,"Population served: 15,877",29074
Lugoff Elgin Water Authority,Lugoff,"Population served: 20,584",29074
City of Columbia,"Columbia, SC","Population served:319,500",29075
Joint Municipal WSC,"Lexington, SC","Population served:34,317",29075
Fort Jackson,"Fort Jackson, SC","Population served:32,391",29075
City of West Columbia,"West Columbia, SC","Population served:29,294",29075
Lexington,"Lexington, SC","Population served:21,500",29075
City of Cayce,"Cayce, SC","Population served:19,269",29075
City of Newberry,"Newberry, SC","Population served:9,528",29075
