Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Bamberg Public Works,Chloroform,1.07 ppb,0.4 ppb,
Bamberg Public Works,Dichloroacetic acid,0.500 ppb,0.2 ppb,
Bamberg Public Works,Haloacetic acids (HAA5)†,0.500 ppb,0.1 ppb,60 ppb
Bamberg Public Works,Total trihalomethanes (TTHMs)†,2.27 ppb,0.15 ppb,80 ppb
Bamberg Public Works,Barium,116.0 ppb,700 ppb,"2,000 ppb"
Bamberg Public Works,Dibromochloromethane,0.200 ppb,0.1 ppb,
Bamberg Public Works,Fluoride,0.0275 ppm,,4 ppm
Bamberg Public Works,None,,,
"Denmark, Town of",Bromodichloromethane,0.763 ppb,0.06 ppb,
"Denmark, Town of",Dibromochloromethane,1.05 ppb,0.1 ppb,
"Denmark, Town of",Total trihalomethanes (TTHMs)†,2.49 ppb,0.15 ppb,80 ppb
"Denmark, Town of",Bromoform,0.563 ppb,0.5 ppb,
"Denmark, Town of",Chloroform,0.123 ppb,0.4 ppb,
"Denmark, Town of",Dichloroacetic acid,0.0833 ppb,0.2 ppb,
"Denmark, Town of",Haloacetic acids (HAA5)†,0.0833 ppb,0.1 ppb,60 ppb
"Denmark, Town of",Nitrate,0.126 ppm,0.14 ppm,10 ppm
"Denmark, Town of",None,,,
"Ehrhardt, Town of",Bromodichloromethane,9.35 ppb,0.06 ppb,
"Ehrhardt, Town of",Chloroform,32.0 ppb,0.4 ppb,
"Ehrhardt, Town of",Dibromoacetic acid,0.183 ppb,0.04 ppb,
"Ehrhardt, Town of",Dibromochloromethane,3.14 ppb,0.1 ppb,
"Ehrhardt, Town of",Dichloroacetic acid,6.48 ppb,0.2 ppb,
"Ehrhardt, Town of",Haloacetic acids (HAA5)†,15.7 ppb,0.1 ppb,60 ppb
"Ehrhardt, Town of",Total trihalomethanes (TTHMs)†,44.5 ppb,0.15 ppb,80 ppb
"Ehrhardt, Town of",Trichloroacetic acid,8.17 ppb,0.1 ppb,
"Ehrhardt, Town of",Fluoride,0.0980 ppm,,4 ppm
"Ehrhardt, Town of",Monobromoacetic acid,0.857 ppb,25 ppb,
"Ehrhardt, Town of",Nitrate,0.00757 ppm,0.14 ppm,10 ppm
"Ehrhardt, Town of",Nitrate and nitrite,0.0183 ppm,0.14 ppm,10 ppm
"Ehrhardt, Town of",None,,,
Olar Govan Water System,Chloroform,1.60 ppb,0.4 ppb,
Olar Govan Water System,Total trihalomethanes (TTHMs)†,1.60 ppb,0.15 ppb,80 ppb
Olar Govan Water System,Barium,15.4 ppb,700 ppb,"2,000 ppb"
Olar Govan Water System,Fluoride,0.0460 ppm,,4 ppm
Olar Govan Water System,Nitrate,0.176 ppm,0.14 ppm,10 ppm
Olar Govan Water System,Nitrate and nitrite,0.105 ppm,0.14 ppm,10 ppm
Olar Govan Water System,None,,,
City of Aiken,Bromodichloromethane,6.63 ppb,0.06 ppb,
City of Aiken,Chloroform,18.6 ppb,0.4 ppb,
City of Aiken,Chromium (hexavalent),0.0615 ppb,0.02 ppb,
City of Aiken,Dibromoacetic acid,0.277 ppb,0.04 ppb,
City of Aiken,Dibromochloromethane,2.06 ppb,0.1 ppb,
City of Aiken,Dichloroacetic acid,7.72 ppb,0.2 ppb,
City of Aiken,Haloacetic acids (HAA5)†,16.0 ppb,0.1 ppb,60 ppb
City of Aiken,Haloacetic acids (HAA9)†,20.5 ppb,0.06 ppb,
City of Aiken,Nitrate,0.955 ppm,0.14 ppm,10 ppm
City of Aiken,Nitrate and nitrite,0.510 ppm,0.14 ppm,10 ppm
City of Aiken,"Radium, combined (-226 &amp; -228)",2.06 pCi/L,0.05 pCi/L,5 pCi/L
City of Aiken,Total trihalomethanes (TTHMs)†,27.3 ppb,0.15 ppb,80 ppb
City of Aiken,Trichloroacetic acid,8.01 ppb,0.1 ppb,
City of Aiken,Fluoride,0.714 ppm,,4 ppm
City of Aiken,Manganese,4.70 ppb,100 ppb,
City of Aiken,Strontium,0.0153 ppb,"1,500 ppb",
City of Aiken,Vanadium,0.0657 ppb,21 ppb,
City of Aiken,None,,,
Joint Municipal WSC,Bromodichloromethane,6.10 ppb,0.06 ppb,
Joint Municipal WSC,Chloroform,20.4 ppb,0.4 ppb,
Joint Municipal WSC,Chromium (hexavalent),0.151 ppb,0.02 ppb,
Joint Municipal WSC,Dibromochloromethane,0.559 ppb,0.1 ppb,
Joint Municipal WSC,Dichloroacetic acid,18.2 ppb,0.2 ppb,
Joint Municipal WSC,Haloacetic acids (HAA5)†,32.5 ppb,0.1 ppb,60 ppb
Joint Municipal WSC,Haloacetic acids (HAA9)†,22.8 ppb,0.06 ppb,
Joint Municipal WSC,Total trihalomethanes (TTHMs)†,27.1 ppb,0.15 ppb,80 ppb
Joint Municipal WSC,Trichloroacetic acid,13.0 ppb,0.1 ppb,
Joint Municipal WSC,"1,4-Dioxane",0.0458 ppb,0.35 ppb,
Joint Municipal WSC,Bromoform,0.0539 ppb,0.5 ppb,
Joint Municipal WSC,Chlorate,306.3 ppb,210 ppb,
Joint Municipal WSC,Chromium (total),0.195 ppb,,100 ppb
Joint Municipal WSC,Dibromoacetic acid,0.0774 ppb,0.04 ppb,
Joint Municipal WSC,Fluoride*,0.623 ppm,,4 ppm
Joint Municipal WSC,Manganese,3.20 ppb,100 ppb,
Joint Municipal WSC,Molybdenum*,0.225 ppb,40 ppb,
Joint Municipal WSC,Monobromoacetic acid,1.22 ppb,25 ppb,
Joint Municipal WSC,Monochloroacetic acid,0.0805 ppb,53 ppb,
Joint Municipal WSC,Nitrate*,0.203 ppm,0.14 ppm,10 ppm
Joint Municipal WSC,Strontium,0.0433 ppb,"1,500 ppb",
Joint Municipal WSC,Vanadium,0.825 ppb,21 ppb,
Joint Municipal WSC,None,,,
City of West Columbia,Bromodichloromethane,6.79 ppb,0.06 ppb,
City of West Columbia,Chloroform,22.8 ppb,0.4 ppb,
City of West Columbia,Chromium (hexavalent),0.119 ppb,0.02 ppb,
City of West Columbia,Dibromochloromethane,0.581 ppb,0.1 ppb,
City of West Columbia,Dichloroacetic acid,16.8 ppb,0.2 ppb,
City of West Columbia,Haloacetic acids (HAA5)†,33.3 ppb,0.1 ppb,60 ppb
City of West Columbia,Haloacetic acids (HAA9)†,21.2 ppb,0.06 ppb,
City of West Columbia,Total trihalomethanes (TTHMs)†,30.1 ppb,0.15 ppb,80 ppb
City of West Columbia,Trichloroacetic acid,15.0 ppb,0.1 ppb,
City of West Columbia,"1,4-Dioxane",0.105 ppb,0.35 ppb,
City of West Columbia,Chlorate,233.1 ppb,210 ppb,
City of West Columbia,Chromium (total),0.0207 ppb,,100 ppb
City of West Columbia,Dibromoacetic acid,0.0486 ppb,0.04 ppb,
City of West Columbia,Fluoride,0.623 ppm,,4 ppm
City of West Columbia,Manganese,5.60 ppb,100 ppb,
City of West Columbia,Molybdenum,0.225 ppb,40 ppb,
City of West Columbia,Monobromoacetic acid,1.39 ppb,25 ppb,
City of West Columbia,Nitrate,0.203 ppm,0.14 ppm,10 ppm
City of West Columbia,Strontium,0.0660 ppb,"1,500 ppb",
City of West Columbia,Vanadium,1.06 ppb,21 ppb,
City of West Columbia,None,,,
North Augusta,Bromodichloromethane,8.43 ppb,0.06 ppb,
North Augusta,Chloroform,43.2 ppb,0.4 ppb,
North Augusta,Chromium (hexavalent),0.158 ppb,0.02 ppb,
North Augusta,Dibromochloromethane,1.58 ppb,0.1 ppb,
North Augusta,Dichloroacetic acid,14.3 ppb,0.2 ppb,
North Augusta,Haloacetic acids (HAA5)†,29.4 ppb,0.1 ppb,60 ppb
North Augusta,Haloacetic acids (HAA9)†,40.3 ppb,0.06 ppb,
North Augusta,Total trihalomethanes (TTHMs)†,53.3 ppb,0.15 ppb,80 ppb
North Augusta,Trichloroacetic acid,14.9 ppb,0.1 ppb,
North Augusta,Chlorate,48.8 ppb,210 ppb,
North Augusta,Chromium (total),0.122 ppb,,100 ppb
North Augusta,Fluoride,0.705 ppm,,4 ppm
North Augusta,Manganese,3.25 ppb,100 ppb,
North Augusta,Monochloroacetic acid,0.257 ppb,53 ppb,
North Augusta,Nitrate,0.139 ppm,0.14 ppm,10 ppm
North Augusta,Strontium,0.0298 ppb,"1,500 ppb",
North Augusta,Vanadium,0.293 ppb,21 ppb,
North Augusta,None,,,
Bgwc Lexington Estates,"Radium, combined (-226 &amp; -228)",0.41 pCi/L,0.05 pCi/L,5 pCi/L
Bgwc Lexington Estates,Barium,26.5 ppb,700 ppb,"2,000 ppb"
Bgwc Lexington Estates,Fluoride,0.199 ppm,,4 ppm
Bgwc Lexington Estates,Nitrate,0.114 ppm,0.14 ppm,10 ppm
Bgwc Lexington Estates,None,,,
City of Cayce,Bromodichloromethane,10.9 ppb,0.06 ppb,
City of Cayce,Chloroform,24.1 ppb,0.4 ppb,
City of Cayce,Chromium (hexavalent),0.139 ppb,0.02 ppb,
City of Cayce,Dibromoacetic acid,0.244 ppb,0.04 ppb,
City of Cayce,Dibromochloromethane,4.89 ppb,0.1 ppb,
City of Cayce,Dichloroacetic acid,8.02 ppb,0.2 ppb,
City of Cayce,Haloacetic acids (HAA5)†,15.6 ppb,0.1 ppb,60 ppb
City of Cayce,Haloacetic acids (HAA9)†,44.6 ppb,0.06 ppb,
City of Cayce,Manganese,352.6 ppb,100 ppb,
City of Cayce,Nitrate,0.383 ppm,0.14 ppm,10 ppm
City of Cayce,Total trihalomethanes (TTHMs)†,40.1 ppb,0.15 ppb,80 ppb
City of Cayce,Trichloroacetic acid,5.18 ppb,0.1 ppb,
City of Cayce,"1,4-Dioxane",0.160 ppb,0.35 ppb,
City of Cayce,Bromoform,0.231 ppb,0.5 ppb,
City of Cayce,Chromium (total),0.0354 ppb,,100 ppb
City of Cayce,Fluoride,0.185 ppm,,4 ppm
City of Cayce,Monobromoacetic acid,2.07 ppb,25 ppb,
City of Cayce,Monochloroacetic acid,0.0845 ppb,53 ppb,
City of Cayce,Strontium,0.0427 ppb,"1,500 ppb",
City of Cayce,Vanadium,0.134 ppb,21 ppb,
City of Cayce,None,,,
Breezy Hill WD,Bromodichloromethane,5.31 ppb,0.06 ppb,
Breezy Hill WD,Chloroform,29.0 ppb,0.4 ppb,
Breezy Hill WD,Chromium (hexavalent),0.109 ppb,0.02 ppb,
Breezy Hill WD,Dibromochloromethane,1.08 ppb,0.1 ppb,
Breezy Hill WD,Dichloroacetic acid,16.6 ppb,0.2 ppb,
Breezy Hill WD,Haloacetic acids (HAA5)†,26.7 ppb,0.1 ppb,60 ppb
Breezy Hill WD,Haloacetic acids (HAA9)†,20.4 ppb,0.06 ppb,
Breezy Hill WD,Nitrate,2.70 ppm,0.14 ppm,10 ppm
Breezy Hill WD,Nitrate and nitrite,0.290 ppm,0.14 ppm,10 ppm
Breezy Hill WD,"Radium, combined (-226 &amp; -228)",1.47 pCi/L,0.05 pCi/L,5 pCi/L
Breezy Hill WD,Total trihalomethanes (TTHMs)†,35.4 ppb,0.15 ppb,80 ppb
Breezy Hill WD,Trichloroacetic acid,9.05 ppb,0.1 ppb,
Breezy Hill WD,"1,4-Dioxane",0.0114 ppb,0.35 ppb,
Breezy Hill WD,1-Butanol ,0.229 ppb,,
Breezy Hill WD,"2,4-D",0.244 ppb,20 ppb,70 ppb
Breezy Hill WD,Chlorate,47.3 ppb,210 ppb,
Breezy Hill WD,Chromium (total),0.0200 ppb,,100 ppb
Breezy Hill WD,Dalapon,0.0462 ppb,,200 ppb
Breezy Hill WD,Dibromoacetic acid,0.0229 ppb,0.04 ppb,
Breezy Hill WD,Manganese,7.43 ppb,100 ppb,
Breezy Hill WD,Mercury (inorganic),0.0839 ppb,1.2 ppb,2 ppb
Breezy Hill WD,Monochloroacetic acid,1.03 ppb,53 ppb,
Breezy Hill WD,MTBE,0.782 ppb,13 ppb,
Breezy Hill WD,Strontium,0.0185 ppb,"1,500 ppb",
Breezy Hill WD,Vanadium,0.153 ppb,21 ppb,
Breezy Hill WD,None,,,
Beech Island Water District,Nitrate,0.726 ppm,0.14 ppm,10 ppm
Beech Island Water District,"Radium, combined (-226 &amp; -228)",0.94 pCi/L,0.05 pCi/L,5 pCi/L
Beech Island Water District,Manganese,2.73 ppb,100 ppb,
Beech Island Water District,None,,,
Gaston Rural Water District (sc3220002),Dibromoacetic acid,0.173 ppb,0.04 ppb,
Gaston Rural Water District (sc3220002),Nitrate,0.871 ppm,0.14 ppm,10 ppm
Gaston Rural Water District (sc3220002),"Radium, combined (-226 &amp; -228)",1.69 pCi/L,0.05 pCi/L,5 pCi/L
Gaston Rural Water District (sc3220002),Haloacetic acids (HAA5)†,0.173 ppb,0.1 ppb,60 ppb
Gaston Rural Water District (sc3220002),MTBE,0.534 ppb,13 ppb,
Gaston Rural Water District (sc3220002),Toluene,0.0563 ppb,150 ppb,"1,000 ppb"
Gaston Rural Water District (sc3220002),None,,,
Valley Psa (sc0220012),Bromodichloromethane,1.28 ppb,0.06 ppb,
Valley Psa (sc0220012),Chloroform,1.88 ppb,0.4 ppb,
Valley Psa (sc0220012),Dibromoacetic acid,0.115 ppb,0.04 ppb,
Valley Psa (sc0220012),Dibromochloromethane,0.738 ppb,0.1 ppb,
Valley Psa (sc0220012),Dichloroacetic acid,0.654 ppb,0.2 ppb,
Valley Psa (sc0220012),Haloacetic acids (HAA5)†,0.862 ppb,0.1 ppb,60 ppb
Valley Psa (sc0220012),Nitrate,1.04 ppm,0.14 ppm,10 ppm
Valley Psa (sc0220012),Nitrate and nitrite,1.20 ppm,0.14 ppm,10 ppm
Valley Psa (sc0220012),"Radium, combined (-226 &amp; -228)",1.76 pCi/L,0.05 pCi/L,5 pCi/L
Valley Psa (sc0220012),Total trihalomethanes (TTHMs)†,4.20 ppb,0.15 ppb,80 ppb
Valley Psa (sc0220012),Bromoform,0.308 ppb,0.5 ppb,
Valley Psa (sc0220012),Fluoride,0.688 ppm,,4 ppm
Valley Psa (sc0220012),Trichloroacetic acid,0.0923 ppb,0.1 ppb,
Valley Psa (sc0220012),None,,,
Alligator Rural Water (sc1320004),Nitrate,1.60 ppm,0.14 ppm,10 ppm
Alligator Rural Water (sc1320004),"1,2-Dibromo-3-chloropropane (DBCP)",0.00319 ppb,0.0017 ppb,0.2 ppb
Alligator Rural Water (sc1320004),Dibromochloromethane,0.191 ppb,0.1 ppb,
Alligator Rural Water (sc1320004),Total trihalomethanes (TTHMs)†,0.191 ppb,0.15 ppb,80 ppb
Alligator Rural Water (sc1320004),None,,,
Bethune Rural Water,Chloroform,0.982 ppb,0.4 ppb,
Bethune Rural Water,Dichloroacetic acid,0.797 ppb,0.2 ppb,
Bethune Rural Water,Haloacetic acids (HAA5)†,0.797 ppb,0.1 ppb,60 ppb
Bethune Rural Water,Nitrate,0.930 ppm,0.14 ppm,10 ppm
Bethune Rural Water,"Radium, combined (-226 &amp; -228)",0.50 pCi/L,0.05 pCi/L,5 pCi/L
Bethune Rural Water,Total trihalomethanes (TTHMs)†,0.982 ppb,0.15 ppb,80 ppb
Bethune Rural Water,Barium,25.5 ppb,700 ppb,"2,000 ppb"
Bethune Rural Water,Fluoride,0.0775 ppm,,4 ppm
Bethune Rural Water,None,,,
"Bethune, Town of",Arsenic,3.46 ppb,0.004 ppb,10 ppb
"Bethune, Town of",Bromoform,1.60 ppb,0.5 ppb,
"Bethune, Town of",Dibromoacetic acid,0.610 ppb,0.04 ppb,
"Bethune, Town of",Dibromochloromethane,0.700 ppb,0.1 ppb,
"Bethune, Town of",Haloacetic acids (HAA5)†,0.305 ppb,0.1 ppb,60 ppb
"Bethune, Town of",Nitrate,3.83 ppm,0.14 ppm,10 ppm
"Bethune, Town of",Total trihalomethanes (TTHMs)†,2.39 ppb,0.15 ppb,80 ppb
"Bethune, Town of",Uranium,4.02 pCi/L,0.43 pCi/L,20 pCi/L
"Bethune, Town of",Barium,157.0 ppb,700 ppb,"2,000 ppb"
"Bethune, Town of",Fluoride,0.755 ppm,,4 ppm
"Bethune, Town of",Mercury (inorganic),0.0135 ppb,1.2 ppb,2 ppb
"Bethune, Town of",Selenium,1.44 ppb,30 ppb,50 ppb
"Bethune, Town of",None,,,
"Bishopville, Town of",Bromodichloromethane,0.675 ppb,0.06 ppb,
"Bishopville, Town of",Chloroform,1.81 ppb,0.4 ppb,
"Bishopville, Town of",Dibromochloromethane,0.208 ppb,0.1 ppb,
"Bishopville, Town of",Dichloroacetic acid,0.735 ppb,0.2 ppb,
"Bishopville, Town of",Haloacetic acids (HAA5)†,0.735 ppb,0.1 ppb,60 ppb
"Bishopville, Town of","Radium, combined (-226 &amp; -228)",1.80 pCi/L,0.05 pCi/L,5 pCi/L
"Bishopville, Town of",Total trihalomethanes (TTHMs)†,2.69 ppb,0.15 ppb,80 ppb
"Bishopville, Town of",Nitrate,0.234 ppm,0.14 ppm,10 ppm
"Bishopville, Town of",None,,,
Cassatt Water Kershaw-lee Company RWA,Bromodichloromethane,0.293 ppb,0.06 ppb,
Cassatt Water Kershaw-lee Company RWA,Chromium (hexavalent),0.0499 ppb,0.02 ppb,
Cassatt Water Kershaw-lee Company RWA,Haloacetic acids (HAA5)†,0.351 ppb,0.1 ppb,60 ppb
Cassatt Water Kershaw-lee Company RWA,Haloacetic acids (HAA9)†,0.599 ppb,0.06 ppb,
Cassatt Water Kershaw-lee Company RWA,Nitrate,0.728 ppm,0.14 ppm,10 ppm
Cassatt Water Kershaw-lee Company RWA,Nitrate and nitrite,0.380 ppm,0.14 ppm,10 ppm
Cassatt Water Kershaw-lee Company RWA,"Radium, combined (-226 &amp; -228)",2.72 pCi/L,0.05 pCi/L,5 pCi/L
Cassatt Water Kershaw-lee Company RWA,Total trihalomethanes (TTHMs)†,0.735 ppb,0.15 ppb,80 ppb
Cassatt Water Kershaw-lee Company RWA,"1,4-Dioxane",0.0388 ppb,0.35 ppb,
Cassatt Water Kershaw-lee Company RWA,Bromochloromethane,0.0224 ppb,,
Cassatt Water Kershaw-lee Company RWA,Chlorate,116.8 ppb,210 ppb,
Cassatt Water Kershaw-lee Company RWA,Chloroform,0.339 ppb,0.4 ppb,
Cassatt Water Kershaw-lee Company RWA,Chloromethane,0.0193 ppb,2.69 ppb,
Cassatt Water Kershaw-lee Company RWA,Chromium (total),0.0480 ppb,,100 ppb
Cassatt Water Kershaw-lee Company RWA,Cobalt,0.294 ppb,70 ppb,
Cassatt Water Kershaw-lee Company RWA,Dibromoacetic acid,0.0216 ppb,0.04 ppb,
Cassatt Water Kershaw-lee Company RWA,Dibromochloromethane,0.102 ppb,0.1 ppb,
Cassatt Water Kershaw-lee Company RWA,Dichloroacetic acid,0.313 ppb,0.2 ppb,
Cassatt Water Kershaw-lee Company RWA,Ethylene dibromide,0.00208 ppb,0.01 ppb,0.05 ppb
Cassatt Water Kershaw-lee Company RWA,Fluoride,0.00800 ppm,,4 ppm
Cassatt Water Kershaw-lee Company RWA,Manganese,1.79 ppb,100 ppb,
Cassatt Water Kershaw-lee Company RWA,Mercury (inorganic),0.871 ppb,1.2 ppb,2 ppb
Cassatt Water Kershaw-lee Company RWA,Molybdenum,0.950 ppb,40 ppb,
Cassatt Water Kershaw-lee Company RWA,MTBE,4.65 ppb,13 ppb,
Cassatt Water Kershaw-lee Company RWA,Selenium,0.168 ppb,30 ppb,50 ppb
Cassatt Water Kershaw-lee Company RWA,Strontium,0.0411 ppb,"1,500 ppb",
Cassatt Water Kershaw-lee Company RWA,Toluene,0.0271 ppb,150 ppb,"1,000 ppb"
Cassatt Water Kershaw-lee Company RWA,Trichloroacetic acid,0.0160 ppb,0.1 ppb,
Cassatt Water Kershaw-lee Company RWA,Vanadium,0.449 ppb,21 ppb,
Cassatt Water Kershaw-lee Company RWA,None,,,
"Cheraw, Town of",Bromodichloromethane,0.800 ppb,0.06 ppb,
"Cheraw, Town of",Bromoform,9.20 ppb,0.5 ppb,
"Cheraw, Town of",Dibromoacetic acid,2.00 ppb,0.04 ppb,
"Cheraw, Town of",Dibromochloromethane,2.50 ppb,0.1 ppb,
"Cheraw, Town of",Haloacetic acids (HAA5)†,1.000 ppb,0.1 ppb,60 ppb
"Cheraw, Town of","Radium, combined (-226 &amp; -228)",10.38 pCi/L,0.05 pCi/L,5 pCi/L
"Cheraw, Town of",Total trihalomethanes (TTHMs)†,7.49 ppb,0.15 ppb,80 ppb
"Cheraw, Town of",Barium,12.1 ppb,700 ppb,"2,000 ppb"
"Cheraw, Town of",Fluoride,1.66 ppm,,4 ppm
"Cheraw, Town of",Mercury (inorganic),0.0250 ppb,1.2 ppb,2 ppb
"Cheraw, Town of",Nitrate,0.0200 ppm,0.14 ppm,10 ppm
"Cheraw, Town of",None,,,
Chesterfield Rural Water,Bromodichloromethane,0.434 ppb,0.06 ppb,
Chesterfield Rural Water,Chromium (hexavalent),0.0896 ppb,0.02 ppb,
Chesterfield Rural Water,Dibromochloromethane,0.658 ppb,0.1 ppb,
Chesterfield Rural Water,Dichloroacetic acid,1.96 ppb,0.2 ppb,
Chesterfield Rural Water,Haloacetic acids (HAA5)†,2.56 ppb,0.1 ppb,60 ppb
Chesterfield Rural Water,Haloacetic acids (HAA9)†,0.322 ppb,0.06 ppb,
Chesterfield Rural Water,Total trihalomethanes (TTHMs)†,1.84 ppb,0.15 ppb,80 ppb
Chesterfield Rural Water,Trichloroacetic acid,0.268 ppb,0.1 ppb,
Chesterfield Rural Water,"1,1-Dichloroethane",0.0148 ppb,3 ppb,
Chesterfield Rural Water,"1,4-Dioxane",0.305 ppb,0.35 ppb,
Chesterfield Rural Water,Bromoform,0.168 ppb,0.5 ppb,
Chesterfield Rural Water,Chlorate,45.0 ppb,210 ppb,
Chesterfield Rural Water,Chloroform,0.582 ppb,0.4 ppb,
Chesterfield Rural Water,Chromium (total),0.0230 ppb,,100 ppb
Chesterfield Rural Water,Dibromoacetic acid,0.0239 ppb,0.04 ppb,
Chesterfield Rural Water,Manganese,2.11 ppb,100 ppb,
Chesterfield Rural Water,Monobromoacetic acid,0.307 ppb,25 ppb,
Chesterfield Rural Water,Strontium,0.0286 ppb,"1,500 ppb",
Chesterfield Rural Water,Vanadium,0.131 ppb,21 ppb,
Chesterfield Rural Water,None,,,
"Chesterfield, Town of",Bromodichloromethane,0.532 ppb,0.06 ppb,
"Chesterfield, Town of",Chromium (hexavalent)*,0.0896 ppb,0.02 ppb,
"Chesterfield, Town of",Dibromochloromethane,1.19 ppb,0.1 ppb,
"Chesterfield, Town of",Dichloroacetic acid,0.678 ppb,0.2 ppb,
"Chesterfield, Town of",Haloacetic acids (HAA5)†,0.780 ppb,0.1 ppb,60 ppb
"Chesterfield, Town of",Haloacetic acids (HAA9)*†,0.322 ppb,0.06 ppb,
"Chesterfield, Town of",Total trihalomethanes (TTHMs)†,2.61 ppb,0.15 ppb,80 ppb
"Chesterfield, Town of",Trichloroacetic acid*,0.268 ppb,0.1 ppb,
"Chesterfield, Town of","1,1-Dichloroethane*",0.0148 ppb,3 ppb,
"Chesterfield, Town of","1,4-Dioxane*",0.305 ppb,0.35 ppb,
"Chesterfield, Town of",Bromoform,0.589 ppb,0.5 ppb,
"Chesterfield, Town of",Chlorate*,45.0 ppb,210 ppb,
"Chesterfield, Town of",Chloroform,0.290 ppb,0.4 ppb,
"Chesterfield, Town of",Chromium (total)*,0.0230 ppb,,100 ppb
"Chesterfield, Town of",Dibromoacetic acid,0.0441 ppb,0.04 ppb,
"Chesterfield, Town of",Manganese*,2.11 ppb,100 ppb,
"Chesterfield, Town of",Monobromoacetic acid,0.0573 ppb,25 ppb,
"Chesterfield, Town of",Strontium*,0.0286 ppb,"1,500 ppb",
"Chesterfield, Town of",Vanadium*,0.131 ppb,21 ppb,
"Chesterfield, Town of",None,,,
City of Camden,Bromodichloromethane,12.7 ppb,0.06 ppb,
