State,Zip,Utility,Population Served,Contaminant_Factor,county_FIPS
WY,82310,Juniper Park Water Association,42,23,56013
WY,82310,Lander City Of,7500,757,56013
WY,82310,Pavillion Town Of,240,92,56013
WY,82310,Raintree Estates,75,2,56013
WY,82310,Redd Fox Park Hoa,50,718,56013
WY,82310,Second Fike Subdivision,34,0,56013
WY,82310,Shoshoni Town Of,650,39,56013
WY,82310,Spencer Homesite Water Association,40,87,56013
WY,82310,Sunridge Estates,220,1043,56013
WY,82310,Warm Springs Water District,52,1122,56013
WY,82322,Bairoil Town Of,90,545,56037
WY,82322,City of Green River,10500,1242,56037
WY,82322,City of Rock Springs,24000,1424,56037
WY,82322,Clearview I&s District,930,828,56037
WY,82322,Desert Trails Mhc,238,1316,56037
WY,82322,Farson Mobile Home Court,46,162,56037
WY,82322,Foothills Village Mobile Home Park,450,1521,56037
WY,82322,Granger Town Of,139,1651,56037
WY,82322,Horizon Mobile Home Park,309,6,56037
WY,82322,Jamestown-rio Vista W&s District,560,1274,56037
WY,82322,Lewis Mobile Home Park,370,1396,56037
WY,82322,Little America Hotels & Resorts Inc- Wy,2000,1914,56037
WY,82322,Mobile Corrals/stalls Court,300,1342,56037
WY,82322,Pioneer Mobile Home Park,1500,2,56037
WY,82322,Point Of Rocks Mercantile,150,1,56037
WY,82322,Rock Springs/green River Jpb,25,335,56037
WY,82322,Ten Mile Water and Sewer District,305,968,56037
WY,82322,Volcic Mobile Home Park,270,1190,56037
WY,82322,W Bar K Mobile Home Park,110,1737,56037
WY,82322,Wamsutter Town Of,250,213,56037
WY,82401,Big Horn Regional Jpb,25,358,56043
WY,82401,Ten Sleep Town Of,299,30,56043
WY,82401,Washakie Rural Water System,990,357,56043
WY,82401,Worland Utilities Commission,5487,7,56043
WY,82410,Basin Town Of,1250,86,56003
WY,82410,Burlington Town Of,348,768,56003
WY,82410,Byron Town Of,593,568,56003
WY,82410,Cowley Town Of,800,1005,56003
WY,82410,Deaver Municipal Water System,180,639,56003
WY,82410,Frannie Town Of,157,665,56003
WY,82410,Greybull Heights Water Users,60,12,56003
WY,82410,Hyattville S&i District,66,525,56003
WY,82410,Lovell Town Of,2360,640,56003
WY,82410,Manderson Town Of,110,45,56003
WY,82410,Scharen Subdivision,50,15,56003
WY,82410,Shell Town Water Improvement District,120,7,56003
WY,82410,South Big Horn County Jpb,900,74,56003
WY,82430,East Thermopolis Town Of,280,3099,56017
WY,82430,Kirby Town Of,92,369,56017
WY,82430,Lucerne Water and Sewer District,350,364,56017
WY,82430,Owl Creek Water District,60,1438,56017
WY,82430,Red Lane Domestic Water Inc.,111,1373,56017
WY,82430,South Thermopolis W&s District,450,1425,56017
WY,82601,Air Base Acres Improvement & Service Dis,215,220,56025
WY,82601,Alcova Dam Trailer Park,7,31,56025
WY,82601,Broken Wrench Llc,30,243,56025
WY,82601,Central Wy Reg Water Sys Jpb,25,648,56025
WY,82601,City of Casper,58343,868,56025
WY,82601,Countryside Court,125,1010,56025
WY,82601,Edgerton Town Of,195,648,56025
WY,82601,Evansville Town Of,2728,1584,56025
WY,82601,Lakeview I&s District,62,648,56025
WY,82601,Midwest Town Of,408,648,56025
WY,82601,Mile-hi I&s District,48,220,56025
WY,82601,Mills Town Of,4050,2188,56025
WY,82601,Natrona County Int'l Airport,332,220,56025
WY,82601,Riverside T. C. (sections B C & E),70,220,56025
WY,82601,Riverside Trailer Court,260,551,56025
WY,82601,Sandy Lake Estates I&s District,150,648,56025
WY,82601,South Riverside Acres Water Improvement District,70,33,56025
WY,82601,Thirty-three Mile Road I & SD,183,648,56025
WY,82601,Vista West Water Company,1600,220,56025
WY,82601,Wardwell Water & Sewer District,3670,648,56025
WY,82639,Kaycee Town Of,263,672,56019
WY,82701,Cambria I&s District,148,1044,56045
WY,82701,Canyon Improvement & Service District,79,877,56045
WY,82701,Osage Water District,240,677,56045
WY,82701,Salt Creek Water District,490,1292,56045
WY,82701,Sunset Ranch Water District,70,1044,56045
WY,82701,Sweetwater I&s District,46,262,56045
WY,82701,Upton Town Of,1100,503,56045
WY,82701,Water Unlimited Incorporated,80,783,56045
WY,82710,Beulah Land Water,40,524,56011
WY,82710,Buckmiller Enterprises Llc,33,161,56011
WY,82710,Hulett Town Of,400,606,56011
WY,82710,Pine Haven Town Of,498,521,56011
WY,82710,Roberts Trailer Park,32,1576,56011
WY,82710,Vista West Improvement & Serv District,120,1382,56011
WY,82716,City of Gillette,32222,843,56005
WY,82716,Wright Water & Sewer District,2500,155,56005
WY,82716,Fox Park Subdivision,843,278,56005
WY,82801,City of Sheridan,15500,1330,56033
WY,82801,Clearmont Town Of,142,541,56033
WY,82801,Downer Neighborhood I&s District,400,1330,56033
WY,82801,Ranchester Town Of,950,455,56033
WY,82922,Big Piney Town Of,652,22,56035
WY,82922,Marbleton Town Of,780,10,56035
WY,82930,Bear River Regional Joint Powers,1200,2313,49043
WY,82930,Bridger Valley Joint Powers Board,1728,1943,49043
WY,82930,City of Evanston,12000,2318,49043
WY,82930,Hoytsville Pipe Water Company,440,194,49043
WY,82930,Lyman Town Of,2000,2544,49043
WY,82930,Mountain View Town Of,1250,2681,49043
WY,82930,Yellow Creek Estates Mobile Home Park,165,3,49043
WY,83001,Aspens Pines Water & Sewer District,1400,501,56039
WY,83001,Melody Ranch Improvement & Service District,900,1622,56039
WY,83101,Afton Board Of Pub Utilities,1818,26,56023
WY,83101,Alpine Town Of,1100,97,56023
WY,83101,Bedford Water & Sewer District,725,5,56023
WY,83101,Cokeville Town Of,535,505,56023
WY,83101,Etna Water & Sewer District,135,6,56023
WY,83101,Fairview Water & Sewer District,230,10,56023
WY,83101,Greater Smoot W&s District,720,0,56023
WY,83101,Grover Water & Sewer District,252,33,56023
WY,83101,Kemmerer-diamondville Jpb,3367,1507,56023
WY,83101,Kennington Springs Pipeline,45,2,56023
WY,83101,La Barge Town Of,347,1010,56023
WY,83101,Leisure Valley Inc/ Star Valley Rv Park,433,13,56023
WY,83101,Nordic Ranches Water Llc.,465,64,56023
WY,83101,North Alpine I&s District,121,34,56023
WY,83101,Opal Town Of,102,9,56023
WY,83101,Osmond Pipeline Co.,250,1,56023
WY,83101,Star Valley Ranch Town Of,1215,31,56023
WY,83101,Star View Estates,84,8,56023
WY,83101,Thayne Town Of,366,26,56023
WY,83101,Trail Ridge Water System,100,5,56023
WY,83101,Westview Village,83,3,56023
WY,83114,Montpelier City of,2597,28,56023
WY,83120,Soda Springs City of,2982,42,16019
