Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Burns Board Of Public Utilities,Bromochloroacetic acid,1.35 ppb,0.02 ppb,
Burns Board Of Public Utilities,Bromodichloromethane,0.270 ppb,0.06 ppb,
Burns Board Of Public Utilities,Bromoform,1.54 ppb,0.5 ppb,
Burns Board Of Public Utilities,Dibromoacetic acid,5.05 ppb,0.04 ppb,
Burns Board Of Public Utilities,Dibromochloromethane,1.12 ppb,0.1 ppb,
Burns Board Of Public Utilities,Haloacetic acids (HAA5)†,5.05 ppb,0.1 ppb,60 ppb
Burns Board Of Public Utilities,Nitrate and nitrite,5.50 ppm,0.14 ppm,10 ppm
Burns Board Of Public Utilities,"Radium, combined (-226 &amp; -228)",0.72 pCi/L,0.05 pCi/L,5 pCi/L
Burns Board Of Public Utilities,Total trihalomethanes (TTHMs)†,3.08 ppb,0.15 ppb,80 ppb
Burns Board Of Public Utilities,Uranium,9.72 pCi/L,0.43 pCi/L,20 pCi/L
Burns Board Of Public Utilities,Barium,60.0 ppb,700 ppb,"2,000 ppb"
Burns Board Of Public Utilities,Chloroform,0.0560 ppb,0.4 ppb,
Burns Board Of Public Utilities,Fluoride,0.580 ppm,,4 ppm
Burns Board Of Public Utilities,Selenium,0.600 ppb,30 ppb,50 ppb
Burns Board Of Public Utilities,None,,,
Carpenter Water & Sewer District,Nitrate and nitrite,1.05 ppm,0.14 ppm,10 ppm
Carpenter Water & Sewer District,"Radium, combined (-226 &amp; -228)",0.60 pCi/L,0.05 pCi/L,5 pCi/L
Carpenter Water & Sewer District,Uranium,5.16 pCi/L,0.43 pCi/L,20 pCi/L
Carpenter Water & Sewer District,Bromoform,0.210 ppb,0.5 ppb,
Carpenter Water & Sewer District,Fluoride,0.500 ppm,,4 ppm
Carpenter Water & Sewer District,Selenium,3.00 ppb,30 ppb,50 ppb
Carpenter Water & Sewer District,Total trihalomethanes (TTHMs)†,0.300 ppb,0.15 ppb,80 ppb
Carpenter Water & Sewer District,None,,,
Cheyenne Board Public Utilities,Arsenic,0.125 ppb,0.004 ppb,10 ppb
Cheyenne Board Public Utilities,Chromium (hexavalent),0.0442 ppb,0.02 ppb,
Cheyenne Board Public Utilities,Haloacetic acids (HAA5)†,24.2 ppb,0.1 ppb,60 ppb
Cheyenne Board Public Utilities,Haloacetic acids (HAA9)†,27.5 ppb,0.06 ppb,
Cheyenne Board Public Utilities,Nitrate,0.582 ppm,0.14 ppm,10 ppm
Cheyenne Board Public Utilities,Nitrate and nitrite,0.614 ppm,0.14 ppm,10 ppm
Cheyenne Board Public Utilities,"Radium, combined (-226 &amp; -228)",0.96 pCi/L,0.05 pCi/L,5 pCi/L
Cheyenne Board Public Utilities,Total trihalomethanes (TTHMs)†,37.9 ppb,0.15 ppb,80 ppb
Cheyenne Board Public Utilities,Uranium,1.07 pCi/L,0.43 pCi/L,20 pCi/L
Cheyenne Board Public Utilities,Barium,37.5 ppb,700 ppb,"2,000 ppb"
Cheyenne Board Public Utilities,Chlorate,4.92 ppb,210 ppb,
Cheyenne Board Public Utilities,Fluoride,0.527 ppm,,4 ppm
Cheyenne Board Public Utilities,Manganese,8.21 ppb,100 ppb,
Cheyenne Board Public Utilities,Strontium,0.144 ppb,"1,500 ppb",
Cheyenne Board Public Utilities,Vanadium,1.49 ppb,21 ppb,
Cheyenne Board Public Utilities,None,,,
East Evergreen Mobile Manor,"Radium, combined (-226 &amp; -228)*",1.35 pCi/L,0.05 pCi/L,5 pCi/L
East Evergreen Mobile Manor,Barium*,130.0 ppb,700 ppb,"2,000 ppb"
East Evergreen Mobile Manor,Di(2-ethylhexyl) phthalate*,0.244 ppb,3 ppb,6 ppb
East Evergreen Mobile Manor,Fluoride*,0.0788 ppm,,4 ppm
East Evergreen Mobile Manor,Manganese*,0.638 ppb,100 ppb,
East Evergreen Mobile Manor,Nitrate*,0.235 ppm,0.14 ppm,10 ppm
East Evergreen Mobile Manor,Nitrate and nitrite*,0.238 ppm,0.14 ppm,10 ppm
East Evergreen Mobile Manor,Uranium*,0.50 pCi/L,0.43 pCi/L,20 pCi/L
Hide-a-way Mobile Village,Arsenic,4.00 ppb,0.004 ppb,10 ppb
Hide-a-way Mobile Village,Bromoform,4.54 ppb,0.5 ppb,
Hide-a-way Mobile Village,Dibromoacetic acid,2.85 ppb,0.04 ppb,
Hide-a-way Mobile Village,Dibromochloromethane,0.901 ppb,0.1 ppb,
Hide-a-way Mobile Village,Haloacetic acids (HAA5)†,2.85 ppb,0.1 ppb,60 ppb
Hide-a-way Mobile Village,Nitrate and nitrite,5.46 ppm,0.14 ppm,10 ppm
Hide-a-way Mobile Village,"Radium, combined (-226 &amp; -228)",1.67 pCi/L,0.05 pCi/L,5 pCi/L
Hide-a-way Mobile Village,Total trihalomethanes (TTHMs)†,6.11 ppb,0.15 ppb,80 ppb
Hide-a-way Mobile Village,Uranium,5.91 pCi/L,0.43 pCi/L,20 pCi/L
Hide-a-way Mobile Village,Asbestos,0.47 MFL,,7 MFL
Hide-a-way Mobile Village,Barium,200.0 ppb,700 ppb,"2,000 ppb"
Hide-a-way Mobile Village,Bromodichloromethane,0.0857 ppb,0.06 ppb,
Hide-a-way Mobile Village,Chloroform,0.114 ppb,0.4 ppb,
Hide-a-way Mobile Village,Chromium (total),30.0 ppb,,100 ppb
Hide-a-way Mobile Village,Fluoride,0.250 ppm,,4 ppm
Hide-a-way Mobile Village,Selenium,2.50 ppb,30 ppb,50 ppb
Hide-a-way Mobile Village,None,,,
Highland Ranch Estates,Nitrate,3.38 ppm,0.14 ppm,10 ppm
Highland Ranch Estates,Nitrate and nitrite,3.38 ppm,0.14 ppm,10 ppm
Highland Ranch Estates,Uranium,6.70 pCi/L,0.43 pCi/L,20 pCi/L
Highland Ranch Estates,None,,,
Miller Lower Mobile Home Park,Arsenic,3.00 ppb,0.004 ppb,10 ppb
Miller Lower Mobile Home Park,Nitrate and nitrite,5.40 ppm,0.14 ppm,10 ppm
Miller Lower Mobile Home Park,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Miller Lower Mobile Home Park,Uranium,5.36 pCi/L,0.43 pCi/L,20 pCi/L
Miller Lower Mobile Home Park,Barium,100.0 ppb,700 ppb,"2,000 ppb"
Miller Lower Mobile Home Park,Fluoride,0.700 ppm,,4 ppm
Miller Lower Mobile Home Park,Selenium,3.00 ppb,30 ppb,50 ppb
Miller Lower Mobile Home Park,None,,,
Kronber,Arsenic,4.00 ppb,0.004 ppb,10 ppb
Kronber,Nitrate,2.40 ppm,0.14 ppm,10 ppm
Kronber,Nitrate and nitrite,2.15 ppm,0.14 ppm,10 ppm
Kronber,Uranium,6.50 pCi/L,0.43 pCi/L,20 pCi/L
Kronber,Fluoride,0.500 ppm,,4 ppm
Kronber,"Radium, combined (-226 &amp; -228)",0.10 pCi/L,0.05 pCi/L,5 pCi/L
Kronber,Selenium,1.000 ppb,30 ppb,50 ppb
Kronber,None,,,
Orchard Valley Mobile Home Park,Nitrate,4.79 ppm,0.14 ppm,10 ppm
Orchard Valley Mobile Home Park,Nitrate and nitrite,4.67 ppm,0.14 ppm,10 ppm
Orchard Valley Mobile Home Park,None,,,
"Pine Bluffs, Town Of",Bromochloroacetic acid,0.250 ppb,0.02 ppb,
"Pine Bluffs, Town Of",Bromodichloromethane,0.250 ppb,0.06 ppb,
"Pine Bluffs, Town Of",Bromoform,1.53 ppb,0.5 ppb,
"Pine Bluffs, Town Of",Dibromoacetic acid,1.84 ppb,0.04 ppb,
"Pine Bluffs, Town Of",Dibromochloromethane,0.873 ppb,0.1 ppb,
"Pine Bluffs, Town Of",Haloacetic acids (HAA5)†,2.39 ppb,0.1 ppb,60 ppb
"Pine Bluffs, Town Of",Nitrate,8.58 ppm,0.14 ppm,10 ppm
"Pine Bluffs, Town Of",Nitrate and nitrite,6.44 ppm,0.14 ppm,10 ppm
"Pine Bluffs, Town Of","Radium, combined (-226 &amp; -228)",1.33 pCi/L,0.05 pCi/L,5 pCi/L
"Pine Bluffs, Town Of",Total trihalomethanes (TTHMs)†,15.3 ppb,0.15 ppb,80 ppb
"Pine Bluffs, Town Of",Uranium,12.50 pCi/L,0.43 pCi/L,20 pCi/L
"Pine Bluffs, Town Of",Fluoride,0.700 ppm,,4 ppm
"Pine Bluffs, Town Of",None,,,
South Cheyenne Water and Sewer District,Arsenic*,0.125 ppb,0.004 ppb,10 ppb
South Cheyenne Water and Sewer District,Bromochloroacetic acid,2.87 ppb,0.02 ppb,
South Cheyenne Water and Sewer District,Bromodichloromethane,8.80 ppb,0.06 ppb,
South Cheyenne Water and Sewer District,Chloroform,29.5 ppb,0.4 ppb,
South Cheyenne Water and Sewer District,Chromium (hexavalent)*,0.0442 ppb,0.02 ppb,
South Cheyenne Water and Sewer District,Dibromoacetic acid,0.414 ppb,0.04 ppb,
South Cheyenne Water and Sewer District,Dibromochloromethane,1.82 ppb,0.1 ppb,
South Cheyenne Water and Sewer District,Dichloroacetic acid,11.8 ppb,0.2 ppb,
South Cheyenne Water and Sewer District,Haloacetic acids (HAA5)†,26.6 ppb,0.1 ppb,60 ppb
South Cheyenne Water and Sewer District,Haloacetic acids (HAA9)*†,27.5 ppb,0.06 ppb,
South Cheyenne Water and Sewer District,Nitrate*,0.582 ppm,0.14 ppm,10 ppm
South Cheyenne Water and Sewer District,Nitrate and nitrite*,0.614 ppm,0.14 ppm,10 ppm
South Cheyenne Water and Sewer District,"Radium, combined (-226 &amp; -228)*",0.96 pCi/L,0.05 pCi/L,5 pCi/L
South Cheyenne Water and Sewer District,Total trihalomethanes (TTHMs)†,40.1 ppb,0.15 ppb,80 ppb
South Cheyenne Water and Sewer District,Trichloroacetic acid,13.8 ppb,0.1 ppb,
South Cheyenne Water and Sewer District,Uranium*,1.07 pCi/L,0.43 pCi/L,20 pCi/L
South Cheyenne Water and Sewer District,Barium*,37.5 ppb,700 ppb,"2,000 ppb"
South Cheyenne Water and Sewer District,Chlorate*,4.92 ppb,210 ppb,
South Cheyenne Water and Sewer District,Fluoride*,0.527 ppm,,4 ppm
South Cheyenne Water and Sewer District,Manganese*,8.21 ppb,100 ppb,
South Cheyenne Water and Sewer District,Monobromoacetic acid,0.0805 ppb,25 ppb,
South Cheyenne Water and Sewer District,Monochloroacetic acid,0.562 ppb,53 ppb,
South Cheyenne Water and Sewer District,Strontium*,0.144 ppb,"1,500 ppb",
South Cheyenne Water and Sewer District,Vanadium*,1.49 ppb,21 ppb,
South Cheyenne Water and Sewer District,None,,,
"U.s. Air Force, F.e. Warren AFB",Arsenic*,0.125 ppb,0.004 ppb,10 ppb
"U.s. Air Force, F.e. Warren AFB",Chromium (hexavalent)*,0.0442 ppb,0.02 ppb,
"U.s. Air Force, F.e. Warren AFB",Haloacetic acids (HAA5)†,19.9 ppb,0.1 ppb,60 ppb
"U.s. Air Force, F.e. Warren AFB",Haloacetic acids (HAA9)*†,27.5 ppb,0.06 ppb,
"U.s. Air Force, F.e. Warren AFB",Nitrate*,0.582 ppm,0.14 ppm,10 ppm
"U.s. Air Force, F.e. Warren AFB",Nitrate and nitrite*,0.614 ppm,0.14 ppm,10 ppm
"U.s. Air Force, F.e. Warren AFB","Radium, combined (-226 &amp; -228)*",0.96 pCi/L,0.05 pCi/L,5 pCi/L
"U.s. Air Force, F.e. Warren AFB",Total trihalomethanes (TTHMs)†,38.8 ppb,0.15 ppb,80 ppb
"U.s. Air Force, F.e. Warren AFB",Uranium*,1.07 pCi/L,0.43 pCi/L,20 pCi/L
"U.s. Air Force, F.e. Warren AFB",Barium*,37.5 ppb,700 ppb,"2,000 ppb"
"U.s. Air Force, F.e. Warren AFB",Chlorate*,4.92 ppb,210 ppb,
"U.s. Air Force, F.e. Warren AFB",Fluoride*,0.527 ppm,,4 ppm
"U.s. Air Force, F.e. Warren AFB",Manganese*,8.21 ppb,100 ppb,
"U.s. Air Force, F.e. Warren AFB",Strontium*,0.144 ppb,"1,500 ppb",
"U.s. Air Force, F.e. Warren AFB",Vanadium*,1.49 ppb,21 ppb,
West Winds,Bromochloroacetic acid,2.73 ppb,0.02 ppb,
West Winds,Bromodichloromethane,7.97 ppb,0.06 ppb,
West Winds,Chloroform,24.8 ppb,0.4 ppb,
West Winds,Dibromoacetic acid,0.344 ppb,0.04 ppb,
West Winds,Dibromochloromethane,1.65 ppb,0.1 ppb,
West Winds,Dichloroacetic acid,11.4 ppb,0.2 ppb,
West Winds,Haloacetic acids (HAA5)†,26.3 ppb,0.1 ppb,60 ppb
West Winds,Total trihalomethanes (TTHMs)†,37.3 ppb,0.15 ppb,80 ppb
West Winds,Trichloroacetic acid,13.2 ppb,0.1 ppb,
West Winds,Monobromoacetic acid,0.245 ppb,25 ppb,
West Winds,Monochloroacetic acid,0.466 ppb,53 ppb,
West Winds,None,,,
Winchester Hills,Arsenic,4.00 ppb,0.004 ppb,10 ppb
Winchester Hills,Bromodichloromethane,0.186 ppb,0.06 ppb,
Winchester Hills,Bromoform,2.26 ppb,0.5 ppb,
Winchester Hills,Dibromoacetic acid,0.882 ppb,0.04 ppb,
Winchester Hills,Dibromochloromethane,1.01 ppb,0.1 ppb,
Winchester Hills,Haloacetic acids (HAA5)†,0.882 ppb,0.1 ppb,60 ppb
Winchester Hills,Nitrate and nitrite,4.06 ppm,0.14 ppm,10 ppm
Winchester Hills,Total trihalomethanes (TTHMs)†,3.61 ppb,0.15 ppb,80 ppb
Winchester Hills,Uranium,4.69 pCi/L,0.43 pCi/L,20 pCi/L
Winchester Hills,Fluoride,0.500 ppm,,4 ppm
Winchester Hills,Selenium,2.00 ppb,30 ppb,50 ppb
Winchester Hills,None,,,
Antelope Ridge Hoa,Arsenic,4.00 ppb,0.004 ppb,10 ppb
Antelope Ridge Hoa,Nitrate and nitrite,0.932 ppm,0.14 ppm,10 ppm
Antelope Ridge Hoa,Fluoride,0.200 ppm,,4 ppm
Antelope Ridge Hoa,Selenium,1.000 ppb,30 ppb,50 ppb
Antelope Ridge Hoa,None,,,
Centennial Water and Sanitation District,Arsenic,0.938 ppb,0.004 ppb,10 ppb
Centennial Water and Sanitation District,Bromodichloromethane,15.5 ppb,0.06 ppb,
Centennial Water and Sanitation District,Bromoform,6.24 ppb,0.5 ppb,
Centennial Water and Sanitation District,Chloroform,6.89 ppb,0.4 ppb,
Centennial Water and Sanitation District,Dibromoacetic acid,4.90 ppb,0.04 ppb,
Centennial Water and Sanitation District,Dibromochloromethane,18.7 ppb,0.1 ppb,
Centennial Water and Sanitation District,Dichloroacetic acid,5.78 ppb,0.2 ppb,
Centennial Water and Sanitation District,Haloacetic acids (HAA5)†,13.8 ppb,0.1 ppb,60 ppb
Centennial Water and Sanitation District,Haloacetic acids (HAA9)†,26.8 ppb,0.06 ppb,
Centennial Water and Sanitation District,"Radium, combined (-226 &amp; -228)",1.59 pCi/L,0.05 pCi/L,5 pCi/L
Centennial Water and Sanitation District,Total trihalomethanes (TTHMs)†,34.2 ppb,0.15 ppb,80 ppb
Centennial Water and Sanitation District,Trichloroacetic acid,2.72 ppb,0.1 ppb,
Centennial Water and Sanitation District,Uranium,1.23 pCi/L,0.43 pCi/L,20 pCi/L
Centennial Water and Sanitation District,Barium,72.3 ppb,700 ppb,"2,000 ppb"
Centennial Water and Sanitation District,Chlorate,74.0 ppb,210 ppb,
Centennial Water and Sanitation District,Chromium (hexavalent),0.0172 ppb,0.02 ppb,
Centennial Water and Sanitation District,Chromium (total),0.294 ppb,,100 ppb
Centennial Water and Sanitation District,Fluoride,0.867 ppm,,4 ppm
Centennial Water and Sanitation District,Hexachlorocyclopentadiene,0.00500 ppb,2 ppb,50 ppb
Centennial Water and Sanitation District,Manganese,2.09 ppb,100 ppb,
Centennial Water and Sanitation District,Molybdenum,4.88 ppb,40 ppb,
Centennial Water and Sanitation District,Monobromoacetic acid,0.541 ppb,25 ppb,
Centennial Water and Sanitation District,Nitrate,0.0533 ppm,0.14 ppm,10 ppm
Centennial Water and Sanitation District,Nitrate and nitrite,0.0533 ppm,0.14 ppm,10 ppm
Centennial Water and Sanitation District,Selenium,0.750 ppb,30 ppb,50 ppb
Centennial Water and Sanitation District,Strontium,0.601 ppb,"1,500 ppb",
Centennial Water and Sanitation District,Vanadium,0.0921 ppb,21 ppb,
Centennial Water and Sanitation District,None,,,
City of Laramie,Arsenic,0.762 ppb,0.004 ppb,10 ppb
City of Laramie,Bromate,1.41 ppb,0.1 ppb,10 ppb
City of Laramie,Bromochloroacetic acid,1.35 ppb,0.02 ppb,
City of Laramie,Bromodichloromethane,3.19 ppb,0.06 ppb,
City of Laramie,Chloroform,15.2 ppb,0.4 ppb,
City of Laramie,Chromium (hexavalent),0.198 ppb,0.02 ppb,
City of Laramie,Dibromoacetic acid,0.322 ppb,0.04 ppb,
City of Laramie,Dibromochloromethane,0.997 ppb,0.1 ppb,
City of Laramie,Dichloroacetic acid,8.83 ppb,0.2 ppb,
City of Laramie,Haloacetic acids (HAA5)†,18.0 ppb,0.1 ppb,60 ppb
City of Laramie,Haloacetic acids (HAA9)†,7.48 ppb,0.06 ppb,
City of Laramie,Nitrate,1.53 ppm,0.14 ppm,10 ppm
City of Laramie,Nitrate and nitrite,1.41 ppm,0.14 ppm,10 ppm
City of Laramie,"Radium, combined (-226 &amp; -228)",0.81 pCi/L,0.05 pCi/L,5 pCi/L
City of Laramie,Total trihalomethanes (TTHMs)†,19.1 ppb,0.15 ppb,80 ppb
City of Laramie,Trichloroacetic acid,8.84 ppb,0.1 ppb,
City of Laramie,Barium,119.0 ppb,700 ppb,"2,000 ppb"
City of Laramie,Bromoform,0.175 ppb,0.5 ppb,
City of Laramie,Chlorate,96.7 ppb,210 ppb,
City of Laramie,Chromium (total),1.20 ppb,,100 ppb
City of Laramie,Fluoride,0.308 ppm,,4 ppm
City of Laramie,Manganese,0.660 ppb,100 ppb,
City of Laramie,Molybdenum,0.577 ppb,40 ppb,
City of Laramie,Monobromoacetic acid,0.0347 ppb,25 ppb,
City of Laramie,Monochloroacetic acid,0.579 ppb,53 ppb,
City of Laramie,Selenium,0.190 ppb,30 ppb,50 ppb
City of Laramie,Strontium,0.182 ppb,"1,500 ppb",
City of Laramie,Thallium,0.0762 ppb,0.1 ppb,2 ppb
City of Laramie,Uranium,0.71 pCi/L,0.43 pCi/L,20 pCi/L
City of Laramie,Vanadium,2.25 ppb,21 ppb,
City of Laramie,None,,,
Country Meadow Care Center,Arsenic,3.55 ppb,0.004 ppb,10 ppb
Country Meadow Care Center,Bromodichloromethane,0.405 ppb,0.06 ppb,
Country Meadow Care Center,Dibromochloromethane,0.283 ppb,0.1 ppb,
Country Meadow Care Center,Total trihalomethanes (TTHMs)†,0.488 ppb,0.15 ppb,80 ppb
Country Meadow Care Center,Chloroform,0.202 ppb,0.4 ppb,
Country Meadow Care Center,Fluoride,0.215 ppm,,4 ppm
Country Meadow Care Center,Monobromoacetic acid,0.267 ppb,25 ppb,
Country Meadow Care Center,None,,,
Nine-mile Water & Sewer District,Arsenic*,0.762 ppb,0.004 ppb,10 ppb
Nine-mile Water & Sewer District,Bromate*,1.41 ppb,0.1 ppb,10 ppb
Nine-mile Water & Sewer District,Bromochloroacetic acid,2.16 ppb,0.02 ppb,
Nine-mile Water & Sewer District,Bromodichloromethane,5.95 ppb,0.06 ppb,
Nine-mile Water & Sewer District,Chloroform,31.2 ppb,0.4 ppb,
Nine-mile Water & Sewer District,Chromium (hexavalent)*,0.198 ppb,0.02 ppb,
Nine-mile Water & Sewer District,Dibromoacetic acid*,0.322 ppb,0.04 ppb,
Nine-mile Water & Sewer District,Dibromochloromethane,0.966 ppb,0.1 ppb,
Nine-mile Water & Sewer District,Dichloroacetic acid,17.4 ppb,0.2 ppb,
Nine-mile Water & Sewer District,Haloacetic acids (HAA5)†,31.6 ppb,0.1 ppb,60 ppb
Nine-mile Water & Sewer District,Haloacetic acids (HAA9)*†,7.48 ppb,0.06 ppb,
Nine-mile Water & Sewer District,Nitrate*,1.53 ppm,0.14 ppm,10 ppm
Nine-mile Water & Sewer District,Nitrate and nitrite*,1.41 ppm,0.14 ppm,10 ppm
Nine-mile Water & Sewer District,"Radium, combined (-226 &amp; -228)*",0.81 pCi/L,0.05 pCi/L,5 pCi/L
Nine-mile Water & Sewer District,Total trihalomethanes (TTHMs)†,38.0 ppb,0.15 ppb,80 ppb
Nine-mile Water & Sewer District,Trichloroacetic acid,13.2 ppb,0.1 ppb,
Nine-mile Water & Sewer District,Barium*,119.0 ppb,700 ppb,"2,000 ppb"
Nine-mile Water & Sewer District,Bromoform*,0.175 ppb,0.5 ppb,
Nine-mile Water & Sewer District,Chlorate*,96.7 ppb,210 ppb,
Nine-mile Water & Sewer District,Chromium (total)*,1.20 ppb,,100 ppb
Nine-mile Water & Sewer District,Fluoride*,0.308 ppm,,4 ppm
Nine-mile Water & Sewer District,Manganese*,0.660 ppb,100 ppb,
Nine-mile Water & Sewer District,Molybdenum*,0.577 ppb,40 ppb,
Nine-mile Water & Sewer District,Monobromoacetic acid*,0.0347 ppb,25 ppb,
Nine-mile Water & Sewer District,Monochloroacetic acid,0.880 ppb,53 ppb,
Nine-mile Water & Sewer District,Selenium*,0.190 ppb,30 ppb,50 ppb
Nine-mile Water & Sewer District,Strontium*,0.182 ppb,"1,500 ppb",
Nine-mile Water & Sewer District,Thallium*,0.0762 ppb,0.1 ppb,2 ppb
Nine-mile Water & Sewer District,Uranium*,0.71 pCi/L,0.43 pCi/L,20 pCi/L
Nine-mile Water & Sewer District,Vanadium*,2.25 ppb,21 ppb,
Nine-mile Water & Sewer District,None,,,
"Rock River, Town Of",Bromochloroacetic acid,0.246 ppb,0.02 ppb,
"Rock River, Town Of",Bromodichloromethane,0.981 ppb,0.06 ppb,
"Rock River, Town Of",Chloroform,19.4 ppb,0.4 ppb,
"Rock River, Town Of",Dichloroacetic acid,15.1 ppb,0.2 ppb,
"Rock River, Town Of",Haloacetic acids (HAA5)†,33.0 ppb,0.1 ppb,60 ppb
"Rock River, Town Of","Radium, combined (-226 &amp; -228)",1.00 pCi/L,0.05 pCi/L,5 pCi/L
"Rock River, Town Of",Total trihalomethanes (TTHMs)†,20.3 ppb,0.15 ppb,80 ppb
"Rock River, Town Of",Trichloroacetic acid,16.8 ppb,0.1 ppb,
"Rock River, Town Of",Dibromoacetic acid,0.0471 ppb,0.04 ppb,
"Rock River, Town Of",Monochloroacetic acid,0.914 ppb,53 ppb,
"Rock River, Town Of",Xylenes (total),1.87 ppb,"1,800 ppb","10,000 ppb"
"Rock River, Town Of",None,,,
Seven Mile Water & Sewer District,Arsenic*,0.762 ppb,0.004 ppb,10 ppb
Seven Mile Water & Sewer District,Bromate*,1.41 ppb,0.1 ppb,10 ppb
Seven Mile Water & Sewer District,Bromochloroacetic acid,2.06 ppb,0.02 ppb,
Seven Mile Water & Sewer District,Bromodichloromethane,5.42 ppb,0.06 ppb,
Seven Mile Water & Sewer District,Chloroform,24.6 ppb,0.4 ppb,
Seven Mile Water & Sewer District,Chromium (hexavalent)*,0.198 ppb,0.02 ppb,
Seven Mile Water & Sewer District,Dibromoacetic acid*,0.322 ppb,0.04 ppb,
Seven Mile Water & Sewer District,Dibromochloromethane,0.988 ppb,0.1 ppb,
Seven Mile Water & Sewer District,Dichloroacetic acid,15.2 ppb,0.2 ppb,
Seven Mile Water & Sewer District,Haloacetic acids (HAA5)†,28.6 ppb,0.1 ppb,60 ppb
Seven Mile Water & Sewer District,Haloacetic acids (HAA9)*†,7.48 ppb,0.06 ppb,
Seven Mile Water & Sewer District,Nitrate*,1.53 ppm,0.14 ppm,10 ppm
Seven Mile Water & Sewer District,Nitrate and nitrite*,1.41 ppm,0.14 ppm,10 ppm
Seven Mile Water & Sewer District,"Radium, combined (-226 &amp; -228)*",0.81 pCi/L,0.05 pCi/L,5 pCi/L
Seven Mile Water & Sewer District,Total trihalomethanes (TTHMs)†,31.1 ppb,0.15 ppb,80 ppb
Seven Mile Water & Sewer District,Trichloroacetic acid,12.9 ppb,0.1 ppb,
Seven Mile Water & Sewer District,Barium*,119.0 ppb,700 ppb,"2,000 ppb"
Seven Mile Water & Sewer District,Bromoform*,0.175 ppb,0.5 ppb,
Seven Mile Water & Sewer District,Chlorate*,96.7 ppb,210 ppb,
Seven Mile Water & Sewer District,Chromium (total)*,1.20 ppb,,100 ppb
Seven Mile Water & Sewer District,Fluoride*,0.308 ppm,,4 ppm
Seven Mile Water & Sewer District,Manganese*,0.660 ppb,100 ppb,
Seven Mile Water & Sewer District,Molybdenum*,0.577 ppb,40 ppb,
Seven Mile Water & Sewer District,Monobromoacetic acid,0.102 ppb,25 ppb,
Seven Mile Water & Sewer District,Monochloroacetic acid,0.700 ppb,53 ppb,
Seven Mile Water & Sewer District,Selenium*,0.190 ppb,30 ppb,50 ppb
Seven Mile Water & Sewer District,Strontium*,0.182 ppb,"1,500 ppb",
Seven Mile Water & Sewer District,Thallium*,0.0762 ppb,0.1 ppb,2 ppb
Seven Mile Water & Sewer District,Uranium*,0.71 pCi/L,0.43 pCi/L,20 pCi/L
Seven Mile Water & Sewer District,Vanadium*,2.25 ppb,21 ppb,
Seven Mile Water & Sewer District,None,,,
South Laramie W&s District,Bromochloroacetic acid,2.07 ppb,0.02 ppb,
South Laramie W&s District,Bromodichloromethane,6.43 ppb,0.06 ppb,
South Laramie W&s District,Chloroform,39.2 ppb,0.4 ppb,
South Laramie W&s District,Dibromoacetic acid,0.288 ppb,0.04 ppb,
South Laramie W&s District,Dibromochloromethane,1.45 ppb,0.1 ppb,
South Laramie W&s District,Dichloroacetic acid,14.2 ppb,0.2 ppb,
South Laramie W&s District,Haloacetic acids (HAA5)†,29.5 ppb,0.1 ppb,60 ppb
