Utility name,City,People served,Zip
Briarcliff Manor Village,"Briarcliff Manor, NY","Population served:9,190",10514
Applehill Farm Water District,"Valhalla, NY",Population served:209,10514
Old Farm Hill Water District,"Valhalla, NY","Population served:1,768",10514
Mill River Water District,"Valhalla, NY",Population served:74,10514
Bear Ridge Lake Water District,"Valhalla, NY",Population served:518,10514
Cold Spring Village,"Cold Spring, NY","Population served:2,666",10516
Brewster Village,"Brewster, NY","Population served:2,440",10516
Carmel Water District 8,"Mahopac, NY","Population served:1,600",10516
Carmel Water District 3,"Mahopac, NY","Population served:1,600",10516
Continental Village Water District,"Cold Spring, NY","Population served:1,509",10516
Watchtower Bible Tract Society,"Patterson, NY","Population served:1,501",10516
Mount Ebo Ws,"Brewster, NY","Population served:1,500",10516
Hill Sparrow Master Homeowners Association,"Croton Falls, NY",Population served:938,10516
Carmel Water District 4,"Mahopac, NY",Population served:700,10516
Meadows At Cross River,"Bethel, CT",Population served:630,10518
Hunt Farm Water Company,"Waccabuc, NY",Population served:156,10518
Four Winds Hospital,"Katonah, NY",Population served:400,10518
Juengstville Farm Association,"Croton Falls, NY",Population served:45,10519
Yeshiva Kehileth Yakov,"Brooklyn, NY",Population served:150,10520
Danish Home For The Aged Inc.,"Croton On Hudson, NY",Population served:27,10520
Irvington Water Supply,"Irvington, NY","Population served:6,631",10522
Elmsford Village,"Elmsford, NY","Population served:4,600",10523
Goldens Bridge Community Association,"Long Island City, NY",Population served:250,10526
Arbor Hills Water Works,"Merrick, NY",Population served:180,10526
Waccabuc Farms Inc.,"Greenwich, CT",Population served:26,10526
Indian Hill Subdivision,"Merrick, NY",Population served:320,10526
Cale Farms Water Works,"Somers, NY",Population served:212,10527
Westchester County Water District #3,"New Rochelle, NY","Population served:6,000",10532
Tarrytown Water Supply,"Tarrytown, NY","Population served:11,000",10533
Lake Katonah Club Inc.,"Goldens Bridge, NY",Population served:356,10536
The Harvey School,"Katonah, NY",Population served:100,10536
Michelle Estates,"Croton Falls, NY",Population served:340,10536
Larchmont Village,"Larchmont, NY","Population served:6,485",10538
Scarsdale Water Department,"Scarsdale, NY","Population served:20,608",10538
Kitchawan Water District,"Yorktown Heights, NY",Population served:150,10546
Buchanan Village,"Brewster, NY","Population served:2,200",10548
Yeshiva Farm Settlement,"Brooklyn, NY",Population served:300,10549
Cedar Downs Water District,"Bedford Hills, NY",Population served:195,10549
Ramleh Water Works Corporation Inc.,"Croton Falls, NY",Population served:80,10549
Old Post Road Water District,"Bedford Hills, NY","Population served:1,500",10549
Salem Chase,"Bedford Village, NY",Population served:175,10560
Salem Acres Association,"North Salem, NY",Population served:138,10560
Bridleside Apartments,"Chappaqua, NY",Population served:230,10560
Cotswold Water Supply,"Croton Falls, NY",Population served:150,10560
Pabst Water Company Inc.,"West Palm Beach, FL",Population served:250,10560
Candlewood Park Water District,"North Salem, NY",Population served:125,10560
Pietschs Gardens,"North Salem, NY",Population served:337,10560
Wild Oaks Water Company,"Merrick, NY",Population served:805,10560
Croton Falls Water District,"North Salem, NY",Population served:216,10560
Sunshine Children's Home & Rehab Center,"Ossining, NY",Population served:130,10562
Croton-on-hudson Village,"Croton-on-the-hudson, NY","Population served:8,000",10562
Kensico Water District,"Valhalla, NY","Population served:17,917",10570
Pace University,"Pleasantville, NY","Population served:2,753",10570
Meadowbrook Water District,"Valhalla, NY",Population served:91,10570
Pleasantville Extension #1,"Valhalla, NY",Population served:49,10570
Lincoln Hall School,"Lincolndale, NY",Population served:500,10589
Somers Chase Water Works Corporation,"Carmel, NY",Population served:224,10589
Greenbriar Subdivision,"Somers, NY",Population served:956,10589
Somers Manor Nursing Home Inc.,"Somers, NY",Population served:400,10589
Dykeer Water Company,"Merrick, NY",Population served:480,10589
Pocantico Hills Water District,"Valhalla, NY",Population served:329,10591
Pleasant Ridge Water District,"Valhalla, NY",Population served:95,10595
North Castle Water District #1,"Armonk, NY","Population served:2,500",10595
Amawalk-shenorock Water District,"Somers, NY","Population served:3,800",10598
Amawalk Heights Water District,"Somers, NY",Population served:400,10598
Jennie Clarkson Home,"Dobbs Ferry, NY",Population served:96,10604
Bear Mountain Water Supply,Bear Mountain,"Population served: 3,564",10901
High-tor Properties,New York,Population served: 300,10901
Hillburn Village,Hillburn,Population served: 950,10901
Hilltop House,Spring Valley,Population served: 73,10901
J&r Mobile Homes,Lake George,Population served: 75,10901
Lake Lucille Prop Owners Association,New City,Population served: 92,10901
Mazza-leone Mobile Home Court,West Haverstraw,Population served: 55,10901
Mount Ivy Enterprises,Thiells,Population served: 170,10901
Mountainview Mobile Home Park,Stony Point,Population served: 225,10901
Nyack Village Water Supply,Nyack,"Population served: 14,700",10901
"Oak Tree La, Hav Ltd",New City,Population served: 140,10901
,,Population served: 0,10901
Pomona Country Club,Suffern,Population served: 30,10901
Pomona Glen,Stony Point,Population served: 50,10901
St. Marys Villa,Sloatsburg,Population served: 55,10901
Suffern Village,Suffern,"Population served: 12,000",10901
Sunrise Bungalows,Spring Valley,Population served: 50,10901
Torne Brook Farm,Hillburn,Population served: 50,10901
United Water New York,West Nyack,"Population served: 270,950",10901
Kiryas Joel Village,"Monroe, NY","Population served:31,988",10910
Middletown City,"Middletown, NY","Population served:30,850",10910
New Windsor Consolidated WD,"New Windsor, NY","Population served:30,450",10910
Newburgh City,"Newburgh, NY","Population served:28,000",10910
Newburgh Consolidated WD,"Newburgh, NY","Population served:26,313",10910
Wallkill Consolidated WD,"Middletown, NY","Population served:18,175",10910
Woodbury Cons. WD,"Central Valley, NY","Population served:10,741",10910
Monroe Village,"Monroe, NY","Population served:10,465",10910
Cornwall-on-hudson,"Cornwall-on-hudson, NY","Population served:9,500",10910
Port Jervis City,"Port Jervis, NY","Population served:9,000",10910
Passaic Valley Water Commission,"Clifton, NJ","Population served:310,121",10925
Wayne Township Division of Water,"Wayne, NJ","Population served:55,000",10925
Manchester Utilities Authority,"Woodland Park, NJ","Population served:12,000",10925
Pompton Lakes Mua,"Pompton Lakes, NJ","Population served:11,435",10925
Ridgewood Water,"Ridgewood, NJ","Population served:61,700",10964
Fair Lawn Water Department,"Fair Lawn Boro, NJ","Population served:31,000",10964
Garfield Water Department,"Garfield, NJ","Population served:30,487",10964
Mahwah Water Department,"Mahwah Twp, NJ","Population served:26,777",10964
Water Authority of Western Nassau,"New Hyde Park, NY","Population served:120,000",11004
West Hempstead WD,"West Hempstead, NY","Population served:33,531",11010
Franklin Square WD,"Franklin Square, NY","Population served:20,000",11010
Port Washington WD,"Port Washington, NY","Population served:34,000",11030
Roslyn WD,"Roslyn, NY","Population served:18,000",11030
Plandome,"Plandome, NY","Population served:1,600",11030
Garden City Park WD,"Garden City Park, NY","Population served:18,000",11040
Sands Point,"Port Washington, NY","Population served:2,800",11050
Albertson WD,"Roslyn Heights, NY","Population served:13,500",11507
Garden City,"Garden City, NY","Population served:46,000",11530
Cathedral Gardens Water District,"West Hempstead, NY","Population served:1,500",11530
New York American Water - Sea Cliff,"Merrick, NY","Population served:13,400",11542
Glenwood Water District,"Glenwood Landing, NY","Population served:1,000",11545
New York American Water - Lynbrook,"Merrick, NY","Population served:220,000",11549
New York American Water - Merrick,"Merrick, NY","Population served:177,000",11549
Town of Hempstead Water Department,"East Meadow, NY","Population served:110,000",11549
Jericho Water District,"Syosset, NY","Population served:58,000",11549
Hempstead,"Hempstead, NY","Population served:56,000",11550
Long Beach City,"Long Beach, NY","Population served:35,000",11561
Lido-point Lookout Water District,"East Meadow, NY","Population served:6,000",11561
Old Westbury,"Old Westbury, NY","Population served:4,700",11568
Rockville Centre,"Rockville Centre, NY","Population served:24,700",11570
Manhasset Lakeville WD,"Great Neck, NY","Population served:44,600",11576
Westbury WD,"Westbury, NY","Population served:20,500",11590
Williston Park,"Williston Park, NY","Population served:10,072",11596
East Williston,"East Williston, NY","Population served:2,503",11596
Saltaire Water District,"Bayshore, NY","Population served:2,000",11702
West Gilgo Beach Association,"West Gilgo Beach, NY",Population served:300,11702
Bethpage WD,"Bethpage, NY","Population served:33,000",11714
Greenlawn WD,"Greenlawn, NY","Population served:42,000",11721
South Huntington Water Department,"South Huntington, NY","Population served:81,760",11724
Dix Hills Water District,"Huntington, NY","Population served:34,522",11731
South Farmingdale WD,"Farmingdale, NY","Population served:44,700",11735
Farmingdale,"Farmingdale, NY","Population served:8,744",11735
Smithtown WD,"Kings Park, NY","Population served:19,635",11754
St James WD,"St James, NY","Population served:10,587",11754
Massapequa WD,"Massapequa, NY","Population served:43,000",11758
New York American Water - Mill Neck,"Merrick, NY",Population served:240,11765
Ocean Beach Water District,"Ocean Beach, NY","Population served:4,500",11770
Plainview WD,"Plainview, NY","Population served:35,000",11803
Riverhead WD,"Riverhead, NY","Population served:35,000",11901
Peconic View Mobile Home Park,"Bayport, NY",Population served:40,11901
Peconic River Mobile Home Park,"Riverhead, NY",Population served:75,11901
Calverton Hills Owners Association,"Calverton, NY",Population served:897,11933
Greenport Village,"Greenport, NY","Population served:2,050",11944
Suffolk County Water Authority,"Bayshore, NY","Population served:1,100,000",11964
Shelter Island Heights Association,"Shelter Island Heights, NY",Population served:463,11965
Dering Harbor Water District,"Shelter Island Heights, NY",Population served:136,11965
West Neck Water District,",",Population served:100,11965
Albany City,"Albany, NY","Population served:132,082",12007
Latham Water District,"Newtonville, NY","Population served:86,530",12007
Bethlehem Water District No. 1,"Delmar, NY","Population served:62,062",12007
Guilderland Town WD,"Guilderland, NY","Population served:30,000",12007
Cohoes City,"Cohoes, NY","Population served:18,450",12007
Delanson Village Water Works,Delanson,Population served: 428,12008
Glenville Water District #11,Glenville,"Population served: 63,776",12008
Hillcrest Commons- Frt Section,Schenectady,Population served: 64,12008
Hillcrest Commons-rear Section,Schenectady,Population served: 42,12008
Niskayuna Consolidated WD #11,Niskayuna,"Population served: 20,295",12008
Princetown Water Supply,Schenectady,Population served: 600,12008
Rotterdam Water District #3,Rotterdam,"Population served: 1,955",12008
Rotterdam WD #5,Rotterdam,"Population served: 28,000",12008
Schenectady City Water Works,Schenectady,"Population served: 82,116",12008
Scotia Village Water Works,Scotia,"Population served: 12,800",12008
West Hill Water Company Inc.,Rotterdam,Population served: 200,12008
Saratoga County Water Authority,"Gansevoort, NY","Population served:67,823",12010
Burnt Hills-Ballston Lake WD,"Burnt Hills, NY","Population served:46,836",12010
Clifton Park Water Authority,"Clifton Park, NY","Population served:39,710",12010
Saratoga Springs City,"Saratoga Springs, NY","Population served:35,900",12010
Saratoga Springs City (Geyser Crest),"Saratoga Springs, NY","Population served:30,525",12010
Waterford Water Works,"Waterford, NY","Population served:24,800",12010
Amsterdam,"Amsterdam, NY","Population served:22,132",12010
Catskill Village,"Catskill, NY","Population served:8,105",12015
Coxsackie Village,"Coxsackie, NY","Population served:4,539",12015
Coxsackie Correctional Facility,"Coxsackie, NY","Population served:2,000",12015
Sleepy Hollow Lake Water Company,"Athens, NY","Population served:2,000",12015
Athens Village,"Athens, NY","Population served:1,700",12015
Hudson City,"Hudson, NY","Population served:7,500",12017
Greenport Water District No. 1,"Hudson, NY","Population served:4,250",12017
Stockport Water District #2 (consolidated),"Hudson, NY","Population served:3,100",12017
Chatham Village,"Chatham, NY","Population served:2,156",12017
Valatie Village,"Valatie, NY","Population served:2,000",12017
City of Troy Public Utilities,"Troy, NY","Population served:117,581",12018
East Greenbush General WD,"East Greenbush, NY","Population served:10,200",12018
North Greenbush Consolidated District,"Wynantskill, NY","Population served:9,786",12018
Rensselaer City Public Water Supply,"Rensselaer, NY","Population served:9,300",12018
Brunswick Consolidated Water District,"Troy, NY","Population served:7,802",12018
Halfmoon Water District (Troy),"Halfmoon, NY","Population served:14,599",12020
Wilton Water & Sewer Authority,"Gansevoort, NY","Population served:9,375",12020
Saratoga Water Services,"Malta, NY","Population served:7,000",12020
Moreau Water District #2 (queensbury),"Moreau, NY","Population served:6,600",12020
Watervliet City,"Watervliet, NY","Population served:9,889",12023
Colonie Village,"Colonie, NY","Population served:8,030",12023
Cobleskill Village,"Cobleskill, NY","Population served:6,283",12023
Ravena Village,"Ravena, NY","Population served:4,500",12023
Menands Village,"Village Of Menands, NY","Population served:3,900",12023
Gloversville Water Works,"Gloversville, NY","Population served:18,625",12025
Johnstown Water Works,"Johnstown, NY","Population served:10,851",12025
Hudson Falls Village (queensbury),"Hudson Falls, NY","Population served:8,800",12028
Hoosick Falls,"Hoosick Falls, NY","Population served:4,925",12028
Kingsbury Water District (queensbury),"Hudson Falls, NY","Population served:4,500",12028
Great Meadow/washington Corr. Facilities,"Comstock, NY","Population served:3,802",12028
Fort Edward Village,"Fort Edward, NY","Population served:3,232",12028
Brookside,Guilderland,Population served: 30,12031
Central Bridge Water District,Schoharie,Population served: 593,12031
Central Park,Carlisle,Population served: 35,12031
Cobleskill Water District,Cobleskill,Population served: 500,12031
Colonial Village Mobile Home Park,Wappingers Falls,Population served: 147,12031
Creekside Village Mobile Home Park,Guilderland,Population served: 115,12031
Hillside,Guilderland,Population served: 35,12031
Jefferson Water District,Jefferson,Population served: 300,12031
Middleburgh Village,Middleburgh,"Population served: 1,500",12031
Richmondville Village,Richmondville,Population served: 918,12031
Schoharie Village,Schoharie,Population served: 922,12031
Sharon Springs Village,Sharon Springs,Population served: 558,12031
The Meadows,Guilderland,Population served: 300,12031
Trout Haven Lake Association,Richmondville,Population served: 45,12031
Valleyview Village,Howes Cave,Population served: 51,12031
Warnerville Trailer Court,Warnerville,Population served: 90,12031
Warnerville Water District # 1,Richmondville,"Population served: 1,300",12031
West Conesville Water District,Gilboa,Population served: 54,12031
Aspen Hills Water District,Johnstown,Population served: 60,12032
Broadalbin,Broadalbin,"Population served: 1,457",12032
Goodspeed Mobile Home Park,Fort Johnson,Population served: 60,12032
Hale Creek Asacta Center,Johnstown,Population served: 610,12032
Indian Village,Gloversville,Population served: 145,12032
Mayfield,Mayfield,Population served: 817,12032
Northampton,Northville,"Population served: 1,000",12032
Northville,Northville,"Population served: 1,180",12032
Paradise Pines Mobile Home Park,Broadalbin,Population served: 350,12032
Petoff Garden Apartments,Gloversville,Population served: 46,12032
Pine Tree Hill Mobile Home Park,Amsterdam,Population served: 20,12032
Rolling Ridge Estates,Brooklyn,Population served: 48,12032
Sacandaga Meadows Mobile Home,Broadalbin,Population served: 58,12032
Stanley Estates,Wilton,Population served: 17,12032
Twin Pines Estates,Duanesburg,Population served: 45,12032
Union Mills Water District,Broadalbin,Population served: 60,12032
Woodridge Mobile Home Park,Schenectady,Population served: 78,12032
Oneonta City,"Oneonta, NY","Population served:15,779",12064
Cooperstown Village,"Cooperstown, NY","Population served:2,400",12064
Richfield Springs Village,"Richfield Springs, NY","Population served:1,200",12064
Unadilla Village,"Unadilla, NY","Population served:1,128",12064
Otego Village,"Otego, NY","Population served:1,010",12064
Fort Plain,"Fort Plain, NY","Population served:2,976",12068
Canajoharie,Canajoharie,"Population served: 2,300",12069
Capstone Center For Rehab and Nursing,Amsterdam,Population served: 330,12069
Country Club Estates-antlers,Fort Johnson,Population served: 50,12069
Country Estates,Guilderland,Population served: 150,12069
Florida,Amsterdam,Population served: 432,12069
Fonda,Fonda,"Population served: 1,080",12069
Fultonville Village Public Water Supply,Fultonville,Population served: 740,12069
Nelliston,Nelliston,Population served: 726,12069
Old Trail Mobile Home Park,Fonda,Population served: 40,12069
Palatine Bridge,Palatine Bridge,Population served: 890,12069
Pattersonville Mobile Home #1,Wappinger Falls,Population served: 81,12069
Pattersonville Mobile Home #2,Wappinger Falls,Population served: 50,12069
Pine Meadow Mobile Home Park,Pittsford,Population served: 100,12069
Shady Lane Park Inc.,Fonda,Population served: 80,12069
St. Johnsville Village Water Works,St. Johnsville,"Population served: 1,700",12069
Delhi Village,"Delhi, NY","Population served:3,833",12093
Sidney Village,"Sidney, NY","Population served:3,800",12093
Walton Village,"Walton, NY","Population served:3,088",12093
Stamford Village,"Stamford, NY","Population served:1,280",12093
Hancock Village,"Hancock, NY","Population served:1,182",12093
Roxbury Water District,"Roxbury, NY","Population served:1,080",12093
Blue Mountain Lake Water District,Indian Lake,Population served: 400,12108
Indian Lake Water District,Indian Lake,Population served: 900,12108
Long Lake Water District,Long Lake,Population served: 800,12108
Raquette Lake Water District,Long Lake,Population served: 90,12108
Rocky Point Homeowners Association,Camillus,Population served: 80,12108
Speculator V,Speculator,"Population served: 2,008",12108
Wells Water District,Wells,Population served: 450,12108
Pittsfield DPU Water Department,"Pittsfield, MA","Population served:44,737",12168
North Adams Water Department,"North Adams, MA","Population served:13,000",12168
Lenox DPW Water Division,"Lenox, MA","Population served:9,800",12168
Adams Fire District,"Adams, MA","Population served:8,162",12168
Williamstown Water Department,"Williamstown, MA","Population served:7,326",12168
Kingston Water District,"Kingston, NY","Population served:32,310",12401
Saugerties (village) Water Dis,"Saugerties, NY","Population served:8,635",12401
New Paltz (village) Water District,"New Paltz, NY","Population served:7,628",12401
Ulster Water District,"Lake Katrine, NY","Population served:6,190",12401
Port Ewen Water District,"Port Ewen, NY","Population served:4,800",12401
Ellenville (village) Water Dis,"Ellenville, NY","Population served:4,323",12401
Highland Water District,"Highland, NY","Population served:4,000",12401
Glasco Water District,"Saugerties, NY","Population served:3,920",12401
Marlborough Water District,"Milton, NY","Population served:3,248",12401
Eastern/ulster Correctional Fa,"Napanoch, NY","Population served:3,000",12401
Monticello Village,"Monticello, NY","Population served:9,000",12458
Fallsburg Who-ls-sf,"South Fallsburg, NY","Population served:8,650",12458
Green Haven Correctional Facility,"Stormville, NY","Population served:2,800",12501
Liberty Village,"Liberty, NY","Population served:3,920",12701
Stevensville Water District,"Liberty, NY","Population served:2,445",12701
Emerald Green Lake Louise Marie Ws,"Rock Hill, NY","Population served:2,400",12701
Villages of Chestnut Ridge,"Lakewood, NJ","Population served:1,386",12701
Wurtsboro Village Water Supply,"Wurtsboro, NY","Population served:1,265",12701
Livingston Manor Water District,"Livingston Manor, NY","Population served:1,200",12701
Villa Roma Country Club,"Callicoon, NY","Population served:1,150",12701
Roscoe-rockland Water District,"Livingston Manor, NY","Population served:1,000",12701
Adirondack Lodges - Adirondack,Adirondack,Population served: 150,12801
Antlers At Diamond Point,Lake George,Population served: 125,12801
Arcady Bay Estates,Hague,Population served: 350,12801
Balsam Crest Homeowners Association,Chestertown,Population served: 50,12801
Bolton Water District,Bolton Landing,"Population served: 1,809",12801
Cannon Point Condominiums,Lake George,Population served: 275,12801
Chestertown Water District,Chestertown,Population served: 750,12801
Diamond Point Water District,Lake George,Population served: 493,12801
Evergreen Homeowners Association,Ballston Spa,Population served: 56,12801
Glens Falls City,Glens Falls,"Population served: 14,000",12801
Gore Village @ North Creek,Niskayuna,Population served: 48,12801
Green Harbour Development,Lake George,Population served: 100,12801
Green Mansions Homeowners Association Tennis & Swim,Chestertown,Population served: 180,12801
Hudson Grove Water District (corinth),Lake Luzerne,Population served: 345,12801
K & J Adirondack Properties LLC,Vergennes,Population served: 45,12801
Lagoon Manor Homeowners Association,Lake George,Population served: 180,12801
Lake George Village,Lake George,"Population served: 1,824",12801
Lake Luzerne Water District,Lake Luzerne,"Population served: 2,500",12801
Ledgeview Village M.h.p.,Queensbury,Population served: 330,12801
North Creek Water District,North Creek,"Population served: 1,100",12801
Pottersville Water District,Chestertown,Population served: 300,12801
Queensbury Water District,Queensbury,"Population served: 39,799",12801
Rogers Cottages & Condominiums,Cambridge,Population served: 45,12801
Top of The World,Lake George,Population served: 132,12801
Warrensburg Water District,Warrensburg,"Population served: 4,100",12801
Argyle Village,Argyle,Population served: 495,12809
Cambridge Water Works,Newburgh,"Population served: 2,475",12809
Fort Ann Water Supply,Fort Ann,Population served: 530,12809
Fort Edward Water District #1 (qby/hf),Fort Edward,"Population served: 1,800",12809
Fort Edward Water District #2 (ft Edward V),Fort Edward,Population served: 80,12809
Granville Village,Granville,"Population served: 2,640",12809
Greenwich Village,Greenwich,"Population served: 1,777",12809
Kingsbury Carriage Court,Hudson Falls,Population served: 30,12809
Mountain View Mobile Estates - Kingsbury,Gansevoort,Population served: 150,12809
North Granville Water District #1,Granville,Population served: 800,12809
Pleasant Villa M.h.p.,Rock City Falls,Population served: 72,12809
Salem Water Department,Salem,Population served: 915,12809
Tamarack Acres LLC,Queensbury,Population served: 75,12809
Walker Farm,Fort Ann,Population served: 40,12809
Washington Center,Argyle,Population served: 225,12809
Whitehall Village,Whitehall,"Population served: 2,800",12809
Lake Placid V,"Lake Placid, NY","Population served:5,000",12851
Ticonderoga Water District,"Ticonderoga, NY","Population served:3,700",12851
Moriah Water District,"Port Henry, NY","Population served:3,100",12851
Chesterfield Water District,"Keeseville, NY","Population served:3,100",12851
Schroon Lake Water District,"Schroon Lake, NY","Population served:2,750",12851
Plattsburgh City,"Plattsburgh, NY","Population served:24,908",12901
Greater Plattsburgh Water District,"Plattsburgh, NY","Population served:12,039",12901
Clinton Correctional Facility,"Dannemora, NY","Population served:6,303",12901
Champlain Village,"Champlain, NY","Population served:3,097",12901
Peru Water District,"Peru, NY","Population served:2,700",12901
Adirondack Airport Community,Saranac Lake,Population served: 90,12914
Bangor Water District,North Bangor,Population served: 375,12914
Birchwood Acres,Malone,Population served: 40,12914
Brainardsville Water District,Brainardsville,Population served: 115,12914
Burke V,Burke,Population served: 273,12914
Chateaugay V,Chateaugay,"Population served: 1,100",12914
Countryside Community Mp Inc.,Moira,Population served: 100,12914
Fort Covington Water District,Fort Covington,"Population served: 2,500",12914
Jocks Mobile Estate,Moira,Population served: 160,12914
Malone V,Malone,"Population served: 13,232",12914
Oak Hills Mobile Home Park,Pittsford,Population served: 850,12914
Paul Smiths College,Paul Smiths,"Population served: 1,100",12914
Saranac Lake V,Saranac Lake,"Population served: 5,345",12914
St. Regis Falls Water District,St. Regis Falls,Population served: 980,12914
Thayers Corners Water District,Chateaugay,Population served: 160,12914
Tupper Lake V,Tupper Lake,"Population served: 5,500",12914
Dekalb Water District,Dekalb Junction,Population served: 492,12922
Apple Ridge Apartments East,Cortland,Population served: 44,13020
Apple Ridge Apartments West,Cortland,Population served: 75,13020
Baldwinsville Village,Baldwinsville,"Population served: 9,200",13020
Butternut Landing Mobile Home Park,Lafayette,Population served: 129,13020
Cardiff Tookes Spring,Syracuse,Population served: 152,13020
Clay WDS,Clay,"Population served: 16,000",13020
Delphi Falls Park,Syracuse,Population served: 78,13020
Dewitt WDS - North,East Syracuse,"Population served: 13,600",13020
Dewitt WDS - South,East Syracuse,"Population served: 16,200",13020
East Side Spring,Syracuse,Population served: 52,13020
Elbridge Village,Elbrige,"Population served: 2,919",13020
Festival Garden Apartments,Lafayette,Population served: 72,13020
Hidden Hills,Lafayette,Population served: 200,13020
Jordan Village,Jordan,"Population served: 1,400",13020
Lords Hill Apartments,Liverpool,Population served: 100,13020
Mobile Manor Mobile Home Park,Skaneateles,Population served: 58,13020
Ocwa Skyridge Community Water District,Syracuse,Population served: 50,13020
Onondaga County Water Authority (OCWA),Syracuse,"Population served: 565,582",13020
Onondaga Nation - Native American,Nedrow,Population served: 450,13020
Rolling Hills Community LLC,Watertown,Population served: 200,13020
Skaneateles Village,Skaneateles,"Population served: 6,110",13020
Skaneateles WDS,Skaneateles,"Population served: 3,520",13020
Syracuse City,Syracuse,"Population served: 512,329",13020
Tully Village,Tully,Population served: 930,13020
Willow Wood Apartments,Cortland,Population served: 80,13020
Auburn,"Auburn, NY","Population served:30,938",13021
Owasco Water District,"Auburn, NY","Population served:4,800",13021
Sennett Water District #6,"Auburn, NY","Population served:3,767",13021
Cayuga County Water & Sewer,"Auburn, NY","Population served:3,506",13024
Union Springs Village,"Union Springs, NY","Population served:3,000",13024
Oswego City,"Oswego, NY","Population served:38,444",13028
Fulton City,"Fulton, NY","Population served:16,600",13028
Scriba Water District (oswego),"Oswego, NY","Population served:9,044",13028
Richland Town Public Water Supply,"Pulaski, NY","Population served:5,434",13028
Mexico Village,"Mexico, NY","Population served:2,600",13028
Oneida City,"Oneida, NY","Population served:19,172",13030
MVWA - Mohawk Valley Water Authority,"Utica, NY","Population served:129,372",13032
Rome City,"Lee Center, NY","Population served:39,670",13032
Lee Water District,"Lee Center, NY","Population served:36,000",13032
Mohawk Correctional Facility,"Rome, NY","Population served:34,775",13032
Floyd Water District,"Rome, NY","Population served:34,560",13032
Hamilton Village,"Hamilton, NY","Population served:4,239",13032
Cazenovia Village,"Cazenovia, NY","Population served:3,635",13032
Morrisville State College,"Madison, NY","Population served:3,450",13032
Sherrill - Kenwood Water District,"Sherrill, NY","Population served:3,163",13032
