Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Huntington Park,Nitrate and nitrite,0.231 ppm,0.14 ppm,10 ppm
Huntington Park,Selenium,0.630 ppb,30 ppb,50 ppb
Huntington Park,Styrene,0.0400 ppb,0.5 ppb,100 ppb
Huntington Park,None,,,
Walnut Park Mutual Water Company,Bromoform,1.36 ppb,0.5 ppb,
Walnut Park Mutual Water Company,Chromium (hexavalent),0.767 ppb,0.02 ppb,
Walnut Park Mutual Water Company,Dibromoacetic acid,0.112 ppb,0.04 ppb,
Walnut Park Mutual Water Company,Dibromochloromethane,0.854 ppb,0.1 ppb,
Walnut Park Mutual Water Company,Haloacetic acids (HAA9)†,0.538 ppb,0.06 ppb,
Walnut Park Mutual Water Company,Total trihalomethanes (TTHMs)†,2.72 ppb,0.15 ppb,80 ppb
Walnut Park Mutual Water Company,Uranium,2.87 pCi/L,0.43 pCi/L,20 pCi/L
Walnut Park Mutual Water Company,Bromodichloromethane,0.0373 ppb,0.06 ppb,
Walnut Park Mutual Water Company,Chlorate,132.5 ppb,210 ppb,
Walnut Park Mutual Water Company,Chloroform,0.00909 ppb,0.4 ppb,
Walnut Park Mutual Water Company,Chromium (total),0.213 ppb,,100 ppb
Walnut Park Mutual Water Company,Fluoride,0.349 ppm,,4 ppm
Walnut Park Mutual Water Company,Haloacetic acids (HAA5)†,0.112 ppb,0.1 ppb,60 ppb
Walnut Park Mutual Water Company,Manganese,0.888 ppb,100 ppb,
Walnut Park Mutual Water Company,Molybdenum,9.48 ppb,40 ppb,
Walnut Park Mutual Water Company,Nitrate,0.271 ppm,0.14 ppm,10 ppm
Walnut Park Mutual Water Company,Strontium,0.448 ppb,"1,500 ppb",
Walnut Park Mutual Water Company,Vanadium,2.63 ppb,21 ppb,
Walnut Park Mutual Water Company,None,,,
Central Basin Municipal Water District,Nitrate,3.23 ppm,0.14 ppm,10 ppm
Central Basin Municipal Water District,Nitrate and nitrite,3.85 ppm,0.14 ppm,10 ppm
Central Basin Municipal Water District,Perfluorobutane sulfonate (PFBS),4.73 ppt,1 ppt,
Central Basin Municipal Water District,Perfluorooctane sulfonate (PFOS),21.1 ppt,1 ppt,
Central Basin Municipal Water District,Perfluorooctanoic acid (PFOA),7.59 ppt,0.007 ppt,
Central Basin Municipal Water District,Uranium,1.43 pCi/L,0.43 pCi/L,20 pCi/L
Central Basin Municipal Water District,Fluoride,0.272 ppm,,4 ppm
Central Basin Municipal Water District,N-Nitrosodimethylamine (NDMA),0.0250 ppt,3 ppt,
Central Basin Municipal Water District,Perfluoroheptanoic acid (PFHPA),1.03 ppt,1 ppt,
Central Basin Municipal Water District,Perfluorohexane sulfonate (PFHXS),1.54 ppt,1 ppt,
Central Basin Municipal Water District,Perfluorohexanoic Acid (PFHxA),2.51 ppt,,
Central Basin Municipal Water District,Perfluorononanoic acid (PFNA),0.886 ppt,1 ppt,
Central Basin Municipal Water District,Tetrachloroethylene (perchloroethylene),0.00427 ppb,0.06 ppb,5 ppb
Central Basin Municipal Water District,None,,,
Lynwood Water Department,"1,4-Dioxane",2.53 ppb,0.35 ppb,
Lynwood Water Department,Arsenic,2.85 ppb,0.004 ppb,10 ppb
Lynwood Water Department,Bromodichloromethane,1.59 ppb,0.06 ppb,
Lynwood Water Department,Bromoform,1.72 ppb,0.5 ppb,
Lynwood Water Department,Chromium (hexavalent),1.16 ppb,0.02 ppb,
Lynwood Water Department,Dibromoacetic acid,0.499 ppb,0.04 ppb,
Lynwood Water Department,Dibromochloromethane,2.63 ppb,0.1 ppb,
Lynwood Water Department,Haloacetic acids (HAA5)†,0.813 ppb,0.1 ppb,60 ppb
Lynwood Water Department,Haloacetic acids (HAA9)†,2.10 ppb,0.06 ppb,
Lynwood Water Department,Nitrate,1.15 ppm,0.14 ppm,10 ppm
Lynwood Water Department,Tetrachloroethylene (perchloroethylene),2.38 ppb,0.06 ppb,5 ppb
Lynwood Water Department,Total trihalomethanes (TTHMs)†,7.72 ppb,0.15 ppb,80 ppb
Lynwood Water Department,Trichloroethylene,1.60 ppb,0.4 ppb,5 ppb
Lynwood Water Department,Uranium,3.23 pCi/L,0.43 pCi/L,20 pCi/L
Lynwood Water Department,"1,1-Dichloroethane",0.00109 ppb,3 ppb,
Lynwood Water Department,"1,1-Dichloroethylene",0.0230 ppb,,7 ppb
Lynwood Water Department,Barium,108.8 ppb,700 ppb,"2,000 ppb"
Lynwood Water Department,Bromochloromethane,0.0115 ppb,,
Lynwood Water Department,Chlorate,74.5 ppb,210 ppb,
Lynwood Water Department,Chloroform,0.701 ppb,0.4 ppb,
Lynwood Water Department,Chromium (total),0.766 ppb,,100 ppb
Lynwood Water Department,Dichloroacetic acid,0.263 ppb,0.2 ppb,
Lynwood Water Department,Fluoride,0.331 ppm,,4 ppm
Lynwood Water Department,Manganese,1.86 ppb,100 ppb,
Lynwood Water Department,Molybdenum,7.19 ppb,40 ppb,
Lynwood Water Department,Strontium,0.746 ppb,"1,500 ppb",
Lynwood Water Department,Trichloroacetic acid,0.0446 ppb,0.1 ppb,
Lynwood Water Department,Vanadium,2.71 ppb,21 ppb,
Lynwood Water Department,None,,,
South Gate Water Department,"1,4-Dioxane",1.58 ppb,0.35 ppb,
South Gate Water Department,Arsenic,1.88 ppb,0.004 ppb,10 ppb
South Gate Water Department,Bromodichloromethane,0.360 ppb,0.06 ppb,
South Gate Water Department,Bromoform,1.53 ppb,0.5 ppb,
South Gate Water Department,Chromium (hexavalent),2.65 ppb,0.02 ppb,
South Gate Water Department,Dibromoacetic acid,0.650 ppb,0.04 ppb,
South Gate Water Department,Dibromochloromethane,1.22 ppb,0.1 ppb,
South Gate Water Department,Haloacetic acids (HAA5)†,3.81 ppb,0.1 ppb,60 ppb
South Gate Water Department,Haloacetic acids (HAA9)†,1.70 ppb,0.06 ppb,
South Gate Water Department,Nitrate,1.46 ppm,0.14 ppm,10 ppm
South Gate Water Department,Perfluorooctane sulfonate (PFOS),3.93 ppt,1 ppt,
South Gate Water Department,Perfluorooctanoic acid (PFOA),1.13 ppt,0.007 ppt,
South Gate Water Department,Tetrachloroethylene (perchloroethylene),1.06 ppb,0.06 ppb,5 ppb
South Gate Water Department,Total trihalomethanes (TTHMs)†,6.16 ppb,0.15 ppb,80 ppb
South Gate Water Department,Uranium,2.24 pCi/L,0.43 pCi/L,20 pCi/L
South Gate Water Department,"1,1-Dichloroethane",0.00261 ppb,3 ppb,
South Gate Water Department,"1,1-Dichloroethylene",0.155 ppb,,7 ppb
South Gate Water Department,Barium,52.1 ppb,700 ppb,"2,000 ppb"
South Gate Water Department,Bromochloromethane,0.0258 ppb,,
South Gate Water Department,Chlorate,98.7 ppb,210 ppb,
South Gate Water Department,Chloroform,0.0109 ppb,0.4 ppb,
South Gate Water Department,Chromium (total),0.876 ppb,,100 ppb
South Gate Water Department,Dichloroacetic acid,0.0714 ppb,0.2 ppb,
South Gate Water Department,Fluoride,0.331 ppm,,4 ppm
South Gate Water Department,Manganese,9.76 ppb,100 ppb,
South Gate Water Department,Molybdenum,4.66 ppb,40 ppb,
South Gate Water Department,Monobromoacetic acid,0.0820 ppb,25 ppb,
South Gate Water Department,Monochloroacetic acid,0.0714 ppb,53 ppb,
South Gate Water Department,Perfluorobutane sulfonate (PFBS),0.180 ppt,1 ppt,
South Gate Water Department,Perfluoroheptanoic acid (PFHPA),0.287 ppt,1 ppt,
South Gate Water Department,Perfluorohexane sulfonate (PFHXS),0.720 ppt,1 ppt,
South Gate Water Department,Perfluorohexanoic Acid (PFHxA),2.03 ppt,,
South Gate Water Department,"Radium, combined (-226 &amp; -228)",0.01 pCi/L,0.05 pCi/L,5 pCi/L
South Gate Water Department,Strontium,0.551 ppb,"1,500 ppb",
South Gate Water Department,Trichloroacetic acid,0.0804 ppb,0.1 ppb,
South Gate Water Department,Trichloroethylene,0.596 ppb,0.4 ppb,5 ppb
South Gate Water Department,Vanadium,2.48 ppb,21 ppb,
South Gate Water Department,None,,,
Cal/am Water Company - Baldwin Hills,Bromodichloromethane,1.60 ppb,0.06 ppb,
Cal/am Water Company - Baldwin Hills,Bromoform,4.71 ppb,0.5 ppb,
Cal/am Water Company - Baldwin Hills,Chloroform,0.979 ppb,0.4 ppb,
Cal/am Water Company - Baldwin Hills,Chromium (hexavalent),1.17 ppb,0.02 ppb,
Cal/am Water Company - Baldwin Hills,Dibromoacetic acid,2.78 ppb,0.04 ppb,
Cal/am Water Company - Baldwin Hills,Dibromochloromethane,3.43 ppb,0.1 ppb,
Cal/am Water Company - Baldwin Hills,Dichloroacetic acid,1.50 ppb,0.2 ppb,
Cal/am Water Company - Baldwin Hills,Haloacetic acids (HAA5)†,5.20 ppb,0.1 ppb,60 ppb
Cal/am Water Company - Baldwin Hills,Haloacetic acids (HAA9)†,8.86 ppb,0.06 ppb,
Cal/am Water Company - Baldwin Hills,Nitrate,2.39 ppm,0.14 ppm,10 ppm
Cal/am Water Company - Baldwin Hills,Nitrate and nitrite,1.98 ppm,0.14 ppm,10 ppm
Cal/am Water Company - Baldwin Hills,Total trihalomethanes (TTHMs)†,17.5 ppb,0.15 ppb,80 ppb
Cal/am Water Company - Baldwin Hills,Trichloroacetic acid,0.346 ppb,0.1 ppb,
Cal/am Water Company - Baldwin Hills,Trichloroethylene,2.76 ppb,0.4 ppb,5 ppb
Cal/am Water Company - Baldwin Hills,Uranium,4.13 pCi/L,0.43 pCi/L,20 pCi/L
Cal/am Water Company - Baldwin Hills,"1,4-Dioxane",0.0325 ppb,0.35 ppb,
Cal/am Water Company - Baldwin Hills,Barium,70.0 ppb,700 ppb,"2,000 ppb"
Cal/am Water Company - Baldwin Hills,Bromochloromethane,0.00556 ppb,,
Cal/am Water Company - Baldwin Hills,Chlorate,70.0 ppb,210 ppb,
Cal/am Water Company - Baldwin Hills,Chromium (total),0.734 ppb,,100 ppb
Cal/am Water Company - Baldwin Hills,Fluoride,0.366 ppm,,4 ppm
Cal/am Water Company - Baldwin Hills,Germanium,0.0307 ppb,,
Cal/am Water Company - Baldwin Hills,Manganese,26.9 ppb,100 ppb,
Cal/am Water Company - Baldwin Hills,Molybdenum,7.86 ppb,40 ppb,
Cal/am Water Company - Baldwin Hills,Monobromoacetic acid,0.166 ppb,25 ppb,
Cal/am Water Company - Baldwin Hills,Monochloroacetic acid,0.285 ppb,53 ppb,
Cal/am Water Company - Baldwin Hills,Strontium,0.651 ppb,"1,500 ppb",
Cal/am Water Company - Baldwin Hills,Vanadium,2.96 ppb,21 ppb,
Cal/am Water Company - Baldwin Hills,None,,,
Golden State Water Company (GSWC) - Artesia,"1,4-Dioxane",1.80 ppb,0.35 ppb,
Golden State Water Company (GSWC) - Artesia,Arsenic,3.45 ppb,0.004 ppb,10 ppb
Golden State Water Company (GSWC) - Artesia,Bromodichloromethane,3.99 ppb,0.06 ppb,
Golden State Water Company (GSWC) - Artesia,Chloroform,5.12 ppb,0.4 ppb,
Golden State Water Company (GSWC) - Artesia,Chromium (hexavalent),0.220 ppb,0.02 ppb,
Golden State Water Company (GSWC) - Artesia,Dibromoacetic acid,0.717 ppb,0.04 ppb,
Golden State Water Company (GSWC) - Artesia,Dibromochloromethane,3.57 ppb,0.1 ppb,
Golden State Water Company (GSWC) - Artesia,Dichloroacetic acid,1.77 ppb,0.2 ppb,
Golden State Water Company (GSWC) - Artesia,Haloacetic acids (HAA5)†,4.82 ppb,0.1 ppb,60 ppb
Golden State Water Company (GSWC) - Artesia,Haloacetic acids (HAA9)†,10.1 ppb,0.06 ppb,
Golden State Water Company (GSWC) - Artesia,Nitrate,0.608 ppm,0.14 ppm,10 ppm
Golden State Water Company (GSWC) - Artesia,Nitrate and nitrite,2.20 ppm,0.14 ppm,10 ppm
Golden State Water Company (GSWC) - Artesia,Tetrachloroethylene (perchloroethylene),0.155 ppb,0.06 ppb,5 ppb
Golden State Water Company (GSWC) - Artesia,Total trihalomethanes (TTHMs)†,13.7 ppb,0.15 ppb,80 ppb
Golden State Water Company (GSWC) - Artesia,Trichloroacetic acid,2.08 ppb,0.1 ppb,
Golden State Water Company (GSWC) - Artesia,Uranium,2.80 pCi/L,0.43 pCi/L,20 pCi/L
Golden State Water Company (GSWC) - Artesia,"1,1-Dichloroethane",0.00571 ppb,3 ppb,
Golden State Water Company (GSWC) - Artesia,"1,1-Dichloroethylene",0.160 ppb,,7 ppb
Golden State Water Company (GSWC) - Artesia,Barium,155.0 ppb,700 ppb,"2,000 ppb"
Golden State Water Company (GSWC) - Artesia,Bromoform,0.371 ppb,0.5 ppb,
Golden State Water Company (GSWC) - Artesia,Chlorate,175.8 ppb,210 ppb,
Golden State Water Company (GSWC) - Artesia,Chromium (total),0.197 ppb,,100 ppb
Golden State Water Company (GSWC) - Artesia,Fluoride,0.350 ppm,,4 ppm
Golden State Water Company (GSWC) - Artesia,Manganese,0.0755 ppb,100 ppb,
Golden State Water Company (GSWC) - Artesia,Molybdenum,10.1 ppb,40 ppb,
Golden State Water Company (GSWC) - Artesia,Monobromoacetic acid,0.0688 ppb,25 ppb,
Golden State Water Company (GSWC) - Artesia,Monochloroacetic acid,0.155 ppb,53 ppb,
Golden State Water Company (GSWC) - Artesia,Strontium,0.518 ppb,"1,500 ppb",
Golden State Water Company (GSWC) - Artesia,Trichloroethylene,0.1000 ppb,0.4 ppb,5 ppb
Golden State Water Company (GSWC) - Artesia,Vanadium,0.847 ppb,21 ppb,
Golden State Water Company (GSWC) - Artesia,None,,,
California Water Service (CWS) - Bakersfield,Arsenic,2.51 ppb,0.004 ppb,10 ppb
California Water Service (CWS) - Bakersfield,Bromodichloromethane,1.67 ppb,0.06 ppb,
California Water Service (CWS) - Bakersfield,Chloroform,7.56 ppb,0.4 ppb,
California Water Service (CWS) - Bakersfield,Chromium (hexavalent),0.680 ppb,0.02 ppb,
California Water Service (CWS) - Bakersfield,Dibromoacetic acid,0.645 ppb,0.04 ppb,
California Water Service (CWS) - Bakersfield,Dibromochloromethane,0.738 ppb,0.1 ppb,
California Water Service (CWS) - Bakersfield,Dichloroacetic acid,12.4 ppb,0.2 ppb,
California Water Service (CWS) - Bakersfield,Haloacetic acids (HAA5)†,26.9 ppb,0.1 ppb,60 ppb
California Water Service (CWS) - Bakersfield,Haloacetic acids (HAA9)†,39.6 ppb,0.06 ppb,
California Water Service (CWS) - Bakersfield,Nitrate,2.03 ppm,0.14 ppm,10 ppm
California Water Service (CWS) - Bakersfield,Nitrate and nitrite,1.73 ppm,0.14 ppm,10 ppm
California Water Service (CWS) - Bakersfield,Total trihalomethanes (TTHMs)†,36.6 ppb,0.15 ppb,80 ppb
California Water Service (CWS) - Bakersfield,Trichloroacetic acid,13.2 ppb,0.1 ppb,
California Water Service (CWS) - Bakersfield,Uranium,1.55 pCi/L,0.43 pCi/L,20 pCi/L
California Water Service (CWS) - Bakersfield,"1,1-Dichloroethane",0 ppb,3 ppb,
California Water Service (CWS) - Bakersfield,"1,2,3-Trichloropropane",0.00140 ppb,0.0007 ppb,
California Water Service (CWS) - Bakersfield,"1,2-Dibromo-3-chloropropane (DBCP)",0.000412 ppb,0.0017 ppb,0.2 ppb
California Water Service (CWS) - Bakersfield,"1,2-Dichloropropane",0.00547 ppb,0.5 ppb,5 ppb
California Water Service (CWS) - Bakersfield,"1,4-Dioxane",0.0389 ppb,0.35 ppb,
California Water Service (CWS) - Bakersfield,Aluminum,5.20 ppb,600 ppb,
California Water Service (CWS) - Bakersfield,Antimony,0.0532 ppb,1 ppb,6 ppb
California Water Service (CWS) - Bakersfield,Barium,36.8 ppb,700 ppb,"2,000 ppb"
California Water Service (CWS) - Bakersfield,Beryllium,0.000719 ppb,1 ppb,4 ppb
California Water Service (CWS) - Bakersfield,Bromoform,0.191 ppb,0.5 ppb,
California Water Service (CWS) - Bakersfield,Cadmium,0.00230 ppb,0.04 ppb,5 ppb
California Water Service (CWS) - Bakersfield,Chlorate,266.7 ppb,210 ppb,
California Water Service (CWS) - Bakersfield,Chlorodifluoromethane,0.0372 ppb,,
California Water Service (CWS) - Bakersfield,Chromium (total),0.527 ppb,,100 ppb
California Water Service (CWS) - Bakersfield,"cis-1,2-Dichloroethylene",0.0108 ppb,,70 ppb
California Water Service (CWS) - Bakersfield,Dichlorodifluoromethane,0.00845 ppb,,
California Water Service (CWS) - Bakersfield,Ethylbenzene,0.00154 ppb,300 ppb,700 ppb
California Water Service (CWS) - Bakersfield,Fluoride,0.108 ppm,,4 ppm
California Water Service (CWS) - Bakersfield,Germanium,0.0143 ppb,,
California Water Service (CWS) - Bakersfield,Manganese,0.895 ppb,100 ppb,
California Water Service (CWS) - Bakersfield,Mercury (inorganic),0.00397 ppb,1.2 ppb,2 ppb
California Water Service (CWS) - Bakersfield,Molybdenum,2.45 ppb,40 ppb,
California Water Service (CWS) - Bakersfield,Monobromoacetic acid,0.0184 ppb,25 ppb,
California Water Service (CWS) - Bakersfield,Monochloroacetic acid,0.420 ppb,53 ppb,
California Water Service (CWS) - Bakersfield,Selenium,0.130 ppb,30 ppb,50 ppb
California Water Service (CWS) - Bakersfield,Strontium,0.345 ppb,"1,500 ppb",
California Water Service (CWS) - Bakersfield,Tetrachloroethylene (perchloroethylene),0.113 ppb,0.06 ppb,5 ppb
California Water Service (CWS) - Bakersfield,Thallium,0.000344 ppb,0.1 ppb,2 ppb
California Water Service (CWS) - Bakersfield,Toluene,0.00685 ppb,150 ppb,"1,000 ppb"
California Water Service (CWS) - Bakersfield,Trichloroethylene,0.0694 ppb,0.4 ppb,5 ppb
California Water Service (CWS) - Bakersfield,Vanadium,4.66 ppb,21 ppb,
California Water Service (CWS) - Bakersfield,Xylenes (total),0.0114 ppb,"1,800 ppb","10,000 ppb"
California Water Service (CWS) - Bakersfield,None,,,
"Commerce-city, Water Department",Arsenic,2.65 ppb,0.004 ppb,10 ppb
"Commerce-city, Water Department",Bromodichloromethane,0.489 ppb,0.06 ppb,
"Commerce-city, Water Department",Dibromoacetic acid,1.96 ppb,0.04 ppb,
"Commerce-city, Water Department",Dibromochloromethane,0.628 ppb,0.1 ppb,
"Commerce-city, Water Department",Dichloroacetic acid,1.80 ppb,0.2 ppb,
"Commerce-city, Water Department",Haloacetic acids (HAA5)†,3.55 ppb,0.1 ppb,60 ppb
"Commerce-city, Water Department",Haloacetic acids (HAA9)†,5.27 ppb,0.06 ppb,
"Commerce-city, Water Department",Nitrate,1.78 ppm,0.14 ppm,10 ppm
"Commerce-city, Water Department",Nitrate and nitrite,0.800 ppm,0.14 ppm,10 ppm
"Commerce-city, Water Department",Perfluorobutane sulfonate (PFBS),6.00 ppt,1 ppt,
"Commerce-city, Water Department",Perfluoroheptanoic acid (PFHPA),4.45 ppt,1 ppt,
"Commerce-city, Water Department",Perfluorohexane sulfonate (PFHXS),5.40 ppt,1 ppt,
"Commerce-city, Water Department",Perfluorononanoic acid (PFNA),2.90 ppt,1 ppt,
"Commerce-city, Water Department",Perfluorooctane sulfonate (PFOS),38.5 ppt,1 ppt,
"Commerce-city, Water Department",Perfluorooctanoic acid (PFOA),16.5 ppt,0.007 ppt,
"Commerce-city, Water Department",Tetrachloroethylene (perchloroethylene),3.53 ppb,0.06 ppb,5 ppb
"Commerce-city, Water Department",Total trihalomethanes (TTHMs)†,5.23 ppb,0.15 ppb,80 ppb
"Commerce-city, Water Department",Trichloroacetic acid,0.594 ppb,0.1 ppb,
"Commerce-city, Water Department","1,1,2-Trichloroethane",0.00156 ppb,0.3 ppb,5 ppb
"Commerce-city, Water Department","1,1-Dichloroethylene",1.08 ppb,,7 ppb
"Commerce-city, Water Department","1,4-Dioxane",0.0244 ppb,0.35 ppb,
"Commerce-city, Water Department",Bromoform,0.332 ppb,0.5 ppb,
"Commerce-city, Water Department",Chloroform,0.495 ppb,0.4 ppb,
"Commerce-city, Water Department",Dichloromethane (methylene chloride),0.00210 ppb,4 ppb,5 ppb
"Commerce-city, Water Department",Fluoride,0.372 ppm,,4 ppm
"Commerce-city, Water Department",Manganese,87.3 ppb,100 ppb,
"Commerce-city, Water Department",Methyl ethyl ketone,0.0590 ppb,,
"Commerce-city, Water Department",Perfluorohexanoic Acid (PFHxA),7.90 ppt,,
"Commerce-city, Water Department",Trichloroethylene,0.00758 ppb,0.4 ppb,5 ppb
"Commerce-city, Water Department",None,,,
Monterey Park Water Department,Arsenic,1.38 ppb,0.004 ppb,10 ppb
Monterey Park Water Department,Chromium (hexavalent),3.27 ppb,0.02 ppb,
Monterey Park Water Department,Dibromoacetic acid,0.478 ppb,0.04 ppb,
Monterey Park Water Department,Haloacetic acids (HAA5)†,0.564 ppb,0.1 ppb,60 ppb
Monterey Park Water Department,Haloacetic acids (HAA9)†,0.879 ppb,0.06 ppb,
Monterey Park Water Department,Nitrate,3.91 ppm,0.14 ppm,10 ppm
Monterey Park Water Department,Nitrate and nitrite,2.90 ppm,0.14 ppm,10 ppm
Monterey Park Water Department,Perfluorooctane sulfonate (PFOS),7.02 ppt,1 ppt,
Monterey Park Water Department,Perfluorooctanoic acid (PFOA),3.10 ppt,0.007 ppt,
Monterey Park Water Department,Total trihalomethanes (TTHMs)†,4.67 ppb,0.15 ppb,80 ppb
Monterey Park Water Department,Uranium,4.19 pCi/L,0.43 pCi/L,20 pCi/L
Monterey Park Water Department,"1,1-Dichloroethane",0.0102 ppb,3 ppb,
Monterey Park Water Department,"1,1-Dichloroethylene",0.000385 ppb,,7 ppb
Monterey Park Water Department,"1,2,3-Trichloropropane",0 ppb,0.0007 ppb,
Monterey Park Water Department,"1,4-Dioxane",0.266 ppb,0.35 ppb,
Monterey Park Water Department,Bromodichloromethane,0.000530 ppb,0.06 ppb,
Monterey Park Water Department,Bromoform,0.0564 ppb,0.5 ppb,
Monterey Park Water Department,Chlorate,62.5 ppb,210 ppb,
Monterey Park Water Department,Chloroform,0.00239 ppb,0.4 ppb,
Monterey Park Water Department,Chromium (total),0.682 ppb,,100 ppb
Monterey Park Water Department,"cis-1,2-Dichloroethylene",0.0128 ppb,,70 ppb
Monterey Park Water Department,Dibromochloromethane,0.0261 ppb,0.1 ppb,
Monterey Park Water Department,Dichloromethane (methylene chloride),0.00694 ppb,4 ppb,5 ppb
Monterey Park Water Department,Fluoride,0.677 ppm,,4 ppm
Monterey Park Water Department,Manganese,4.55 ppb,100 ppb,
Monterey Park Water Department,Molybdenum,5.87 ppb,40 ppb,
Monterey Park Water Department,Monochloroacetic acid,0.114 ppb,53 ppb,
Monterey Park Water Department,N-Nitrosodimethylamine (NDMA),0.188 ppt,3 ppt,
Monterey Park Water Department,Perfluorobutane sulfonate (PFBS),0.508 ppt,1 ppt,
Monterey Park Water Department,Perfluorodecanoic acid (PFDA) ,0.341 ppt,,
Monterey Park Water Department,Perfluoroheptanoic acid (PFHPA),0.136 ppt,1 ppt,
Monterey Park Water Department,Perfluorohexane sulfonate (PFHXS),0.747 ppt,1 ppt,
Monterey Park Water Department,Perfluorohexanoic Acid (PFHxA),0.444 ppt,,
Monterey Park Water Department,Perfluorononanoic acid (PFNA),0.231 ppt,1 ppt,
Monterey Park Water Department,Strontium,0.500 ppb,"1,500 ppb",
Monterey Park Water Department,"trans-1,2-Dichloroethylene",0 ppb,60 ppb,100 ppb
Monterey Park Water Department,Vanadium,4.07 ppb,21 ppb,
Monterey Park Water Department,None,,,
Mount Vernon Water Department,Arsenic,1.64 ppb,0.004 ppb,10 ppb
Mount Vernon Water Department,Bromodichloromethane,3.32 ppb,0.06 ppb,
Mount Vernon Water Department,Chloroform,25.0 ppb,0.4 ppb,
Mount Vernon Water Department,Chromium (hexavalent),0.0434 ppb,0.02 ppb,
Mount Vernon Water Department,Dichloroacetic acid,14.1 ppb,0.2 ppb,
Mount Vernon Water Department,Haloacetic acids (HAA5)†,34.4 ppb,0.1 ppb,60 ppb
Mount Vernon Water Department,Haloacetic acids (HAA9)†,43.6 ppb,0.06 ppb,
Mount Vernon Water Department,Total trihalomethanes (TTHMs)†,28.3 ppb,0.15 ppb,80 ppb
Mount Vernon Water Department,Trichloroacetic acid,20.3 ppb,0.1 ppb,
Mount Vernon Water Department,Barium,16.4 ppb,700 ppb,"2,000 ppb"
Mount Vernon Water Department,Chlorate,11.4 ppb,210 ppb,
Mount Vernon Water Department,Cyanide,1.87 ppb,,200 ppb
Mount Vernon Water Department,Dibromoacetic acid,0.0110 ppb,0.04 ppb,
Mount Vernon Water Department,Fluoride,0.523 ppm,,4 ppm
Mount Vernon Water Department,Manganese,20.3 ppb,100 ppb,
