Utility name,City,People served,Zip
Liberty Utilities - Bellflower - Norwalk,"Downey, CA","Population served:72,884",90059
"Golden State Water Company (GSWC) - Bell, Bell Gardens","Rancho Cordova, CA","Population served:57,934",90201
Tract 180 Mutual Water Company,"Cudahy, CA","Population served:14,000",90201
Tract 349 Mutual Water Co.,"Cudahy, CA","Population served:7,500",90201
California Water Service Company - Dominguez,"San Jose, CA","Population served:142,111",90220
Park WC - Lynwood,"Downey, CA","Population served:24,791",90221
Paramount Water Department,"Paramount, CA","Population served:55,051",90221
Lynwood Park Mutual Water Company,"Compton, CA","Population served:2,300",90221
Sativa-L.A. County Water District,"Compton, CA","Population served:6,837",90222
Santa Fe Springs Water Department,"Santa Fe Springs, CA","Population served:18,199",90241
Golden State Water Company (GSWC) - Norwalk,"Rancho Cordova, CA","Population served:44,466",90241
Norwalk Water Department,"Norwalk, CA","Population served:18,372",90241
Bellflower Municipal Water System,"Bellflower, CA","Population served:5,967",90242
Gswc - Hollydale,"Rancho Cordova, CA","Population served:7,661",90242
Manhattan Beach Water Department,"Manhattan Beach, CA","Population served:35,726",90245
City of Torrance Water Department,"Torrance, CA","Population served:145,438",90247
Maywood Mutual Water Company #1,"Huntington Park, CA","Population served:5,500",90255
California Water Service Company - Hermosa / Redondo Beach,"San Jose, CA","Population served:95,605",90260
Calleguas Municipal Water District,"Thousand Oaks, CA",Population served:0,90265
United Water Cons District,"Santa Paula, CA",Population served:0,90265
Yerba Buena Water Company,"Paso Robles, CA",Population served:690,90265
Cal American Water Company,"Newbury Park, CA","Population served:61,206",90265
,",",Population served:0,90265
"Naval Base Ventura County, Point Mugu","Point Mugu, CA","Population served:5,700",90265
Oxnard Water Department,"Oxnard, CA","Population served:200,855",90265
Port Hueneme Water Agency,"Port Hueneme, CA",Population served:0,90265
"Naval Base Ventura County, Port Hueneme","Point Mugu, CA","Population served:11,500",90265
Lomita Water Department,"Lomita, CA","Population served:20,256",90274
California Water Service Company - Palos Verde,"San Jose, CA","Population served:69,883",90277
Las Virgenes Municipal Water District,"Calabasas, CA","Population served:75,384",90290
Los Angeles County WW District 29 & 80-Malib,"Alhambra, CA","Population served:31,040",90292
Whittier Water Department,"Whittier, CA","Population served:49,954",90601
City Of Industry Waterworks Systems,"La Puente, CA","Population served:7,000",90601
Pico Rivera Water Department,"Pico Rivera, CA","Population served:39,000",90601
Suburban Water Systems - Whittier,"Covina, CA","Population served:59,169",90602
California Domestic Water Company,"Whittier, CA","Population served:1,200",90603
La Habra Heights County Water District,"La Habra Heights, CA","Population served:5,379",90603
City of La Habra,"La Habra, CA","Population served:60,239",90603
Orchard Dale Water District,"Whittier, CA","Population served:22,492",90604
Suburban Water Systems - La Mirada,"Covina, CA","Population served:56,953",90604
Pico WD,"Pico Rivera, CA","Population served:24,100",90606
Golden State Water Company - West Orange,"Anaheim, CA","Population served:114,016",90620
City of Anaheim,"Anaheim, CA","Population served:450,000",90620
"Cerritos - City, Water Department","Cerritos, CA","Population served:49,041",90620
City of Fullerton,"Fullerton, CA","Population served:138,251",90621
City of Buena Park,"Buena Park, CA","Population served:82,450",90623
City of La Palma,"La Palma, CA","Population served:16,500",90623
Golden State Water Company (GSWC) - Artesia,"Rancho Cordova, CA","Population served:47,978",90630
City of Garden Grove,"Garden Grove, CA","Population served:170,883",90630
Rowland Water District,"Rowland Heights, CA","Population served:62,106",90631
Three Valleys Municipal Water District,"Claremont, CA",Population served:0,90631
City Of Brea,"Brea, CA","Population served:41,394",90631
San Gabriel Valley Water Company-Montebello,"El Monte, CA","Population served:8,858",90640
Montebello Land & Water Company,"Montebello, CA","Population served:32,219",90640
Hynes Estates Mutual Water Company,"Anaheim, CA",Population served:120,90680
Lakewood Water Department,"Lakewood, CA","Population served:59,081",90703
Bellflower - Somerset MWC,"Bellflower, CA","Population served:46,000",90703
Bellflower Home Gardens Water Company,"Bellflower, CA","Population served:1,129",90706
City of Seal Beach,"Seal Beach, CA","Population served:24,157",90720
City of Westminster,"Westminster, CA","Population served:91,169",90740
City of Huntington Beach,"Huntington Beach, CA","Population served:201,000",90743
"Signal Hill - City, Water Department","Signal Hill, CA","Population served:11,411",90804
Lincoln Avenue Water Company,"Altadena, CA","Population served:16,000",91001
Rubio Canon Land & Water Association,"Altadena, CA","Population served:9,600",91001
Las Flores Water Company,"Altadena, CA","Population served:4,500",91001
Golden State Water Company (GSWC) - South Arcadia,"San Dimas, CA","Population served:26,827",91006
Sierra Madre Water Department,"Sierra Madre, CA","Population served:11,094",91006
Monrovia Water Department,"Monrovia, CA","Population served:36,590",91006
Hemlock Mutual Water Company,"El Monte, CA",Population served:864,91006
East Pasadena Water Company,"Pasadena, CA","Population served:10,978",91007
Cal/Am Water Company - San Marino,"Rosemead, CA","Population served:40,804",91007
Sunny Slope Water Company,"Pasadena, CA","Population served:32,427",91007
Azusa Light and Water,"Azusa, CA","Population served:110,000",91010
Valley County Water District,"Baldwin Park, CA","Population served:70,271",91010
Valley Water Company,"La Canada Flintridge, CA","Population served:9,900",91011
La Canada Irrigation District,"La Canada, CA","Population served:9,300",91011
Mesa Crest Water Company,"La Canada, CA","Population served:2,500",91011
Crescenta Valley CWD,"La Crescenta, CA","Population served:32,000",91011
Cal-am Water Company - Duarte,"Rosemead, CA","Population served:21,589",91016
City of Arcadia,"Arcadia, CA","Population served:57,639",91016
Foothill Municipal Water District,"La Canada Flintridge, CA",Population served:0,91024
Valhalla Water Association,"Tujunga, CA",Population served:48,91042
Kinneloa Irrigation District,"Pasadena, CA","Population served:1,931",91107
San Gabriel County WD,"Rosemead, CA","Population served:45,000",91108
California Water Service Company - Westlake,"San Jose, CA","Population served:19,451",91301
Oak Park Water Service,"Ventura, CA","Population served:12,200",91301
Ventura Waterworks District No. 8 - Simi Valley,"Simi Valley, CA","Population served:86,000",91304
Ventura County Waterworks District No. 17 - Bell Canyon,"Moorpark, CA","Population served:2,049",91304
Castaic Lake Water Agency,"Santa Clarita, CA",Population served:0,91311
Thousand Oaks Water Department,"Thousand Oaks, CA","Population served:50,000",91320
Camrosa Water District,"Camarillo, CA","Population served:30,000",91320
Newhall CWD-Newhall,"Santa Clarita, CA","Population served:12,487",91321
Santa Clarita Water Division,"Santa Clarita, CA","Population served:120,900",91321
Valencia Water Company,"Valencia, CA","Population served:117,251",91321
San Fernando Water Department,"San Fernando, CA","Population served:23,839",91340
Los Angeles County Waterworks District 21-kagel Canyon,"Alhambra, CA",Population served:550,91342
Newhall Cwd-tesoro Del Valle,"Santa Clarita, CA","Population served:3,825",91350
Los Angeles County Waterworks District 36-Val Verde,"Alhambra, CA","Population served:5,150",91355
Lake Sherwood Community Services District,"Moorpark, CA","Population served:1,527",91361
Newhall Cwd-castaic,"Santa Clarita, CA","Population served:6,376",91384
Antelope Valley - East Kern Water Agency,"Palmdale, CA",Population served:0,91384
Peter Pitchess Honor Rancho Detention Center,"Alhambra, CA","Population served:7,000",91384
Paradise Ranch Mobile Home Park,"Beverly Hills, CA",Population served:290,91384
Newhall Cwd-pinetree,"Santa Clarita, CA","Population served:9,148",91387
Los Angeles County Waterworks District 37-Acton,"Alhambra, CA","Population served:6,509",91390
Green Valley County Water District,"Green Valley, CA","Population served:1,000",91390
Spv Water Company,"Agua Dulce, CA",Population served:211,91390
North Trails Mutual Water Company,"Agua Dulce, CA",Population served:200,91390
"Los Angeles, City Of - Power Plant #1","Los Angeles, CA",Population served:37,91390
"Los Angeles, City Of - Power Plant #2","Los Angeles, CA",Population served:32,91390
Sleepy Valley Water Company,"Saugus, CA",Population served:100,91390
Lily Of The Valley Mobile Village,"Saugus, CA",Population served:600,91390
White Rock Lake Rv Park,"Saugus, CA",Population served:38,91390
L.a. Residential Community Foundation,"Saugus, CA",Population served:154,91390
Casa Dulce Estates,"Agua Dulce, CA",Population served:32,91390
Oak Grove Trailer Park,"Sleepy Valley, CA",Population served:85,91390
Rivers End Trailer Park,"Canyon Country, CA",Population served:25,91390
City of Upland,"Upland, CA","Population served:78,791",91701
Glendora Water Department,"Glendora, CA","Population served:45,300",91702
Camp Williams-resort Water,"Azusa, CA",Population served:80,91702
Fire Suppression Camp 19,"Azusa, CA",Population served:132,91702
The River Community,"Azusa, CA",Population served:63,91702
Suburban Water Systems-glendora,"Covina, CA","Population served:4,802",91702
Valley View Mutual Water Company,"Baldwin Park, CA","Population served:4,074",91706
La Puente Valley County Water District,"La Puente, CA","Population served:9,852",91706
California Institution For Men,"Chino, CA","Population served:3,000",91708
California Institution For Women,"Corona, CA","Population served:2,000",91708
City of Chino Hills,"Chino Hills, CA","Population served:75,655",91708
Ontario Municipal Utilities Company,"Ontario, CA","Population served:167,382",91708
Jurupa Community Services District,"Jurupa Valley, CA","Population served:106,907",91708
Western Municipal Water District,"Riverside, CA","Population served:50,823",91708
City of Chino,"Chino, CA","Population served:18,907",91709
Monte Vista Water District,"Montclair, CA","Population served:54,460",91709
Golden State Water Company (GSWC) - Claremont,"San Dimas, CA","Population served:37,160",91711
La Verne WD,"La Verne, CA","Population served:32,230",91711
Covina Water Department,"Covina, CA","Population served:33,300",91722
Golden State Water Company (GSWC) - San Dimas,"San Dimas, CA","Population served:54,872",91722
Suburban Water Systems-covina Knolls,"Covina, CA","Population served:1,548",91723
Valencia Heights Water Company,"West Covina, CA","Population served:5,500",91724
Walnut Valley Water District,"Walnut, CA","Population served:115,475",91724
San Gabriel Valley Water Company - Fontana,"Fontana, CA","Population served:213,209",91730
Sterling Mutual Water Company,"El Monte, CA",Population served:776,91732
Del Rio Mutual,"El Monte, CA",Population served:700,91732
El Monte Water Department,"El Monte, CA","Population served:22,968",91732
San Bernardino Valley Water District,"San Bernardino, CA",Population served:0,91739
Santa Ana River Water Company,"Jurupa Valley, CA","Population served:8,080",91752
Golden State Water Company (GSWC) - South San Gabriel,"San Dimas, CA","Population served:27,656",91755
Mount Baldy Homeowners Association,"Mt. Baldy, CA",Population served:350,91759
San Antonio Canyon Msc,"Mt. Baldy, CA",Population served:120,91759
San Antonio Water Company,"Upland, CA","Population served:3,371",91759
Cucamonga Valley Water District,"Rancho Cucamonga, CA","Population served:190,308",91761
Calif State Polytechnical Univ - Pomona,"Pomona, CA","Population served:24,880",91768
Amarillo Mutual Water Company,"Rosemead, CA","Population served:3,134",91770
Alpine Oaks Estates LLC,"Dana Point, CA",Population served:125,91901
Willowside Terrace Water Association,"Alpine, CA",Population served:100,91901
Otay Water District,"Spring Valley, CA","Population served:213,000",91902
San Diego County Water Authority,"Escondido, CA",Population served:0,91902
City of San Diego,"San Diego, CA","Population served:1,326,200",91902
Live Oak Springs Water Company,"Boulevard, CA",Population served:300,91905
Rancho Del Campo Water System,"Spring Valley, CA",Population served:290,91906
Lake Morena Oak Shores Mw Company,"Campo, CA",Population served:700,91906
Lake Morena Views Mw Company,"Campo, CA",Population served:360,91906
California American Water Company - Coronado,"Imperial Beach, CA","Population served:96,000",91910
Pine Valley Trailer Park,"Newport Beach, CA",Population served:200,91931
Pine Valley Bible Conference Center,"Pine Valley, CA",Population served:350,91931
Pine Valley Mutual Water Company,"Pine Valley, CA","Population served:1,500",91931
Sunrise Estates Mutual Water Company,"Jamul, CA",Population served:150,91935
Guatay Mutual Benefit Corporation,"Guatay, CA",Population served:100,91962
Sweetwater Authority,"Chula Vista, CA","Population served:186,685",91977
Helix Water District,"La Mesa, CA","Population served:267,922",91978
City of Oceanside,"Oceanside, CA","Population served:171,183",91980
City of Escondido,"Escondido, CA","Population served:145,901",91980
Vista Irrigation District,"Vista, CA","Population served:124,293",91980
City of Poway,"Poway, CA","Population served:96,973",91980
Padre Dam Municipal Water District,"Santee, CA","Population served:96,589",91980
Valley Center MWD,"Valley Center, CA","Population served:25,450",92003
Coachella Vwd: I.d. No. 11,"Palm Desert, CA","Population served:5,442",92004
Ocotillo Oasis Mobile Home Park,"Encinitas, CA",Population served:100,92004
Olivenhain Municipal Water District,"Encinitas, CA","Population served:63,000",92007
Santa Fe ID,"Rancho Santa Fe, CA","Population served:21,081",92007
Vallecitos Water District,"San Marcos, CA","Population served:94,871",92008
City of Carlsbad,"Carlsbad, CA","Population served:84,838",92009
San Dieguito WD,"Encinitas, CA","Population served:36,750",92009
"Del Mar, City Of","Del Mar, CA","Population served:4,199",92014
Ramona Municipal WD,"Ramona, CA","Population served:40,000",92025
Rincon Del Diablo Municipal Water District (id-a),"Escondido, CA","Population served:3,435",92025
San Pasqual Academy,"Spring Valley, CA",Population served:350,92025
Rincon Del Diablo MWD(ID-1),"Escondido, CA","Population served:24,545",92025
Rainbow Municipal WD,"Fallbrook, CA","Population served:19,611",92026
Lake Wohlford Resort,"Newport Beach, CA",Population served:235,92027
Oakvale Park,"Escondido, CA",Population served:100,92027
Fallbrook PUD,"Fallbrook, CA","Population served:34,096",92028
Western Municipal Water District (id A - Rainbow),"Riverside, CA",Population served:122,92028
Camp Pendleton (South),"Camp Pendleton, CA","Population served:39,400",92028
Camp Pendleton (North),"Camp Pendleton, CA","Population served:15,600",92028
Rancho California Water District,"Temecula, CA","Population served:120,000",92028
Del Dios Mutual Water Company,"Escondido, CA",Population served:330,92029
Pine Hills Mutual Water Company,"Julian, CA",Population served:230,92036
Cuyamaca Water District,"Julian, CA",Population served:200,92036
Julian Community Services District,"Julian, CA","Population served:1,105",92036
North Peak Mutual Water Company,"Julian, CA",Population served:25,92036
Richardson Beardsley Park Inc.,"Julian, CA",Population served:28,92036
Butterfield Ranch,"San Diego, CA",Population served:350,92036
H & J Water Company,"Julian, CA",Population served:50,92036
La Cima Fire Center,"Julian, CA",Population served:96,92036
Santa Margarita Water District,"Santa Margarita, CA","Population served:154,231",92055
City of San Clemente,"San Clemente, CA","Population served:50,960",92055
Pauma Valley Mutual Water Company,"Pauma Valley, CA",Population served:120,92059
Yuima Municipal Water District Ida,"Pauma Valley, CA",Population served:400,92059
Yuima Municipal Water District,"Pauma Valley, CA",Population served:260,92059
Palomar Observatory,"Palomar Mountain, CA",Population served:50,92060
Rancho Pauma Mutual Water Company,"Pauma Valley, CA",Population served:897,92061
Rancho Estates Mutual Water Company,"Pauma Valley, CA",Population served:200,92061
Lazy H Mutual Water Company,"Pauma Valley, CA",Population served:70,92061
Rancho Corrido Rv Resort,"Pauma Valley, CA",Population served:350,92061
Rancho Santa Teresa Mw Company,"Ramona, CA",Population served:74,92065
Lake Henshaw Resort Inc.,"Santa Ysabel, CA",Population served:300,92070
Palomar Mountain Mutual Water Company,"Palomar Mountain, CA",Population served:70,92086
Los Tules Mutual Water Company,"Warner Springs, CA",Population served:140,92086
Puerta La Cruz Cc #14,"Warner Springs, CA",Population served:125,92086
Quiet Oaks Mobile Home Park,"Warner Springs, CA",Population served:120,92086
Nas North Island & Nab Coronado,"San Diego, CA","Population served:4,500",92118
Indio Water Authority,"Indio, CA","Population served:77,780",92201
Chiriaco Summit Water District,"Chiriaco Summit, CA",Population served:35,92201
Carver Tract Mutual Water Company,"Indio, CA",Population served:300,92201
Bermuda Palms Mobile Estates,"Indio, CA",Population served:300,92201
Coachella Water Authority,"Coachella, CA","Population served:41,904",92201
Myoma Dunes Mutual Water Company,"Bermuda Dunes, CA","Population served:6,159",92203
Galindo Housing Facility,"Bermuda Dunes, CA",Population served:50,92203
Coachella Valley Water District: I.d. No. 8,"Palm Desert, CA","Population served:5,059",92203
Desert Water Agency,"Palm Springs, CA","Population served:83,710",92220
Mission Springs WD,"Desert Hot Springs, CA","Population served:34,626",92220
High Valleys Water District,"Banning, CA",Population served:499,92220
Cabazon Water District,"Cabazon, CA","Population served:2,535",92220
Banning Hts. Mutual Water Company,"Banning, CA",Population served:545,92220
Twin Pines Boys Ranch,"Banning, CA",Population served:70,92220
Cdf - Oak Glen Conservation Camp,"Yucaipa, CA",Population served:179,92220
Eastern Municipal Water District,"Perris, CA","Population served:512,711",92220
Calipatria State Prison,Imperial,"Population served: 4,800",92222
Centinela State Prison,Imperial,"Population served: 3,253",92222
City of Brawley,Brawley,"Population served: 51,793",92222
City of Calexico,Calexico,"Population served: 38,572",92222
City of El Centro,El Centro,"Population served: 42,595",92222
City of Imperial,Imperial,"Population served: 16,145",92222
Country Life Mobile Home & Rv Park,El Centro,Population served: 600,92222
Coyote Valley Mutual Water Company,Ocotillo,Population served: 125,92222
Date Gardens Mobile Home Park,El Centro,Population served: 101,92222
Gateway,El Centro,"Population served: 1,800",92222
Gold Rock Ranch,Winterhaven,Population served: 50,92222
Gswc - Calipatria,Apple Valley,"Population served: 4,537",92222
Heber Public Utility District,Heber,"Population served: 6,180",92222
"Holtville, City Of",Holtville,"Population served: 6,032",92222
Iid Drop Four,Imperial,Population served: 28,92222
Iid Village,Imperial,Population served: 30,92222
Imperial Lakes Inc.,Imperial,Population served: 40,92222
Jackson Hide-a-way,Ocotillo,Population served: 29,92222
Mitchells Camp Family Association,Palo Verde,Population served: 175,92222
Naf El Centro,El Centro,Population served: 526,92222
Ocotillo Mutual Water Co.,Ocotillo,Population served: 150,92222
Palo Verde County Water District,Palo Verde,Population served: 410,92222
Rio Bend Rv Golf Resort & Storm Crossing,El Centro,Population served: 500,92222
Riverfront Mutual Water Company,La Habra,Population served: 15,92222
Seeley County Water District,Seeley,"Population served: 1,730",92222
Sportsmans Paradise,Blythe,Population served: 60,92222
Valley Mobile Home Park,Calexico,Population served: 70,92222
"Westmorland, City Of",Westmorland,"Population served: 2,444",92222
Winterhaven County Water District,Winterhaven,Population served: 660,92222
City of Banning,"Banning, CA","Population served:29,965",92223
Yucaipa Valley Water District,"Yucaipa, CA","Population served:44,629",92223
Cherry Valley Water Company,"Cherry Valley, CA",Population served:170,92223
Village Of Child Help,"Beaumont, CA",Population served:256,92223
Chuckawalla Valley/ironwood State Prison,"Blythe, CA","Population served:6,151",92225
Riverside Csa #122-mesa Verde,"Blythe, CA","Population served:1,000",92225
Csa 62,"Ripley, CA",Population served:700,92225
Blythe - Mesa Ranch,"Blythe, CA",Population served:200,92225
Blythe - Hidden Beaches,"Blythe, CA",Population served:300,92225
Blythe Mobile Home Estates,"Las Vegas, NV",Population served:24,92225
Palm Springs Crest,"Desert Hot Springs, CA",Population served:473,92230
Coachella Valley Water District: Cove Community,"Palm Desert, CA","Population served:198,544",92233
Mesquite Mutual Water Company,"Coachella, CA",Population served:25,92236
Castro Trailer Park,"Coachella, CA",Population served:180,92236
Mwd - Eagle Mountain,"La Verne, CA",Population served:12,92239
Water Facilities Authority-jpa,"Upland, CA",Population served:0,92242
San Bernardino City,"San Bernardino, CA","Population served:188,931",92242
Victorville Water District,"Victorville, CA","Population served:111,649",92242
Hesperia Water District,"Hesperia, CA","Population served:91,627",92242
East Valley Water District,"Highland, CA","Population served:87,000",92242
Redlands City,"Redlands, CA","Population served:80,000",92242
Hi Desert WD,"Yucca Valley, CA","Population served:23,760",92252
Bdvwa - Goat Mountain Id,"Yucca Valley, CA","Population served:1,515",92252
Twentynine Palms Water District,"Twentynine Palms, CA","Population served:18,600",92252
Saint Anthony Trailer Park,"Mecca, CA",Population served:300,92254
Golden State Water Company - Morongo Del Sur,"Apple Valley, CA","Population served:2,663",92256
Csa 70 W-3 Hacienda,"Victorville, CA",Population served:695,92256
Golden State Water Morongo Delnorte,"Morongo Valley, CA",Population served:870,92256
Alpine Village,"San Juan Capistrano, CA",Population served:198,92264
Oasis Gardens Water Company,"Coachella, CA",Population served:314,92274
Aida Aguirre,"Indio, CA",Population served:50,92274
Amezcua - Garcia Water,"Thermal, CA",Population served:316,92274
Thermal Mutual Water Company,"Thermal, CA",Population served:100,92274
Los Gatos Trailer Park,"Thermal, CA",Population served:50,92274
Valley View Trailer Park,"Thermal, CA",Population served:100,92274
Desert View Trailer Park,"Thermal, CA",Population served:50,92274
Joshua Basin Water District,"Joshua Tree, CA","Population served:9,534",92277
Municipal Water District of So Cal Iron Mountain,"La Verne, CA",Population served:100,92277
USMC - 29 Palms,"29 Palms, CA","Population served:28,760",92277
West Palm Springs Village,"Desert Hot Springs, CA",Population served:713,92282
Csa 70-f Morongo,"Victorville, CA",Population served:450,92282
Bighorn - Desert View Water Agency,"Yucca Valley, CA","Population served:2,533",92284
Helendale Community Service District,"Helendale, CA","Population served:5,716",92301
Phelan Pinon Hills CSD,"Phelan, CA","Population served:24,000",92301
Chamisal Mutual Water Company,"El Mirage, CA",Population served:63,92301
High Desert Detention Center,"Victorville, CA",Population served:300,92301
Los Angeles County Waterworks District 40 Reg. 35 - N.E. L.A.,"Alhambra, CA",Population served:770,92301
Thunderbird County Water District,"Apple Valley, CA",Population served:720,92307
Golden State Water Company - Apple Vly North,"Apple Valley, CA","Population served:2,277",92307
Navajo Mutual Water Company,"Apple Valley, CA",Population served:276,92307
SBDNO County Service Area 64,"Victorville, CA","Population served:12,514",92307
Rancheritos Mutual Water Company,"Apple Valley, CA",Population served:655,92307
Apple Valley View Mutual Water Company,"Apple Valley, CA",Population served:275,92307
Paradise Mobile Estates,"San Juan Capistrano, CA",Population served:190,92307
Mariana Ranchos County Water District,"Apple Valley, CA","Population served:1,470",92308
Golden State Water Company - Apple Vly South,"Apple Valley, CA","Population served:6,108",92308
Juniper Riviera County Water District,"Apple Valley, CA",Population served:385,92308
Apple Valley Heights County Water District,"Apple Valley, CA",Population served:917,92308
Apple Valley Foothill County Water District,"Apple Valley, CA",Population served:620,92308
Golden State Water Desert View,"Apple Valley, CA",Population served:230,92308
Golden State Water Company - Lucerne,"Apple Valley, CA",Population served:721,92308
Bear Valley Mobile Home Park,"Long Beach, CA",Population served:150,92308
Apple Valley Village Mobile Home Estates,"Anaheim, CA",Population served:180,92308
Golden State Water Company - Barstow,"Apple Valley, CA","Population served:33,554",92311
U.S. Marine Corps Nebo (barstow),"Barstow, CA",Population served:798,92311
Hi Desert Mutual Water Company,"Barstow, CA",Population served:112,92311
Bar-len Mutual Water Company,"Barstow, CA",Population served:124,92311
Riverside Highland Water Company,"Grand Terrace, CA","Population served:14,500",92313
City of Colton,"Colton, CA","Population served:52,086",92313
Dwp - Big Bear Lake/moonridge,"Big Bear Lake, CA","Population served:5,155",92314
Department Of Water and Power,"Big Bear Lake, CA",Population served:147,92314
Big Bear City CSD,"Big Bear City, CA","Population served:12,411",92315
West Valley Water District,"Rialto, CA","Population served:72,647",92316
Marygold Mutual Water Company,"Bloomington, CA","Population served:3,449",92316
City of Rialto,"Rialto, CA","Population served:48,623",92316
Rubidoux Community SD,"Rubidoux, CA","Population served:26,150",92316
South Mesa Water Company,"Calimesa, CA","Population served:9,851",92320
Plantation On The Lake Park,"Calimesa, CA",Population served:829,92320
Sharondale Mesa Homeowners Association,"Calimesa, CA",Population served:330,92320
Rancho Calimesa Mobile Home Park,"Calimesa, CA",Population served:350,92320
Beaumont Cherry Valley WD,"Beaumont, CA","Population served:44,000",92320
Lake Arrowhead CSD,"Lake Arrowhead, CA","Population served:12,424",92321
Sbdno County Service Area 70 Cedar Glen,"Victorville, CA",Population served:990,92321
Arrowhead Villas Mutual Service Company,"Sky Forest, CA",Population served:793,92321
Sky Forest Mutual Water Company,"Sky Forest, CA",Population served:605,92321
Cedarpines Park Mutual Water Company,"Cedarpines Park, CA","Population served:2,500",92322
Valley of Enchantment Mutual Water Company,"Crestline, CA","Population served:1,681",92322
Crestline Village County Water District - Division 10,"Crestline, CA","Population served:7,431",92322
Valley View Park Mutual Water Company,"Crestline, CA",Population served:499,92322
City of Loma Linda,"Loma Linda, CA","Population served:23,261",92324
Terrace Water Company,"Colton, CA","Population served:2,200",92324
Reche Canyon Mutual Water Company,"Grand Terrace, CA",Population served:150,92324
Olive Dell Ranch,"Colton, CA",Population served:350,92324
Strawberry Lodge Mutual Water Company,"Twin Peaks, CA",Population served:640,92325
"Nps - Death Valley, Cow Creek/nevares","Death Valley, CA",Population served:88,92328
"Nps - Death Valley, Stovepipe Wells","Death Valley, CA",Population served:25,92328
North Shore Mutual Water Company,"Fawnskin, CA",Population served:25,92333
Big Pine Tract,"Upland, CA",Population served:300,92339
Forest Park Mutual Water Company,"Forest Falls, CA",Population served:415,92339
Arrowbear Park County Water District,"Arrowbear Lake, CA","Population served:1,396",92341
Green Valley Mutual Water Company,"Green Valley Lake, CA",Population served:350,92341
Running Springs Water District,"Running Springs, CA","Population served:4,916",92341
Mojave Public Utility District,"Mojave, CA","Population served:4,000",92342
Clawa,"Crestline, CA","Population served:4,000",92345
SBNDO County Service Area 70J,"Victorville, CA","Population served:10,111",92345
Desert View Mobile Park,"Rosemead, CA",Population served:130,92347
Deer Lodge Water System,"Lake Arrowhead, CA",Population served:745,92352
Dogwood Blue Jay Cyn Imp,"Blue Jay, CA",Population served:160,92352
Alpine Water Users Association,"Twin Peaks, CA","Population served:3,000",92352
Upper Little Bear Mountain Club,"Blue Jay, CA",Population served:25,92352
Loma Linda Power Plant,"Loma Linda, CA","Population served:10,500",92354
Jubilee Mutual Water Company,"Lucerne Valley, CA",Population served:855,92356
West End Mutual Water Company,"Lucerne Valley, CA",Population served:63,92356
Desert Springs Mutual Water Company,"Lucerne Valley, CA",Population served:325,92356
Center Water Company,"Lucerne Valley, CA","Population served:1,000",92356
Bar H Mutual Water Company,"Lucerne Valley, CA",Population served:260,92356
