Utility name,City,People served,Zip
Dakota Rural Water District South,Finley,"Population served: 1,135",58056
"Hannaford, City of",Hannaford,Population served: 131,58056
Agassiz Water Users District,Gilby,"Population served: 3,438",58201
Arvilla Water Users Association,Arvilla,Population served: 180,58201
City of Grand Forks,Grand Forks,"Population served: 57,339",58201
"Emerado, City of",Emerado,Population served: 414,58201
Forest River Colony,Fordville,Population served: 100,58201
East Central Regional Wd-gf,Thompson,"Population served: 5,995",58201
"Larimore, City of",Larimore,"Population served: 1,346",58201
"Northwood, City of",Northwood,Population served: 945,58201
"Grafton, City of",Grafton,"Population served: 4,284",58210
"Minto, City of",Minto,Population served: 604,58210
"Park River, City of",Park River,"Population served: 1,403",58210
Walsh Rural Water District,Grafton,"Population served: 3,000",58210
"Aneta, City of",Aneta,Population served: 222,58212
"Lakota, City of",Lakota,Population served: 672,58212
"Mcville, City of",Mcville,Population served: 349,58212
"Michigan, City of",Michigan,Population served: 294,58212
"Pekin, City of",Pekin,Population served: 70,58212
"Tolna, City of",Tolna,Population served: 166,58212
Tri-county Water District,Petersburg,"Population served: 2,501",58212
"Cavalier, City of",Cavalier,"Population served: 1,302",58216
"Drayton, City of",Drayton,Population served: 824,58216
"Mountain, City of",Mountain,Population served: 92,58216
"Neche, City of",Neche,Population served: 371,58216
Northeast Regional Water District- North Valley Branch,Cavalier,"Population served: 3,422",58216
"Pembina, City of",Pembina,Population served: 592,58216
"St. Thomas, City of",St. Thomas,Population served: 331,58216
"Walhalla, City of",Walhalla,Population served: 996,58216
"Langdon, City of",Langdon,"Population served: 1,878",58220
"Milton, City of",Milton,Population served: 58,58220
"Nekoma, City of",Langdon,Population served: 50,58220
Northeast Regional Water District-langdon Branch,Cavalier,"Population served: 2,450",58220
"Osnabrock, City of",Milton,Population served: 134,58220
Hallock,Hallock,Population served: 927,58225
Karlstad,Karlstad,Population served: 753,58225
Kennedy,Kennedy,Population served: 165,58225
Lake Bronson,Lake Bronson,Population served: 216,58225
Lancaster,Lancaster,Population served: 329,58225
North Kittson Rural Water,Lake Bronson,"Population served: 1,800",58225
"Crary, City of",Devils Lake,Population served: 142,58229
"Devils Lake, City of",Devils Lake,"Population served: 7,141",58229
"Edmore, City of",Edmore,Population served: 182,58229
Greater Ramsey Water District,Devils Lake,"Population served: 5,280",58229
"Leeds, City of",Leeds,Population served: 427,58301
"Maddock, City of",Maddock,Population served: 382,58301
"Minnewaukan, City of",Minnewaukan,Population served: 224,58301
"Oberon, City of",Oberon,Population served: 105,58301
"Warwick, City of",Warwick,Population served: 65,58301
All Seasons Wd-system IV,Bottineau,Population served: 670,58310
"Dunseith, City of",Dunseith,Population served: 773,58310
"Rolette, City of",Rolette,Population served: 594,58310
"Rolla, City of",Rolla,"Population served: 1,280",58310
"St. John, City of",St John,Population served: 341,58310
All Seasons Wd-system V,Bottineau,"Population served: 1,075",58313
"Rugby, City of",Rugby,"Population served: 2,876",58313
Selz Water Users Association,Selz,Population served: 43,58313
"Bisbee, City of",Bisbee,Population served: 126,58317
"Cando, City of",Cando,"Population served: 1,115",58317
"Rock Lake, City of",Rock Lake,Population served: 101,58317
All Seasons Wd-system I,Bottineau,Population served: 890,58318
All Seasons Wd-system III,Bottineau,Population served: 790,58318
"Bottineau, City of",Bottineau,"Population served: 2,211",58318
"Lansford, City of",Lansford,Population served: 245,58318
"Maxbass, City of",Maxbass,Population served: 84,58318
"Souris, City of",Souris,Population served: 58,58318
"Westhope, City of",Westhope,Population served: 429,58318
"Willow City, City of",Willow City,Population served: 163,58318
"Bowdon, City of",Bowdon,Population served: 131,58341
"Cathay, City of",Cathay,Population served: 43,58341
Central Plains Water District,Fessenden,"Population served: 3,504",58341
"Fessenden, City of",Fessenden,Population served: 479,58341
"Goodrich, City of",Goodrich,Population served: 98,58341
"Harvey, City of",Harvey,"Population served: 1,783",58341
"McClusky, City of",Mc Clusky,Population served: 380,58341
"Sykeston, City of",Sykeston,Population served: 117,58341
"Carrington, City of",Carrington,"Population served: 2,065",58356
"Glenfield, City of",Glenfield,Population served: 91,58356
Greater Ramsey Water District - Carrington,Devils Lake,Population served: 455,58356
"New Rockford, City of",New Rockford,"Population served: 1,391",58356
"Sheyenne, City of",Sheyenne,Population served: 204,58356
"Drake, City of",Drake,Population served: 275,58384
"Granville, City of",Granville,Population served: 241,58384
"Karlsruhe, City of",Karlsruhe,Population served: 82,58384
"Towner, City of",Towner,Population served: 533,58384
"Upham, City of",Upham,Population served: 130,58384
"Velva, City of",Velva,"Population served: 1,084",58384
City of Jamestown,Jamestown,"Population served: 15,427",58401
"Cleveland, City of",Cleveland,Population served: 83,58401
"Kensal, City of",Kensal,Population served: 163,58401
"Medina, City of",Medina,Population served: 308,58401
"Montpelier, City of",Montpelier,Population served: 87,58401
"Streeter, City of",Streeter,Population served: 170,58401
Stutsman Rural Water District,Jamestown,"Population served: 5,550",58401
"Woodworth, City of",Woodworth,Population served: 50,58401
"Ashley, City of",Ashley,Population served: 749,58413
"Lehr, City of",Lehr,Population served: 80,58413
"Wishek, City of",Wishek,Population served: 952,58413
"Zeeland, City of",Zeeland,Population served: 86,58413
"Robinson, City of",Robinson,Population served: 37,58418
"Steele, City of",Steele,Population served: 715,58418
"Tuttle, City of",Tuttle,Population served: 80,58418
Aberdeen,Aberdeen,"Population served: 26,091",58436
Claremont,Britton,Population served: 127,58436
Country Village Park,Aberdeen,Population served: 340,58436
Frederick,Frederick,Population served: 215,58436
Grassland Colony,Westport,Population served: 147,58436
Green Acres Association,Bath,Population served: 75,58436
Groton,Groton,"Population served: 1,458",58436
Hecla,Hecla,Population served: 227,58436
Hutterville Hutterian Brethren,Stratford,Population served: 130,58436
Jobee Acres,Aberdeen,Population served: 75,58436
Lakeside Estates,Aberdeen,Population served: 625,58436
Long Lake Colony,Westport,Population served: 95,58436
Northwood First Subdivision,Aberdeen,Population served: 55,58436
Pleasant Valley Estates,Aberdeen,Population served: 105,58436
Prairiewood Property Owners,Aberdeen,Population served: 288,58436
Richmond Heights Homeowners Association,Aberdeen,Population served: 63,58436
Rolling Meadows,Aberdeen,Population served: 78,58436
Stratford,Aberdeen,Population served: 72,58436
The Meadows,Aberdeen,Population served: 80,58436
Warner,Warner,Population served: 496,58436
Westport Sanitary District,Aberdeen,Population served: 125,58436
Eureka,Eureka,Population served: 868,58439
Leola,Leola,Population served: 457,58439
"Gackle, City of",Gackle,Population served: 310,58440
"Napoleon, City of",Napoleon,Population served: 792,58440
Apple Valley Co-op,Menoken,Population served: 200,58477
City of Bismarck,Bismarck,"Population served: 72,417",58477
Country Club Co-op,Bismarck,Population served: 162,58477
Dakota Adventist Academy,Bismarck,Population served: 80,58477
Imperial Valley Water Company,Bismarck,Population served: 345,58477
"Lincoln, City of",Lincoln,"Population served: 3,683",58477
South Central Regional Water District,Bismarck,"Population served: 4,455",58477
South Central Regional Water District North Burleigh,Bismarck,"Population served: 9,848",58477
"Wilton, City of",Wilton,Population served: 711,58477
"Wing, City of",Wing,Population served: 152,58477
"Hague, City of",Bismarck,Population served: 71,58495
"Hazelton, City of",Hazelton,Population served: 235,58495
"Linton, City of",Linton,"Population served: 1,097",58495
South Central Regional Water District-emmons,Bismarck,"Population served: 3,353",58495
State Line Water Coop Inc.,Strasburg,Population served: 405,58495
"Strasburg, City of",Strasburg,Population served: 409,58495
"Almont, City of",Almont,Population served: 122,58520
"Carson, City of",Carson,Population served: 293,58520
City of Mandan,Mandan,"Population served: 21,769",58520
Crown Butte Co-op,Mandan,Population served: 320,58520
"Elgin, City of",Elgin,Population served: 642,58520
"Flasher, City of",Flasher,Population served: 232,58520
"Glen Ullin, City of",Glen Ullin,Population served: 807,58520
"Hebron, City of",Hebron,Population served: 747,58520
Missouri West Water System,Mandan,"Population served: 4,303",58520
"New Leipzig, City of",New Leipzig,Population served: 221,58520
"New Salem, City of",New Salem,Population served: 946,58520
Riverview Heights,Mandan,Population served: 200,58520
Southwest Wa-crown Butte(missouri West),Dickinson,Population served: 34,58520
Southwest Wa-junction Inn(missouri West),Dickinson,Population served: 173,58520
Southwest Wa-tower Hill (missouri West),Dickinson,Population served: 43,58520
"Beulah, City of",Beulah,"Population served: 3,304",58523
Center City Of,Center,Population served: 588,58523
,,Population served: 0,58523
"Golden Valley, City of",Golden Valley,Population served: 182,58523
"Hazen, City of",Hazen,"Population served: 2,411",58523
"Pick City, City of",Pick City,Population served: 123,58523
Omnd Water Treatment Plant,Dickinson,"Population served: 4,168",58523
"Stanton, City of",Stanton,Population served: 366,58523
"Zap, City of",Zap,Population served: 237,58523
"Selfridge, City of",Selfridge,Population served: 160,58528
"Solen, City of",Solen,Population served: 83,58528
"Benedict, City of",Benedict,Population served: 66,58531
"Coleharbor, City of",Washburn,Population served: 79,58531
Garrison Rural Water District,Garrison,"Population served: 1,805",58531
"Garrison, City of",Garrison,"Population served: 1,453",58531
"Max, City of",Max,Population served: 334,58531
Mclean-sheridan Water District-system 1,Turtle Lake,"Population served: 1,025",58531
Mclean-sheridan Water District-system 2,Turtle Lake,Population served: 260,58531
"Mercer, City of",Mercer,Population served: 94,58531
North Central Regional Water District,Minot,Population served: 425,58531
"Riverdale, City of",Riverdale,Population served: 205,58531
"Turtle Lake, City of",Turtle Lake,Population served: 581,58531
"Underwood, City of",Underwood,Population served: 778,58531
"Washburn, City of",Washburn,"Population served: 1,246",58531
"Mott, City of",Mott,Population served: 721,58562
"New England, City of",New England,Population served: 600,58562
"Regent, City of",Regent,Population served: 160,58562
Mcintosh,Mcintosh,Population served: 173,58568
Mclaughlin,Mclaughlin,Population served: 663,58568
Morristown,Morristown,Population served: 55,58568
"Belfield, City of",Belfield,"Population served: 1,013",58601
City of Dickinson,Dickinson,"Population served: 22,993",58601
"Dodge, City of",Dodge,Population served: 87,58601
"Dunn Center, City of",Dunn Center,Population served: 146,58601
"Gladstone, City of",Gladstone,Population served: 239,58601
"Halliday, City of",Halliday,Population served: 188,58601
"Killdeer, City of",Killdeer,"Population served: 1,173",58601
Manning Water Board,Manning,Population served: 55,58601
New Hradec Waterworks,New Hradec,Population served: 60,58601
"Richardton, City of",Richardton,Population served: 529,58601
"South Heart, City of",South Heart,Population served: 301,58601
Southwest Water Authority,Dickinson,"Population served: 8,537",58601
"Taylor, City of",Taylor,Population served: 148,58601
"Marmarth, City of",Marmarth,Population served: 136,58620
"Beach, City of",Beach,"Population served: 1,019",58621
"Golva, City of",Golva,Population served: 61,58621
"Sentinel Butte, City of",Sentinel Butte,Population served: 56,58621
"Wibaux, Town of",Wibuax,Population served: 550,58621
"Medora, City of",Medora,Population served: 112,58622
"Bowman, City of",Bowman,"Population served: 1,650",58623
Buffalo,Buffalo,Population served: 330,58623
"Rhame, City of",Rhame,Population served: 169,58623
"Scranton, City of",Scranton,Population served: 281,58623
"Alexander, City of",Alexander,"Population served: 1,335",58634
Arnegard Diamond Estates,Bismarck,Population served: 32,58634
Badlands Development Long X Tc,Watford City,Population served: 52,58634
Mckenzie County Rw-system 2,Watford City,Population served: 526,58634
Mckenzie County Wrd - System 1 & 4,Watford City,Population served: 700,58634
"Watford City, City of",Watford City,"Population served: 6,390",58634
Watford Residence Suites,Watford City,Population served: 32,58634
Bison,Bison,Population served: 333,58639
"Hettinger, City of",Hettinger,"Population served: 1,226",58639
Lemmon,Lemmon,"Population served: 1,227",58639
Perkins County Rural Water,Bison,Population served: 450,58639
"Reeder, City of",Reeder,Population served: 162,58639
"Berthold, City of",Berthold,Population served: 454,58701
"Burlington, City of",Burlington,"Population served: 1,060",58701
City of Minot,Minot,"Population served: 48,743",58701
"Kenmare, City of",Kenmare,"Population served: 1,096",58701
"Makoti, City of",Makoti,Population served: 154,58701
North Prairie Regional Water District-system 1&2,Minot,"Population served: 7,535",58701
North Prairie Regional Water District-system III,Minot,"Population served: 2,742",58701
Northwestern Area Water Supply,Bismarck,Population served: 0,58701
"Ryder, City of",Ryder,Population served: 85,58701
"Sawyer, City of",Sawyer,Population served: 357,58701
"Surrey, City of",Surrey,"Population served: 1,365",58701
Upper Souris Wua-system I,Kenmare,"Population served: 1,296",58701
Upper Souris Wua-system II,Kenmare,Population served: 230,58701
West River Water and Sewer,Minot,Population served: 450,58701
"Glenburn, City of",Glenburn,Population served: 380,58718
"Mohall, City of",Mohall,Population served: 783,58718
"Plaza, City of",Minot,Population served: 171,58718
"Ross, City of",Ross,Population served: 97,58718
"Sherwood, City of",Sherwood,Population served: 242,58718
"Stanley, City of",Stanley,"Population served: 2,686",58718
"Bowbells, City of",Bowbells,Population served: 336,58721
"Columbus, City of",Columbus,Population served: 133,58721
"Flaxton, City of",Flaxton,Population served: 66,58721
"Lignite, City of",Lignite,Population served: 155,58721
"Portal, City of",Portal,Population served: 126,58721
"Powers Lake, City of",Powers Lake,Population served: 280,58721
"Crosby, City of",Crosby,"Population served: 1,406",58730
"Fortuna, City of",Fortuna,Population served: 35,58730
"Noonan, City of",Noonan,Population served: 121,58730
City of Williston,Williston,"Population served: 26,426",58755
Inspire Communities-springbrook,Williston,Population served: 300,58755
Fendee Estates,Henderson,Population served: 30,58755
"Grenora, City of",Grenora,Population served: 244,58755
Prairie View Hoa,Pittsboro,Population served: 226,58755
R & R Trailer Court,Tioga,Population served: 75,58755
R & T Water System,Ray,"Population served: 1,003",58755
"Ray, City of",Ray,Population served: 950,58755
The Bluffs Hoa,Aberdeen,Population served: 30,58755
"Tioga, City of",Tioga,"Population served: 1,547",58755
Trenton Water Users Association,Trenton,Population served: 840,58755
Western Area Water Supply Authority,Williston,Population served: 0,58755
"Wildrose, City of",Wildrose,Population served: 110,58755
Northwest Rural Water District,Williston,"Population served: 5,102",58755
"Fairview, Town of",Fairview,"Population served: 1,000",58838
Lambert Sewer and Water Association,Lambert,Population served: 150,58838
Mount Pleasant Estates,Sidney,Population served: 45,58838
Richland County Valley View Wua,Sidney,Population served: 85,58838
"Sidney, City of",Sidney,"Population served: 5,000",58838
Antelope County Water and Sewer,Antelope,Population served: 59,58845
"Medicine Lake, Town of",Medicine Lake,Population served: 600,58845
Outlook County Sewer and Water,Outlook,Population served: 96,58845
Plentywood Water Department,Plentywood,"Population served: 1,700",58845
"Westby, Town of",Westby,Population served: 172,58845
