Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
"Colfax, City of",None,,,
"Fairmount, City of",Bromodichloromethane,3.48 ppb,0.06 ppb,
"Fairmount, City of",Chloroform,9.58 ppb,0.4 ppb,
"Fairmount, City of",Dibromoacetic acid,1.94 ppb,0.04 ppb,
"Fairmount, City of",Dibromochloromethane,0.525 ppb,0.1 ppb,
"Fairmount, City of",Dichloroacetic acid,13.6 ppb,0.2 ppb,
"Fairmount, City of",Haloacetic acids (HAA5)†,21.4 ppb,0.1 ppb,60 ppb
"Fairmount, City of","Radium, combined (-226 &amp; -228)",0.88 pCi/L,0.05 pCi/L,5 pCi/L
"Fairmount, City of",Total trihalomethanes (TTHMs)†,13.6 ppb,0.15 ppb,80 ppb
"Fairmount, City of",Trichloroacetic acid,3.35 ppb,0.1 ppb,
"Fairmount, City of",Barium,143.0 ppb,700 ppb,"2,000 ppb"
"Fairmount, City of",Chromium (total),7.43 ppb,,100 ppb
"Fairmount, City of",Fluoride,0.358 ppm,,4 ppm
"Fairmount, City of",Manganese,50.0 ppb,100 ppb,
"Fairmount, City of",Monochloroacetic acid,2.57 ppb,53 ppb,
"Fairmount, City of",Nitrate and nitrite,0.0433 ppm,0.14 ppm,10 ppm
"Fairmount, City of",Selenium,4.27 ppb,30 ppb,50 ppb
"Fairmount, City of",None,,,
"Hankinson, City of",Arsenic*,8.94 ppb,0.004 ppb,10 ppb
"Hankinson, City of",Bromodichloromethane,3.92 ppb,0.06 ppb,
"Hankinson, City of",Chloroform,15.8 ppb,0.4 ppb,
"Hankinson, City of",Dibromochloromethane,0.683 ppb,0.1 ppb,
"Hankinson, City of",Dichloroacetic acid,6.62 ppb,0.2 ppb,
"Hankinson, City of",Haloacetic acids (HAA5)†,12.4 ppb,0.1 ppb,60 ppb
"Hankinson, City of","Radium, combined (-226 &amp; -228)*",0.96 pCi/L,0.05 pCi/L,5 pCi/L
"Hankinson, City of",Total trihalomethanes (TTHMs)†,20.4 ppb,0.15 ppb,80 ppb
"Hankinson, City of",Trichloroacetic acid,5.35 ppb,0.1 ppb,
"Hankinson, City of",Uranium*,1.67 pCi/L,0.43 pCi/L,20 pCi/L
"Hankinson, City of",Barium*,247.0 ppb,700 ppb,"2,000 ppb"
"Hankinson, City of",Chromium (total)*,1.58 ppb,,100 ppb
"Hankinson, City of",Fluoride*,0.733 ppm,,4 ppm
"Hankinson, City of",Monobromoacetic acid,0.410 ppb,25 ppb,
"Hankinson, City of",None,,,
"Lidgerwood, City of",Arsenic*,8.94 ppb,0.004 ppb,10 ppb
"Lidgerwood, City of",Bromodichloromethane,4.45 ppb,0.06 ppb,
"Lidgerwood, City of",Chloroform,37.9 ppb,0.4 ppb,
"Lidgerwood, City of",Dibromochloromethane,0.862 ppb,0.1 ppb,
"Lidgerwood, City of",Dichloroacetic acid,8.91 ppb,0.2 ppb,
"Lidgerwood, City of",Haloacetic acids (HAA5)†,15.1 ppb,0.1 ppb,60 ppb
"Lidgerwood, City of","Radium, combined (-226 &amp; -228)*",0.96 pCi/L,0.05 pCi/L,5 pCi/L
"Lidgerwood, City of",Total trihalomethanes (TTHMs)†,43.2 ppb,0.15 ppb,80 ppb
"Lidgerwood, City of",Trichloroacetic acid,5.56 ppb,0.1 ppb,
"Lidgerwood, City of",Uranium*,1.67 pCi/L,0.43 pCi/L,20 pCi/L
"Lidgerwood, City of",Barium*,247.0 ppb,700 ppb,"2,000 ppb"
"Lidgerwood, City of",Chromium (total)*,1.58 ppb,,100 ppb
"Lidgerwood, City of",Fluoride*,0.733 ppm,,4 ppm
"Lidgerwood, City of",Monobromoacetic acid*,0.406 ppb,25 ppb,
"Lidgerwood, City of",Monochloroacetic acid,0.634 ppb,53 ppb,
"Lidgerwood, City of",None,,,
"Mantador, City of",Arsenic*,8.94 ppb,0.004 ppb,10 ppb
"Mantador, City of",Bromodichloromethane,3.18 ppb,0.06 ppb,
"Mantador, City of",Chloroform,10.1 ppb,0.4 ppb,
"Mantador, City of",Dibromochloromethane,0.715 ppb,0.1 ppb,
"Mantador, City of",Dichloroacetic acid,4.24 ppb,0.2 ppb,
"Mantador, City of",Haloacetic acids (HAA5)†,7.22 ppb,0.1 ppb,60 ppb
"Mantador, City of","Radium, combined (-226 &amp; -228)*",0.96 pCi/L,0.05 pCi/L,5 pCi/L
"Mantador, City of",Total trihalomethanes (TTHMs)†,14.0 ppb,0.15 ppb,80 ppb
"Mantador, City of",Trichloroacetic acid,2.98 ppb,0.1 ppb,
"Mantador, City of",Uranium*,1.67 pCi/L,0.43 pCi/L,20 pCi/L
"Mantador, City of",Barium*,247.0 ppb,700 ppb,"2,000 ppb"
"Mantador, City of",Chromium (total)*,1.58 ppb,,100 ppb
"Mantador, City of",Fluoride*,0.733 ppm,,4 ppm
"Mantador, City of",Monobromoacetic acid*,0.406 ppb,25 ppb,
"Mantador, City of",None,,,
"Mooreton, City of",Arsenic*,8.94 ppb,0.004 ppb,10 ppb
"Mooreton, City of",Bromodichloromethane,3.51 ppb,0.06 ppb,
"Mooreton, City of",Chloroform,11.8 ppb,0.4 ppb,
"Mooreton, City of",Dibromochloromethane,0.795 ppb,0.1 ppb,
"Mooreton, City of",Dichloroacetic acid,5.62 ppb,0.2 ppb,
"Mooreton, City of",Haloacetic acids (HAA5)†,11.2 ppb,0.1 ppb,60 ppb
"Mooreton, City of","Radium, combined (-226 &amp; -228)*",0.96 pCi/L,0.05 pCi/L,5 pCi/L
"Mooreton, City of",Total trihalomethanes (TTHMs)†,16.1 ppb,0.15 ppb,80 ppb
"Mooreton, City of",Trichloroacetic acid,5.59 ppb,0.1 ppb,
"Mooreton, City of",Uranium*,1.67 pCi/L,0.43 pCi/L,20 pCi/L
"Mooreton, City of",Barium*,247.0 ppb,700 ppb,"2,000 ppb"
"Mooreton, City of",Chromium (total)*,1.58 ppb,,100 ppb
"Mooreton, City of",Fluoride*,0.733 ppm,,4 ppm
"Mooreton, City of",Monobromoacetic acid*,0.406 ppb,25 ppb,
"Mooreton, City of",None,,,
Southeast Wud (central-lisbon),Arsenic*,3.63 ppb,0.004 ppb,10 ppb
Southeast Wud (central-lisbon),Bromodichloromethane,0.661 ppb,0.06 ppb,
Southeast Wud (central-lisbon),Chloroform,1.13 ppb,0.4 ppb,
Southeast Wud (central-lisbon),Dibromoacetic acid,0.153 ppb,0.04 ppb,
Southeast Wud (central-lisbon),Dichloroacetic acid,1.90 ppb,0.2 ppb,
Southeast Wud (central-lisbon),Haloacetic acids (HAA5)†,2.38 ppb,0.1 ppb,60 ppb
Southeast Wud (central-lisbon),Haloacetic acids (HAA9)†,1.07 ppb,0.06 ppb,
Southeast Wud (central-lisbon),"Radium, combined (-226 &amp; -228)*",0.71 pCi/L,0.05 pCi/L,5 pCi/L
Southeast Wud (central-lisbon),Total trihalomethanes (TTHMs)†,1.94 ppb,0.15 ppb,80 ppb
Southeast Wud (central-lisbon),Barium*,31.2 ppb,700 ppb,"2,000 ppb"
Southeast Wud (central-lisbon),Bromoform*,0.0900 ppb,0.5 ppb,
Southeast Wud (central-lisbon),Chromium (total)*,1.36 ppb,,100 ppb
Southeast Wud (central-lisbon),Dibromochloromethane,0.157 ppb,0.1 ppb,
Southeast Wud (central-lisbon),Fluoride*,0.982 ppm,,4 ppm
Southeast Wud (central-lisbon),Manganese,7.85 ppb,100 ppb,
Southeast Wud (central-lisbon),Monochloroacetic acid,0.329 ppb,53 ppb,
Southeast Wud (central-lisbon),Nitrate and nitrite*,0.190 ppm,0.14 ppm,10 ppm
Southeast Wud (central-lisbon),None,,,
"Wahpeton, City of",Dibromoacetic acid,1.04 ppb,0.04 ppb,
"Wahpeton, City of",Haloacetic acids (HAA5)†,1.04 ppb,0.1 ppb,60 ppb
"Wahpeton, City of",Barium,5.52 ppb,700 ppb,"2,000 ppb"
"Wahpeton, City of",Chloroform,0.234 ppb,0.4 ppb,
"Wahpeton, City of",Fluoride,0.720 ppm,,4 ppm
"Wahpeton, City of",Nitrate and nitrite,0.228 ppm,0.14 ppm,10 ppm
"Wahpeton, City of","Radium, combined (-226 &amp; -228)",0.08 pCi/L,0.05 pCi/L,5 pCi/L
"Wahpeton, City of",Total trihalomethanes (TTHMs)†,0.234 ppb,0.15 ppb,80 ppb
"Wahpeton, City of",Uranium,0.13 pCi/L,0.43 pCi/L,20 pCi/L
"Wahpeton, City of",None,,,
"Walcott, City of",Arsenic*,8.94 ppb,0.004 ppb,10 ppb
"Walcott, City of",Bromodichloromethane,3.17 ppb,0.06 ppb,
"Walcott, City of",Chloroform,11.7 ppb,0.4 ppb,
"Walcott, City of",Dibromoacetic acid,1.13 ppb,0.04 ppb,
"Walcott, City of",Dibromochloromethane,0.845 ppb,0.1 ppb,
"Walcott, City of",Dichloroacetic acid,5.66 ppb,0.2 ppb,
"Walcott, City of",Haloacetic acids (HAA5)†,11.2 ppb,0.1 ppb,60 ppb
"Walcott, City of","Radium, combined (-226 &amp; -228)",0.20 pCi/L,0.05 pCi/L,5 pCi/L
"Walcott, City of",Total trihalomethanes (TTHMs)†,15.8 ppb,0.15 ppb,80 ppb
"Walcott, City of",Trichloroacetic acid,4.39 ppb,0.1 ppb,
"Walcott, City of",Uranium*,1.67 pCi/L,0.43 pCi/L,20 pCi/L
"Walcott, City of",Barium*,247.0 ppb,700 ppb,"2,000 ppb"
"Walcott, City of",Bromoform,0.118 ppb,0.5 ppb,
"Walcott, City of",Chromium (total)*,1.58 ppb,,100 ppb
"Walcott, City of",Fluoride*,0.733 ppm,,4 ppm
"Walcott, City of",Monobromoacetic acid*,0.406 ppb,25 ppb,
"Walcott, City of",None,,,
"Wyndmere, City of",Arsenic*,8.94 ppb,0.004 ppb,10 ppb
"Wyndmere, City of",Bromodichloromethane,5.50 ppb,0.06 ppb,
"Wyndmere, City of",Chloroform,28.3 ppb,0.4 ppb,
"Wyndmere, City of",Dibromochloromethane,0.987 ppb,0.1 ppb,
"Wyndmere, City of",Dichloroacetic acid,9.97 ppb,0.2 ppb,
"Wyndmere, City of",Haloacetic acids (HAA5)†,17.1 ppb,0.1 ppb,60 ppb
"Wyndmere, City of","Radium, combined (-226 &amp; -228)*",0.96 pCi/L,0.05 pCi/L,5 pCi/L
"Wyndmere, City of",Total trihalomethanes (TTHMs)†,34.8 ppb,0.15 ppb,80 ppb
"Wyndmere, City of",Trichloroacetic acid,6.31 ppb,0.1 ppb,
"Wyndmere, City of",Uranium*,1.67 pCi/L,0.43 pCi/L,20 pCi/L
"Wyndmere, City of",Barium*,247.0 ppb,700 ppb,"2,000 ppb"
"Wyndmere, City of",Chromium (total)*,1.58 ppb,,100 ppb
"Wyndmere, City of",Fluoride*,0.733 ppm,,4 ppm
"Wyndmere, City of",Monobromoacetic acid*,0.406 ppb,25 ppb,
"Wyndmere, City of",Monochloroacetic acid,0.823 ppb,53 ppb,
"Wyndmere, City of",None,,,
"Amenia, City of",Arsenic*,5.14 ppb,0.004 ppb,10 ppb
"Amenia, City of",Bromodichloromethane,11.5 ppb,0.06 ppb,
"Amenia, City of",Chloroform,20.0 ppb,0.4 ppb,
"Amenia, City of",Dibromoacetic acid,1.99 ppb,0.04 ppb,
"Amenia, City of",Dibromochloromethane,6.02 ppb,0.1 ppb,
"Amenia, City of",Dichloroacetic acid,6.35 ppb,0.2 ppb,
"Amenia, City of",Haloacetic acids (HAA5)†,11.4 ppb,0.1 ppb,60 ppb
"Amenia, City of","Radium, combined (-226 &amp; -228)*",0.11 pCi/L,0.05 pCi/L,5 pCi/L
"Amenia, City of",Total trihalomethanes (TTHMs)†,37.7 ppb,0.15 ppb,80 ppb
"Amenia, City of",Trichloroacetic acid,3.02 ppb,0.1 ppb,
"Amenia, City of",Uranium*,1.31 pCi/L,0.43 pCi/L,20 pCi/L
"Amenia, City of",Barium*,37.7 ppb,700 ppb,"2,000 ppb"
"Amenia, City of",Bromoform,0.260 ppb,0.5 ppb,
"Amenia, City of",Chromium (total)*,3.33 ppb,,100 ppb
"Amenia, City of",Fluoride*,0.846 ppm,,4 ppm
"Amenia, City of",Nitrate and nitrite*,0.00500 ppm,0.14 ppm,10 ppm
"Amenia, City of",None,,,
"Argusville, City of",Bromodichloromethane,2.66 ppb,0.06 ppb,
"Argusville, City of",Chloroform,3.30 ppb,0.4 ppb,
"Argusville, City of",Dibromoacetic acid,2.40 ppb,0.04 ppb,
"Argusville, City of",Dibromochloromethane,1.19 ppb,0.1 ppb,
"Argusville, City of",Dichloroacetic acid,3.46 ppb,0.2 ppb,
"Argusville, City of",Haloacetic acids (HAA5)†,8.03 ppb,0.1 ppb,60 ppb
"Argusville, City of","Radium, combined (-226 &amp; -228)*",0.42 pCi/L,0.05 pCi/L,5 pCi/L
"Argusville, City of",Total trihalomethanes (TTHMs)†,7.15 ppb,0.15 ppb,80 ppb
"Argusville, City of",Trichloroacetic acid,0.825 ppb,0.1 ppb,
"Argusville, City of",Barium*,141.0 ppb,700 ppb,"2,000 ppb"
"Argusville, City of",Chromium (total)*,3.00 ppb,,100 ppb
"Argusville, City of",Fluoride*,0.846 ppm,,4 ppm
"Argusville, City of",Monochloroacetic acid,1.35 ppb,53 ppb,
"Argusville, City of",Nitrate and nitrite*,0.0300 ppm,0.14 ppm,10 ppm
"Argusville, City of",Selenium*,1.99 ppb,30 ppb,50 ppb
"Argusville, City of",None,,,
"Arthur, City of",Arsenic*,5.14 ppb,0.004 ppb,10 ppb
"Arthur, City of",Bromodichloromethane,4.02 ppb,0.06 ppb,
"Arthur, City of",Chloroform,10.8 ppb,0.4 ppb,
"Arthur, City of",Dibromochloromethane,2.41 ppb,0.1 ppb,
"Arthur, City of",Dichloroacetic acid,2.87 ppb,0.2 ppb,
"Arthur, City of",Haloacetic acids (HAA5)†,4.19 ppb,0.1 ppb,60 ppb
"Arthur, City of","Radium, combined (-226 &amp; -228)*",0.11 pCi/L,0.05 pCi/L,5 pCi/L
"Arthur, City of",Total trihalomethanes (TTHMs)†,17.2 ppb,0.15 ppb,80 ppb
"Arthur, City of",Trichloroacetic acid,1.32 ppb,0.1 ppb,
"Arthur, City of",Uranium*,1.31 pCi/L,0.43 pCi/L,20 pCi/L
"Arthur, City of",Barium*,37.7 ppb,700 ppb,"2,000 ppb"
"Arthur, City of",Chromium (total)*,3.33 ppb,,100 ppb
"Arthur, City of",Fluoride*,0.846 ppm,,4 ppm
"Arthur, City of",Nitrate and nitrite*,0.00500 ppm,0.14 ppm,10 ppm
"Arthur, City of",None,,,
Brooktree Wells Inc.,Arsenic,3.76 ppb,0.004 ppb,10 ppb
Brooktree Wells Inc.,"Radium, combined (-226 &amp; -228)",0.42 pCi/L,0.05 pCi/L,5 pCi/L
Brooktree Wells Inc.,Barium,22.0 ppb,700 ppb,"2,000 ppb"
Brooktree Wells Inc.,Chromium (total),3.89 ppb,,100 ppb
Brooktree Wells Inc.,Fluoride,0.679 ppm,,4 ppm
Brooktree Wells Inc.,Manganese,44.0 ppb,100 ppb,
Brooktree Wells Inc.,Selenium,3.67 ppb,30 ppb,50 ppb
Brooktree Wells Inc.,Uranium,0.50 pCi/L,0.43 pCi/L,20 pCi/L
Brooktree Wells Inc.,None,,,
"Buffalo, City of",Arsenic*,0.283 ppb,0.004 ppb,10 ppb
"Buffalo, City of",Atrazine*,0.968 ppb,0.1 ppb,3 ppb
"Buffalo, City of",Bromodichloromethane,17.8 ppb,0.06 ppb,
"Buffalo, City of",Chloroform,40.3 ppb,0.4 ppb,
"Buffalo, City of",Dibromoacetic acid,1.44 ppb,0.04 ppb,
"Buffalo, City of",Dibromochloromethane,6.79 ppb,0.1 ppb,
"Buffalo, City of",Dichloroacetic acid,12.3 ppb,0.2 ppb,
"Buffalo, City of",Haloacetic acids (HAA5)†,24.9 ppb,0.1 ppb,60 ppb
"Buffalo, City of",Nitrate*,0.364 ppm,0.14 ppm,10 ppm
"Buffalo, City of",Total trihalomethanes (TTHMs)†,65.9 ppb,0.15 ppb,80 ppb
"Buffalo, City of",Trichloroacetic acid,9.46 ppb,0.1 ppb,
"Buffalo, City of",Acetochlor*,0.350 ppb,,
"Buffalo, City of",Aluminum*,35.7 ppb,600 ppb,
"Buffalo, City of",Barium*,60.8 ppb,700 ppb,"2,000 ppb"
"Buffalo, City of",Bromoform,0.715 ppb,0.5 ppb,
"Buffalo, City of",Chromium (total)*,1.23 ppb,,100 ppb
"Buffalo, City of",Fluoride*,0.0367 ppm,,4 ppm
"Buffalo, City of",Manganese*,11.5 ppb,100 ppb,
"Buffalo, City of",Metolachlor*,0.139 ppb,,
"Buffalo, City of",Monobromoacetic acid,0.504 ppb,25 ppb,
"Buffalo, City of",Monochloroacetic acid,1.25 ppb,53 ppb,
"Buffalo, City of",Selenium*,0.933 ppb,30 ppb,50 ppb
Cass Rural Water District,Bromodichloromethane,7.50 ppb,0.06 ppb,
Cass Rural Water District,Bromoform,1.75 ppb,0.5 ppb,
Cass Rural Water District,Chloroform,11.2 ppb,0.4 ppb,
Cass Rural Water District,Dibromoacetic acid,1.50 ppb,0.04 ppb,
Cass Rural Water District,Dibromochloromethane,5.75 ppb,0.1 ppb,
Cass Rural Water District,Dichloroacetic acid,5.30 ppb,0.2 ppb,
Cass Rural Water District,Haloacetic acids (HAA5)†,8.05 ppb,0.1 ppb,60 ppb
Cass Rural Water District,"Radium, combined (-226 &amp; -228)*",1.61 pCi/L,0.05 pCi/L,5 pCi/L
Cass Rural Water District,Total trihalomethanes (TTHMs)†,26.2 ppb,0.15 ppb,80 ppb
Cass Rural Water District,Trichloroacetic acid,1.25 ppb,0.1 ppb,
Cass Rural Water District,Barium*,5.05 ppb,700 ppb,"2,000 ppb"
Cass Rural Water District,Fluoride*,0.804 ppm,,4 ppm
Cass Rural Water District,Nitrate*,0.120 ppm,0.14 ppm,10 ppm
Cass Rural Water District,Nitrate and nitrite*,0.120 ppm,0.14 ppm,10 ppm
Cass Rural Water District,Xylenes (total)*,0.487 ppb,"1,800 ppb","10,000 ppb"
Cass Rural Water District,None,,,
Cass Rural Water District,Bromodichloromethane,7.50 ppb,0.06 ppb,
Cass Rural Water District,Bromoform,1.75 ppb,0.5 ppb,
Cass Rural Water District,Chloroform,11.2 ppb,0.4 ppb,
Cass Rural Water District,Dibromoacetic acid,1.50 ppb,0.04 ppb,
Cass Rural Water District,Dibromochloromethane,5.75 ppb,0.1 ppb,
Cass Rural Water District,Dichloroacetic acid,5.30 ppb,0.2 ppb,
Cass Rural Water District,Haloacetic acids (HAA5)†,8.05 ppb,0.1 ppb,60 ppb
Cass Rural Water District,"Radium, combined (-226 &amp; -228)*",1.61 pCi/L,0.05 pCi/L,5 pCi/L
Cass Rural Water District,Total trihalomethanes (TTHMs)†,26.2 ppb,0.15 ppb,80 ppb
Cass Rural Water District,Trichloroacetic acid,1.25 ppb,0.1 ppb,
Cass Rural Water District,Barium*,5.05 ppb,700 ppb,"2,000 ppb"
Cass Rural Water District,Fluoride*,0.804 ppm,,4 ppm
Cass Rural Water District,Nitrate*,0.120 ppm,0.14 ppm,10 ppm
Cass Rural Water District,Nitrate and nitrite*,0.120 ppm,0.14 ppm,10 ppm
Cass Rural Water District,Xylenes (total)*,0.487 ppb,"1,800 ppb","10,000 ppb"
Cass Rural Water District,None,,,
Cass Rural Water District,Bromodichloromethane,7.50 ppb,0.06 ppb,
Cass Rural Water District,Bromoform,1.75 ppb,0.5 ppb,
Cass Rural Water District,Chloroform,11.2 ppb,0.4 ppb,
Cass Rural Water District,Dibromoacetic acid,1.50 ppb,0.04 ppb,
Cass Rural Water District,Dibromochloromethane,5.75 ppb,0.1 ppb,
Cass Rural Water District,Dichloroacetic acid,5.30 ppb,0.2 ppb,
Cass Rural Water District,Haloacetic acids (HAA5)†,8.05 ppb,0.1 ppb,60 ppb
Cass Rural Water District,"Radium, combined (-226 &amp; -228)*",1.61 pCi/L,0.05 pCi/L,5 pCi/L
Cass Rural Water District,Total trihalomethanes (TTHMs)†,26.2 ppb,0.15 ppb,80 ppb
Cass Rural Water District,Trichloroacetic acid,1.25 ppb,0.1 ppb,
Cass Rural Water District,Barium*,5.05 ppb,700 ppb,"2,000 ppb"
Cass Rural Water District,Fluoride*,0.804 ppm,,4 ppm
Cass Rural Water District,Nitrate*,0.120 ppm,0.14 ppm,10 ppm
Cass Rural Water District,Nitrate and nitrite*,0.120 ppm,0.14 ppm,10 ppm
Cass Rural Water District,Xylenes (total)*,0.487 ppb,"1,800 ppb","10,000 ppb"
Cass Rural Water District,None,,,
Cass Rural Water District,Bromodichloromethane,7.50 ppb,0.06 ppb,
Cass Rural Water District,Bromoform,1.75 ppb,0.5 ppb,
Cass Rural Water District,Chloroform,11.2 ppb,0.4 ppb,
Cass Rural Water District,Dibromoacetic acid,1.50 ppb,0.04 ppb,
Cass Rural Water District,Dibromochloromethane,5.75 ppb,0.1 ppb,
Cass Rural Water District,Dichloroacetic acid,5.30 ppb,0.2 ppb,
Cass Rural Water District,Haloacetic acids (HAA5)†,8.05 ppb,0.1 ppb,60 ppb
Cass Rural Water District,"Radium, combined (-226 &amp; -228)*",1.61 pCi/L,0.05 pCi/L,5 pCi/L
Cass Rural Water District,Total trihalomethanes (TTHMs)†,26.2 ppb,0.15 ppb,80 ppb
Cass Rural Water District,Trichloroacetic acid,1.25 ppb,0.1 ppb,
Cass Rural Water District,Barium*,5.05 ppb,700 ppb,"2,000 ppb"
Cass Rural Water District,Fluoride*,0.804 ppm,,4 ppm
Cass Rural Water District,Nitrate*,0.120 ppm,0.14 ppm,10 ppm
Cass Rural Water District,Nitrate and nitrite*,0.120 ppm,0.14 ppm,10 ppm
Cass Rural Water District,Xylenes (total)*,0.487 ppb,"1,800 ppb","10,000 ppb"
Cass Rural Water District,None,,,
"Casselton, City of",Arsenic*,1.93 ppb,0.004 ppb,10 ppb
"Casselton, City of",Bromodichloromethane,6.53 ppb,0.06 ppb,
"Casselton, City of",Chloroform,20.3 ppb,0.4 ppb,
"Casselton, City of",Dibromochloromethane,1.59 ppb,0.1 ppb,
"Casselton, City of",Dichloroacetic acid,8.31 ppb,0.2 ppb,
"Casselton, City of",Haloacetic acids (HAA5)†,17.8 ppb,0.1 ppb,60 ppb
"Casselton, City of","Radium, combined (-226 &amp; -228)*",0.25 pCi/L,0.05 pCi/L,5 pCi/L
"Casselton, City of",Total trihalomethanes (TTHMs)†,28.5 ppb,0.15 ppb,80 ppb
"Casselton, City of",Trichloroacetic acid,8.69 ppb,0.1 ppb,
"Casselton, City of",Barium*,180.0 ppb,700 ppb,"2,000 ppb"
"Casselton, City of",Chromium (total)*,3.33 ppb,,100 ppb
"Casselton, City of",Fluoride*,1.01 ppm,,4 ppm
"Casselton, City of",Monobromoacetic acid,0.836 ppb,25 ppb,
"Casselton, City of",Nitrate and nitrite*,0.250 ppm,0.14 ppm,10 ppm
"Casselton, City of",Uranium*,0.47 pCi/L,0.43 pCi/L,20 pCi/L
"Casselton, City of",None,,,
City of Fargo,Arsenic,0.540 ppb,0.004 ppb,10 ppb
City of Fargo,Bromate,2.89 ppb,0.1 ppb,10 ppb
City of Fargo,Bromodichloromethane,1.12 ppb,0.06 ppb,
City of Fargo,Chloroform,9.09 ppb,0.4 ppb,
City of Fargo,Chromium (hexavalent),0.691 ppb,0.02 ppb,
City of Fargo,Dibromoacetic acid,0.0932 ppb,0.04 ppb,
City of Fargo,Dichloroacetic acid,9.97 ppb,0.2 ppb,
City of Fargo,Haloacetic acids (HAA5)†,11.6 ppb,0.1 ppb,60 ppb
City of Fargo,Haloacetic acids (HAA9)†,14.5 ppb,0.06 ppb,
City of Fargo,Nitrate,0.660 ppm,0.14 ppm,10 ppm
City of Fargo,Nitrate and nitrite,0.364 ppm,0.14 ppm,10 ppm
City of Fargo,"Radium, combined (-226 &amp; -228)",0.17 pCi/L,0.05 pCi/L,5 pCi/L
City of Fargo,Total trihalomethanes (TTHMs)†,10.3 ppb,0.15 ppb,80 ppb
City of Fargo,Barium,37.6 ppb,700 ppb,"2,000 ppb"
City of Fargo,Bromide,53.9 ppb,,
City of Fargo,Bromoform,0.00266 ppb,0.5 ppb,
City of Fargo,Chromium (total),0.680 ppb,,100 ppb
City of Fargo,Dibromochloromethane,0.141 ppb,0.1 ppb,
City of Fargo,Fluoride,0.625 ppm,,4 ppm
City of Fargo,Manganese,0.648 ppb,100 ppb,
City of Fargo,Molybdenum,2.80 ppb,40 ppb,
